
[00:00:00.000 --> 00:00:03.960]  各位大兄姐妹
[00:00:03.960 --> 00:00:05.360]  各位朋友你們好
[00:00:05.360 --> 00:00:08.080]  歡迎大家參加我們三藩市播道會
[00:00:08.080 --> 00:00:10.080]  網上的影堂崇拜
[00:00:10.080 --> 00:00:15.360]  今天我們繼續思想論盡人生這個系列
[00:00:15.360 --> 00:00:17.680]  我們來到第十一講
[00:00:17.680 --> 00:00:22.960]  題目叫做大江東去狼圖盡
[00:00:22.960 --> 00:00:28.160]  經文章在創世紀第四章十六節至十七節
[00:00:28.160 --> 00:00:33.280]  創世紀第十章八節至十二節
[00:00:33.280 --> 00:00:37.440]  未開始思想這段聖經前請你同心低頭
[00:00:37.440 --> 00:00:39.120]  我都同你祈禱過
[00:00:39.120 --> 00:00:42.000]  慈悲人我的天父我們滿心多謝你
[00:00:42.000 --> 00:00:45.440]  因為我們知道神眾萬物各安其事
[00:00:45.440 --> 00:00:46.960]  成為美好
[00:00:46.960 --> 00:00:50.400]  有將永生安置在世人的心靈
[00:00:50.400 --> 00:00:52.400]  求你幫助我們
[00:00:52.400 --> 00:00:55.680]  幫助我們活得精彩
[00:00:55.680 --> 00:00:57.440]  活得有意義
[00:00:57.440 --> 00:01:00.160]  求聖靈藉著你的話語
[00:01:00.160 --> 00:01:02.960]  向我們每一個人講你所講的話
[00:01:02.960 --> 00:01:04.560]  無論提醒的
[00:01:04.560 --> 00:01:05.520]  預免的
[00:01:05.520 --> 00:01:06.560]  教導的
[00:01:06.560 --> 00:01:07.520]  安慰的
[00:01:07.520 --> 00:01:08.720]  督責的
[00:01:08.720 --> 00:01:10.720]  叫我們能夠明白
[00:01:10.720 --> 00:01:13.680]  和應用你自己的話語在我們生命裏面
[00:01:13.680 --> 00:01:16.560]  我們這樣禱告那是奉耶穌基督命求
[00:01:16.560 --> 00:01:17.680]  對
[00:01:17.680 --> 00:01:22.080]  蘇東坡寫過一首非常有意思的詞
[00:01:22.080 --> 00:01:26.240]  叫做念牢驕赤壁懷古
[00:01:26.240 --> 00:01:28.240]  這首詞是這樣寫的
[00:01:28.720 --> 00:01:32.160]  拔大江東去浪淘盡
[00:01:32.160 --> 00:01:34.320]  千古風流人物
[00:01:34.320 --> 00:01:37.040]  故裡西邊人道事
[00:01:37.040 --> 00:01:39.280]  三角舟浪赤壁
[00:01:39.280 --> 00:01:40.960]  亂石崩雲
[00:01:40.960 --> 00:01:42.560]  驚濤烈案
[00:01:42.560 --> 00:01:44.720]  捲起千堆樹
[00:01:44.720 --> 00:01:46.640]  江山如畫
[00:01:46.640 --> 00:01:48.960]  一事多少浩劫
[00:01:48.960 --> 00:01:51.200]  遙想恭敬當年
[00:01:51.200 --> 00:01:53.200]  小橋初駕了
[00:01:53.200 --> 00:01:54.960]  紅知英法
[00:01:54.960 --> 00:01:56.720]  雨扇關根
[00:01:56.720 --> 00:01:58.240]  談笑間
[00:01:58.240 --> 00:02:01.040]  強弩灰飛煙滅
[00:02:01.040 --> 00:02:02.240]  故國甚幼
[00:02:02.240 --> 00:02:04.000]  多情英少我
[00:02:04.000 --> 00:02:05.920]  早山華發
[00:02:05.920 --> 00:02:07.760]  人生如夢
[00:02:07.760 --> 00:02:11.440]  一樽還來江源
[00:02:11.440 --> 00:02:13.360]  關於赤壁
[00:02:13.360 --> 00:02:16.400]  蘇東坡寫過前後赤壁賦
[00:02:16.400 --> 00:02:18.240]  還寫過一首詞
[00:02:18.240 --> 00:02:22.880]  就是這首念牢驕赤壁懷古
[00:02:22.880 --> 00:02:26.720]  在北宋神宗元風二年
[00:02:26.720 --> 00:02:29.280]  蘇軾被彈劾
[00:02:29.280 --> 00:02:32.480]  他用詩來譏諷朝廷
[00:02:32.480 --> 00:02:37.280]  於是被貶做王周團練婦使
[00:02:37.280 --> 00:02:40.160]  歷史稱為烏台詩案
[00:02:40.160 --> 00:02:43.360]  第二年蘇軾去到王周
[00:02:43.360 --> 00:02:45.360]  他有四年的時候
[00:02:45.360 --> 00:02:47.200]  居住在王周
[00:02:47.200 --> 00:02:48.880]  在這四年當中
[00:02:48.880 --> 00:02:51.520]  他建了東坡雪堂
[00:02:51.520 --> 00:02:53.760]  自號東坡居士
[00:02:53.760 --> 00:02:55.360]  元風五年
[00:02:55.360 --> 00:02:59.520]  蘇軾兩次遊王周的赤壁基
[00:02:59.520 --> 00:03:01.760]  即地興起
[00:03:01.760 --> 00:03:04.320]  分別寫了著名的赤壁賦
[00:03:04.320 --> 00:03:07.680]  和念牢驕赤壁懷古
[00:03:07.680 --> 00:03:10.400]  雖然蘇東坡所處的地方
[00:03:10.400 --> 00:03:13.760]  並非昔日發生赤壁大戰的赤壁
[00:03:13.760 --> 00:03:16.480]  但蘇東坡所描繪的
[00:03:16.480 --> 00:03:18.720]  正是昔日的赤壁大戰
[00:03:18.720 --> 00:03:21.280]  赤壁之戰是中國歷史上
[00:03:21.280 --> 00:03:25.760]  最具影響力和傳奇色彩的戰鬥
[00:03:25.760 --> 00:03:29.200]  赤壁之戰發生在公元208年
[00:03:29.200 --> 00:03:31.520]  當時曹操率領大軍
[00:03:31.520 --> 00:03:34.400]  進攻劉備和宣權的聯軍
[00:03:34.400 --> 00:03:38.240]  這場戰役決定了三國鼎立的格局
[00:03:38.240 --> 00:03:41.760]  並且留下許多動容的故事
[00:03:41.760 --> 00:03:46.240]  其中周瑜的故事更是傳頌千古
[00:03:46.240 --> 00:03:50.400]  赤壁之戰發生在曹操進攻荊州後
[00:03:50.400 --> 00:03:54.560]  他將目光轉向東吳宣權領土
[00:03:54.560 --> 00:03:57.360]  曹操意圖消滅宣權
[00:03:57.360 --> 00:03:58.720]  統一南方
[00:03:58.720 --> 00:04:01.600]  進一步擴大自己的勢力範圍
[00:04:01.600 --> 00:04:03.920]  曹操準備進攻東吳之際
[00:04:03.920 --> 00:04:08.480]  就知道周瑜和劉備聯軍正在籌備抵抗
[00:04:08.480 --> 00:04:10.960]  周瑜是東吳的名將
[00:04:10.960 --> 00:04:14.400]  他利用赤壁地區的地理條件
[00:04:14.400 --> 00:04:16.960]  和他個人的自謀
[00:04:16.960 --> 00:04:19.920]  赤壁的地方是非常獨特
[00:04:19.920 --> 00:04:21.600]  三江匯流
[00:04:21.600 --> 00:04:26.240]  水域中環交錯形成一個天然的防線
[00:04:26.240 --> 00:04:29.520]  周瑜利用這個地理
[00:04:29.520 --> 00:04:33.360]  正當曹操的船進入水域的時候
[00:04:33.360 --> 00:04:36.000]  周瑜下令放火箭
[00:04:36.000 --> 00:04:39.200]  點燃江面上的火龍船
[00:04:39.200 --> 00:04:44.320]  曹軍陷入混亂和恐慌的火勢蔓延當中
[00:04:44.320 --> 00:04:46.560]  船隻損失慘重
[00:04:46.560 --> 00:04:50.400]  在這時候東吳水軍和劉備部隊
[00:04:50.400 --> 00:04:52.400]  發起全面進攻
[00:04:52.400 --> 00:04:54.400]  展開激烈的戰鬥
[00:04:54.400 --> 00:04:57.280]  並且大敗曹操的軍隊
[00:04:57.280 --> 00:05:00.000]  形成三國鼎立的局面
[00:05:00.000 --> 00:05:03.200]  孫多波看到赤壁
[00:05:03.200 --> 00:05:06.480]  就想到赤壁之戰的周瑜
[00:05:06.480 --> 00:05:07.920]  他就這樣寫法
[00:05:07.920 --> 00:05:10.400]  不遙想恭敬當年
[00:05:10.400 --> 00:05:12.400]  小橋初駕了
[00:05:12.400 --> 00:05:15.680]  洪之英法雨扇關根
[00:05:15.680 --> 00:05:19.680]  譚紹堅長老灰飛煙滅
[00:05:19.680 --> 00:05:22.400]  看來好像非常的豪邁
[00:05:22.400 --> 00:05:26.000]  戰爭的確是製造不少英雄豪傑
[00:05:26.000 --> 00:05:28.000]  就好像周瑜一樣
[00:05:28.000 --> 00:05:30.320]  他年輕優雅
[00:05:30.320 --> 00:05:34.320]  中環戰場就好像閒情散步
[00:05:34.320 --> 00:05:37.120]  但此間他創造了歷史
[00:05:37.120 --> 00:05:39.360]  又收穫了美好的愛情
[00:05:39.360 --> 00:05:41.600]  看來他的生命的光輝
[00:05:41.600 --> 00:05:43.280]  人生的美滿
[00:05:43.280 --> 00:05:47.200]  就在如詩如畫的江山裏
[00:05:47.200 --> 00:05:49.200]  閃閃爍烈
[00:05:49.200 --> 00:05:51.840]  真是非常威水
[00:05:51.840 --> 00:05:54.080]  但曾幾何時
[00:05:54.080 --> 00:05:57.120]  大江東去浪淘盡
[00:05:57.120 --> 00:05:59.120]  千古風流人物
[00:05:59.120 --> 00:06:01.840]  人生就好像夢幻一樣
[00:06:01.840 --> 00:06:04.400]  更何況打仗是怎樣
[00:06:04.400 --> 00:06:08.000]  所謂一仗功成萬骨枯
[00:06:08.000 --> 00:06:15.040]  龍應台在他的《大江大海1949》的序言有這樣寫
[00:06:15.040 --> 00:06:18.160]  他們曾經意氣風發
[00:06:18.160 --> 00:06:20.160]  憐華正茂
[00:06:20.160 --> 00:06:22.800]  有些只是被國家感動
[00:06:22.800 --> 00:06:24.800]  被理想擊敗
[00:06:24.800 --> 00:06:27.840]  有些是被貧困所逼
[00:06:27.840 --> 00:06:29.840]  被環境所壓
[00:06:29.840 --> 00:06:33.360]  他們帶著這些人上戰場
[00:06:33.360 --> 00:06:36.240]  動裡迂腐
[00:06:36.240 --> 00:06:39.120]  真是非常淒厲
[00:06:39.120 --> 00:06:42.960]  更有些暴戍於溝渠
[00:06:42.960 --> 00:06:44.800]  時代的鐵輪
[00:06:44.800 --> 00:06:46.800]  輾過他們的身軀
[00:06:46.800 --> 00:06:50.640]  那些烽火倖存的一生動盪
[00:06:50.640 --> 00:06:52.640]  萬里飄零
[00:06:52.640 --> 00:06:56.080]  正因為那一代承受了戰爭的重壓
[00:06:56.080 --> 00:06:59.280]  隱下了雜亂的內傷
[00:06:59.280 --> 00:07:02.880]  正因為他們在跌倒流血的地方
[00:07:02.880 --> 00:07:04.880]  重新低頭播種
[00:07:04.880 --> 00:07:06.880]  以致我們這一代
[00:07:06.880 --> 00:07:08.880]  可以在和平中
[00:07:08.880 --> 00:07:10.880]  天真中
[00:07:10.880 --> 00:07:12.880]  開闊的天地中長大
[00:07:12.880 --> 00:07:16.720]  如果有人說他們是戰爭的失敗者
[00:07:16.720 --> 00:07:21.840]  那麼所有被時代踐踏污辱傷害的人都是一樣
[00:07:21.840 --> 00:07:26.880]  正是因為他們以失敗者來教導我們
[00:07:26.880 --> 00:07:29.360]  請仍視我的眼睛
[00:07:29.360 --> 00:07:31.360]  誠實告訴我們
[00:07:31.360 --> 00:07:34.880]  戰爭有沒有勝利者呢?
[00:07:34.880 --> 00:07:37.840]  戰爭是很殘忍的
[00:07:37.840 --> 00:07:39.840]  但歷史告訴我們
[00:07:39.840 --> 00:07:42.320]  人類似乎永遠學不到這個功課
[00:07:42.320 --> 00:07:44.320]  在人類的信史裡
[00:07:44.320 --> 00:07:47.760]  少於三百年沒有記載過戰爭
[00:07:47.760 --> 00:07:49.760]  沒有記載不等於沒有
[00:07:49.760 --> 00:07:51.760]  只不過是沒有記載
[00:07:51.760 --> 00:07:54.240]  而在美國短短二百多年的歷史裡
[00:07:54.240 --> 00:07:57.360]  只有四個總統沒有發動過戰爭
[00:07:57.360 --> 00:07:59.360]  人類越文明
[00:07:59.360 --> 00:08:02.240]  戰爭的殺傷力就更大
[00:08:02.240 --> 00:08:05.920]  以現在的俄烏戰爭為例
[00:08:05.920 --> 00:08:07.920]  已經打了三年
[00:08:07.920 --> 00:08:12.160]  現在每星期死去的烏克蘭士兵大概有七千人
[00:08:12.160 --> 00:08:15.360]  俄羅斯的死亡人數可能更大
[00:08:15.360 --> 00:08:18.880]  更痛苦的就是平民百姓
[00:08:18.880 --> 00:08:21.680]  我想到杜甫的《兵居行》
[00:08:21.680 --> 00:08:25.360]  回饋這一幅非常悲慘的圖畫
[00:08:25.360 --> 00:08:54.000]  (朗讀)
[00:08:54.000 --> 00:09:17.840]  (朗讀)
[00:09:17.840 --> 00:09:19.840]  杜甫這一首詩
[00:09:19.840 --> 00:09:21.840]  一開始的時候展示一幅
[00:09:21.840 --> 00:09:24.640]  悲壯的送別圖畫
[00:09:24.640 --> 00:09:30.800]  詩人選擇了咸陽西邊的咸陽橋作為背景
[00:09:30.800 --> 00:09:34.320]  因為這是西行必經送別之地
[00:09:34.320 --> 00:09:40.400]  他先從兵居的奮鬥聲和戰馬的鮮靈聲音落筆
[00:09:40.400 --> 00:09:45.760]  作為描繪行人腰間裡的攻戰特寫
[00:09:45.760 --> 00:09:50.240]  然後對家屬們相送的情景
[00:09:50.240 --> 00:09:54.720]  偏移同足哭泣情景
[00:09:54.720 --> 00:09:58.320]  哇!令人非常悲壯
[00:09:58.320 --> 00:10:06.640]  他更以大筆弘揚出漫天七草交錯的車聲
[00:10:06.640 --> 00:10:10.240]  馬鳴和家屬的哭泣聲
[00:10:10.240 --> 00:10:15.040]  蓋過了統治者多番征召南丁從軍
[00:10:15.040 --> 00:10:19.680]  有些十幾歲有些四十幾歲
[00:10:19.680 --> 00:10:26.720]  不少造成了淒厲、子散這種悲慘的場景
[00:10:26.720 --> 00:10:31.200]  在中國歷史裡這幅咸陽橋的悲壯圖畫
[00:10:31.200 --> 00:10:34.400]  不住的重複重複又重複
[00:10:34.400 --> 00:10:37.840]  人類似乎永遠學不到這個功課
[00:10:37.840 --> 00:10:39.040]  何解呢?
[00:10:39.040 --> 00:10:43.360]  難怪蘇東坡以這樣一句結束了這首詩
[00:10:43.360 --> 00:10:48.480]  人生如夢一樽還來江月
[00:10:48.480 --> 00:10:51.680]  讓我們在聖經裡的兩個人物
[00:10:51.680 --> 00:10:53.360]  戈隱和尼祿
[00:10:53.360 --> 00:10:59.040]  看看他們的生平作為我們的借鏡
[00:10:59.040 --> 00:11:01.600]  我們首先看看戈隱
[00:11:01.600 --> 00:11:04.480]  我叫做城池的建造者
[00:11:04.480 --> 00:11:09.040]  在創世紀第四章第十六節至十七節有說
[00:11:09.040 --> 00:11:11.840]  「於是戈隱離開耶和華的面
[00:11:11.840 --> 00:11:15.040]  去住在伊甸東面羅德之地
[00:11:15.040 --> 00:11:16.800]  戈隱與妻子同房
[00:11:16.800 --> 00:11:19.600]  妻子說有人生了爾諾
[00:11:19.600 --> 00:11:21.600]  戈隱建造了一座城
[00:11:21.600 --> 00:11:23.840]  我便他兒子的名
[00:11:23.840 --> 00:11:25.600]  將城叫做爾諾」
[00:11:25.600 --> 00:11:28.880]  創世紀第四章告訴我們
[00:11:28.880 --> 00:11:31.440]  當戈隱被逐出伊甸園
[00:11:31.440 --> 00:11:34.080]  流離飄蕩在地上的時候
[00:11:34.080 --> 00:11:37.120]  戈隱離開了耶和華的面
[00:11:37.120 --> 00:11:40.720]  去住在伊甸東面羅德之地
[00:11:40.720 --> 00:11:44.160]  人的罪叫人與神隔絕
[00:11:44.160 --> 00:11:49.040]  伊甸園象徵神與人同在的一種境況
[00:11:49.040 --> 00:11:52.240]  離開伊甸園即與神隔絕
[00:11:52.240 --> 00:11:56.960]  東面對猶太人來說是一個分離之地
[00:11:56.960 --> 00:11:58.560]  Point of departure
[00:11:58.560 --> 00:12:00.160]  越走越遠
[00:12:00.160 --> 00:12:03.120]  結果流離飄蕩在地上
[00:12:03.120 --> 00:12:05.120]  人與神隔絕
[00:12:05.120 --> 00:12:06.880]  人與人隔絕
[00:12:06.880 --> 00:12:08.160]  充滿恐懼
[00:12:08.160 --> 00:12:10.240]  就好像那個人說
[00:12:10.240 --> 00:12:12.240]  「凡遇見我的必殺我」
[00:12:12.240 --> 00:12:14.800]  所謂殺人者就活在一種
[00:12:14.800 --> 00:12:18.000]  恐懼被人殺的不安全的境況
[00:12:18.000 --> 00:12:19.360]  就因為這樣
[00:12:19.360 --> 00:12:21.600]  城市就應運而生
[00:12:21.600 --> 00:12:23.120]  成了這個惡法
[00:12:23.120 --> 00:12:25.120]  那個人就生了一個兒子
[00:12:25.120 --> 00:12:26.880]  起名叫做爾諾
[00:12:26.880 --> 00:12:28.480]  又建了一座城
[00:12:28.480 --> 00:12:30.480]  又叫名做爾諾
[00:12:30.480 --> 00:12:32.480]  爾諾是什麼意思呢
[00:12:32.480 --> 00:12:33.760]  原來希伯來文
[00:12:33.760 --> 00:12:37.120]  爾諾是說第二次創造
[00:12:37.120 --> 00:12:38.560]  Second creation
[00:12:38.560 --> 00:12:40.080]  或者recreation
[00:12:40.080 --> 00:12:42.080]  是人的創造
[00:12:42.080 --> 00:12:45.840]  來對行創世紀第一張上帝的創造
[00:12:45.840 --> 00:12:47.840]  他生了一個兒子
[00:12:47.840 --> 00:12:50.960]  這個就是永恆的創造
[00:12:50.960 --> 00:12:53.200]  子有孫 孫有子
[00:12:53.200 --> 00:12:55.200]  子子孫孫 無窮盡也
[00:12:55.200 --> 00:12:57.200]  他又建了一座城
[00:12:57.200 --> 00:12:59.200]  城是什麼意思呢
[00:12:59.200 --> 00:13:01.200]  我們要詳細來考量一下
[00:13:01.200 --> 00:13:05.440]  通常被翻譯成城市這個字
[00:13:05.440 --> 00:13:08.400]  希伯來文是很有意思的
[00:13:08.400 --> 00:13:10.400]  希伯來文這個字
[00:13:10.400 --> 00:13:14.400]  是指到人居住的地方
[00:13:14.400 --> 00:13:16.400]  或者定居的地方
[00:13:16.400 --> 00:13:19.600]  強調社區和城市的地區
[00:13:19.600 --> 00:13:24.560]  可以暗示牆壁防禦攻勢的地方
[00:13:24.560 --> 00:13:26.560]  特別是在古代
[00:13:26.560 --> 00:13:28.560]  用法可以有多種含義
[00:13:28.560 --> 00:13:32.320]  包括安全、治理和社會結構的概念
[00:13:32.320 --> 00:13:34.560]  著名的法國社會學家
[00:13:34.560 --> 00:13:36.560]  Zac Ullu
[00:13:36.560 --> 00:13:38.560]  這個字有豐富的神學意味
[00:13:38.560 --> 00:13:42.000]  首先古代的城市有守望台
[00:13:42.000 --> 00:13:45.520]  守望者日夜觀看
[00:13:45.520 --> 00:13:49.600]  留意有什麼人或危險接近城池
[00:13:49.600 --> 00:13:53.440]  古代的城一通常有一個守望台
[00:13:53.440 --> 00:13:55.440]  是侍者看守的
[00:13:55.440 --> 00:13:57.440]  保護整個城市
[00:13:57.440 --> 00:14:02.800]  所以我們可以說城市象徵安全、保障和統治
[00:14:02.800 --> 00:14:06.800]  索羅門王在《史密利127》說
[00:14:06.800 --> 00:14:08.800]  若不是耶和華建造房屋
[00:14:08.800 --> 00:14:10.800]  建造的人往而勞力
[00:14:10.800 --> 00:14:14.160]  若不是耶和華看守城池
[00:14:14.160 --> 00:14:16.160]  看守的人往而警醒
[00:14:16.160 --> 00:14:22.800]  城市象徵社群、統治和穩定
[00:14:22.800 --> 00:14:24.800]  個人建造城市
[00:14:24.800 --> 00:14:28.240]  要解決流離飄蕩的情況
[00:14:28.240 --> 00:14:31.920]  是人的安全和穩定
[00:14:31.920 --> 00:14:33.920]  從社會學角度看
[00:14:33.920 --> 00:14:37.600]  城市是文明進步的象徵
[00:14:37.600 --> 00:14:40.880]  亦是人類從遊牧民族
