
[00:00:00.000 --> 00:00:28.000]  【廣播中】
[00:00:28.000 --> 00:00:31.000]  親愛的弟兄、親愛的姊妹,感謝主
[00:00:31.000 --> 00:00:37.000]  我們現在進入《末世風雲》這個講座的第四講
[00:00:37.000 --> 00:00:40.000]  它的題目是《四馬之刃》
[00:00:40.000 --> 00:00:47.000]  所用的經文是在啟示六的第六章,一至到第八節
[00:00:47.000 --> 00:00:52.000]  我們第一堂的時候講《巨象之夢》
[00:00:52.000 --> 00:00:54.000]  第二堂講《七十個七》
[00:00:54.000 --> 00:00:56.000]  第三堂講什麼呢?
[00:00:56.000 --> 00:00:58.000]  我相信你記得很清楚
[00:00:58.000 --> 00:01:02.000]  是講及啟示六裡面所講的七個教會
[00:01:02.000 --> 00:01:08.000]  如果你能夠很仔細地跟隨上一堂的信息的時候
[00:01:08.000 --> 00:01:12.000]  我相信你對教會應該有一個很深刻的印象
[00:01:12.000 --> 00:01:18.000]  事實上主耶穌在這個世界裡面並沒有建立任何的機構
[00:01:18.000 --> 00:01:21.000]  祂只不過設立祂自己的教會
[00:01:21.000 --> 00:01:28.000]  所以說教會是所有一切侍奉的中心,英文叫做Church Center
[00:01:28.000 --> 00:01:32.000]  今天的弟兄姊妹應該持守這一點
[00:01:32.000 --> 00:01:36.000]  我們應該在教會裡面好好地來服侍我們的主
[00:01:36.000 --> 00:01:41.000]  不要跑來跑去,用心地專心地服侍我們的神
[00:01:41.000 --> 00:01:47.000]  所有一切其他的侍奉都應該先從教會開始
[00:01:47.000 --> 00:01:51.000]  現在我們講及第四堂的時候
[00:01:51.000 --> 00:01:53.000]  即是《四馬之刃》的時候
[00:01:53.000 --> 00:01:55.000]  有幾個重要的地方
[00:01:55.000 --> 00:01:58.000]  我想應該有一個交代
[00:01:58.000 --> 00:02:03.000]  然後我們再進入我們所講的信息的中間的時候
[00:02:03.000 --> 00:02:07.000]  大家才能夠有一個美好的吸收
[00:02:07.000 --> 00:02:11.000]  我想給大家有四點提示一下
[00:02:11.000 --> 00:02:17.000]  以至我們進入這個信息的時候,我們就會很熟習了
[00:02:17.000 --> 00:02:21.000]  第一點,啟示錄的第二和第三章
[00:02:21.000 --> 00:02:26.000]  是專門寫給七個教會的書信
[00:02:26.000 --> 00:02:31.000]  第四章就講到天上寶座有一個景象
[00:02:31.000 --> 00:02:37.000]  然後第五章就提及在神的右手當中有一個書卷
[00:02:37.000 --> 00:02:41.000]  第六章就是七刃之災
[00:02:41.000 --> 00:02:44.000]  開始的時候是四匹馬的出現
[00:02:44.000 --> 00:02:53.000]  其後第五災、第六災是屬於自然界和人本身所引起的災難
[00:02:53.000 --> 00:03:02.000]  這個七刃之災的最後一個刃的災難是引自七號之災
[00:03:02.000 --> 00:03:07.000]  然後七號之災的最後一個災難是引自七碗之災
[00:03:07.000 --> 00:03:12.000]  所以七號之災是屬於第二期的大災難
[00:03:12.000 --> 00:03:15.000]  七碗之災是屬於第三期的大災難
[00:03:15.000 --> 00:03:19.000]  而七刃之災應該是第一期的大災難
[00:03:19.000 --> 00:03:23.000]  而在第一期的大災難這七個災難當中
[00:03:23.000 --> 00:03:27.000]  開始的那四匹馬是自成一個組合的
[00:03:27.000 --> 00:03:32.000]  所以我們今天特別是將它抽出來和大家分享一下
[00:03:32.000 --> 00:03:35.000]  這是重要的地方
[00:03:35.000 --> 00:03:42.000]  第二個重要的地方是在啟示六第四章之後
[00:03:42.000 --> 00:03:47.000]  即是說是第二和第三章講及七個教會之後
[00:03:47.000 --> 00:03:50.000]  教會就再沒有出現
[00:03:50.000 --> 00:03:54.000]  只不過去到最後最後的地方才再出現
[00:03:54.000 --> 00:04:03.000]  所以我們相信這個大災難影響了兩點是我們大家一定要注意的
[00:04:03.000 --> 00:04:07.000]  第一點,啟示六第四章以後所描述的
[00:04:07.000 --> 00:04:11.000]  是地上的大災難總共有七年
[00:04:11.000 --> 00:04:18.000]  所以這七年應該是屬於以色列人的七十個七的最後一個七
[00:04:18.000 --> 00:04:21.000]  是和外邦人的教會是沒有關係的
[00:04:21.000 --> 00:04:26.000]  即是補回我們以前所講的七十個七裡面的最後一個七
[00:04:26.000 --> 00:04:29.000]  因為已經過了六十九個七
[00:04:29.000 --> 00:04:36.000]  然後第二點在這個重要的七教會之後
[00:04:36.000 --> 00:04:38.000]  要注意的重點是什麼呢
[00:04:38.000 --> 00:04:44.000]  就羅馬書第十一章第25和26節講到
[00:04:44.000 --> 00:04:48.000]  將來有一天外邦人的數目要添滿
[00:04:48.000 --> 00:04:52.000]  然後以色列人的全家要得救
[00:04:52.000 --> 00:04:57.000]  當我們說最後這七年是給過以色列人的時候
[00:04:57.000 --> 00:05:01.000]  他們必須要全家得救才能夠給得他們
[00:05:01.000 --> 00:05:06.000]  因為他們在那個時候要填補教會被提之後的真空
[00:05:06.000 --> 00:05:08.000]  為耶穌基督作見證
[00:05:08.000 --> 00:05:10.000]  如果他們未曾全家得救
[00:05:10.000 --> 00:05:14.000]  他們怎能夠全家一起來填補那個空位呢
[00:05:14.000 --> 00:05:18.000]  也沒有辦法在那個時候為耶穌基督作見證
[00:05:18.000 --> 00:05:23.000]  所以他們一定要等到外邦人的數目添滿了才行
