
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹,平安
[00:00:05.000 --> 00:00:10.000]  很快又見面,又老了一年
[00:00:10.000 --> 00:00:15.000]  剛才聽盧家弟兄分享,講講我們在國內的服事
[00:00:15.000 --> 00:00:18.000]  其實上個星期我已經在中國有一個港獨營
[00:00:18.000 --> 00:00:23.000]  是幫國內的目者學習和改善他們的港獨
[00:00:23.000 --> 00:00:28.000]  我發現他們學無的心是令你很敬佩甚至驚訝
[00:00:28.000 --> 00:00:30.000]  他們是完全不放過我的
[00:00:30.000 --> 00:00:35.000]  在下樓梯時都問我,我差點滾下樓梯
[00:00:35.000 --> 00:00:38.000]  他拿著聖經,徐老師這段是為甚麼
[00:00:38.000 --> 00:00:40.000]  我說你不要這個時候問我
[00:00:40.000 --> 00:00:42.000]  在吃飯時都追著我
[00:00:42.000 --> 00:00:46.000]  我臨離開要坐車離開,車就在門口
[00:00:46.000 --> 00:00:49.000]  你可否告訴我這段聖經是怎樣講的
[00:00:49.000 --> 00:00:56.000]  他們是很學無的,要你揸到乾了他們才舒服
[00:00:56.000 --> 00:00:59.000]  但我都不介意,他們真的很追求
[00:00:59.000 --> 00:01:03.000]  見他們學到,見到他們有改變,我心裏都很開心
[00:01:03.000 --> 00:01:06.000]  所以你聽到我的聲音有點刷刷的
[00:01:06.000 --> 00:01:14.000]  因為在裏面講完,九成功力都已經去了
[00:01:14.000 --> 00:01:17.000]  不過剩下這一成都夠我講的,都應該可以的
[00:01:17.000 --> 00:01:19.000]  好,我們一起祈禱
[00:01:19.000 --> 00:01:23.000]  師父我們很感謝你,因為你給我們有教會
[00:01:23.000 --> 00:01:25.000]  你又給我們有使命
[00:01:25.000 --> 00:01:27.000]  你給我們有肢體的生活
[00:01:27.000 --> 00:01:29.000]  給我們有肢體的相交
[00:01:29.000 --> 00:01:31.000]  給我們有肢體的守望
[00:01:31.000 --> 00:01:35.000]  你做我們不是個體,你做我們是一個群體
[00:01:35.000 --> 00:01:39.000]  求主你幫助我們,在教會當中我們大家都屬於神
[00:01:39.000 --> 00:01:42.000]  都是神家的一份子,都是神國的子民
[00:01:42.000 --> 00:01:44.000]  給我們互相守望,互相支持
[00:01:44.000 --> 00:01:48.000]  彼此配搭,建立神的家,建立神的國
[00:01:48.000 --> 00:01:51.000]  求你帶領我們的時間,讓我們從以色列的身上
[00:01:51.000 --> 00:01:53.000]  來學習我們應該做的事
[00:01:53.000 --> 00:01:56.000]  學習我們的本份,承擔我們的責任
[00:01:56.000 --> 00:01:59.000]  帶領我們的時間,奉耶穌的名祈禱,阿們
[00:01:59.000 --> 00:02:03.000]  我自己很感恩,神給我有很多的童工
[00:02:03.000 --> 00:02:05.000]  其實不是很多,只是幾個
[00:02:05.000 --> 00:02:08.000]  神給我有很多很好的童工
[00:02:08.000 --> 00:02:10.000]  這班童工真的很寶貴,為什麼呢?
[00:02:10.000 --> 00:02:12.000]  因為他們很不尊重我
[00:02:12.000 --> 00:02:16.000]  常常有人進我的房間敲門告訴我
[00:02:16.000 --> 00:02:19.000]  徐迪卿,你知不知道剛才你很囂張
[00:02:19.000 --> 00:02:24.000]  有些人進來跟我說,徐迪卿,我覺得你離開神很遠
[00:02:24.000 --> 00:02:27.000]  徐迪卿,用不著這樣吧
[00:02:27.000 --> 00:02:32.000]  我有時聽到這些,坦白說,是很隱疑,很難聽
[00:02:32.000 --> 00:02:35.000]  有一次有一個童工來跟我說
[00:02:35.000 --> 00:02:38.000]  徐迪卿,你不需要這樣跟我說話
[00:02:38.000 --> 00:02:40.000]  你說話可不可以溫柔一點
[00:02:40.000 --> 00:02:42.000]  我說我很溫柔了
[00:02:42.000 --> 00:02:45.000]  他說你覺得而已,我不覺得
[00:02:45.000 --> 00:02:47.000]  他說完之後,我怎樣反應呢?
[00:02:47.000 --> 00:02:49.000]  我說我覺得你現在不溫柔了
[00:02:49.000 --> 00:02:52.000]  人是很不喜歡別人說你
[00:02:52.000 --> 00:02:56.000]  其實這班童工,坦白說,表面上他們不尊重我
[00:02:56.000 --> 00:02:59.000]  其實他們很看重我
[00:02:59.000 --> 00:03:01.000]  他們想保護我
[00:03:01.000 --> 00:03:04.000]  他們看到我現在有不對的地方
[00:03:04.000 --> 00:03:07.000]  他們盼望看到我將來的改變
[00:03:07.000 --> 00:03:09.000]  不是只看到我的不是
[00:03:09.000 --> 00:03:11.000]  他們是看到我的能事
[00:03:11.000 --> 00:03:16.000]  他們對我宣講,是盼望我能夠回轉
[00:03:16.000 --> 00:03:20.000]  他們為我守望,是盼望我能夠復興
[00:03:20.000 --> 00:03:23.000]  今天跟大家說以西傑
[00:03:23.000 --> 00:03:26.000]  列王與先知,剛才說了希西加
[00:03:26.000 --> 00:03:28.000]  現在說以西傑
[00:03:28.000 --> 00:03:32.000]  以西傑出生於約西亞的時代
[00:03:32.000 --> 00:03:34.000]  他目睹國家的改革
[00:03:34.000 --> 00:03:37.000]  因為約西亞死而中斷
[00:03:37.000 --> 00:03:40.000]  之後三個皇帝
[00:03:40.000 --> 00:03:43.000]  約哈斯、約阿勁、約阿根
[00:03:43.000 --> 00:03:45.000]  都是不好的皇帝
[00:03:45.000 --> 00:03:48.000]  後來二萬人被擄到巴比倫
[00:03:48.000 --> 00:03:50.000]  以西傑是其中一個
[00:03:50.000 --> 00:03:53.000]  這本書是在秘魯第五年寫成的
[00:03:53.000 --> 00:03:55.000]  已經離開了自己的家園
[00:03:55.000 --> 00:03:57.000]  秘魯到其他國家
[00:03:57.000 --> 00:04:00.000]  可以說是一個亡國的警方底下
[00:04:00.000 --> 00:04:02.000]  在這個亡國環境裡
[00:04:02.000 --> 00:04:03.000]  三件事發生
[00:04:03.000 --> 00:04:07.000]  第一章提到耶和華的靈臨到以西傑
[00:04:07.000 --> 00:04:09.000]  以西傑見到儀仗
[00:04:09.000 --> 00:04:12.000]  以西傑有神的話語
[00:04:12.000 --> 00:04:14.000]  他宣告神的審判
[00:04:14.000 --> 00:04:16.000]  也都應許神的復興
[00:04:16.000 --> 00:04:18.000]  以西傑書分開兩部分
[00:04:18.000 --> 00:04:20.000]  一至三十二章講到審判
[00:04:20.000 --> 00:04:23.000]  三十三章對四十八章講到復興
[00:04:23.000 --> 00:04:25.000]  以西傑書有四個主要的儀仗
[00:04:25.000 --> 00:04:27.000]  第一章第八至十一章
[00:04:27.000 --> 00:04:31.000]  三十七章四十至四十八章
[00:04:31.000 --> 00:04:33.000]  主要講三件事
[00:04:33.000 --> 00:04:34.000]  神的榮耀的顯現
[00:04:34.000 --> 00:04:36.000]  神榮耀的離開
[00:04:36.000 --> 00:04:38.000]  神榮耀的再臨
[00:04:38.000 --> 00:04:41.000]  榮耀是代表神的彰顯
[00:04:41.000 --> 00:04:44.000]  所以以西傑書有六十次以上
[00:04:44.000 --> 00:04:48.000]  提到他們就知道我是耶和華
[00:04:48.000 --> 00:04:51.000]  秘魯的要回歸要復興
[00:04:51.000 --> 00:04:53.000]  以至神的榮耀再現
[00:04:53.000 --> 00:04:55.000]  人可以看見
[00:04:55.000 --> 00:04:56.000]  兩件事很關鍵
[00:04:56.000 --> 00:04:59.000]  神的榮耀如何能夠重現呢?
[00:04:59.000 --> 00:05:01.000]  就是要宣告
[00:05:01.000 --> 00:05:03.000]  就是要回轉
[00:05:03.000 --> 00:05:05.000]  第一件事和大家分享
[00:05:05.000 --> 00:05:08.000]  就是講到守望和宣講
[00:05:08.000 --> 00:05:10.000]  第一件事是有話要講
[00:05:10.000 --> 00:05:15.000]  簡單一點的廣東話就是有話要講
[00:05:15.000 --> 00:05:17.000]  神籍以色列講了很多東西
[00:05:17.000 --> 00:05:18.000]  用不同的方法
[00:05:18.000 --> 00:05:22.000]  我不知道有沒有人看了四十八章才來
[00:05:22.000 --> 00:05:25.000]  我叫容牧師請你們先看
[00:05:25.000 --> 00:05:27.000]  沒有人知道嗎?
[00:05:27.000 --> 00:05:29.000]  看了一章也好
[00:05:29.000 --> 00:05:30.000]  Anyway
[00:05:30.000 --> 00:05:32.000]  他用不同的方法
[00:05:32.000 --> 00:05:33.000]  磚上畫畫
[00:05:33.000 --> 00:05:34.000]  作餅
[00:05:34.000 --> 00:05:35.000]  剃頭
[00:05:35.000 --> 00:05:36.000]  做鎖鏈
[00:05:36.000 --> 00:05:37.000]  搬家
[00:05:37.000 --> 00:05:38.000]  用不同的比喻
[00:05:38.000 --> 00:05:39.000]  以灰塗牆
[00:05:39.000 --> 00:05:40.000]  葡萄木被焚
[00:05:40.000 --> 00:05:41.000]  被慶之鷹
[00:05:41.000 --> 00:05:42.000]  兩個鷹
[00:05:42.000 --> 00:05:43.000]  兩個葡萄樹
[00:05:43.000 --> 00:05:44.000]  香柏樹
[00:05:44.000 --> 00:05:46.000]  獅子落入陷阱
[00:05:46.000 --> 00:05:47.000]  葡萄樹見白
[00:05:47.000 --> 00:05:49.000]  林木見焚
[00:05:49.000 --> 00:05:52.000]  一大堆的東西
[00:05:52.000 --> 00:05:53.000]  在講這些之前
[00:05:53.000 --> 00:05:55.000]  第四章之前提到一樣東西
[00:05:55.000 --> 00:05:57.000]  就是守望者
[00:05:57.000 --> 00:05:58.000]  剛才有讀
[00:05:58.000 --> 00:05:59.000]  沒有看見
[00:05:59.000 --> 00:06:01.000]  沒有話要講
[00:06:01.000 --> 00:06:02.000]  沒有關心
[00:06:02.000 --> 00:06:03.000]  沒有話要看
[00:06:03.000 --> 00:06:04.000]  看得見
[00:06:04.000 --> 00:06:05.000]  未必要講
[00:06:05.000 --> 00:06:06.000]  看不見
[00:06:06.000 --> 00:06:08.000]  最好不要講
[00:06:08.000 --> 00:06:11.000]  守望之後才有宣講
[00:06:11.000 --> 00:06:12.000]  宣講之前
[00:06:12.000 --> 00:06:14.000]  必有守望
[00:06:14.000 --> 00:06:15.000]  今天我發現
[00:06:15.000 --> 00:06:17.000]  不單以西傑提醒我們
[00:06:17.000 --> 00:06:18.000]  要有守望者
[00:06:18.000 --> 00:06:20.000]  剛才劉心讀的經文
[00:06:20.000 --> 00:06:21.000]  你看見有事
[00:06:21.000 --> 00:06:22.000]  你不出聲
[00:06:22.000 --> 00:06:24.000]  不要以為沒事
[00:06:24.000 --> 00:06:25.000]  因為你在其上
[00:06:25.000 --> 00:06:26.000]  有責任
[00:06:26.000 --> 00:06:27.000]  有責任
[00:06:27.000 --> 00:06:28.000]  守望的人
