
[00:00:00.000 --> 00:00:05.000]  今日我們要看的一個比喻
[00:00:05.000 --> 00:00:10.000]  我稱它為「玄主」的「備國」
[00:00:10.000 --> 00:00:16.000]  記載在《馬可福音》第十二章一到十二節
[00:00:16.000 --> 00:00:26.000]  同一個比喻亦記載在《馬太》二十一章三十三到四十四節
[00:00:26.000 --> 00:00:32.000]  路加十三章十八和下面
[00:00:32.000 --> 00:00:37.000]  還有一個特別的地方就是有一本叫做《多瑪福音》
[00:00:37.000 --> 00:00:44.000]  在第六十五段那裡亦都是記載同樣的比喻
[00:00:44.000 --> 00:00:52.000]  我們今天特別要讀的是《馬可福音》第十二章一到十二節
[00:00:52.000 --> 00:00:55.000]  請聽我讀出來
[00:00:55.000 --> 00:01:01.000]  耶穌就用比喻對他們說
[00:01:01.000 --> 00:01:04.000]  有人栽了一個葡萄園
[00:01:04.000 --> 00:01:08.000]  周圍圈上梨花
[00:01:08.000 --> 00:01:11.000]  挖了一個壓酒池
[00:01:11.000 --> 00:01:13.000]  蓋了一座樓
[00:01:13.000 --> 00:01:17.000]  租給玄戶就往外國去了
[00:01:17.000 --> 00:01:22.000]  到了時候打發一個僕人到玄戶那裡
[00:01:22.000 --> 00:01:26.000]  要從玄戶收葡萄樹的果子
[00:01:26.000 --> 00:01:29.000]  玄戶拿著他打了他
[00:01:29.000 --> 00:01:31.000]  叫他空手回去
[00:01:31.000 --> 00:01:34.000]  再打發一個僕人到他們那裡
[00:01:34.000 --> 00:01:38.000]  他們打傷他的頭並且凌辱他
[00:01:38.000 --> 00:01:44.000]  又打發一個僕人去他們就殺了他
[00:01:44.000 --> 00:01:47.000]  後又打發好些僕人去
[00:01:47.000 --> 00:01:51.000]  有被他們打的有被他們殺的
[00:01:51.000 --> 00:01:55.000]  玄主還有一位是他的愛子
[00:01:55.000 --> 00:01:57.000]  末後又打發他去
[00:01:57.000 --> 00:02:02.000]  而是說他們必尊敬我的兒子
[00:02:02.000 --> 00:02:05.000]  不料那些玄戶彼此說
[00:02:05.000 --> 00:02:08.000]  這是承受產業的內霸
[00:02:08.000 --> 00:02:13.000]  我們殺他產業就歸我們了
[00:02:13.000 --> 00:02:16.000]  於是拿著他殺了他
[00:02:16.000 --> 00:02:18.000]  把他丟在園外
[00:02:18.000 --> 00:02:22.000]  這讓葡萄園的主人要怎樣辦呢?
[00:02:22.000 --> 00:02:25.000]  他要來除滅那些玄戶
[00:02:25.000 --> 00:02:29.000]  將葡萄園轉給別人
[00:02:29.000 --> 00:02:31.000]  經上寫著說
[00:02:31.000 --> 00:02:36.000]  將人所棄的石頭已作了房閣的頭塊石頭
[00:02:36.000 --> 00:02:38.000]  這是主所作的
[00:02:38.000 --> 00:02:41.000]  在我們眼中看為稀奇
[00:02:41.000 --> 00:02:44.000]  這經你們沒有念過嗎?
[00:02:44.000 --> 00:02:49.000]  他們看出這比喻是指著他們說的
[00:02:49.000 --> 00:02:51.000]  就想要捉拿他
[00:02:51.000 --> 00:02:53.000]  只是懼怕百姓
[00:02:53.000 --> 00:02:56.000]  於是離開他走了
