
[00:00:00.000 --> 00:00:02.000]  第四章第五章
[00:00:02.000 --> 00:00:04.000]  今日我們要講第四位士師
[00:00:04.000 --> 00:00:06.000]  上一次我們講了三位士師
[00:00:06.000 --> 00:00:08.000]  今日很特別要講一位女中士師
[00:00:08.000 --> 00:00:10.000]  這位女中士師就是底波拉
[00:00:10.000 --> 00:00:12.000]  相信大家都很熟悉
[00:00:12.000 --> 00:00:14.000]  今日我給她一個副標題
[00:00:14.000 --> 00:00:16.000]  就叫做以弱制強的勝利
[00:00:16.000 --> 00:00:18.000]  為何給她一個副標題呢?
[00:00:18.000 --> 00:00:20.000]  因為她的性格是女中士師
[00:00:20.000 --> 00:00:22.000]  所以她的性格是女中士師
[00:00:22.000 --> 00:00:24.000]  所以她的性格是女中士師
[00:00:24.000 --> 00:00:26.000]  所以她的性格是女中士師
[00:00:26.000 --> 00:00:28.000]  所以她的性格是女中士師
[00:00:28.000 --> 00:00:30.000]  為何給她一個這樣的標題呢?
[00:00:30.000 --> 00:00:32.000]  為何給她一個這樣的標題呢?
[00:00:32.000 --> 00:00:34.000]  等一下你就會看到
[00:00:34.000 --> 00:00:36.000]  底波拉真的很有勇氣
[00:00:36.000 --> 00:00:38.000]  她的軍隊只有一萬人
[00:00:38.000 --> 00:00:40.000]  敵人有十萬
[00:00:40.000 --> 00:00:42.000]  還有九百輛戰車
[00:00:42.000 --> 00:00:44.000]  以一敵十
[00:00:44.000 --> 00:00:46.000]  以一敵十
[00:00:46.000 --> 00:00:48.000]  怎樣打?
[00:00:48.000 --> 00:00:50.000]  這就是以弱制強
[00:00:50.000 --> 00:00:52.000]  我們要看到底波拉究竟有什麼秘訣
[00:00:52.000 --> 00:00:54.000]  以致她可以得到勝利
[00:00:54.000 --> 00:00:56.000]  我們都是一樣
[00:00:56.000 --> 00:00:58.000]  其實我們的敵人是誰呢?
[00:00:58.000 --> 00:01:00.000]  是撒旦
[00:01:00.000 --> 00:01:02.000]  比我們強
[00:01:02.000 --> 00:01:04.000]  怎會只有十倍呢?
[00:01:04.000 --> 00:01:06.000]  所以我們也需要學習
[00:01:06.000 --> 00:01:08.000]  怎樣以弱制強
[00:01:08.000 --> 00:01:10.000]  才能得到勝利
[00:01:10.000 --> 00:01:12.000]  所以這就是我們今天的副標題
[00:01:12.000 --> 00:01:14.000]  所以這就是我們今天的副標題
[00:01:14.000 --> 00:01:16.000]  首先小小的背景
[00:01:16.000 --> 00:01:18.000]  就是上一次我們說到
[00:01:18.000 --> 00:01:20.000]  第三位士師
[00:01:20.000 --> 00:01:22.000]  就是上一次我們說到
[00:01:22.000 --> 00:01:24.000]  第三位士師是山家
[00:01:24.000 --> 00:01:26.000]  第二位士師是
[00:01:26.000 --> 00:01:28.000]  以弗
[00:01:28.000 --> 00:01:30.000]  我們說過士師在
[00:01:30.000 --> 00:01:32.000]  這個士師記的時代
[00:01:32.000 --> 00:01:34.000]  有幾個士師可能
[00:01:34.000 --> 00:01:36.000]  同時出現
[00:01:36.000 --> 00:01:38.000]  現在經文是說到
[00:01:38.000 --> 00:01:40.000]  以弗死了之後的事
[00:01:40.000 --> 00:01:42.000]  以弗死了之後的事
[00:01:42.000 --> 00:01:44.000]  因為以弗的緣故
[00:01:44.000 --> 00:01:46.000]  以色列人是享受了
[00:01:46.000 --> 00:01:48.000]  一共有八十年的太平
[00:01:48.000 --> 00:01:50.000]  這個可以說是
[00:01:50.000 --> 00:01:52.000]  在士師記裏面
[00:01:52.000 --> 00:01:54.000]  以色列人得到最長的安逸
[00:01:54.000 --> 00:01:56.000]  但很可惜
[00:01:56.000 --> 00:01:58.000]  以弗死了之後
[00:01:58.000 --> 00:02:00.000]  以色列人就轉回
[00:02:00.000 --> 00:02:02.000]  去行耶和華眼中
[00:02:02.000 --> 00:02:04.000]  為惡的事
[00:02:04.000 --> 00:02:06.000]  去行耶和華眼中為惡的事
[00:02:06.000 --> 00:02:08.000]  剛才我們也讀過士師記的四章一節
[00:02:08.000 --> 00:02:10.000]  剛才我們也讀過士師記的四章一節
[00:02:10.000 --> 00:02:12.000]  士師在的時候
[00:02:12.000 --> 00:02:14.000]  以色列人就聽神的話
[00:02:14.000 --> 00:02:16.000]  但是士師死了
[00:02:16.000 --> 00:02:18.000]  他們就回去拜偶像
[00:02:18.000 --> 00:02:20.000]  他們就回去拜偶像
[00:02:20.000 --> 00:02:22.000]  問題在哪裏呢?
[00:02:22.000 --> 00:02:24.000]  問題在於他們沒有
[00:02:24.000 --> 00:02:26.000]  一個真正內心的改變
[00:02:26.000 --> 00:02:28.000]  一個真正內心的改變
[00:02:28.000 --> 00:02:30.000]  耶穌基督在世的時候
[00:02:30.000 --> 00:02:32.000]  曾經說過一個比喻
[00:02:32.000 --> 00:02:34.000]  就是在馬太福音的十二章
[00:02:34.000 --> 00:02:36.000]  污鬼上身的比喻
[00:02:36.000 --> 00:02:38.000]  就是在馬太福音的十二章
[00:02:38.000 --> 00:02:40.000]  污鬼上身的比喻
[00:02:40.000 --> 00:02:42.000]  耶穌基督說有個人有污鬼上身
[00:02:42.000 --> 00:02:44.000]  但是後來有人將這個污鬼趕出去
[00:02:44.000 --> 00:02:46.000]  但是後來有人將這個污鬼趕出去
[00:02:46.000 --> 00:02:48.000]  這個人認為沒有問題
[00:02:48.000 --> 00:02:50.000]  他的身體已經打掃乾淨
[00:02:50.000 --> 00:02:52.000]  但是因為他沒有一個真正內心的改變
[00:02:52.000 --> 00:02:54.000]  但是因為他沒有一個真正內心的改變
[00:02:54.000 --> 00:02:56.000]  他沒有一個真正去敬拜神的心
[00:02:56.000 --> 00:02:58.000]  他沒有一個真正去敬拜神的心
[00:02:58.000 --> 00:03:00.000]  他被魔鬼佔據之後
[00:03:00.000 --> 00:03:02.000]  他被魔鬼佔據之後
[00:03:02.000 --> 00:03:04.000]  他應該怎樣呢?趕了那隻鬼出去
[00:03:04.000 --> 00:03:06.000]  他應該去敬拜神
[00:03:06.000 --> 00:03:08.000]  但是他沒有一個內心的改變
[00:03:08.000 --> 00:03:10.000]  所以這隻污鬼又帶另外七隻污鬼
[00:03:10.000 --> 00:03:12.000]  一起上了這個人身上
[00:03:12.000 --> 00:03:14.000]  一起上了這個人身上
[00:03:14.000 --> 00:03:16.000]  以前只有一隻污鬼
[00:03:16.000 --> 00:03:18.000]  現在八隻污鬼上身
[00:03:18.000 --> 00:03:20.000]  你想想他的情形是不是更慘
[00:03:20.000 --> 00:03:22.000]  比以前慘多多聲
[00:03:22.000 --> 00:03:24.000]  比以前慘多多聲
[00:03:24.000 --> 00:03:26.000]  以色列人都是一樣
[00:03:26.000 --> 00:03:28.000]  當事司在的時候
[00:03:28.000 --> 00:03:30.000]  當事司在的時候
[00:03:30.000 --> 00:03:32.000]  帶領他們除去偶像
[00:03:32.000 --> 00:03:34.000]  但是他們沒有一個真正敬拜神的心
[00:03:34.000 --> 00:03:36.000]  但是他們沒有一個真正敬拜神的心
[00:03:36.000 --> 00:03:38.000]  他們沒有一個真正內心的改變
[00:03:38.000 --> 00:03:40.000]  所以到事司死了之後
[00:03:40.000 --> 00:03:42.000]  他們又怎樣呢?又回去轉回惡行
[00:03:42.000 --> 00:03:44.000]  他們又回去轉回惡行
[00:03:44.000 --> 00:03:46.000]  他們又回去轉回惡行
[00:03:46.000 --> 00:03:48.000]  他們又回去轉回惡行
[00:03:48.000 --> 00:03:50.000]  他們又回去轉回惡行
[00:03:50.000 --> 00:03:52.000]  他們又回去轉回惡行
[00:03:52.000 --> 00:03:54.000]  他們又回去轉回惡行
[00:03:54.000 --> 00:03:56.000]  他們又回去轉回惡行
[00:03:56.000 --> 00:03:58.000]  他們又回去轉回惡行
[00:03:58.000 --> 00:04:00.000]  他們又回去轉回惡行
[00:04:00.000 --> 00:04:02.000]  他們又回去轉回惡行
[00:04:02.000 --> 00:04:04.000]  他們又回去轉回惡行
[00:04:04.000 --> 00:04:06.000]  他們又回去轉回惡行
[00:04:06.000 --> 00:04:08.000]  他們又回去轉回惡行
[00:04:08.000 --> 00:04:10.000]  他們又回去轉回惡行
[00:04:10.000 --> 00:04:12.000]  他們又回去轉回惡行
[00:04:12.000 --> 00:04:14.000]  在約書亞記十二章告訴我們
[00:04:14.000 --> 00:04:16.000]  耶賓就是夏所承的王
[00:04:16.000 --> 00:04:18.000]  耶賓就是夏所承的王
[00:04:18.000 --> 00:04:20.000]  又有很多人罵聖經
[00:04:20.000 --> 00:04:22.000]  夏所王耶賓不是在約書亞記出現過嗎?
[00:04:22.000 --> 00:04:24.000]  夏所王耶賓不是在約書亞記出現過嗎?
[00:04:24.000 --> 00:04:26.000]  夏所王耶賓不是在約書亞記出現過嗎?
[00:04:26.000 --> 00:04:28.000]  去到事司記還有耶賓嗎?
[00:04:28.000 --> 00:04:30.000]  去到事司記還有耶賓嗎?
[00:04:30.000 --> 00:04:32.000]  耶賓多少歲?長命八歲嗎?
[00:04:32.000 --> 00:04:34.000]  耶賓多少歲?長命八歲嗎?
[00:04:34.000 --> 00:04:36.000]  其實耶賓這個名字是什麼意思呢?
[00:04:36.000 --> 00:04:38.000]  其實耶賓這個名字是什麼意思呢?
[00:04:38.000 --> 00:04:40.000]  就好像希律、蓋撒
[00:04:40.000 --> 00:04:42.000]  是王的名稱
[00:04:42.000 --> 00:04:44.000]  所以有很多希律
[00:04:44.000 --> 00:04:46.000]  有很多蓋撒
[00:04:46.000 --> 00:04:48.000]  也有很多耶賓王
[00:04:48.000 --> 00:04:50.000]  在聖經裡
[00:04:50.000 --> 00:04:52.000]  也叫他做
[00:04:52.000 --> 00:04:54.000]  加南王事司記的四章二節
[00:04:54.000 --> 00:04:56.000]  也有可能
[00:04:56.000 --> 00:04:58.000]  他就是加南的群王之首
[00:04:58.000 --> 00:05:00.000]  他就是加南的群王之首
[00:05:00.000 --> 00:05:02.000]  在約書亞記十一章告訴我們
[00:05:02.000 --> 00:05:04.000]  在約書亞記十一章告訴我們
[00:05:04.000 --> 00:05:06.000]  他銷毀了夏所承
[00:05:06.000 --> 00:05:08.000]  但是加南人重建了這一章
[00:05:08.000 --> 00:05:10.000]  但是加南人重建了這一章
[00:05:10.000 --> 00:05:12.000]  令到他更加強盛
[00:05:12.000 --> 00:05:14.000]  令到他更加強盛
[00:05:14.000 --> 00:05:16.000]  等下我們會看到
[00:05:16.000 --> 00:05:18.000]  居然有十萬大軍
[00:05:18.000 --> 00:05:20.000]  有九百輛戰車
[00:05:20.000 --> 00:05:22.000]  耶賓應該是掌權的
[00:05:22.000 --> 00:05:24.000]  但是很有趣
[00:05:24.000 --> 00:05:26.000]  當你讀事司記第五章
[00:05:26.000 --> 00:05:28.000]  當你讀事司記第五章
[00:05:28.000 --> 00:05:30.000]  底波拉之歌
[00:05:30.000 --> 00:05:32.000]  耶賓的名字沒有提到
[00:05:32.000 --> 00:05:34.000]  反而提了西西拉將軍
[00:05:34.000 --> 00:05:36.000]  所以給人一個錯覺
[00:05:36.000 --> 00:05:38.000]  耶賓是掌權
[00:05:38.000 --> 00:05:40.000]  其實耶賓才是加南人的王
[00:05:40.000 --> 00:05:42.000]  其實耶賓才是加南人的王
[00:05:42.000 --> 00:05:44.000]  在事司記的五章六節到八節說
[00:05:44.000 --> 00:05:46.000]  在事司記的五章六節到八節說
[00:05:46.000 --> 00:05:48.000]  以色列人被加南人統治
[00:05:48.000 --> 00:05:50.000]  以色列人被加南人統治
[00:05:50.000 --> 00:05:52.000]  甚至沒有一支矛
[00:05:52.000 --> 00:05:54.000]  甚至沒有一個盾牌
[00:05:54.000 --> 00:05:56.000]  完全的武器都被充公了
[00:05:56.000 --> 00:05:58.000]  完全的武器都被充公了
[00:05:58.000 --> 00:06:00.000]  這樣的背景就開始了第三個循環
[00:06:00.000 --> 00:06:02.000]  這樣的背景就開始了第三個循環
[00:06:02.000 --> 00:06:04.000]  我也說過在事司記有七個循環
[00:06:04.000 --> 00:06:06.000]  他們向神來求救
[00:06:06.000 --> 00:06:08.000]  他們向神來求救
[00:06:08.000 --> 00:06:10.000]  但這不是一個認罪悔改的求救
[00:06:10.000 --> 00:06:12.000]  但這不是一個認罪悔改的求救
[00:06:12.000 --> 00:06:14.000]  而是他們在痛苦當中
[00:06:14.000 --> 00:06:16.000]  向神來求救
[00:06:16.000 --> 00:06:18.000]  向神來求救
[00:06:18.000 --> 00:06:20.000]  如果以色列人真正認罪悔改
[00:06:20.000 --> 00:06:22.000]  如果以色列人真正認罪悔改
[00:06:22.000 --> 00:06:24.000]  神不單帶領他們脫離肉身
[00:06:24.000 --> 00:06:26.000]  脫離敵人的綑綁
[00:06:26.000 --> 00:06:28.000]  也會帶領他們脫離罪的綑綁
[00:06:28.000 --> 00:06:30.000]  也會帶領他們脫離罪的綑綁
[00:06:30.000 --> 00:06:32.000]  脫離敵人和肉身的綑綁
[00:06:32.000 --> 00:06:34.000]  是很短暫的
[00:06:34.000 --> 00:06:36.000]  但是脫離罪的綑綁
[00:06:36.000 --> 00:06:38.000]  才能得到長遠
[00:06:38.000 --> 00:06:40.000]  但是脫離罪的綑綁
[00:06:40.000 --> 00:06:42.000]  才能得到長遠
[00:06:42.000 --> 00:06:44.000]  以色列人的問題
[00:06:44.000 --> 00:06:46.000]  就是我剛才所說
[00:06:46.000 --> 00:06:48.000]  他們沒有一個真正內心的改變
[00:06:48.000 --> 00:06:50.000]  他們沒有一個真正認罪悔改的心
[00:06:50.000 --> 00:06:52.000]  大衛就不同了
[00:06:52.000 --> 00:06:54.000]  下一年我們就會說大衛
[00:06:54.000 --> 00:06:56.000]  再下一年
[00:06:56.000 --> 00:06:58.000]  下一年我們先說《十無二傳》
[00:06:58.000 --> 00:07:00.000]  再下一年才會說大衛的故事
[00:07:00.000 --> 00:07:02.000]  大衛其實是一個很懂得懺悔的人
[00:07:02.000 --> 00:07:04.000]  大衛其實是一個很懂得懺悔的人
[00:07:04.000 --> 00:07:06.000]  你說大衛有沒有做錯事?
[00:07:06.000 --> 00:07:08.000]  絕對有
[00:07:08.000 --> 00:07:10.000]  他是一個罪人
[00:07:10.000 --> 00:07:12.000]  他甚至犯了很大的罪
[00:07:12.000 --> 00:07:14.000]  他是殺人
[00:07:14.000 --> 00:07:16.000]  他是犯了姦淫
[00:07:16.000 --> 00:07:18.000]  但是他是一個很懂得認罪悔改的人
[00:07:18.000 --> 00:07:20.000]  他很懂得懺悔的人
[00:07:20.000 --> 00:07:22.000]  他犯了罪
[00:07:22.000 --> 00:07:24.000]  他就回到神那裡
[00:07:24.000 --> 00:07:26.000]  求神來寬恕他
[00:07:26.000 --> 00:07:28.000]  真正有內心的改變
[00:07:28.000 --> 00:07:30.000]  《著詩篇》第51篇第10節
[00:07:30.000 --> 00:07:32.000]  大衛說:神啊!求祢
[00:07:32.000 --> 00:07:34.000]  為我做清潔的心
[00:07:34.000 --> 00:07:36.000]  使我裡面
[00:07:36.000 --> 00:07:38.000]  重新有正直的靈
[00:07:38.000 --> 00:07:40.000]  這個是真正的悔改
[00:07:40.000 --> 00:07:42.000]  這個是為神所喜悅的
[00:07:42.000 --> 00:07:44.000]  這是真正的悔改
[00:07:44.000 --> 00:07:46.000]  人民向神來呼求
[00:07:46.000 --> 00:07:48.000]  神就興起一位士師
[00:07:48.000 --> 00:07:50.000]  人民向神來呼求
[00:07:50.000 --> 00:07:52.000]  神就興起一位士師
[00:07:52.000 --> 00:07:54.000]  這位就是女士師底波拉
[00:07:54.000 --> 00:07:56.000]  她的名字底波拉的意思
[00:07:56.000 --> 00:07:58.000]  就是密封的意思
[00:07:58.000 --> 00:08:00.000]  猶太人覺得密封
[00:08:00.000 --> 00:08:02.000]  是很有智慧的
[00:08:02.000 --> 00:08:04.000]  所以底波拉是一個
[00:08:04.000 --> 00:08:06.000]  很有智慧的女士師
[00:08:06.000 --> 00:08:08.000]  相信
[00:08:08.000 --> 00:08:10.000]  神興起一個女士師
[00:08:10.000 --> 00:08:12.000]  來給以色列人
[00:08:12.000 --> 00:08:16.000]  是令他們很謙卑的一個經驗
[00:08:16.000 --> 00:08:18.000]  為什麼我這樣說呢?
[00:08:18.000 --> 00:08:20.000]  因為以色列人是重男輕女
[00:08:20.000 --> 00:08:22.000]  他們很希望神
[00:08:22.000 --> 00:08:24.000]  會興起一個男人
[00:08:24.000 --> 00:08:26.000]  帶領自己
[00:08:26.000 --> 00:08:30.000]  但神卻興起了女士師底波拉
[00:08:30.000 --> 00:08:32.000]  令我想起了
[00:08:32.000 --> 00:08:34.000]  以塞瓦書的三章十二節
[00:08:34.000 --> 00:08:36.000]  至於我的百姓
[00:08:36.000 --> 00:08:38.000]  孩童欺壓他們
[00:08:38.000 --> 00:08:40.000]  婦女嚇管他們
[00:08:40.000 --> 00:08:42.000]  這裡不是說
[00:08:42.000 --> 00:08:44.000]  弟弟和弟弟的問題
[00:08:44.000 --> 00:08:46.000]  不是說以色列的弟弟出現問題
[00:08:46.000 --> 00:08:48.000]  這裡說
[00:08:48.000 --> 00:08:50.000]  以色列的大人
[00:08:50.000 --> 00:08:52.000]  他們其實屬靈的境況
[00:08:52.000 --> 00:08:54.000]  好像小孩一樣
[00:08:54.000 --> 00:08:56.000]  他們需要被婦女嚇管
[00:08:56.000 --> 00:08:58.000]  這就是
[00:08:58.000 --> 00:09:00.000]  以塞瓦書三章十二節的經文
