
[00:00:00.000 --> 00:00:06.120]  今晚我們進入但爾利書第九章
[00:00:06.120 --> 00:00:08.840]  當你讀第九章的時候
[00:00:08.840 --> 00:00:12.360]  你會覺得好像分開兩個不同的部分
[00:00:12.360 --> 00:00:18.600]  前面一直到第20節是但爾利認罪的祈禱
[00:00:18.600 --> 00:00:22.800]  然後第21至27節是天使加伯列
[00:00:22.800 --> 00:00:26.360]  向但爾利傳講很重要的寓言
[00:00:26.360 --> 00:00:30.200]  這兩個部分其實是連接的
[00:00:30.200 --> 00:00:33.000]  注意我讀23節
[00:00:33.000 --> 00:00:36.200]  大家看第23節
[00:00:36.200 --> 00:00:39.160]  天使這樣說
[00:00:39.160 --> 00:00:43.920]  當你初懇求的時候就發出命令
[00:00:43.920 --> 00:00:45.520]  我來告訴你
[00:00:45.520 --> 00:00:47.800]  因你大蒙倦外
[00:00:47.800 --> 00:00:51.000]  所以你要思想明白
[00:00:51.000 --> 00:00:53.800]  這以下的是何現象
[00:00:53.800 --> 00:00:59.400]  這一節就將你前面懇求的但爾利禱告
[00:00:59.400 --> 00:01:01.600]  是因為但爾利禱告
[00:01:01.600 --> 00:01:04.000]  所以天使就來
[00:01:04.000 --> 00:01:08.160]  讓他思想明白以下這些事和異象
[00:01:08.160 --> 00:01:12.240]  以下即是第24節開始的寓言
[00:01:12.240 --> 00:01:15.560]  所以兩個部分其實是連接的
[00:01:15.560 --> 00:01:20.440]  因為有但爾利這麼懇切的認罪禱告
[00:01:20.440 --> 00:01:22.800]  令到神迅速回應
[00:01:22.800 --> 00:01:25.160]  所以兩個部分是連接的
[00:01:25.160 --> 00:01:30.600]  所以我稱這篇題目為有功效的禱告
[00:01:30.600 --> 00:01:35.600]  或者可以說是得到上帝迅速回應的禱告
[00:01:35.600 --> 00:01:39.320]  當然也是合神心意的禱告
[00:01:39.320 --> 00:01:44.240]  所以我們一開始先來看祈禱
[00:01:44.240 --> 00:01:48.400]  然後就會進入這些寓言
[00:01:48.400 --> 00:01:51.160]  但我們讀的時候大家記住
[00:01:51.160 --> 00:01:53.400]  這兩樣東西是不能夠分割的
[00:01:53.400 --> 00:01:56.880]  因為他們是互相關聯的
[00:01:56.880 --> 00:02:02.680]  我們首先來看看但爾利禱告的源由和時間
[00:02:02.680 --> 00:02:06.120]  就是大家讀的A點
[00:02:06.120 --> 00:02:08.320]  時間方面第一節說
[00:02:08.320 --> 00:02:13.560]  馬代族阿哈徐魯的兒子大利烏
[00:02:13.560 --> 00:02:17.760]  我們查前面的時候曾經說過
[00:02:17.760 --> 00:02:21.000]  大利烏應該是一個尊稱
[00:02:21.000 --> 00:02:23.080]  這個王就是Syrus
[00:02:23.080 --> 00:02:26.200]  就是古列王或者古列大帝
[00:02:26.200 --> 00:02:29.800]  或者又可以翻譯做塞魯斯
[00:02:29.800 --> 00:02:33.960]  這裡叫大利烏是他的尊稱
[00:02:33.960 --> 00:02:38.760]  這個王在第五章
[00:02:38.760 --> 00:02:43.320]  他取代了巴比倫
[00:02:43.320 --> 00:02:48.440]  所以這裡說他是加勒底國王的元年
[00:02:48.440 --> 00:02:50.840]  這個不是他第一年做皇帝
[00:02:50.840 --> 00:02:53.760]  其實他已經做了皇帝一段日子
[00:02:53.760 --> 00:02:59.520]  這裡說他是繼承了巴比倫帝國之後
[00:02:59.520 --> 00:03:03.080]  他就是整個王國的王
[00:03:03.080 --> 00:03:06.480]  這裡是用元年來開始計算
[00:03:06.480 --> 00:03:12.480]  這個就是主前的538年
[00:03:12.480 --> 00:03:16.800]  而上一章大家看到的現象
[00:03:16.800 --> 00:03:22.760]  上一章的時間是白沙殺王的第三年
[00:03:22.760 --> 00:03:24.800]  白沙殺王做了十年
[00:03:24.800 --> 00:03:26.800]  就被波斯人殺了
[00:03:26.800 --> 00:03:30.280]  然後就是古列大帝或者塞魯斯
[00:03:30.280 --> 00:03:33.920]  或者叫大利烏王同一個人開始
[00:03:33.920 --> 00:03:42.640]  所以這一章距離上一章是遲了七年八年左右
[00:03:42.640 --> 00:03:46.960]  我們要來看看這個源由
[00:03:46.960 --> 00:03:53.200]  源由就是因為第二節
[00:03:53.200 --> 00:03:58.640]  在書上得知耶和華的華臨到先知耶利米
[00:03:58.640 --> 00:04:03.520]  論耶路撒冷風安良的年數是七十年為滿
[00:04:03.520 --> 00:04:05.520]  但爾利看聖經
[00:04:05.520 --> 00:04:08.520]  在聖經上看什麼呢?
[00:04:08.520 --> 00:04:10.520]  看耶利米書
[00:04:10.520 --> 00:04:12.520]  耶利米書在哪裡呢?
[00:04:12.520 --> 00:04:14.520]  我在note這裡也有寫出來給大家
[00:04:14.520 --> 00:04:17.520]  他應該是看到這兩節
[00:04:17.520 --> 00:04:22.520]  他看的耶利米書應該和我們今天看的耶利米書差不多
[00:04:22.520 --> 00:04:26.520]  所以他看到這兩節的經文很清楚說
[00:04:26.520 --> 00:04:30.520]  他們在巴比倫是七十年的時間
[00:04:30.520 --> 00:04:34.520]  耶利米書第25章第11至第12節
[00:04:34.520 --> 00:04:40.520]  「且全地必然荒涼,令人驚駭,
[00:04:40.520 --> 00:04:44.520]  這些國民要服侍巴比倫王七十年。
[00:04:44.520 --> 00:04:49.520]  七十年滿了之後,我必刑罰巴比倫王和那國民,
[00:04:49.520 --> 00:04:54.520]  並加納底人之地,因他們的罪孽,使那地永遠荒涼。
[00:04:54.520 --> 00:04:56.520]  這是耶和華說的」
[00:04:56.520 --> 00:04:58.520]  這是25章第11至第12節
[00:04:58.520 --> 00:05:01.520]  另外29章第10節
[00:05:01.520 --> 00:05:06.520]  「為巴比倫所定的七十年滿了之後,
[00:05:06.520 --> 00:05:10.520]  我要眷顧你們,向你們成就我的恩賢,
[00:05:10.520 --> 00:05:12.520]  使你們認為此地」
[00:05:12.520 --> 00:05:14.520]  這是第10節
[00:05:14.520 --> 00:05:20.520]  但其實我想讀11至14節給大家
[00:05:20.520 --> 00:05:25.520]  大家就會明白為什麼但爾利看到這裡的時候
[00:05:25.520 --> 00:05:28.520]  他會做這個祈禱
[00:05:28.520 --> 00:05:30.520]  第11節我們都很熟悉的
[00:05:30.520 --> 00:05:32.520]  很多時候我們都quote這一節
[00:05:32.520 --> 00:05:35.520]  是來講神要祝福人的
[00:05:35.520 --> 00:05:41.520]  「耶和華說:我知道我向你的意念是似平安的意念,
[00:05:41.520 --> 00:05:47.520]  不是降災禍的意念,要叫你們沒後有子沫」第12節
[00:05:47.520 --> 00:05:51.520]  「你們要呼求我,抱告我,我就應運你。
[00:05:51.520 --> 00:05:57.520]  你們尋求我,若專心尋求,就必尋見」第14節
[00:05:57.520 --> 00:06:00.520]  「耶和華說:我必被你們尋見,
[00:06:00.520 --> 00:06:02.520]  我也必使你們被擄的人歸回,
[00:06:02.520 --> 00:06:09.520]  將你們從各國中和我所趕你們到各處招聚了來,
[00:06:09.520 --> 00:06:12.520]  又將你們帶回我使你們被擄掠離開的地方」
[00:06:12.520 --> 00:06:14.520]  這是耶和華說的
[00:06:14.520 --> 00:06:19.520]  第10節是講七十年
[00:06:19.520 --> 00:06:22.520]  但第11節上帝繼續說
[00:06:22.520 --> 00:06:26.520]  「我要你呼求我,抱告我,尋求我,
[00:06:26.520 --> 00:06:29.520]  若專心尋求,我就會令你返回」
[00:06:29.520 --> 00:06:32.520]  所以我相信但爾利看到這裡的時候
[00:06:32.520 --> 00:06:36.520]  不單止上帝說七十年就讓我們返回
[00:06:36.520 --> 00:06:38.520]  上帝說有個條件的
[00:06:38.520 --> 00:06:42.520]  你們要呼求我,要抱告我,要尋求我
[00:06:42.520 --> 00:06:45.520]  所以但爾利就很跟著聖經這樣做
[00:06:45.520 --> 00:06:50.520]  他就說我要代表人民來到神面前
[00:06:50.520 --> 00:06:55.520]  來代求、來認罪、來呼求、來討告、來尋求
[00:06:55.520 --> 00:06:59.520]  好叫神早日讓他們返回
[00:06:59.520 --> 00:07:03.520]  但你看到這裡是講七十年
[00:07:03.520 --> 00:07:05.520]  七十年應該數
[00:07:05.520 --> 00:07:08.520]  他應該知道什麼時候他們可以走
[00:07:08.520 --> 00:07:10.520]  因為神說了七十年就一定是
[00:07:10.520 --> 00:07:14.520]  那為什麼但爾利還要在這裡祈禱呢?
[00:07:14.520 --> 00:07:18.520]  我們等一會回來才思想這個題目
[00:07:18.520 --> 00:07:24.520]  但從時間上但爾利是不知道七十年是何時
[00:07:24.520 --> 00:07:27.520]  原因就像我放在這裡說
[00:07:27.520 --> 00:07:30.520]  因為他們分三次被擄
[00:07:30.520 --> 00:07:33.520]  尼泊爾是分三次
[00:07:33.520 --> 00:07:35.520]  第一次就是但爾利
[00:07:35.520 --> 00:07:39.520]  那個應該是主前的605年
[00:07:39.520 --> 00:07:44.520]  第一次就把青英分子、年青人
[00:07:44.520 --> 00:07:46.520]  包括但爾利和他那三個朋友
[00:07:46.520 --> 00:07:51.520]  然後尼泊爾第二次回去擄掠神職人員
[00:07:51.520 --> 00:07:53.520]  包括以西傑
[00:07:53.520 --> 00:07:56.520]  第三次就真的擄掠了所有人
[00:07:56.520 --> 00:07:58.520]  兼是墳毀的聖殿
[00:07:58.520 --> 00:08:03.520]  那個是第三批主前的586年
[00:08:03.520 --> 00:08:05.520]  由大國就亡了
[00:08:05.520 --> 00:08:09.520]  這個七十年到底是由他們第一次被擄開始計算
[00:08:09.520 --> 00:08:12.520]  還是第二次還是第三次呢?
[00:08:12.520 --> 00:08:14.520]  上帝沒有說清楚
[00:08:14.520 --> 00:08:18.520]  但爾利是不知道那個七十年是何時
[00:08:18.520 --> 00:08:22.520]  但他自己去到巴比倫
[00:08:22.520 --> 00:08:27.520]  如果按正常的年份已經是67年
[00:08:27.520 --> 00:08:29.520]  即是快要七十年了
[00:08:29.520 --> 00:08:32.520]  但如果上帝由第三次開始計算
[00:08:32.520 --> 00:08:35.520]  他們只是48年而已
[00:08:35.520 --> 00:08:38.520]  還有十多年還有二十多年
[00:08:38.520 --> 00:08:39.520]  但無論如何
[00:08:39.520 --> 00:08:43.520]  但爾利心裏都覺得時間應該很夠了
[00:08:43.520 --> 00:08:47.520]  是時候開始做神要他們做的事
[00:08:47.520 --> 00:08:51.520]  就是要呼求要禱告要尋求
[00:08:51.520 --> 00:08:53.520]  這裏給我們看到
[00:08:53.520 --> 00:08:56.520]  但爾利第一是一個看聖經的人
[00:08:56.520 --> 00:08:58.520]  聖經在哪裏來呢?
[00:08:58.520 --> 00:09:00.520]  這些書卷在哪裏來呢?
[00:09:00.520 --> 00:09:03.520]  我相信他是帶領著的
[00:09:03.520 --> 00:09:04.520]  他十多歲
[00:09:04.520 --> 00:09:07.520]  60年前被擄到巴比倫的時候
[00:09:07.520 --> 00:09:10.520]  他已經將這些書卷包括但爾利
[00:09:10.520 --> 00:09:12.520]  可能包括以賽亞書
[00:09:12.520 --> 00:09:13.520]  都帶領到那裏去
[00:09:13.520 --> 00:09:15.520]  我相信他一直在看
[00:09:15.520 --> 00:09:17.520]  第二他是一個禱告的人
[00:09:17.520 --> 00:09:20.520]  所以我們一會兒說他的祈禱
[00:09:20.520 --> 00:09:23.520]  其實在他來說應該很自然
[00:09:23.520 --> 00:09:25.520]  因為他已經幾十年
[00:09:25.520 --> 00:09:30.520]  每天一天三次面向耶路撒冷跪下祈禱
[00:09:30.520 --> 00:09:33.520]  所以我們知道他是一個看聖經的人
[00:09:33.520 --> 00:09:35.520]  是一個祈禱的人
[00:09:35.520 --> 00:09:36.520]  所以你問我
[00:09:36.520 --> 00:09:39.520]  但爾利的秘訣在哪裏呢?
[00:09:39.520 --> 00:09:41.520]  為何他是一個這麼出色的人呢?
[00:09:41.520 --> 00:09:44.520]  為何他是一個站立得這麼穩健
[00:09:44.520 --> 00:09:46.520]  堅守信仰的人呢?
[00:09:46.520 --> 00:09:48.520]  其實都是基本功夫
[00:09:48.520 --> 00:09:52.520]  他是一個看聖經熟讀聖經的人
[00:09:52.520 --> 00:09:56.520]  同時也是禱告的人
[00:09:56.520 --> 00:10:00.520]  所以我們現在要問這道思想的問題
[00:10:00.520 --> 00:10:03.520]  既然神已經講明了70年
[00:10:03.520 --> 00:10:05.520]  就會被釋放
[00:10:05.520 --> 00:10:09.520]  但爾利求和不求都70年了
[00:10:09.520 --> 00:10:11.520]  因為神說的不會落空的
[00:10:11.520 --> 00:10:14.520]  雖然神說你們要呼求
[00:10:14.520 --> 00:10:18.520]  但其實是神說了的他一定做的
[00:10:18.520 --> 00:10:20.520]  既然他一定要做
[00:10:20.520 --> 00:10:24.520]  但爾利何必這麼狠切地祈禱呢?
[00:10:24.520 --> 00:10:26.520]  是否多此一舉呢?
[00:10:26.520 --> 00:10:29.520]  大家有沒有想過這件事呢?
[00:10:29.520 --> 00:10:32.520]  是不是神可能不做呢?
[00:10:32.520 --> 00:10:34.520]  要但爾利來求他才做呢?
[00:10:34.520 --> 00:10:36.520]  改變了神的心意
[00:10:36.520 --> 00:10:38.520]  本來神可能不太想
[00:10:38.520 --> 00:10:40.520]  見到你們這班人
[00:10:40.520 --> 00:10:42.520]  不太想讓你們回去
[00:10:42.520 --> 00:10:45.520]  但因為但爾利祈禱的緣故
[00:10:45.520 --> 00:10:48.520]  神就好了 勉為其難
[00:10:48.520 --> 00:10:51.520]  但爾利份上 是不是這樣呢?
[00:10:51.520 --> 00:10:54.520]  有一首詩歌我相信大家都唱過
[00:10:54.520 --> 00:10:56.520]  那首詩歌叫做
[00:10:56.520 --> 00:11:00.520]  我以禱告來到你的庚前
[00:11:00.520 --> 00:11:04.520]  裡面有兩句
[00:11:04.520 --> 00:11:08.520]  我每一次祈禱就搖動你的手
[00:11:08.520 --> 00:11:10.520]  大家記不記得
[00:11:10.520 --> 00:11:12.520]  我祈禱就是搖動神的手
[00:11:12.520 --> 00:11:15.520]  神的手為什麼要搖動呢?
[00:11:15.520 --> 00:11:18.520]  是不是神的手不太想呢?
[00:11:18.520 --> 00:11:20.520]  他不太想做呢?
[00:11:20.520 --> 00:11:22.520]  那我就要搖動他的手
[00:11:22.520 --> 00:11:24.520]  搖動到他做為止呢?
[00:11:24.520 --> 00:11:26.520]  到底這個合不合真理呢?
[00:11:26.520 --> 00:11:29.520]  我覺得這個有些問題
[00:11:29.520 --> 00:11:31.520]  神說了一句話
[00:11:31.520 --> 00:11:34.520]  他是不是真的會照著做呢?
[00:11:34.520 --> 00:11:37.520]  就要看我是不是來求他
[00:11:37.520 --> 00:11:40.520]  我求得厲害了
[00:11:40.520 --> 00:11:42.520]  他就做了
[00:11:42.520 --> 00:11:46.520]  我們的禱告是不是會改變神呢?
[00:11:46.520 --> 00:11:52.520]  我自己覺得禱告不是在改變神
[00:11:52.520 --> 00:11:57.520]  我記得John Arthur牧師曾經說過
[00:11:57.520 --> 00:12:02.520]  他說我從來沒有想到我的禱告會改變神
[00:12:02.520 --> 00:12:05.520]  因為神是有祂的主權的
[00:12:05.520 --> 00:12:07.520]  神是高高在上的
[00:12:07.520 --> 00:12:10.520]  祂也是洞察一切的
[00:12:10.520 --> 00:12:12.520]  祂是全知的
[00:12:12.520 --> 00:12:14.520]  祂知道什麼對我最好
[00:12:14.520 --> 00:12:18.520]  所以祂所定下來的要發生的事
[00:12:18.520 --> 00:12:20.520]  已經定下來了
[00:12:20.520 --> 00:12:22.520]  那為什麼我們還要祈禱呢?
[00:12:22.520 --> 00:12:24.520]  我們祈不祈禱都會發生的
[00:12:24.520 --> 00:12:29.520]  我相信我們祈禱是為了改變神
[00:12:29.520 --> 00:12:32.520]  還是為了改變我們自己呢?
[00:12:32.520 --> 00:12:34.520]  我覺得是後者
[00:12:34.520 --> 00:12:36.520]  我覺得我們禱告的時候
[00:12:36.520 --> 00:12:38.520]  是讓我們更加體貼神的心意
[00:12:38.520 --> 00:12:40.520]  讓我們更加明白神的旨意
[00:12:40.520 --> 00:12:42.520]  讓我們更加接近神
[00:12:42.520 --> 00:12:45.520]  因為神的旨意是最好的
[00:12:45.520 --> 00:12:47.520]  祂對我們是最好的
[00:12:47.520 --> 00:12:49.520]  我們自己不明白
[00:12:49.520 --> 00:12:50.520]  我們自己不知道
[00:12:50.520 --> 00:12:51.520]  可能我們在祈禱的時候
[00:12:51.520 --> 00:12:53.520]  也有我們自己的意思在裡面
[00:12:53.520 --> 00:12:56.520]  但是神是知道所有的事
[00:12:56.520 --> 00:12:58.520]  祂知道什麼對我們最好
[00:12:58.520 --> 00:13:01.520]  祂也會按著祂的時間來為我們成就
[00:13:01.520 --> 00:13:05.520]  或者祂比我們所求的更加好
[00:13:05.520 --> 00:13:08.520]  我們會看到神給我們彈耳朵的
[00:13:08.520 --> 00:13:11.520]  比祈求的更加好
[00:13:11.520 --> 00:13:13.520]  是超過祂所求所想的
[00:13:13.520 --> 00:13:17.520]  所以我們祈禱不是來改變神
[00:13:17.520 --> 00:13:20.520]  而是讓我們更加體貼神的心意
[00:13:20.520 --> 00:13:22.520]  讓我們更加明白神
[00:13:22.520 --> 00:13:25.520]  讓我們更加信服神的心意
[00:13:25.520 --> 00:13:28.520]  我們現在要進入禱告的內容
