
[00:00:00.000 --> 00:00:04.000]  多謝李牧師給我機會在這裡和大家分享神的說話
[00:00:04.000 --> 00:00:08.000]  我記得早幾次李牧師跟我說
[00:00:08.000 --> 00:00:11.000]  如果你來溫哥華記得通知他
[00:00:11.000 --> 00:00:13.000]  他會請我們來這裡講道
[00:00:13.000 --> 00:00:17.000]  很感謝他給我機會和大家分享神的說話
[00:00:17.000 --> 00:00:21.000]  在這裡也將報道神學院的文案帶給大家
[00:00:21.000 --> 00:00:25.000]  早一段時間李牧師問我報道神學院服侍的情況
[00:00:25.000 --> 00:00:26.000]  我感謝神
[00:00:26.000 --> 00:00:28.000]  我現在已經上任了三年
[00:00:28.000 --> 00:00:30.000]  可能大家會覺得奇怪
[00:00:30.000 --> 00:00:32.000]  為什麼你經常在溫哥華出現
[00:00:32.000 --> 00:00:36.000]  因為在報道神學院有一個規定
[00:00:36.000 --> 00:00:39.000]  每做三年可以有半年時間
[00:00:39.000 --> 00:00:40.000]  我們叫安息年
[00:00:40.000 --> 00:00:43.000]  可以有半年時間做一些寫作和研究的工作
[00:00:43.000 --> 00:00:46.000]  轉轉四年前
[00:00:46.000 --> 00:00:49.000]  我記得在溫哥華的地方聽見報道神學院對我的邀請
[00:00:49.000 --> 00:00:52.000]  我經過半年時間祈禱後答應了
[00:00:52.000 --> 00:00:54.000]  轉眼已經上任了三年
[00:00:54.000 --> 00:00:57.000]  所以現在這段時間希望可以專心寫書
[00:00:57.000 --> 00:01:00.000]  我寫這本書覺得很重要
[00:01:00.000 --> 00:01:01.000]  但也不容易寫的
[00:01:01.000 --> 00:01:03.000]  承認這本書請大家為我祈禱
[00:01:03.000 --> 00:01:07.000]  再次感謝教會給我機會和大家
[00:01:07.000 --> 00:01:08.000]  在這段時間裡
[00:01:08.000 --> 00:01:10.000]  我希望大家不會覺得
[00:01:10.000 --> 00:01:12.000]  為什麼你經常都在說
[00:01:12.000 --> 00:01:16.000]  每個月一次
[00:01:16.000 --> 00:01:17.000]  八月一個講座
[00:01:17.000 --> 00:01:18.000]  九月一個講座
[00:01:18.000 --> 00:01:21.000]  現在想可能十月還有一次
[00:01:21.000 --> 00:01:24.000]  我們會講一講報道神學院的情況
[00:01:24.000 --> 00:01:25.000]  因為和李牧師聊天的時候
[00:01:25.000 --> 00:01:28.000]  李牧師說不如你將報道神學院的發展近況
[00:01:28.000 --> 00:01:30.000]  和多些弟兄姊妹分享
[00:01:30.000 --> 00:01:34.000]  現在計劃十月有一個報道神學院的議長分享的祈禱會
[00:01:34.000 --> 00:01:39.000]  到時如果大家有時間歡迎你們出席
[00:01:39.000 --> 00:01:40.000]  在這幾個月裡
[00:01:40.000 --> 00:01:43.000]  本來我應該有一個系列和大家分享比較系統一點
[00:01:43.000 --> 00:01:46.000]  但一直祈禱的時候都沒有一個很清楚的方向
[00:01:46.000 --> 00:01:48.000]  所以今天我只想做一段經文
[00:01:48.000 --> 00:01:50.000]  就是最近我有機會去研讀
[00:01:50.000 --> 00:01:52.000]  對我很有幫助
[00:01:52.000 --> 00:01:54.000]  我都相信會對弟兄姊妹
[00:01:54.000 --> 00:01:57.000]  特別對環教會也都很重要的一個訊息
[00:01:57.000 --> 00:01:59.000]  所以和大家先來分享這個題目
[00:01:59.000 --> 00:02:01.000]  以後我再祈禱的時候
[00:02:01.000 --> 00:02:04.000]  看看有什麼方向再和大家分享
[00:02:04.000 --> 00:02:05.000]  今天想和大家看的就是
[00:02:05.000 --> 00:02:09.000]  《馬達方第五章》38-48節這段聖經
[00:02:09.000 --> 00:02:10.000]  我都提過幾次了
[00:02:10.000 --> 00:02:11.000]  請大家試試翻開聖經
[00:02:11.000 --> 00:02:13.000]  試試打開聖經來聽
[00:02:13.000 --> 00:02:14.000]  無論電子版也好
[00:02:14.000 --> 00:02:15.000]  最好是印刷版
[00:02:15.000 --> 00:02:17.000]  因為你會更加熟悉聖經
[00:02:17.000 --> 00:02:20.000]  我們有機會看到聖經的上文下理的時候
[00:02:20.000 --> 00:02:21.000]  你會看到
[00:02:21.000 --> 00:02:22.000]  因為未必是剛才的影片有預備
[00:02:22.000 --> 00:02:25.000]  而且很容易你看看剛才的影片
[00:02:25.000 --> 00:02:26.000]  這裡看了很清楚
[00:02:26.000 --> 00:02:28.000]  很多地方都會幫我們
[00:02:28.000 --> 00:02:29.000]  但是離開了之後
[00:02:29.000 --> 00:02:32.000]  你就跟著它忘記了
[00:02:32.000 --> 00:02:34.000]  但是最好你能夠用自己的聖經
[00:02:34.000 --> 00:02:35.000]  或者是堂會的聖經
[00:02:35.000 --> 00:02:38.000]  可以幫助你更加熟習聖經
[00:02:38.000 --> 00:02:42.000]  請大家翻開《馬達方第五章》38-48節這段聖經
[00:02:42.000 --> 00:02:44.000]  如果你回到教會一段時間
[00:02:44.000 --> 00:02:45.000]  你都知道這段經文
[00:02:45.000 --> 00:02:48.000]  是登山補訓的其中一段
[00:02:48.000 --> 00:02:52.000]  主耶穌在《馬達方第五章》到第七章
[00:02:52.000 --> 00:02:58.000]  說出天國神的子民應該有一個新生命的模式
[00:02:58.000 --> 00:03:01.000]  這段經文很多解經的人將它對比於
[00:03:01.000 --> 00:03:03.000]  在《出埃及記》第十九章
[00:03:03.000 --> 00:03:06.000]  當摩西帶領以色列人出埃及
[00:03:06.000 --> 00:03:08.000]  在西乃山的時間
[00:03:08.000 --> 00:03:09.000]  神頒佈十誡
[00:03:09.000 --> 00:03:11.000]  那裡是上帝頒佈
[00:03:11.000 --> 00:03:14.000]  好像他們子民應該知道的守則
[00:03:14.000 --> 00:03:17.000]  就是十誡和接下來的律法書
[00:03:17.000 --> 00:03:21.000]  在耶穌基督來到世間上的時間
[00:03:21.000 --> 00:03:24.000]  同樣上到山上對著跟從他的人
[00:03:24.000 --> 00:03:27.000]  說出他對這群跟從的子民
[00:03:27.000 --> 00:03:30.000]  應該有生活模式的要求
[00:03:30.000 --> 00:03:33.000]  兩者好像一個比對一樣
[00:03:33.000 --> 00:03:37.000]  在摩西的頒佈裡著重外表的行動律法
[00:03:37.000 --> 00:03:39.000]  因為整個國家要遵守
[00:03:39.000 --> 00:03:43.000]  在耶穌頒佈登山補訓的時間
[00:03:43.000 --> 00:03:47.000]  大部分內容如果不是全部的話
[00:03:47.000 --> 00:03:49.000]  都是著重內心的世界
[00:03:49.000 --> 00:03:52.000]  我們內心裡邊怎樣成為神所喜悅
[00:03:52.000 --> 00:03:55.000]  一個有新人有新生活的模式
[00:03:55.000 --> 00:04:00.000]  這段經文五章六章七章三章聖經
[00:04:00.000 --> 00:04:02.000]  都用不同的方法去鋪排
[00:04:02.000 --> 00:04:04.000]  在第六章裡邊
[00:04:04.000 --> 00:04:08.000]  如果你有機會看第六章到第十八節
[00:04:08.000 --> 00:04:11.000]  你見到論施捨論禱告論禁食
[00:04:11.000 --> 00:04:14.000]  都是用同一個模式去講
[00:04:14.000 --> 00:04:16.000]  然後到結束的時間
[00:04:16.000 --> 00:04:22.000]  三個結論兩條道路兩種果樹兩等根基
[00:04:22.000 --> 00:04:25.000]  很明顯也是用一個模式去表達出來
[00:04:25.000 --> 00:04:26.000]  在第七章
[00:04:26.000 --> 00:04:28.000]  不過第五章裡邊開始的時間
[00:04:28.000 --> 00:04:30.000]  你見到模式是這樣的
[00:04:30.000 --> 00:04:32.000]  請你看看第一段影片
[00:04:32.000 --> 00:04:34.000]  五章二十一節說
[00:04:34.000 --> 00:04:37.000]  你們聽見有吩咐古人的話說不可殺人
[00:04:37.000 --> 00:04:41.000]  即是你聽見當時的以色列人透過聖經
[00:04:41.000 --> 00:04:44.000]  透過當時的教導知道不可殺人
[00:04:44.000 --> 00:04:47.000]  但耶穌來的時間更高的權威說
[00:04:47.000 --> 00:04:49.000]  只是我告訴你們
[00:04:49.000 --> 00:04:53.000]  當然耶穌在登山補訓講這段話之前已經講過
[00:04:53.000 --> 00:04:56.000]  他說我來到不是要廢掉律法才知道
[00:04:56.000 --> 00:05:00.000]  我來到要承傳將舊約聖經裡面真正的意思
[00:05:00.000 --> 00:05:03.000]  不只是表面那個死守的條文
[00:05:03.000 --> 00:05:07.000]  是裡面的精神更加將它表現出來
[00:05:07.000 --> 00:05:11.000]  不可殺人真正的動機是不要恨人
[00:05:11.000 --> 00:05:13.000]  因為恨會引致殺人
[00:05:13.000 --> 00:05:17.000]  然後另外一個經文二十七節
[00:05:17.000 --> 00:05:20.000]  他們聽見有話說不可姦人
[00:05:20.000 --> 00:05:21.000]  這是另外一個講法
[00:05:21.000 --> 00:05:24.000]  但耶穌說只是我告訴你們
[00:05:24.000 --> 00:05:28.000]  在心裡起淫念的就已經犯了姦人
[00:05:28.000 --> 00:05:29.000]  另外一個講法
[00:05:29.000 --> 00:05:32.000]  另外一節聖經三十三節
[00:05:32.000 --> 00:05:34.000]  古人又對我們這樣說
[00:05:34.000 --> 00:05:36.000]  不要背誓
[00:05:36.000 --> 00:05:38.000]  所謂的誓要向主謹守
[00:05:38.000 --> 00:05:40.000]  耶穌來有更高的要求
[00:05:40.000 --> 00:05:42.000]  只是我告訴你們
[00:05:42.000 --> 00:05:43.000]  不要起誓
[00:05:43.000 --> 00:05:46.000]  你們的說話是就說是
[00:05:46.000 --> 00:05:48.000]  不是就說不是
[00:05:48.000 --> 00:05:49.000]  你見到這很明顯
[00:05:49.000 --> 00:05:50.000]  一個pattern
[00:05:50.000 --> 00:05:51.000]  你聽見這樣說
[00:05:51.000 --> 00:05:52.000]  古人這樣說
[00:05:52.000 --> 00:05:54.000]  或者當時他們明白聖經這樣說
[00:05:54.000 --> 00:05:57.000]  耶穌說只是我告訴你們
[00:05:57.000 --> 00:05:59.000]  這個pattern原來發生在同樣的經文
[00:05:59.000 --> 00:06:02.000]  就是聖經第38至48節
[00:06:02.000 --> 00:06:05.000]  我們看看第38至42節
[00:06:05.000 --> 00:06:06.000]  我們將它分成三段
[00:06:06.000 --> 00:06:10.000]  我們先看第38至42節
[00:06:10.000 --> 00:06:11.000]  大家一起再讀一次
[00:06:11.000 --> 00:06:13.000]  我們再慢慢讀出聖經
[00:06:13.000 --> 00:06:15.000]  你讀的時候想一想
[00:06:15.000 --> 00:06:18.000]  這段經文和我什麼關係呢
[00:06:18.000 --> 00:06:21.000]  這段經文和我們今天
