
[00:00:00.000 --> 00:00:04.500]  各位姐妹早晨,我是黃牧師
[00:00:04.500 --> 00:00:07.300]  很高興能夠再次在主日崇拜的時間
[00:00:07.300 --> 00:00:09.600]  和大家一起分享主的道理
[00:00:09.600 --> 00:00:13.600]  能夠讓神的道成為大家的灌溉
[00:00:13.600 --> 00:00:15.100]  能夠不斷地成長
[00:00:15.100 --> 00:00:16.900]  讓我們先聽神的道義
[00:00:16.900 --> 00:00:18.600]  讓我們再次同心地禱告
[00:00:18.600 --> 00:00:21.300]  一起將生命交在上帝的面前
[00:00:21.300 --> 00:00:24.000]  讓聖靈來到我們當中去冒險
[00:00:24.000 --> 00:00:25.200]  同心地禱告
[00:00:25.200 --> 00:00:27.700]  各位親愛的天父多謝你
[00:00:27.700 --> 00:00:30.500]  讓我們能夠再次在主日的時間
[00:00:30.500 --> 00:00:33.200]  能夠一起同心地對上帝的說話
[00:00:33.200 --> 00:00:35.500]  有同心的學習
[00:00:35.500 --> 00:00:38.800]  我們再次把這段時間的恭敬交上
[00:00:38.800 --> 00:00:40.600]  求聖靈的誘導
[00:00:40.600 --> 00:00:44.000]  幫助我們能夠明白主的心思意念
[00:00:44.000 --> 00:00:46.600]  保障我們的生命也都像主一樣
[00:00:46.600 --> 00:00:48.700]  我們同心地禱告感恩
[00:00:48.700 --> 00:00:50.800]  奉靠主耶穌的特性的名字
[00:00:50.800 --> 00:00:52.600]  以及阿門
[00:00:52.600 --> 00:00:54.700]  好,今天和大家一起思想的經文
[00:00:54.700 --> 00:01:00.500]  同樣出自於路德記第四章第九至十二節
[00:01:00.500 --> 00:01:04.500]  今天和大家一起講的經文的講道主題
[00:01:04.500 --> 00:01:07.700]  是二人言出必行的靈性
[00:01:07.700 --> 00:01:10.700]  二人言出必行的靈性
[00:01:10.700 --> 00:01:14.300]  好,讓我們再次在聽神的道義
[00:01:14.300 --> 00:01:17.500]  讓我們再次嘗試去熟悉一下這段經文
[00:01:17.500 --> 00:01:21.400]  我先為大家讀出和合本的翻譯
[00:01:21.400 --> 00:01:22.900]  請大家如果有聖經的
[00:01:22.900 --> 00:01:27.300]  一起打開和一起去看這段聖經
[00:01:27.300 --> 00:01:31.100]  路德記第四章第九至十二節
[00:01:31.100 --> 00:01:33.900]  波亞斯對長老和宗文說
[00:01:33.900 --> 00:01:36.200]  你們今日作見證
[00:01:36.200 --> 00:01:40.300]  凡屬以利米勒和基連馬倫的
[00:01:40.300 --> 00:01:44.300]  我都從那俄米手中自賣了
[00:01:44.300 --> 00:01:50.300]  又娶了馬倫的妻摩亞女子路德為妻
[00:01:50.300 --> 00:01:54.300]  好在死人的產業上存留她的名
[00:01:54.300 --> 00:01:58.300]  免得她的名在本族本鄉滅沒
[00:01:58.300 --> 00:02:01.300]  你們今日可以作見證
[00:02:01.300 --> 00:02:05.300]  在城門坐著的眾民和長老都說
[00:02:05.300 --> 00:02:07.300]  我們作見證
[00:02:07.300 --> 00:02:11.300]  願耶華使進你家的這女子
[00:02:11.300 --> 00:02:17.300]  像建立以色列家的拉傑爾利亞二人一樣
[00:02:17.300 --> 00:02:24.300]  又願你在以法他德亨通在伯里行得名聲
[00:02:24.300 --> 00:02:29.300]  願耶華從這少年女子賜你後裔
[00:02:29.300 --> 00:02:33.300]  使你的家像他媽從猶大所生
[00:02:33.300 --> 00:02:35.300]  法勒斯的家一般
[00:02:35.300 --> 00:02:38.300]  不知道大家熟不熟悉
[00:02:38.300 --> 00:02:42.300]  出埃及記第二十章第十六節
[00:02:42.300 --> 00:02:44.300]  這句經文呢
[00:02:44.300 --> 00:02:49.300]  可能大家未必知道這段經文是說什麼
[00:02:49.300 --> 00:02:55.300]  這段經文是大家非常熟悉的十誡的其中一誡
[00:02:55.300 --> 00:02:59.300]  也是十誡當中的第九誡
[00:02:59.300 --> 00:03:01.300]  在和合本聖經裡是這樣說
[00:03:01.300 --> 00:03:06.300]  不可作假見證陷害人
[00:03:06.300 --> 00:03:07.300]  很熟悉吧
[00:03:07.300 --> 00:03:10.300]  雖然這句聖經很熟悉
[00:03:10.300 --> 00:03:14.300]  但我相信很多弟兄姊妹或者信徒
[00:03:14.300 --> 00:03:18.300]  其實不是真正了解這句聖經說什麼
[00:03:18.300 --> 00:03:20.300]  原來在這句聖經裡
[00:03:20.300 --> 00:03:24.300]  談論到不可作假見證陷害人
[00:03:24.300 --> 00:03:27.300]  這個見證這件事
[00:03:27.300 --> 00:03:31.300]  在希伯來文裡原來是一個動詞
[00:03:31.300 --> 00:03:35.300]  而不是一件事一個名詞
[00:03:35.300 --> 00:03:37.300]  它是一個動詞
[00:03:37.300 --> 00:03:40.300]  原本這個字的意思就是
[00:03:40.300 --> 00:03:46.300]  是說到一個人是被邀請作出一個回應
[00:03:46.300 --> 00:03:49.300]  就是說有件事有個問題
[00:03:49.300 --> 00:03:52.300]  這個人被問到
[00:03:52.300 --> 00:03:54.300]  他要作出一個回應
[00:03:54.300 --> 00:03:58.300]  這個回應就是叫做
[00:03:58.300 --> 00:04:01.300]  這個字不是一個名詞
[00:04:01.300 --> 00:04:07.300]  所以不是專注於究竟這件事說的內容這麼簡單
[00:04:07.300 --> 00:04:12.300]  而是說到要去回覆這個人
[00:04:12.300 --> 00:04:15.300]  他的回應背後的動機
[00:04:15.300 --> 00:04:18.300]  所以在這段聖經
[00:04:18.300 --> 00:04:20.300]  這次的聖經裡很清楚說到
[00:04:20.300 --> 00:04:24.300]  當這個人被詢問或者查詢的時候
[00:04:24.300 --> 00:04:33.300]  這個人的反應是不應該有陷害人的動機在裡面
[00:04:33.300 --> 00:04:35.300]  或者換另一個說法來說
[00:04:35.300 --> 00:04:40.300]  就是為自己有益處而去說
[00:04:40.300 --> 00:04:42.300]  所以在聖經裡
[00:04:42.300 --> 00:04:45.300]  雖然很多是我們很熟悉的經文
[00:04:45.300 --> 00:04:49.300]  但是當我們仔細去看希伯來文的時候
[00:04:49.300 --> 00:04:53.300]  原來他的意思是談論到動機的問題
[00:04:53.300 --> 00:04:58.300]  所以其實十誡基本上不是一些硬梆梆的條例
[00:04:58.300 --> 00:05:03.300]  而是真正談及到每一個人對上帝
[00:05:03.300 --> 00:05:05.300]  和對身邊的人
[00:05:05.300 --> 00:05:08.300]  甚至對於自己的態度
[00:05:08.300 --> 00:05:11.300]  是不是真的有誠實
[00:05:11.300 --> 00:05:14.300]  是有真實性在裡面
[00:05:14.300 --> 00:05:17.300]  而神也是透過這個十誡
[00:05:17.300 --> 00:05:22.300]  去強調人的動機是他所察看的事情
[00:05:22.300 --> 00:05:25.300]  因此在聖經裡我們會看到
[00:05:25.300 --> 00:05:30.300]  很多的經文上帝都不斷透過不同的人
[00:05:30.300 --> 00:05:32.300]  在不同的場合
[00:05:32.300 --> 00:05:36.300]  在不同的文體裡都強調到
[00:05:36.300 --> 00:05:39.300]  上帝是監察人心
[00:05:39.300 --> 00:05:41.300]  衡量人心
[00:05:41.300 --> 00:05:43.300]  比如簡單的例子
[00:05:43.300 --> 00:05:46.300]  有針研第十六章第二節
[00:05:46.300 --> 00:05:51.300]  裡面清楚說到耶和華是衡量人的心
[00:05:51.300 --> 00:05:53.300]  在歷史書裡也有的
[00:05:53.300 --> 00:05:57.300]  比如在歷代至上的十六章第十節
[00:05:57.300 --> 00:06:00.300]  上帝也曾經這樣說過
[00:06:00.300 --> 00:06:02.300]  他說我的神啊
[00:06:02.300 --> 00:06:05.300]  我知道你監察人心
[00:06:05.300 --> 00:06:09.300]  作者在寫到上帝的時候
[00:06:09.300 --> 00:06:14.300]  他明白到原來上帝是衡量監察人心
[00:06:14.300 --> 00:06:17.300]  不單止在智慧書卷
[00:06:17.300 --> 00:06:20.300]  不單止在歷史書
[00:06:20.300 --> 00:06:25.300]  而且在一些先知書裡同樣這樣說
[00:06:25.300 --> 00:06:29.300]  比如耶利米書第十七章第十節
[00:06:29.300 --> 00:06:31.300]  耶利米在書中這樣說
[00:06:31.300 --> 00:06:35.300]  我耶和華是監察人心
[00:06:35.300 --> 00:06:37.300]  試驗人肺腑的
[00:06:37.300 --> 00:06:42.300]  要照個人所行的和他做事的結果
[00:06:42.300 --> 00:06:44.300]  報應他
[00:06:44.300 --> 00:06:46.300]  我們看到舊約
[00:06:46.300 --> 00:06:49.300]  無論在智慧書卷
[00:06:49.300 --> 00:06:51.300]  在歷史書
[00:06:51.300 --> 00:06:55.300]  在先知書都是這樣的表現
[00:06:55.300 --> 00:06:59.300]  但原來新約同樣有這樣的介紹
[00:06:59.300 --> 00:07:02.300]  比如在羅馬書第八章二十七節
[00:07:02.300 --> 00:07:05.300]  在那裡清楚保羅說到
[00:07:05.300 --> 00:07:08.300]  神是監察人心的
[00:07:08.300 --> 00:07:11.300]  從種種的經文
[00:07:11.300 --> 00:07:13.300]  從整本聖經
[00:07:13.300 --> 00:07:15.300]  無論從舊約
[00:07:15.300 --> 00:07:17.300]  以至到新約
[00:07:17.300 --> 00:07:23.300]  我們都看到上帝很看一個人的動機
[00:07:23.300 --> 00:07:29.300]  當他被問到他要作一個見證的時候
[00:07:29.300 --> 00:07:31.300]  重點不是內容
[00:07:31.300 --> 00:07:36.300]  而是在那個人的動機上是什麼
[00:07:36.300 --> 00:07:41.300]  上帝強調的是人心怎麼樣
[00:07:41.300 --> 00:07:45.300]  因為上帝明白到在他的創造裡面
[00:07:45.300 --> 00:07:47.300]  不只是靠外表
[00:07:47.300 --> 00:07:50.300]  外表裝飾得多華麗漂亮
[00:07:50.300 --> 00:07:51.300]  不重要
[00:07:51.300 --> 00:07:53.300]  但最重要是在裡面
[00:07:53.300 --> 00:07:56.300]  當裡面是好的時候
[00:07:56.300 --> 00:08:00.300]  有諸於內就凝諸於外
[00:08:00.300 --> 00:08:04.300]  就好像我從小的時候教我的小朋友都一樣
[00:08:04.300 --> 00:08:08.300]  我說最重要是裡面漂亮
[00:08:08.300 --> 00:08:10.300]  不只是有外表漂亮
[00:08:10.300 --> 00:08:15.300]  因此上帝在這樣的要求之下
[00:08:15.300 --> 00:08:19.300]  他同樣因為他的屬性都是這樣的要求
[00:08:19.300 --> 00:08:22.300]  於是上帝就有這樣的表現
[00:08:22.300 --> 00:08:25.300]  他說過的話
[00:08:25.300 --> 00:08:27.300]  他作過的承諾
[00:08:27.300 --> 00:08:30.300]  他必定主動去完成
[00:08:30.300 --> 00:08:34.300]  實現他說過的每一句話
[00:08:34.300 --> 00:08:35.300]  不會抵賴
[00:08:35.300 --> 00:08:37.300]  不會說不算數
[00:08:37.300 --> 00:08:41.300]  因為神他自己是這樣的屬性
[00:08:41.300 --> 00:08:44.300]  因此他就同樣要求
[00:08:44.300 --> 00:08:49.300]  所有屬神的子民都要有他同樣的屬性
[00:08:49.300 --> 00:08:55.300]  因為神的子民的靈是從上帝而來
[00:08:55.300 --> 00:08:58.300]  今天我們所看的經文
[00:08:58.300 --> 00:09:00.300]  路德記第四章
[00:09:00.300 --> 00:09:04.300]  我們從第九節去看到第十二節
[00:09:04.300 --> 00:09:05.300]  在這段經文裡面
