
[00:00:00.000 --> 00:00:04.040]  各位大兄姐妹平安
[00:00:04.040 --> 00:00:08.000]  我們來到從創造到新創造的第29講
[00:00:08.000 --> 00:00:11.000]  題目是出死入生
[00:00:11.000 --> 00:00:13.000]  可能在坊間裡面
[00:00:13.000 --> 00:00:17.280]  我們很多時候都聽到出生入死
[00:00:17.280 --> 00:00:19.280]  出生入死是什麼意思呢
[00:00:19.280 --> 00:00:21.280]  我看回字典里說
[00:00:21.280 --> 00:00:24.800]  等於賦湯蹈火 捨身亡死
[00:00:24.800 --> 00:00:26.800]  可能一些人說
[00:00:26.800 --> 00:00:33.080]  我們兩兄弟一起出生入死
[00:00:33.080 --> 00:00:35.080]  當然有正面的意思就是
[00:00:35.080 --> 00:00:37.800]  我連死都不怕會和你一起
[00:00:37.800 --> 00:00:39.800]  這是一個境界
[00:00:39.800 --> 00:00:43.080]  但耶穌所說的境界是更高
[00:00:43.080 --> 00:00:46.800]  更重要 更長遠
[00:00:46.800 --> 00:00:48.800]  耶穌說什麼呢
[00:00:48.800 --> 00:00:52.800]  耶穌說是出死入生
[00:00:52.800 --> 00:00:56.800]  我們會從耶穌所說的這句話
[00:00:56.800 --> 00:01:00.800]  和之前之後是基於什麼脈絡
[00:01:00.800 --> 00:01:02.800]  耶穌說出這句話
[00:01:02.800 --> 00:01:04.800]  出死入生
[00:01:04.800 --> 00:01:07.800]  當我們很多時候出去傳達的時候
[00:01:07.800 --> 00:01:10.800]  我們會聽到兩句話
[00:01:10.800 --> 00:01:12.800]  第一句人們回應
[00:01:12.800 --> 00:01:14.800]  你和我說天堂地獄
[00:01:14.800 --> 00:01:18.800]  其實人死如燈滅
[00:01:18.800 --> 00:01:21.800]  究竟是不是真的人死如燈滅呢?
[00:01:21.800 --> 00:01:23.800]  或者你聽到人們說
[00:01:23.800 --> 00:01:26.800]  不要和我說生不要和我說死
[00:01:26.800 --> 00:01:31.800]  因為未知生 焉知死
[00:01:31.800 --> 00:01:33.800]  但對於基督徒來說
[00:01:33.800 --> 00:01:36.800]  一定知道生 也知道死
[00:01:36.800 --> 00:01:39.800]  我們知道生命之源
[00:01:39.800 --> 00:01:41.800]  在從世紀我們知道人的生命
[00:01:41.800 --> 00:01:43.800]  是從上帝而來
[00:01:43.800 --> 00:01:45.800]  我們知道死亡
[00:01:45.800 --> 00:01:49.800]  我們知道死亡之後會去哪裡
[00:01:49.800 --> 00:01:51.800]  由我們今天開始
[00:01:51.800 --> 00:01:53.800]  從聖經從耶穌的話
[00:01:53.800 --> 00:01:57.800]  去認識生和瞭解死
[00:01:57.800 --> 00:02:00.800]  在約翰福音14:2里
[00:02:00.800 --> 00:02:01.800]  耶穌說
[00:02:01.800 --> 00:02:04.800]  在我父的家裡有許多住處
[00:02:04.800 --> 00:02:06.800]  若是沒有
[00:02:06.800 --> 00:02:08.800]  我早就已告訴你們了
[00:02:08.800 --> 00:02:12.800]  我去原是為你們預備地方去
[00:02:12.800 --> 00:02:15.800]  所以耶穌這裡很清楚讓我們知道
[00:02:15.800 --> 00:02:19.800]  人死並不是如燈滅
[00:02:19.800 --> 00:02:22.800]  我們基督徒如果相信了上帝
[00:02:22.800 --> 00:02:26.800]  我們知道將來會回到父的家裡去
[00:02:26.800 --> 00:02:29.800]  在啓示錄21:4里說
[00:02:29.800 --> 00:02:32.800]  神要拆去他們一切的眼淚
[00:02:32.800 --> 00:02:36.800]  不再有死亡 也不再有悲哀 哭號 痛苦
[00:02:36.800 --> 00:02:39.800]  因為先前的事都過去了
[00:02:39.800 --> 00:02:42.800]  原來將來有一個地方
[00:02:42.800 --> 00:02:46.800]  在那裡上帝會拆去人的一切眼淚
[00:02:46.800 --> 00:02:49.800]  在那裡不會再有死亡
[00:02:49.800 --> 00:02:51.800]  因為有永恆的生命
[00:02:51.800 --> 00:02:54.800]  耶穌在馬太福音10:28里說
[00:02:54.800 --> 00:02:57.800]  那殺人身體但不能滅人靈魂的
[00:02:57.800 --> 00:02:59.800]  不要怕他們
[00:02:59.800 --> 00:03:03.800]  唯有那能在地獄里毀滅身體和靈魂的
[00:03:03.800 --> 00:03:05.800]  才要怕他
[00:03:05.800 --> 00:03:07.800]  在這裡讓我們知道
[00:03:07.800 --> 00:03:10.800]  人有身體 人有靈魂
[00:03:10.800 --> 00:03:15.800]  在這裡知道有些人或者有些事情
[00:03:15.800 --> 00:03:17.800]  可以令人的身體滅了
[00:03:17.800 --> 00:03:19.800]  但滅不了人的靈魂
[00:03:19.800 --> 00:03:22.800]  耶穌說如果只能殺人身體
[00:03:22.800 --> 00:03:23.800]  不用怕他
[00:03:23.800 --> 00:03:26.800]  你真正要怕的就是那些
[00:03:26.800 --> 00:03:29.800]  可以在地獄里
[00:03:29.800 --> 00:03:32.800]  這裡提到有地獄這個地方
[00:03:32.800 --> 00:03:35.800]  人死 原來不是余燈滅
[00:03:35.800 --> 00:03:37.800]  有地獄這個地方
[00:03:37.800 --> 00:03:41.800]  原來身體和靈魂都可以去到這個地方
[00:03:41.800 --> 00:03:45.800]  或者會被毀滅
[00:03:45.800 --> 00:03:48.800]  在《雅各書》3:6那裡
[00:03:48.800 --> 00:03:50.800]  捨頭是個不義的世界
[00:03:50.800 --> 00:03:52.800]  能點滴全身
[00:03:52.800 --> 00:03:55.800]  也能銷毀生命的輪子
[00:03:55.800 --> 00:03:57.800]  而且是被地獄的火點燃的
[00:03:57.800 --> 00:03:59.800]  這裡清楚讓我們知道
[00:03:59.800 --> 00:04:02.800]  原來有一個地方是稱為地獄
[00:04:02.800 --> 00:04:06.800]  裡面和火都有一些關係
[00:04:06.800 --> 00:04:09.800]  以上所講也讓我們知道
[00:04:09.800 --> 00:04:11.800]  人死不是余燈滅
[00:04:11.800 --> 00:04:12.800]  也讓我們知道
[00:04:12.800 --> 00:04:16.800]  原來真的有生有死亡有毀滅
[00:04:16.800 --> 00:04:18.800]  但為什麼很多人都不知道
[00:04:18.800 --> 00:04:21.800]  或者很多人都不覺得自己有
