
[00:00:00.000 --> 00:00:04.200]  大兄姐妹早晨
[00:00:04.200 --> 00:00:09.000]  讓我們在聆聽上主的話之前
[00:00:09.000 --> 00:00:11.000]  一起和心低頭祷告
[00:00:11.000 --> 00:00:14.480]  父神多謝你讓我們能夠再次回來
[00:00:14.480 --> 00:00:16.480]  在你的啟示當中
[00:00:16.480 --> 00:00:18.480]  能夠一同學習
[00:00:18.480 --> 00:00:21.480]  一同聆聽 一同明白
[00:00:21.480 --> 00:00:25.000]  從當中看到上帝的心思
[00:00:25.000 --> 00:00:29.480]  也讓我們學會如何跟從你的心願而行
[00:00:29.480 --> 00:00:32.480]  就好像你的獨生兒子耶穌基督一樣
[00:00:32.480 --> 00:00:35.480]  他願意死在十字架上
[00:00:35.480 --> 00:00:40.480]  將他的生命成就上主你的心意
[00:00:40.480 --> 00:00:42.480]  讓我們看見他的投入
[00:00:42.480 --> 00:00:46.480]  希望我們能夠同樣有這份生命
[00:00:46.480 --> 00:00:49.480]  在上主的當中全然投入
[00:00:49.480 --> 00:00:50.480]  我們同心的禱告
[00:00:50.480 --> 00:00:53.480]  奉靠主耶穌基督得勝的名字
[00:00:53.480 --> 00:00:55.480]  阿們
[00:00:55.480 --> 00:00:58.480]  究竟什麼叫信呢
[00:00:58.480 --> 00:01:00.480]  這問題我經常問
[00:01:00.480 --> 00:01:04.480]  甚至我在講道的時候也提及過
[00:01:04.480 --> 00:01:10.480]  有時候我們會引用希伯來書的介紹
[00:01:10.480 --> 00:01:12.480]  我也說過很多次
[00:01:12.480 --> 00:01:16.480]  究竟信是一回什麼事呢
[00:01:16.480 --> 00:01:19.480]  我希望今天用一個我自己的親身經歷
[00:01:19.480 --> 00:01:23.480]  去介紹一下什麼叫信
[00:01:23.480 --> 00:01:25.480]  或者怎樣去建立
[00:01:25.480 --> 00:01:32.480]  以前我參加第一份工作
[00:01:32.480 --> 00:01:36.480]  在大學畢業後的第一份工作
[00:01:36.480 --> 00:01:42.480]  我參加了一間外資在香港的機構
[00:01:42.480 --> 00:01:45.480]  這個機構很有名
[00:01:45.480 --> 00:01:50.480]  你們早上也會看見它的牌子
[00:01:50.480 --> 00:01:54.480]  是一間大機構
[00:01:54.480 --> 00:02:00.480]  我去的時候主要是做他們的會計部
[00:02:00.480 --> 00:02:05.480]  專門放數
[00:02:05.480 --> 00:02:14.480]  買了材料後何時找錢呢
[00:02:14.480 --> 00:02:17.480]  因為他們有很多生產
[00:02:17.480 --> 00:02:20.480]  去到這間公司的時候
[00:02:20.480 --> 00:02:25.480]  我第一天回去的時候當然是開工
[00:02:25.480 --> 00:02:34.480]  使用我自己讀了十多年的會計學的才幹學識
[00:02:34.480 --> 00:02:37.480]  去貢獻這間公司
[00:02:37.480 --> 00:02:40.480]  誰不知第一天上班的時候
[00:02:40.480 --> 00:02:44.480]  被我的上司叫了進房
[00:02:44.480 --> 00:02:50.480]  今天不用工作
[00:02:50.480 --> 00:02:52.480]  因為你會很忙
[00:02:52.480 --> 00:02:57.480]  忙在一連串的迎新活動
[00:02:57.480 --> 00:02:59.480]  Orientation
[00:02:59.480 --> 00:03:03.480]  果然是大企業
[00:03:03.480 --> 00:03:07.480]  上班就像讀大學一樣
[00:03:07.480 --> 00:03:09.480]  Orientation 迎新會
[00:03:09.480 --> 00:03:12.480]  這個迎新會是什麼呢
[00:03:12.480 --> 00:03:15.480]  今天你只需要填表格
[00:03:15.480 --> 00:03:19.480]  出糧單紙
[00:03:19.480 --> 00:03:21.480]  銀行資料
[00:03:21.480 --> 00:03:24.480]  之後會有幾段時間
[00:03:24.480 --> 00:03:27.480]  會和你約見不同部門的同事
[00:03:27.480 --> 00:03:29.480]  特別有一個時間
[00:03:29.480 --> 00:03:32.480]  你一定要留意我們自己部門的同事
[00:03:32.480 --> 00:03:33.480]  為什麼呢
[00:03:33.480 --> 00:03:35.480]  在這個迎新會裏面
[00:03:35.480 --> 00:03:37.480]  我會介紹你認識每一個同事
[00:03:37.480 --> 00:03:38.480]  他做什麼
[00:03:38.480 --> 00:03:41.480]  知道他做什麼
[00:03:41.480 --> 00:03:45.480]  你就要和他們合作去配搭
[00:03:45.480 --> 00:03:49.480]  我以為會計是自己的事
[00:03:49.480 --> 00:03:51.480]  拿著數據去算
[00:03:51.480 --> 00:03:53.480]  入單
[00:03:53.480 --> 00:03:55.480]  原來入單不用我
[00:03:55.480 --> 00:03:58.480]  我只是做沒碰盤數就行了
[00:03:58.480 --> 00:04:04.480]  今天第一天這麼開心
[00:04:04.480 --> 00:04:06.480]  其實不單止第一天
[00:04:06.480 --> 00:04:08.480]  整個星期都會這樣
[00:04:08.480 --> 00:04:10.480]  整個星期出糧
[00:04:10.480 --> 00:04:12.480]  雖然薪金很低
[00:04:12.480 --> 00:04:17.480]  但他說會和你去不同部門
[00:04:17.480 --> 00:04:20.480]  不單止會去我們的倉庫
[00:04:20.480 --> 00:04:22.480]  甚至有可能帶你回去
[00:04:22.480 --> 00:04:29.480]  我們以前在中國國內有生產的地方
[00:04:29.480 --> 00:04:32.480]  我心想不要回去
[00:04:32.480 --> 00:04:35.480]  因為回去會很複雜
[00:04:35.480 --> 00:04:43.480]  他就說下午在哪間房間聚集
[00:04:43.480 --> 00:04:45.480]  我去到就看到
[00:04:45.480 --> 00:04:48.480]  全部都是自己的同事
[00:04:48.480 --> 00:04:51.480]  和我見不到的會計部同事
[00:04:51.480 --> 00:04:52.480]  他們都出來
[00:04:52.480 --> 00:04:55.480]  逐個介紹當然是忘記他們的名字
[00:04:55.480 --> 00:05:01.480]  很努力記住第一個英文字母是什麼
[00:05:01.480 --> 00:05:03.480]  記住他們的名字
[00:05:03.480 --> 00:05:08.480]  為了大家更加熟絡和合拍
[00:05:08.480 --> 00:05:11.480]  我們就一齊來一個遊戲
[00:05:11.480 --> 00:05:13.480]  玩什麼遊戲
[00:05:13.480 --> 00:05:16.480]  在大企業玩遊戲這麼開心
[00:05:16.480 --> 00:05:18.480]  他說這個遊戲很簡單
[00:05:18.480 --> 00:05:25.480]  輪流所有同事會分為兩隊
[00:05:25.480 --> 00:05:28.480]  分為兩隊怎麼兩隊
