
[00:00:00.000 --> 00:00:10.000]  尼熙米是屬於舊約歷史後期的人物
[00:00:10.000 --> 00:00:20.000]  他生長的時期是公元前的第五世紀
[00:00:20.000 --> 00:00:26.000]  所以距離今天有2500年
[00:00:26.000 --> 00:00:28.000]  我們覺得很陌生
[00:00:28.000 --> 00:00:32.000]  不過其實他生活的那個年代
[00:00:32.000 --> 00:00:36.000]  和我們今天有相似的地方
[00:00:36.000 --> 00:00:45.000]  尼熙米是活在一個帝國的中心
[00:00:45.000 --> 00:00:50.000]  帝國可能你馬上想起的就是文化大革命的時候
[00:00:50.000 --> 00:00:53.000]  帝國主義那些的說法
[00:00:53.000 --> 00:00:54.000]  那會有些討厭
[00:00:54.000 --> 00:00:57.000]  不過這是一個歷史的現實
[00:00:57.000 --> 00:01:02.000]  今天的帝國是美國
[00:01:02.000 --> 00:01:04.000]  什麼是帝國呢?
[00:01:04.000 --> 00:01:07.000]  我們住在加拿大就很明白了
[00:01:07.000 --> 00:01:11.000]  你坐飛機去美國
[00:01:11.000 --> 00:01:14.000]  在哪裡入境呢?
[00:01:14.000 --> 00:01:17.000]  通常去任何一個國家
[00:01:17.000 --> 00:01:20.000]  都應該去到他的國家入境
[00:01:20.000 --> 00:01:22.000]  但美國厲害了
[00:01:22.000 --> 00:01:29.000]  他們在加拿大的機場就已經要過他的移民官了
[00:01:29.000 --> 00:01:32.000]  你說我們是兄弟國
[00:01:32.000 --> 00:01:37.000]  所以他方便我們一下飛機就好像國內機一樣
[00:01:37.000 --> 00:01:40.000]  就不用排隊就拿行李就可以走
[00:01:40.000 --> 00:01:41.000]  真的很方便的
[00:01:41.000 --> 00:01:43.000]  如果是這個原因
[00:01:43.000 --> 00:01:45.000]  那就應該是reciprocal(相反)的
[00:01:45.000 --> 00:01:48.000]  你這樣對我,我又這樣對你
[00:01:48.000 --> 00:01:51.000]  所以我們應該在美國回來加拿大的時候
[00:01:51.000 --> 00:01:53.000]  入境就在美國機場
[00:01:53.000 --> 00:01:56.000]  從來都沒有這回事的
[00:01:56.000 --> 00:02:02.000]  帝國的邊界不是在自己的國土的
[00:02:02.000 --> 00:02:05.000]  這個是帝國的定義
[00:02:05.000 --> 00:02:08.000]  美國的第七艦隊
[00:02:08.000 --> 00:02:15.000]  它是游弋於亞洲、台海
[00:02:15.000 --> 00:02:18.000]  那些我們很熟悉的新聞
[00:02:18.000 --> 00:02:23.000]  其他的,如果你說在歐洲那邊的邊界
[00:02:23.000 --> 00:02:26.000]  美國帝國的邊界
[00:02:26.000 --> 00:02:30.000]  以前冷戰年代就在柏林
[00:02:30.000 --> 00:02:32.000]  在西德和東德
[00:02:32.000 --> 00:02:36.000]  現在北大西洋公約組織
[00:02:36.000 --> 00:02:39.000]  一直向東伸展
[00:02:39.000 --> 00:02:43.000]  直到俄羅斯的邊界
[00:02:43.000 --> 00:02:47.000]  所以最近為什麼普京總統這麼激氣呢?
[00:02:47.000 --> 00:02:54.000]  是因為美國的勢力一直向外擴張
[00:02:54.000 --> 00:03:00.000]  美國之前的帝國是誰?
[00:03:00.000 --> 00:03:02.000]  你應該知道
[00:03:02.000 --> 00:03:04.000]  大不列顛英國
[00:03:04.000 --> 00:03:06.000]  日不落之國
[00:03:06.000 --> 00:03:08.000]  英國沒有日落的
[00:03:08.000 --> 00:03:09.000]  不是,不是,不是
[00:03:09.000 --> 00:03:10.000]  英國沒有太陽的
[00:03:10.000 --> 00:03:12.000]  從頭下雨到尾的
[00:03:12.000 --> 00:03:14.000]  很討人厭的
[00:03:14.000 --> 00:03:16.000]  你在那裡住過你就知道的
[00:03:16.000 --> 00:03:19.000]  英國的國界
[00:03:19.000 --> 00:03:23.000]  英國的國旗插遍全世界
[00:03:23.000 --> 00:03:24.000]  是吧?
[00:03:24.000 --> 00:03:26.000]  24個時區
[00:03:26.000 --> 00:03:29.000]  這裡日落,那裡日出
[00:03:29.000 --> 00:03:31.000]  日不落的帝國
[00:03:31.000 --> 00:03:34.000]  維多利亞時期,十九世紀
[00:03:34.000 --> 00:03:36.000]  就是說這個
[00:03:36.000 --> 00:03:38.000]  請問你知不知道
[00:03:38.000 --> 00:03:41.000]  英國的帝國之前
[00:03:41.000 --> 00:03:43.000]  又是哪一個帝國?
[00:03:45.000 --> 00:03:47.000]  那真是口氣了
[00:03:47.000 --> 00:03:51.000]  你有沒有去過加勒比海遊覽?
[00:03:51.000 --> 00:03:54.000]  坐一下那些郵輪
[00:03:54.000 --> 00:03:56.000]  度假都挺快樂的
[00:03:56.000 --> 00:03:58.000]  不過唯一不快樂的就是我提過
[00:03:58.000 --> 00:04:00.000]  在培靈會我說
[00:04:00.000 --> 00:04:03.000]  全個船上可以免費吃雪糕
[00:04:03.000 --> 00:04:05.000]  但是我不能吃
[00:04:05.000 --> 00:04:09.000]  西班牙
[00:04:09.000 --> 00:04:14.000]  西班牙的領土
[00:04:14.000 --> 00:04:18.000]  從亞洲的菲律賓東南亞
[00:04:18.000 --> 00:04:20.000]  直到南美洲
[00:04:20.000 --> 00:04:22.000]  所以每年
[00:04:22.000 --> 00:04:27.000]  他將他的帝國範圍裡的財富
[00:04:27.000 --> 00:04:30.000]  就集中在加勒比海
[00:04:30.000 --> 00:04:36.000]  然後就用戰艦運回西班牙
[00:04:36.000 --> 00:04:40.000]  英國帝國是怎麼起家的呢?
[00:04:40.000 --> 00:04:42.000]  海盜
[00:04:42.000 --> 00:04:46.000]  就培養幾艘船在加勒比海外
[00:04:46.000 --> 00:04:48.000]  等你裝好貨
[00:04:48.000 --> 00:04:50.000]  那就搶你
[00:04:50.000 --> 00:04:53.000]  你做好那些Donkey Work
[00:04:53.000 --> 00:04:56.000]  然後他就坐享其成
[00:04:56.000 --> 00:05:01.000]  西班牙帝國曾經叱吒風雲
[00:05:01.000 --> 00:05:04.000]  在之前
[00:05:04.000 --> 00:05:06.000]  我們沒有時間不是想歷史了
[00:05:06.000 --> 00:05:08.000]  羅馬帝國
[00:05:08.000 --> 00:05:12.000]  羅馬帝國就回到耶穌的時期
[00:05:12.000 --> 00:05:14.000]  新約的時期
[00:05:14.000 --> 00:05:16.000]  羅馬帝國之前
[00:05:16.000 --> 00:05:19.000]  希臘、亞歷山大
[00:05:19.000 --> 00:05:22.000]  一直打仗打到去印度
[00:05:22.000 --> 00:05:28.000]  這個是西方帝國的開始
[00:05:28.000 --> 00:05:34.000]  從希臘公元前的第四世紀
[00:05:34.000 --> 00:05:36.000]  到今天
[00:05:36.000 --> 00:05:40.000]  美利堅合眾國的帝國
[00:05:40.000 --> 00:05:42.000]  這個帝國的歷史
[00:05:42.000 --> 00:05:46.000]  但這個不是帝國歷史的起點
[00:05:46.000 --> 00:05:47.000]  不只是西方
[00:05:47.000 --> 00:05:49.000]  東方也有帝國
[00:05:49.000 --> 00:05:52.000]  東方的帝國有三國
[00:05:52.000 --> 00:05:54.000]  我們記得那個定義
[00:05:54.000 --> 00:05:56.000]  不是他是一個強大的國家
[00:05:56.000 --> 00:05:58.000]  他是文明古國
[00:05:58.000 --> 00:05:59.000]  我們中國是
[00:05:59.000 --> 00:06:01.000]  但中國從來都不是一個帝國
[00:06:01.000 --> 00:06:03.000]  東方的帝國有三國
[00:06:03.000 --> 00:06:05.000]  最早的是亞述
[00:06:05.000 --> 00:06:07.000]  第二個是巴比倫
[00:06:07.000 --> 00:06:09.000]  這兩個國家
[00:06:09.000 --> 00:06:11.000]  就是在舊約聖經裏面
[00:06:11.000 --> 00:06:18.000]  令到以色列和猶大亡國的原因
[00:06:18.000 --> 00:06:20.000]  亞述和巴比倫
[00:06:20.000 --> 00:06:24.000]  就是今天的伊拉克
[00:06:24.000 --> 00:06:28.000]  所以伊拉克很看不起美國
[00:06:28.000 --> 00:06:32.000]  我們是帝國雄霸天下的時候
[00:06:32.000 --> 00:06:34.000]  你還是原住民在那裏
[00:06:34.000 --> 00:06:36.000]  如無飲血
[00:06:36.000 --> 00:06:38.000]  在那裏鑽木取火
[00:06:38.000 --> 00:06:42.000]  古代的第一個東方的帝國興起
[00:06:42.000 --> 00:06:44.000]  亞述巴比倫
[00:06:44.000 --> 00:06:48.000]  利希米生活的時候
[00:06:48.000 --> 00:06:53.000]  這個亞述巴比倫的帝國時期已經過去了
[00:06:53.000 --> 00:06:58.000]  現在興起的東方第三個
[00:06:58.000 --> 00:07:01.000]  也是最後一個東方的帝國
[00:07:01.000 --> 00:07:03.000]  聖經稱呼它為
[00:07:03.000 --> 00:07:07.000]  馬代波斯的帝國
[00:07:07.000 --> 00:07:09.000]  想起波斯
[00:07:09.000 --> 00:07:11.000]  你想起什麼
[00:07:11.000 --> 00:07:12.000]  地氈
[00:07:12.000 --> 00:07:13.000]  貓
