
[00:00:00.000 --> 00:00:05.520]  我們感謝主的恩典
[00:00:05.520 --> 00:00:09.040]  在這麼寒冷的清晨我們回來
[00:00:09.040 --> 00:00:13.520]  我們多謝攝選的同工為我們預備這麼好的環境
[00:00:13.520 --> 00:00:16.520]  剛才翁惠霖牧師給我們分享
[00:00:16.520 --> 00:00:21.160]  讓我們看到在聖經的《易經》裏面
[00:00:21.160 --> 00:00:23.000]  現在有不同的版本
[00:00:23.000 --> 00:00:27.040]  新易本是早年的時候按照原文譯出來
[00:00:27.040 --> 00:00:32.280]  現在漢語的新易本也是將它更加潤色
[00:00:32.280 --> 00:00:37.560]  適合用國語的發音來表達出來
[00:00:37.560 --> 00:00:42.520]  我們今天很感謝主有機會來思想這個題目
[00:00:42.520 --> 00:00:46.720]  這個題目我相信很多人覺得很陌生
[00:00:46.720 --> 00:00:48.760]  但是又有興趣
[00:00:48.760 --> 00:00:51.800]  因為你家裏可能都有一個家譜、有本族譜
[00:00:51.800 --> 00:00:55.040]  我不知道你中間哪些人家裏有家譜的呢?
[00:00:55.040 --> 00:00:58.920]  有的 有些印得很精美的
[00:00:58.920 --> 00:01:03.880]  我有一年在香港同樣的一個講座的時候
[00:01:03.880 --> 00:01:07.040]  當時完了之後有個姐妹很開心
[00:01:07.040 --> 00:01:08.040]  她就走過來
[00:01:08.040 --> 00:01:10.880]  她說: 翁惠霖牧師你解開了我很多年的一個結
[00:01:10.880 --> 00:01:12.120]  我說: 什麼結呢?
[00:01:12.120 --> 00:01:14.920]  她原來出了一本家譜
[00:01:14.920 --> 00:01:18.360]  她就出了 其實那時候有兩本的
[00:01:18.360 --> 00:01:19.400]  做得很精美
[00:01:19.400 --> 00:01:23.640]  裏面有中英文給下一代都知道有照片
[00:01:23.640 --> 00:01:26.800]  但是她很多家裏人和很多教會裏面的弟兄姐妹
[00:01:26.800 --> 00:01:28.640]  就覺得你花了那麼多時間
[00:01:28.640 --> 00:01:31.000]  保羅都說無窮的家譜
[00:01:31.000 --> 00:01:34.080]  為什麼要去研究這個無窮的家譜呢?
[00:01:34.080 --> 00:01:36.160]  她心裏一直緊緊的揣懷
[00:01:36.160 --> 00:01:40.320]  但是我那次在香港當時是一千多人聚會的
[00:01:40.320 --> 00:01:43.200]  她就聽到這個聖經裏面
[00:01:43.200 --> 00:01:46.320]  特別是無論是創世記也好
[00:01:46.320 --> 00:01:48.240]  無論是歷代志也好
[00:01:48.240 --> 00:01:51.960]  就對家譜的研究原來是猶太人這麼重視的
[00:01:51.960 --> 00:01:54.600]  現在對聖經的研究是很重要的
[00:01:54.600 --> 00:01:57.160]  於是她就解開了她心裏面的結
[00:01:57.160 --> 00:02:00.200]  上個星期我們是國語的一個聚會
[00:02:00.200 --> 00:02:03.680]  就是同樣同類型的聚會講國語的
[00:02:03.680 --> 00:02:07.760]  裏面完了之後有一個弟兄就跟我說
[00:02:07.760 --> 00:02:15.400]  後來他特別去十二院拿了一本家譜給我
[00:02:15.400 --> 00:02:20.200]  這本家譜是善莊本的 你看
[00:02:20.200 --> 00:02:24.480]  善莊本的顏氏宗譜
[00:02:24.480 --> 00:02:27.280]  這個是顏回的後代
[00:02:27.280 --> 00:02:30.200]  顏回的七十五後代
[00:02:30.200 --> 00:02:33.000]  它叫顏宗護
[00:02:33.000 --> 00:02:36.000]  你看看這些多有意義
[00:02:36.000 --> 00:02:38.440]  我想說你們的家譜
[00:02:38.440 --> 00:02:40.440]  如果你有族譜的話
[00:02:40.440 --> 00:02:43.000]  有些都做得很精美的
[00:02:43.000 --> 00:02:45.160]  如果有機會來分享一下
