
[00:00:00.000 --> 00:00:07.200]  我們今天分享在馬福音我們繼續去認識耶穌
[00:00:07.200 --> 00:00:10.400]  題目是好人難做
[00:00:10.400 --> 00:00:12.400]  好人難不難做?
[00:00:12.400 --> 00:00:16.400]  好多人點頭
[00:00:16.400 --> 00:00:19.400]  好人為什麼難做呢?大家有沒有想過?
[00:00:19.400 --> 00:00:23.400]  明明是想做好事 明明是想做好人
[00:00:23.400 --> 00:00:26.400]  但為什麼對我們很多人的經驗就是
[00:00:26.400 --> 00:00:32.400]  你會心想 好心 嘩 穿雷劈這麼嚴重?
[00:00:32.400 --> 00:00:35.400]  我們廣東話有時很傳神
[00:00:35.400 --> 00:00:38.400]  好心會被雷劈
[00:00:38.400 --> 00:00:40.400]  或者說好心沒有好報
[00:00:40.400 --> 00:00:43.400]  我們不是想報應的報 是回報的報
[00:00:43.400 --> 00:00:49.400]  可能你會想 為什麼好心會得到這樣的收場?
[00:00:49.400 --> 00:00:51.400]  為什麼會這樣呢?
[00:00:51.400 --> 00:00:54.400]  耶穌都做了很多好人
[00:00:54.400 --> 00:01:01.400]  在馬福音有三件事令到耶穌當做好人的時候
[00:01:01.400 --> 00:01:04.400]  反而會惹來殺身之禍
[00:01:04.400 --> 00:01:09.400]  第一件事就是馬福音2:5 耶穌說了一句話
[00:01:09.400 --> 00:01:13.400]  耶穌說見他們的信心就對那個太子說
[00:01:13.400 --> 00:01:16.400]  小子你的罪赦了
[00:01:16.400 --> 00:01:18.400]  這是什麼情況說呢?
[00:01:18.400 --> 00:01:22.400]  就是有一次當耶穌在一個屋裏面講道的時候
[00:01:22.400 --> 00:01:26.400]  很多人在屋裏面 連街上都很多人
[00:01:26.400 --> 00:01:30.400]  結果有幾個人就帶著一個太子來
[00:01:30.400 --> 00:01:33.400]  想找耶穌來醫病
[00:01:33.400 --> 00:01:37.400]  但結果進不去 他們就鑿通了屋頂
[00:01:37.400 --> 00:01:39.400]  然後掉下去
[00:01:39.400 --> 00:01:41.400]  耶穌就見到他們這麼有信心
[00:01:41.400 --> 00:01:45.400]  然後就說小子你的罪赦了
[00:01:45.400 --> 00:01:47.400]  但當耶穌講完這句話之後
[00:01:47.400 --> 00:01:49.400]  發生什麼事呢?
[00:01:49.400 --> 00:01:53.400]  就是有幾個民事坐在那裏 心裏面議論
[00:01:53.400 --> 00:01:57.400]  就說這個人為什麼說這些話呢?
[00:01:57.400 --> 00:02:00.400]  他講了一些淺謊的話
[00:02:00.400 --> 00:02:04.400]  除了神以外 誰可以赦罪呢?
[00:02:04.400 --> 00:02:07.400]  其實耶穌知道他們的心思
[00:02:07.400 --> 00:02:09.400]  知道他們在討論什麼
[00:02:09.400 --> 00:02:13.400]  然後就說究竟我說你的罪赦了
[00:02:13.400 --> 00:02:18.400]  還是說我叫一個太子起身容易呢?
[00:02:18.400 --> 00:02:22.400]  然後他就吩咐說 起來拿你的玉子走吧
[00:02:22.400 --> 00:02:25.400]  叫那個原本不懂得走的人起身
[00:02:25.400 --> 00:02:27.400]  然後可以懂得走
[00:02:27.400 --> 00:02:29.400]  然後聖經就說
[00:02:29.400 --> 00:02:32.400]  那人就起來立刻拿起他的玉子
[00:02:32.400 --> 00:02:34.400]  當眾人面前出去
[00:02:34.400 --> 00:02:37.400]  以至眾人都驚奇歸榮耀給神
[00:02:37.400 --> 00:02:41.400]  就說我們從來都沒有見過這樣的事
[00:02:41.400 --> 00:02:43.400]  這件事一定是一件好事
[00:02:43.400 --> 00:02:45.400]  能夠醫了人
[00:02:45.400 --> 00:02:49.400]  也能夠讓人見到這是出於神的
[00:02:49.400 --> 00:02:51.400]  去榮耀神的
[00:02:51.400 --> 00:02:53.400]  人家都沒有見過這件事
[00:02:53.400 --> 00:02:57.400]  但這件事反而那些民事的法理賽人
[00:02:57.400 --> 00:02:59.400]  見到不喜歡
[00:02:59.400 --> 00:03:00.400]  見到不喜歡
[00:03:00.400 --> 00:03:01.400]  可能他心想
[00:03:01.400 --> 00:03:03.400]  你只是一個木匠的兒子
[00:03:03.400 --> 00:03:09.400]  你有什麼可能可以說出這樣淺謊的話
[00:03:09.400 --> 00:03:11.400]  你是不應該這樣說
[00:03:11.400 --> 00:03:16.400]  這件事就是耶穌幫助一個貪錢的瑞利
[00:03:16.400 --> 00:03:18.400]  改邪歸正
[00:03:18.400 --> 00:03:20.400]  幫助一個原本欺詐人
[00:03:20.400 --> 00:03:21.400]  騙錢的人
[00:03:21.400 --> 00:03:23.400]  變成不再騙錢
[00:03:23.400 --> 00:03:25.400]  這件本來都是好事
[00:03:25.400 --> 00:03:26.400]  這叫馬太
[00:03:26.400 --> 00:03:28.400]  但他見到耶穌這麼好
[00:03:28.400 --> 00:03:30.400]  然後他就找了很多瑞利
[00:03:30.400 --> 00:03:33.400]  找了很多罪人一起和耶穌吃飯
[00:03:33.400 --> 00:03:38.400]  他很想把耶穌介紹給他的所謂朋友
[00:03:38.400 --> 00:03:40.400]  所以都是罪人
[00:03:40.400 --> 00:03:43.400]  但因為這件事在馬科爾二章十六節
[00:03:43.400 --> 00:03:47.400]  記載到法理賽人中的民事
[00:03:47.400 --> 00:03:50.400]  就看見耶穌和一群罪人
[00:03:50.400 --> 00:03:52.400]  並瑞利一起吃飯
[00:03:52.400 --> 00:03:54.400]  就和他們說
[00:03:54.400 --> 00:03:58.400]  他和瑞利並罪人一同吃喝嗎?
[00:03:58.400 --> 00:04:01.400]  法理賽人見到不喜歡
[00:04:01.400 --> 00:04:03.400]  耶穌和一群罪人吃飯
[00:04:03.400 --> 00:04:04.400]  耶穌見到
[00:04:04.400 --> 00:04:06.400]  他和門徒說
[00:04:06.400 --> 00:04:08.400]  你師父是這樣的
[00:04:08.400 --> 00:04:10.400]  你為何和罪人一起吃飯?
[00:04:10.400 --> 00:04:12.400]  大家都可能知道
[00:04:12.400 --> 00:04:14.400]  法理賽人的背景
[00:04:14.400 --> 00:04:17.400]  其實他們是一群當時很受尊重的
[00:04:17.400 --> 00:04:20.400]  一群信徒的領袖
[00:04:20.400 --> 00:04:22.400]  或者一群宗教的領袖
[00:04:22.400 --> 00:04:26.400]  他們對律法是很嚴格地遵守
[00:04:26.400 --> 00:04:30.400]  但其實法理賽人是怎樣出現的呢?
[00:04:30.400 --> 00:04:32.400]  其實就是當時
[00:04:32.400 --> 00:04:33.400]  當時
[00:04:33.400 --> 00:04:36.400]  當異教徒進入了去的時候
[00:04:36.400 --> 00:04:38.400]  很多雙方都敗得
[00:04:38.400 --> 00:04:40.400]  很多猶太人接受不到
[00:04:40.400 --> 00:04:42.400]  他們這樣做的行為
[00:04:42.400 --> 00:04:44.400]  有裸體運動
[00:04:44.400 --> 00:04:48.400]  也有在劇院裏做一些很猥瑣的事
[00:04:48.400 --> 00:04:50.400]  結果他們覺得不行
[00:04:50.400 --> 00:04:54.400]  所以他們說我們一定要將我們的信仰高舉
[00:04:54.400 --> 00:04:56.400]  所以他們就成立了一個可以說是
[00:04:56.400 --> 00:04:58.400]  宗教的教派
[00:04:58.400 --> 00:05:00.400]  然後就說我們要抗衡
[00:05:00.400 --> 00:05:02.400]  當時的風俗
[00:05:02.400 --> 00:05:04.400]  當時不好的文化
[00:05:04.400 --> 00:05:06.400]  本來是一件好事
[00:05:06.400 --> 00:05:08.400]  所以法理賽人有一個意思
[00:05:08.400 --> 00:05:10.400]  就是分離
[00:05:10.400 --> 00:05:12.400]  就是和一群人
[00:05:12.400 --> 00:05:13.400]  他們覺得不行的
[00:05:13.400 --> 00:05:15.400]  我們一定要和他們不同
[00:05:15.400 --> 00:05:17.400]  他們做的我們不可以做
[00:05:17.400 --> 00:05:18.400]  我們要將宗教
[00:05:18.400 --> 00:05:21.400]  將這個信仰去高舉
[00:05:21.400 --> 00:05:25.400]  但問題是他們訂了很多的規條
[00:05:25.400 --> 00:05:27.400]  只是會說你們不准什麼
[00:05:27.400 --> 00:05:28.400]  不准什麼
[00:05:28.400 --> 00:05:32.400]  他們只會讓人知道你是有罪
[00:05:32.400 --> 00:05:35.400]  但他們不可以幫人除罪
[00:05:35.400 --> 00:05:40.400]  他們根本就不會幫到人去解決他們自身的問題
[00:05:40.400 --> 00:05:43.400]  因為他們連和他們吃飯和和他們接觸
[00:05:43.400 --> 00:05:44.400]  他們都不肯
[00:05:44.400 --> 00:05:48.400]  但耶穌一來到就和那個癱子說
[00:05:48.400 --> 00:05:51.400]  你的罪卸了
[00:05:51.400 --> 00:05:57.400]  耶穌直接去幫助人去解決我們最核心的問題
[00:05:57.400 --> 00:06:01.400]  而第三件事是今天要集中和大家分享
[00:06:01.400 --> 00:06:05.400]  亦因為這件事令到耶穌有殺身之禍
[00:06:05.400 --> 00:06:07.400]  那天耶穌去到會堂
[00:06:07.400 --> 00:06:09.400]  那天是安息日
[00:06:09.400 --> 00:06:13.400]  有一個人他的手是枯乾
[00:06:13.400 --> 00:06:15.400]  其實是萎縮的
[00:06:15.400 --> 00:06:17.400]  在馬科音第三章二節
[00:06:17.400 --> 00:06:20.400]  他說眾人為了要控告耶穌
[00:06:20.400 --> 00:06:25.400]  就窺探他會不會是安息日醫治的人
[00:06:25.400 --> 00:06:28.400]  這個可能你要問眾人是誰
[00:06:28.400 --> 00:06:32.400]  你可能要問為何要控告耶穌
[00:06:32.400 --> 00:06:36.400]  在路加福音六章七節說得清楚一點
[00:06:36.400 --> 00:06:39.400]  他說眾人原來是法利賽人
[00:06:39.400 --> 00:06:43.400]  原來是一班很熟悉律法的文士
[00:06:43.400 --> 00:06:49.400]  他們去窺探耶穌在安息日治病不治病
[00:06:49.400 --> 00:06:53.400]  要得把病去控告耶穌
[00:06:53.400 --> 00:06:57.400]  為何他們這麼憎恨他呢?
[00:06:57.400 --> 00:07:01.400]  其實在馬科音前一點點緊接二章尾
[00:07:01.400 --> 00:07:05.400]  記載了一件事令他們更加憎恨耶穌
[00:07:05.400 --> 00:07:08.400]  與安息日很有關係
[00:07:08.400 --> 00:07:11.400]  在二章二十三節說
[00:07:11.400 --> 00:07:15.400]  當耶穌安息日從墨地經過
[00:07:15.400 --> 00:07:17.400]  他的門徒行路的時候
[00:07:17.400 --> 00:07:21.400]  懂不懂讀這個字?
[00:07:21.400 --> 00:07:24.400]  大家都看著蕭Sir
[00:07:24.400 --> 00:07:26.400]  蕭Sir當然知道
[00:07:26.400 --> 00:07:28.400]  蕭Sir先不要開估
[00:07:28.400 --> 00:07:30.400]  這是讀「峽」字
[00:07:30.400 --> 00:07:32.400]  峽噪的峽
[00:07:32.400 --> 00:07:34.400]  但不是峽噪的意思
[00:07:34.400 --> 00:07:36.400]  不是峽的墨水
[00:07:36.400 --> 00:07:42.400]  這個峽字廣東話就是「鏈住人條頸」
[00:07:42.400 --> 00:07:44.400]  原來可以用這個字來查字典
[00:07:44.400 --> 00:07:46.400]  但這個峽字是甚麼意思呢?
[00:07:46.400 --> 00:07:48.400]  我說完你都不知道
[00:07:48.400 --> 00:07:49.400]  如果英文呢
[00:07:49.400 --> 00:07:51.400]  他就用「pick」
[00:07:51.400 --> 00:07:54.400]  即是「摘」
[00:07:54.400 --> 00:07:58.400]  如果現在的和合本修訂版
[00:07:58.400 --> 00:07:59.400]  他就改了
[00:07:59.400 --> 00:08:01.400]  他不用「峽」字
[00:08:01.400 --> 00:08:03.400]  他用「摘」字
[00:08:03.400 --> 00:08:04.400]  這樣就簡單了
[00:08:04.400 --> 00:08:09.400]  總之門徒去摘墨水
[00:08:09.400 --> 00:08:11.400]  為何要深刻地說這個字呢?
[00:08:11.400 --> 00:08:14.400]  和我一會解釋這段經文很有關
[00:08:14.400 --> 00:08:16.400]  當他摘起墨水的時候
[00:08:16.400 --> 00:08:17.400]  你看聖經
[00:08:17.400 --> 00:08:20.400]  馬科音二章二十四節說
[00:08:20.400 --> 00:08:22.400]  法利塞人對耶穌說
[00:08:22.400 --> 00:08:23.400]  這次不跟門徒說了
[00:08:23.400 --> 00:08:25.400]  直接跟耶穌說
[00:08:25.400 --> 00:08:26.400]  你看
[00:08:26.400 --> 00:08:32.400]  你的門徒在安息日為何做了不可以做的事
[00:08:32.400 --> 00:08:34.400]  剛才我說他們很執著
[00:08:34.400 --> 00:08:37.400]  不可以做甚麼
[00:08:37.400 --> 00:08:40.400]  現在就好像找到門徒做錯事
[00:08:40.400 --> 00:08:42.400]  就說他們的師父
[00:08:42.400 --> 00:08:46.400]  他們在安息日為何做了不可以做的事
[00:08:46.400 --> 00:08:51.400]  摘墨水為何安息日不行呢?
[00:08:51.400 --> 00:08:58.400]  當時他們根據很多的規條
[00:08:58.400 --> 00:09:00.400]  他們就將猶太人的拉比
[00:09:00.400 --> 00:09:02.400]  就將很多不可以做的規條
[00:09:02.400 --> 00:09:04.400]  總共有613條
[00:09:04.400 --> 00:09:08.400]  集合在一本書叫做米士拿
[00:09:08.400 --> 00:09:10.400]  猶太人的拉比就拿著這本書
[00:09:10.400 --> 00:09:12.400]  然後就去看你做錯了甚麼
[00:09:12.400 --> 00:09:14.400]  崇拜睡覺
[00:09:14.400 --> 00:09:16.400]  不知道有沒有呢
[00:09:16.400 --> 00:09:17.400]  不過現在沒有人犯
[00:09:17.400 --> 00:09:18.400]  放心
[00:09:18.400 --> 00:09:21.400]  但這裡說39是類別
[00:09:21.400 --> 00:09:23.400]  不同的類別
[00:09:23.400 --> 00:09:24.400]  可能你看不清楚
[00:09:24.400 --> 00:09:27.400]  我放大一點給你看
[00:09:27.400 --> 00:09:29.400]  其實說甚麼呢
[00:09:29.400 --> 00:09:31.400]  例如種東西不行
[00:09:31.400 --> 00:09:33.400]  連一針可以
[00:09:33.400 --> 00:09:35.400]  不可以連兩針
[00:09:35.400 --> 00:09:39.400]  不可以修割
[00:09:39.400 --> 00:09:40.400]  你會不會想
[00:09:40.400 --> 00:09:44.400]  是不是用修割這個罪名去摘墨水呢
[00:09:44.400 --> 00:09:46.400]  不可以用錘子敲東西
[00:09:46.400 --> 00:09:48.400]  用手可能可以
[00:09:48.400 --> 00:09:50.400]  不可以寫兩個字
[00:09:50.400 --> 00:09:52.400]  寫一個字可以
