
[00:00:00.000 --> 00:00:05.000]  歡迎姐妹主來平安
[00:00:05.000 --> 00:00:07.000]  感謝神的恩典
[00:00:07.000 --> 00:00:13.000]  有機會再來到大家當中一同敬拜、侍奉
[00:00:13.000 --> 00:00:16.000]  上一次記得講完道之後
[00:00:16.000 --> 00:00:21.000]  Milton弟兄溫韋耀弟兄在此
[00:00:21.000 --> 00:00:26.000]  他還告訴我他身體有點不舒服
[00:00:26.000 --> 00:00:30.000]  不知道發生什麼事 正在找
[00:00:30.000 --> 00:00:32.000]  感謝主
[00:00:32.000 --> 00:00:38.000]  這次我們感謝教會發出的代禱信
[00:00:38.000 --> 00:00:40.000]  知道上帝的保守
[00:00:40.000 --> 00:00:47.000]  真的需要切切為弟兄來禱告
[00:00:47.000 --> 00:00:52.000]  也盼望他們可以回到全福家
[00:00:52.000 --> 00:01:01.000]  在此跟我們分享神作為奇妙的恩典
[00:01:01.000 --> 00:01:09.000]  今日我們的題目是合神心意的奉獻
[00:01:09.000 --> 00:01:12.000]  你說奉獻了
[00:01:12.000 --> 00:01:15.000]  還會不合神心意的
[00:01:15.000 --> 00:01:17.000]  我肯奉獻了
[00:01:17.000 --> 00:01:21.000]  你記得聖經怎樣說
[00:01:21.000 --> 00:01:26.000]  誰奉獻不合神心意的
[00:01:26.000 --> 00:01:29.000]  沒有的 怎會有
[00:01:29.000 --> 00:01:31.000]  你打開創世記
[00:01:31.000 --> 00:01:34.000]  由第一章讀起
[00:01:34.000 --> 00:01:36.000]  讀到第四章
[00:01:36.000 --> 00:01:37.000]  記得嗎?
[00:01:37.000 --> 00:01:42.000]  該隱下百的奉獻
[00:01:42.000 --> 00:01:44.000]  舊約而已
[00:01:44.000 --> 00:01:46.000]  新約使道行轉
[00:01:46.000 --> 00:01:54.000]  安娜尼亞和撒菲拉這對情侶的奉獻
[00:01:54.000 --> 00:02:04.000]  所以我們選擇用文素記第七章
[00:02:04.000 --> 00:02:07.000]  其實是很長的一章
[00:02:07.000 --> 00:02:09.000]  八十九節
[00:02:09.000 --> 00:02:14.000]  我們中間其實剛才跳了整整七十二節
[00:02:14.000 --> 00:02:21.000]  重複十二段每段六節的記載
[00:02:21.000 --> 00:02:24.000]  為何這麼長的篇幅
[00:02:24.000 --> 00:02:26.000]  其實如果你數
[00:02:26.000 --> 00:02:36.000]  除了CP119篇就到文素記第七章
[00:02:36.000 --> 00:02:38.000]  CP119篇還好
[00:02:38.000 --> 00:02:40.000]  它沒有重複文素記
[00:02:40.000 --> 00:02:43.000]  真的重複得很厲害
[00:02:43.000 --> 00:02:48.000]  其實長是有原因的
[00:02:48.000 --> 00:02:53.000]  這篇裏面有很多細節
[00:02:53.000 --> 00:02:56.000]  我們很少有機會
[00:02:56.000 --> 00:02:58.000]  多謝主席剛才帶領我們
[00:02:58.000 --> 00:03:01.000]  輪著一人讀一節
[00:03:01.000 --> 00:03:04.000]  我們都掙扎努力
[00:03:04.000 --> 00:03:07.000]  很甩咳的經文
[00:03:07.000 --> 00:03:11.000]  我們叫「吉屈傲牙」
[00:03:11.000 --> 00:03:13.000]  四個字
[00:03:13.000 --> 00:03:15.000]  「識講唔識借」
[00:03:15.000 --> 00:03:17.000]  很少讀的
[00:03:17.000 --> 00:03:19.000]  讀的時候都重複
[00:03:19.000 --> 00:03:21.000]  哎呀這麼長
[00:03:21.000 --> 00:03:23.000]  不是的
[00:03:23.000 --> 00:03:27.000]  以色列人在上帝聖靈的感動之下
[00:03:27.000 --> 00:03:30.000]  文素記這一章
[00:03:30.000 --> 00:03:34.000]  我們說真的長得來
[00:03:34.000 --> 00:03:38.000]  好像如數加真
[00:03:38.000 --> 00:03:41.000]  一路一路說下去
[00:03:41.000 --> 00:03:44.000]  你說他們有興趣而已
[00:03:44.000 --> 00:03:46.000]  其實很悶的
[00:03:46.000 --> 00:03:48.000]  不用說這麼多
[00:03:48.000 --> 00:03:50.000]  我們忽略了
[00:03:50.000 --> 00:03:52.000]  其實這章的經文
[00:03:52.000 --> 00:03:57.000]  它出現在文素記第七章
[00:03:57.000 --> 00:04:02.000]  那個位置上下文
[00:04:02.000 --> 00:04:04.000]  出現在這裏
[00:04:04.000 --> 00:04:06.000]  是很關鍵的
[00:04:06.000 --> 00:04:08.000]  為什麼這麼說呢
[00:04:08.000 --> 00:04:13.000]  文素記可以分開三個主要的大段落
[00:04:13.000 --> 00:04:17.000]  一至十章在西乃山
[00:04:17.000 --> 00:04:21.000]  中間十一到二十六章
[00:04:21.000 --> 00:04:25.000]  在曠野四十列
[00:04:25.000 --> 00:04:29.000]  二十七到三十六章
[00:04:29.000 --> 00:04:33.000]  最後的十章在摩崖
[00:04:33.000 --> 00:04:38.000]  即是去到迦南應許之地
[00:04:38.000 --> 00:04:43.000]  對面約旦河就是耶利哥城
[00:04:43.000 --> 00:04:45.000]  有沒有印象
[00:04:45.000 --> 00:04:49.000]  耶利哥城我們剛才唱彭遜
[00:04:49.000 --> 00:04:53.000]  在那一天彭遜呼喊
[00:04:53.000 --> 00:04:56.000]  城牆便倒塌下來
[00:04:56.000 --> 00:04:58.000]  這一段歷史
[00:04:58.000 --> 00:05:02.000]  文素記記載整個旅程
[00:05:02.000 --> 00:05:07.000]  從西乃到約旦河邊
[00:05:07.000 --> 00:05:13.000]  第七章出現在頭三分之一
[00:05:13.000 --> 00:05:18.000]  這十章的經文在西乃記載什麼呢
[00:05:18.000 --> 00:05:20.000]  簡單來說
[00:05:20.000 --> 00:05:26.000]  二十二次耶和華的吩咐
[00:05:26.000 --> 00:05:29.000]  這麼零丁的
[00:05:29.000 --> 00:05:33.000]  我們從來不覺得二十二次
[00:05:33.000 --> 00:05:35.000]  有什麼特別的意思
[00:05:35.000 --> 00:05:38.000]  其實數目字很有意思
[00:05:38.000 --> 00:05:42.000]  我們記得的十全十美
[00:05:42.000 --> 00:05:46.000]  聖經裡說是七最完全
[00:05:46.000 --> 00:05:48.000]  我給你一個挑戰
[00:05:48.000 --> 00:05:53.000]  知不知道容牧師房裡的江魚有多少條
[00:05:53.000 --> 00:05:55.000]  不知道啊 從來沒有數過
[00:05:55.000 --> 00:05:58.000]  數一下 十二條
[00:05:58.000 --> 00:06:01.000]  十二是很有意思的
[00:06:01.000 --> 00:06:02.000]  在聖經裡
[00:06:02.000 --> 00:06:06.000]  舊約十二支派 新約十二使徒
[00:06:06.000 --> 00:06:09.000]  二十二我們不是猶太人
[00:06:09.000 --> 00:06:11.000]  所以我們不懂
[00:06:11.000 --> 00:06:12.000]  不怪你
[00:06:12.000 --> 00:06:18.000]  希伯來文是有字母的文字
[00:06:18.000 --> 00:06:19.000]  香港人很好
[00:06:19.000 --> 00:06:22.000]  我們中西文化都通
[00:06:22.000 --> 00:06:24.000]  所以英文有多少個字母
[00:06:24.000 --> 00:06:26.000]  二十六個
[00:06:26.000 --> 00:06:28.000]  我還會背
[00:06:28.000 --> 00:06:30.000]  分得出m和n
[00:06:30.000 --> 00:06:35.000]  希伯來文是二十二個字母
[00:06:35.000 --> 00:06:37.000]  所以長話短說
[00:06:37.000 --> 00:06:41.000]  在這裡上帝十一次十一次
[00:06:41.000 --> 00:06:43.000]  這樣吩咐
[00:06:43.000 --> 00:06:45.000]  做什麼事呢
[00:06:45.000 --> 00:06:49.000]  一至四章上半的吩咐
[00:06:49.000 --> 00:06:52.000]  是數點百姓
[00:06:52.000 --> 00:06:54.000]  有沒有印象
[00:06:54.000 --> 00:06:56.000]  他有一點點印象
[00:06:56.000 --> 00:06:58.000]  為什麼要數呢
[00:06:58.000 --> 00:07:03.000]  因為要幫他們組織起來
[00:07:03.000 --> 00:07:08.000]  在曠野就不可以亂走
[00:07:08.000 --> 00:07:12.000]  那是危險的地方
[00:07:12.000 --> 00:07:14.000]  所以要組織起來
[00:07:14.000 --> 00:07:18.000]  哪個支派在東邊安營
[00:07:18.000 --> 00:07:23.000]  哪個支派在西邊安營
[00:07:23.000 --> 00:07:27.000]  晚上不可以亂走
[00:07:27.000 --> 00:07:29.000]  走的時候
[00:07:29.000 --> 00:07:31.000]  誰先走
[00:07:31.000 --> 00:07:33.000]  誰走後
[00:07:33.000 --> 00:07:35.000]  我們對這些完全沒有印象
[00:07:35.000 --> 00:07:37.000]  但是你去到曠野
[00:07:37.000 --> 00:07:39.000]  很緊張的
[00:07:39.000 --> 00:07:41.000]  因為是危險的
[00:07:41.000 --> 00:07:43.000]  所以數完之後
[00:07:43.000 --> 00:07:47.000]  人數最多的是猶大支派
[00:07:47.000 --> 00:07:49.000]  走第一
[00:07:49.000 --> 00:07:51.000]  最危險的
[00:07:51.000 --> 00:07:53.000]  因為有Google Map
[00:07:53.000 --> 00:07:55.000]  不知道前面是怎樣
[00:07:55.000 --> 00:07:57.000]  第二人數最多的
[00:07:57.000 --> 00:07:59.000]  不考慮了
[00:07:59.000 --> 00:08:01.000]  是大支派
[00:08:01.000 --> 00:08:03.000]  走最後
[00:08:03.000 --> 00:08:05.000]  是呀
[00:08:05.000 --> 00:08:08.000]  最後不是很重要的
[00:08:08.000 --> 00:08:11.000]  亞馬力人在曠野
[00:08:11.000 --> 00:08:14.000]  擊打以色列
[00:08:14.000 --> 00:08:17.000]  就是打最後
[00:08:17.000 --> 00:08:19.000]  不是打最開頭
[00:08:19.000 --> 00:08:24.000]  所以要找很強的支派來殿後
[00:08:24.000 --> 00:08:28.000]  這些行軍佈陣
[00:08:28.000 --> 00:08:30.000]  上帝教他們
[00:08:30.000 --> 00:08:32.000]  這是外在的
[00:08:32.000 --> 00:08:35.000]  我們今天說的是Hardware
[00:08:35.000 --> 00:08:37.000]  內在的
[00:08:37.000 --> 00:08:39.000]  百姓的心裏
[00:08:39.000 --> 00:08:43.000]  怎樣能夠認識清楚
[00:08:43.000 --> 00:08:46.000]  我們是屬神的子民
[00:08:46.000 --> 00:08:50.000]  這是第五章到第十章
[00:08:50.000 --> 00:08:53.000]  下半上帝的吩咐
[00:08:53.000 --> 00:08:55.000]  今天我們不是說這些
[00:08:55.000 --> 00:08:58.000]  我們想說的是當中的第七章
[00:08:58.000 --> 00:09:01.000]  你發覺這裏漏了
[00:09:01.000 --> 00:09:02.000]  是呀
[00:09:02.000 --> 00:09:07.000]  因為第七章是完全沒有提
[00:09:07.000 --> 00:09:09.000]  二十二次
[00:09:09.000 --> 00:09:14.000]  任何一次耶和華的吩咐
[00:09:14.000 --> 00:09:17.000]  裏面剛才我們讀過
[00:09:17.000 --> 00:09:23.000]  第四節和第十一節
[00:09:23.000 --> 00:09:26.000]  希伯來文是用了另一個動詞
[00:09:26.000 --> 00:09:29.000]  如果和修版
[00:09:29.000 --> 00:09:31.000]  和學本沒有分一百年前
[00:09:31.000 --> 00:09:36.000]  和學本修訂版就分了
[00:09:36.000 --> 00:09:38.000]  耶和華說
[00:09:38.000 --> 00:09:41.000]  都是上帝的吩咐
[00:09:41.000 --> 00:09:43.000]  都是上帝的說話
[00:09:43.000 --> 00:09:45.000]  有分別的
[00:09:45.000 --> 00:09:47.000]  剛才如果沒有睡覺
[00:09:47.000 --> 00:09:49.000]  我們的短暫記憶就開始不行了
[00:09:49.000 --> 00:09:52.000]  我們記得的都是小時候的事
[00:09:52.000 --> 00:09:54.000]  剛才如果記得的話
[00:09:54.000 --> 00:09:56.000]  上帝的兩句說話是說什麼
[00:09:56.000 --> 00:09:58.000]  第七章第四節
[00:09:58.000 --> 00:10:00.000]  上帝對摩西說
[00:10:00.000 --> 00:10:03.000]  你收下這些
[00:10:03.000 --> 00:10:05.000]  你收了它
[00:10:05.000 --> 00:10:08.000]  原來摩西不敢收
[00:10:08.000 --> 00:10:13.000]  當回望成聖奉獻禮
[00:10:13.000 --> 00:10:15.000]  各支派首領
[00:10:15.000 --> 00:10:18.000]  拿了十二隻牛
[00:10:18.000 --> 00:10:19.000]  六輛車來
[00:10:19.000 --> 00:10:21.000]  摩西不知道怎麼辦
[00:10:21.000 --> 00:10:25.000]  因為上帝沒有吩咐他們這樣做
[00:10:25.000 --> 00:10:27.000]  所以上帝說收吧
[00:10:27.000 --> 00:10:28.000]  可以收了
[00:10:28.000 --> 00:10:30.000]  摩西才收的
[00:10:30.000 --> 00:10:33.000]  第二次十一節
[00:10:33.000 --> 00:10:38.000]  那是第二次支派的領袖
[00:10:38.000 --> 00:10:43.000]  在奉獻祭壇的時候
[00:10:43.000 --> 00:10:48.000]  他們帶著金盆、銀碗
[00:10:48.000 --> 00:10:50.000]  記得嗎?剛才讀了的
[00:10:50.000 --> 00:10:53.000]  還有一大堆的牛羊
[00:10:53.000 --> 00:10:56.000]  獻祭的祭參來
[00:10:56.000 --> 00:11:00.000]  上帝這個時候的回應
[00:11:00.000 --> 00:11:04.000]  每天一個首領
[00:11:04.000 --> 00:11:07.000]  這句說話在希伯來文重複了兩次
[00:11:07.000 --> 00:11:12.000]  好像連上帝都驚訝
[00:11:12.000 --> 00:11:15.000]  不會吧?上帝一定知道
[00:11:15.000 --> 00:11:17.000]  但那是回應
[00:11:17.000 --> 00:11:23.000]  不是吩咐他們這樣做
[00:11:23.000 --> 00:11:27.000]  所以你看到這記載的奉獻
[00:11:27.000 --> 00:11:33.000]  是支派的族長主動
[00:11:33.000 --> 00:11:37.000]  不是上帝命令
[00:11:37.000 --> 00:11:39.000]  所以我們不是說十一奉獻
[00:11:39.000 --> 00:11:42.000]  今早我們不是和你說十一奉獻
[00:11:42.000 --> 00:11:44.000]  十一奉獻是上帝吩咐的
[00:11:44.000 --> 00:11:46.000]  百姓要遵守的
[00:11:46.000 --> 00:11:48.000]  好,那我們就算到足
[00:11:48.000 --> 00:11:55.000]  除稅之後Net Income的十一奉獻給上帝
[00:11:55.000 --> 00:11:58.000]  李博士,是否適合聖經吩咐?
[00:11:58.000 --> 00:12:00.000]  沒有說不適合的
[00:12:00.000 --> 00:12:02.000]  上帝給你的賜福
[00:12:02.000 --> 00:12:05.000]  打開天上的窗戶
[00:12:05.000 --> 00:12:07.000]  傾福給你們
[00:12:07.000 --> 00:12:10.000]  先隔一隔,先Net In
[00:12:10.000 --> 00:12:12.000]  不要Gross,沒什麼的
[00:12:12.000 --> 00:12:15.000]  我經常說今天我們喜歡玩
[00:12:15.000 --> 00:12:17.000]  在網上崇拜
[00:12:17.000 --> 00:12:22.000]  我可以一次過調較速度
[00:12:22.000 --> 00:12:25.000]  1.5,一個小時
[00:12:25.000 --> 00:12:28.000]  40分鐘就聽完
[00:12:28.000 --> 00:12:30.000]  你和上帝玩這些遊戲
[00:12:30.000 --> 00:12:34.000]  上帝就將你的壽命調較1.5
[00:12:34.000 --> 00:12:37.000]  本來應該90歲的
[00:12:37.000 --> 00:12:39.000]  你就乘一乘
[00:12:39.000 --> 00:12:41.000]  不要了,0.8,0.8
[00:12:41.000 --> 00:12:43.000]  下次我聽,不玩這些的
[00:12:43.000 --> 00:12:45.000]  可以嗎?
[00:12:45.000 --> 00:12:47.000]  上帝吩咐這樣就這樣
[00:12:47.000 --> 00:12:49.000]  但這裡完全不是說
[00:12:49.000 --> 00:12:52.000]  上帝吩咐百姓的奉獻
[00:12:52.000 --> 00:12:55.000]  這裡是說主動
[00:12:55.000 --> 00:12:58.000]  如果你留心看
[00:12:58.000 --> 00:13:02.000]  知道時間的次序
[00:13:02.000 --> 00:13:05.000]  百姓離開埃及
[00:13:05.000 --> 00:13:10.000]  是第二年的正月一日
[00:13:10.000 --> 00:13:13.000]  他們完成回亡
[00:13:13.000 --> 00:13:15.000]  二月一日
[00:13:15.000 --> 00:13:19.000]  上帝吩咐數點百姓
[00:13:19.000 --> 00:13:23.000]  二十天,三個星期
[00:13:23.000 --> 00:13:26.000]  他們就離開西乃
[00:13:26.000 --> 00:13:31.000]  所以這個奉獻的時間
[00:13:31.000 --> 00:13:38.000]  其實就是在很短的過程當中發生的
[00:13:38.000 --> 00:13:41.000]  回亡做好了
[00:13:41.000 --> 00:13:49.000]  奉獻高柔、滅祭壇、成聖、奉獻禮
[00:13:49.000 --> 00:13:55.000]  發生在這一個半月的過程當中
[00:13:55.000 --> 00:14:01.000]  百姓的領袖就來到奉獻
[00:14:01.000 --> 00:14:03.000]  所以我們可以怎麼說呢?
[00:14:03.000 --> 00:14:08.000]  其實他們是把握這個機會
[00:14:08.000 --> 00:14:15.000]  即是晚上就過了
[00:14:15.000 --> 00:14:17.000]  時間很快過
[00:14:17.000 --> 00:14:20.000]  剛才這樣說可能你都沒什麼印象
[00:14:20.000 --> 00:14:24.000]  印象就是新曆新年一月一日
[00:14:24.000 --> 00:14:26.000]  公眾假期
[00:14:26.000 --> 00:14:28.000]  舊曆年初一
[00:14:28.000 --> 00:14:30.000]  就是這麼短的時間之間
[00:14:30.000 --> 00:14:33.000]  你把握這個機會奉獻
[00:14:33.000 --> 00:14:36.000]  否則就離開西乃了
[00:14:36.000 --> 00:14:39.000]  這個時間要做什麼呢?
[00:14:39.000 --> 00:14:42.000]  就要商量的
[00:14:42.000 --> 00:14:44.000]  十二個支派
[00:14:44.000 --> 00:14:47.000]  要投票的大把面
[00:14:47.000 --> 00:14:54.000]  要有很多的幕後要商量的
[00:14:54.000 --> 00:14:56.000]  要準備的
[00:14:56.000 --> 00:14:58.000]  不是隨便的
[00:14:58.000 --> 00:15:02.000]  所以整個第七章所記載的
[00:15:02.000 --> 00:15:06.000]  是奉獻的時候發生的事情
[00:15:06.000 --> 00:15:10.000]  但是背後說的是什麼呢?
[00:15:10.000 --> 00:15:13.000]  回望成聖
[00:15:13.000 --> 00:15:18.000]  首領帶來的奉獻是六輛車
[00:15:18.000 --> 00:15:21.000]  十二隻公牛
[00:15:21.000 --> 00:15:24.000]  經文記載得很仔細
[00:15:24.000 --> 00:15:27.000]  車是有棚的
[00:15:27.000 --> 00:15:30.000]  牛是公牛
[00:15:30.000 --> 00:15:32.000]  不是母牛
[00:15:32.000 --> 00:15:34.000]  懂不懂?
[00:15:34.000 --> 00:15:38.000]  你跟我說是新能源車
[00:15:38.000 --> 00:15:40.000]  我明白分別
[00:15:40.000 --> 00:15:44.000]  你跟我說牛是什麼呢?
[00:15:44.000 --> 00:15:47.000]  先說牛吧
[00:15:47.000 --> 00:15:51.000]  這些牛是用來拉車的
[00:15:51.000 --> 00:15:54.000]  哦 現在知道了
[00:15:54.000 --> 00:15:56.000]  所以是要有力的
[00:15:56.000 --> 00:16:04.000]  那就是說那輛車是要兩隻最有力的公牛才能拉動的
[00:16:04.000 --> 00:16:07.000]  母牛拉不動的
[00:16:07.000 --> 00:16:09.000]  牛仔更加沒用的
[00:16:09.000 --> 00:16:11.000]  聽明白了嗎?
[00:16:11.000 --> 00:16:13.000]  所以那輛車有多大呢?
[00:16:13.000 --> 00:16:16.000]  哦 只是手推車而已
[00:16:16.000 --> 00:16:18.000]  不是的
[00:16:18.000 --> 00:16:20.000]  很大的
[00:16:20.000 --> 00:16:22.000]  裝很重的東西的
[00:16:22.000 --> 00:16:27.000]  所以需要有十二隻公牛分開
[00:16:27.000 --> 00:16:30.000]  兩隻牛拉一輛車
[00:16:30.000 --> 00:16:32.000]  用來做什麼呢?
[00:16:32.000 --> 00:16:36.000]  用來做什麼呢?
[00:16:36.000 --> 00:16:42.000]  用來幫利美茲派搬運回望
[00:16:42.000 --> 00:16:44.000]  一切的
[00:16:44.000 --> 00:16:47.000]  造成了一個回望
[00:16:47.000 --> 00:16:51.000]  回望那些物件
[00:16:51.000 --> 00:16:56.000]  只是利美人可以搬運而已
[00:16:56.000 --> 00:17:02.000]  其中特別是聖所的祭壇
[00:17:02.000 --> 00:17:06.000]  致聖所的藥櫃等等
[00:17:06.000 --> 00:17:11.000]  更加只有哥核的家族
[00:17:11.000 --> 00:17:15.000]  那些利美人是可以去搬運
[00:17:15.000 --> 00:17:19.000]  還要祭司先包好
[00:17:19.000 --> 00:17:21.000]  不能看的
[00:17:21.000 --> 00:17:23.000]  不能好奇的
[00:17:23.000 --> 00:17:26.000]  不能放上車的
[00:17:26.000 --> 00:17:28.000]  那些要抬的
[00:17:28.000 --> 00:17:30.000]  但其他的呢
[00:17:30.000 --> 00:17:32.000]  很多帳幕
[00:17:32.000 --> 00:17:36.000]  很多這些圍杆等等的物件
[00:17:36.000 --> 00:17:43.000]  在曠野要走這麼長的旅途過程當中
[00:17:43.000 --> 00:17:46.000]  百姓是不能幫忙的
[00:17:46.000 --> 00:17:48.000]  明白嗎?
[00:17:48.000 --> 00:17:51.000]  不能說:哎呀!他這麼辛苦,讓我來吧
[00:17:51.000 --> 00:17:53.000]  記得烏薩嗎?
[00:17:53.000 --> 00:17:55.000]  誰來的?不記得
[00:17:55.000 --> 00:18:01.000]  大衛將藥櫃運入耶路撒冷
[00:18:01.000 --> 00:18:03.000]  他放在一輛牛車上
[00:18:03.000 --> 00:18:05.000]  以為很聰明
[00:18:05.000 --> 00:18:08.000]  其實是撞板
[00:18:08.000 --> 00:18:11.000]  烏薩不過是很辛苦
[00:18:11.000 --> 00:18:13.000]  是一個藥櫃
[00:18:13.000 --> 00:18:16.000]  結果殺身之禍
[00:18:16.000 --> 00:18:18.000]  上帝這麼殘忍
[00:18:18.000 --> 00:18:20.000]  我們說一句廣東話
[00:18:20.000 --> 00:18:23.000]  好心做壞事
[00:18:23.000 --> 00:18:26.000]  是呀!有些界線不是說
[00:18:26.000 --> 00:18:32.000]  我好心就可以不聽上帝的吩咐
[00:18:32.000 --> 00:18:35.000]  文素記說得很清楚
[00:18:35.000 --> 00:18:37.000]  藥櫃是要抬的
[00:18:37.000 --> 00:18:40.000]  不能放上牛車的
[00:18:40.000 --> 00:18:44.000]  不是普通人可以幫
[00:18:44.000 --> 00:18:48.000]  見他做得這麼遠
[00:18:48.000 --> 00:18:50.000]  我來幫幫忙
[00:18:50.000 --> 00:18:52.000]  沒有這件事
[00:18:52.000 --> 00:18:54.000]  那不關我們事
[00:18:54.000 --> 00:18:56.000]  我們站在一邊
[00:18:56.000 --> 00:19:00.000]  你看到領袖真厲害
[00:19:00.000 --> 00:19:04.000]  他們在這麼短的時間會望完成
[00:19:04.000 --> 00:19:08.000]  未曾離開西乃運處火柱
[00:19:08.000 --> 00:19:10.000]  一動就起行
[00:19:10.000 --> 00:19:13.000]  在短短未夠兩個月
[00:19:13.000 --> 00:19:15.000]  新曆新年到舊曆新年
[00:19:15.000 --> 00:19:17.000]  這麼短的六個星期
[00:19:17.000 --> 00:19:19.000]  七個星期
[00:19:19.000 --> 00:19:21.000]  他們想一件事
[00:19:21.000 --> 00:19:23.000]  怎樣幫手
[00:19:23.000 --> 00:19:27.000]  但又不會觸犯上帝的吩咐
[00:19:27.000 --> 00:19:29.000]  懂不懂這樣想?不懂
