
[00:00:00.000 --> 00:00:02.000]  (字幕: 請勿模仿)
[00:00:02.000 --> 00:00:05.180]  這世界要變成怎樣
[00:00:05.180 --> 00:00:11.240]  我們今天的題目是屬靈的爭戰
[00:00:11.240 --> 00:00:14.240]  為什麼要說屬靈的爭戰?
[00:00:14.240 --> 00:00:18.240]  因為不能夠不說
[00:00:18.240 --> 00:00:25.200]  聖經很清楚在它很多的信息裡面
[00:00:25.200 --> 00:00:30.640]  多次強調不斷的預告
[00:00:30.640 --> 00:00:34.160]  說在這個末後的日子
[00:00:34.160 --> 00:00:37.600]  是會必然發生的現象
[00:00:37.600 --> 00:00:42.800]  就是屬靈爭戰的攻擊和加劇
[00:00:42.800 --> 00:00:48.200]  屬靈的爭戰自從創世之後就已經有了
[00:00:48.200 --> 00:00:53.360]  不過我們今天要留心聖經告訴我們
[00:00:53.680 --> 00:00:55.920]  在末後的日子
[00:00:55.920 --> 00:00:59.680]  我們主耶穌再來之前的日子裡面
[00:00:59.680 --> 00:01:03.680]  這個屬靈的爭戰是會加劇的
[00:01:03.680 --> 00:01:05.680]  這個就重要
[00:01:05.680 --> 00:01:09.840]  首先我們很簡單的來交代一下聖經的資料
[00:01:09.840 --> 00:01:12.240]  我相信我不需要用太多的時間
[00:01:12.240 --> 00:01:14.240]  因為對於很多大英姐妹來說
[00:01:14.240 --> 00:01:16.240]  這個已經是認識
[00:01:16.240 --> 00:01:18.240]  以及不會陌生的
[00:01:18.240 --> 00:01:22.880]  不過我們始終都要試一下描述那幅聖經裡面的圖畫
[00:01:23.600 --> 00:01:26.880]  在聖經裡面尤其是在新約當中
[00:01:26.880 --> 00:01:30.080]  很多次主耶穌說過
[00:01:30.080 --> 00:01:32.880]  保羅說過
[00:01:32.880 --> 00:01:35.680]  約翰說過
[00:01:35.680 --> 00:01:39.440]  當然啟示錄就說得更清楚更多
[00:01:39.440 --> 00:01:41.680]  都是告訴我們
[00:01:41.680 --> 00:01:46.880]  預告給我們知道有這件這樣的事情會發生
[00:01:46.880 --> 00:01:48.880]  當然就提醒我們
[00:01:48.880 --> 00:01:51.280]  要很好的準備
[00:01:52.240 --> 00:01:55.040]  我們的主耶穌基督當然不止一次
[00:01:55.040 --> 00:01:58.960]  不過最著名的當然都是這個《馬太福音》24章
[00:01:58.960 --> 00:02:03.760]  當門徒問到主人你來這個世界要結束的時候
[00:02:03.760 --> 00:02:05.280]  會發生什麼事
[00:02:05.280 --> 00:02:07.280]  我們的主耶穌就在那張聖經裡面
[00:02:07.280 --> 00:02:10.800]  很清楚很詳細的提到那幅圖畫
[00:02:10.800 --> 00:02:14.320]  在那幅圖畫裡面我們可以簡單總結
[00:02:14.320 --> 00:02:17.120]  耶穌基督很清楚我們的主說
[00:02:17.120 --> 00:02:19.120]  那些假先知
[00:02:19.120 --> 00:02:20.160]  假基督
[00:02:20.160 --> 00:02:22.160]  是會來
[00:02:22.160 --> 00:02:25.280]  並且他們是迷惑了很多的人
[00:02:25.280 --> 00:02:30.880]  然後信徒要因為他信仰的緣故被迫害
[00:02:30.880 --> 00:02:32.240]  被出賣
[00:02:32.240 --> 00:02:33.360]  不過
[00:02:33.360 --> 00:02:36.640]  基督的來臨要帶來勝利
[00:02:36.640 --> 00:02:38.240]  我相信這幅圖畫
[00:02:38.240 --> 00:02:39.600]  是相當的清楚
[00:02:39.600 --> 00:02:41.680]  不需要我再加以慢慢的
[00:02:41.680 --> 00:02:43.200]  在層上解釋
[00:02:43.200 --> 00:02:44.640]  去到保羅
[00:02:44.640 --> 00:02:48.480]  在聖經裡面保羅的書信裡面是很多次
[00:02:48.480 --> 00:02:51.040]  提到那個末後的日子
[00:02:51.040 --> 00:02:53.280]  末世會發生什麼事
[00:02:53.280 --> 00:02:54.400]  很清楚的
[00:02:54.400 --> 00:02:55.680]  譬如
[00:02:55.680 --> 00:02:59.360]  帖撒羅尼加後書的第二章
[00:02:59.360 --> 00:03:00.960]  就講得很清楚
[00:03:00.960 --> 00:03:02.240]  保羅他說
[00:03:02.240 --> 00:03:06.320]  弟兄們關於我們的主耶穌基督再來的時候
[00:03:06.320 --> 00:03:09.840]  然後就一連串描述那幅圖畫
[00:03:09.840 --> 00:03:13.520]  那裡描述到那些不法的人
[00:03:13.920 --> 00:03:18.800]  還有那些不法的事的增加
[00:03:18.800 --> 00:03:22.880]  特別強調到那些不法的人的出現
[00:03:22.880 --> 00:03:24.160]  不單止增加
[00:03:24.160 --> 00:03:26.080]  並且他們照著
[00:03:26.080 --> 00:03:30.800]  在他背後的惡者撒旦
[00:03:30.800 --> 00:03:32.720]  去迷惑人
[00:03:32.720 --> 00:03:33.920]  大家留意這字眼
[00:03:33.920 --> 00:03:35.440]  待會我們會再接著
[00:03:35.440 --> 00:03:37.680]  會進到比較深刻的地步
[00:03:37.680 --> 00:03:39.200]  在提摩太后書
[00:03:39.200 --> 00:03:43.040]  保羅第三章裡面所提到的
[00:03:43.440 --> 00:03:45.920]  他說你應該知道
[00:03:45.920 --> 00:03:50.320]  末後必有危險的日子來到
[00:03:50.320 --> 00:03:52.000]  那些危險的日子是什麼呢?
[00:03:52.000 --> 00:03:54.400]  接著又一大段去描述
[00:03:54.400 --> 00:03:57.440]  在這個危險的日子裡面有幾樣東西
[00:03:57.440 --> 00:03:59.600]  第一罪惡增加
[00:03:59.600 --> 00:04:02.560]  信仰墮落
[00:04:02.560 --> 00:04:03.920]  諸如此類
[00:04:03.920 --> 00:04:05.440]  所以很清楚的
[00:04:05.440 --> 00:04:07.440]  不法的人
[00:04:07.440 --> 00:04:09.760]  罪惡的增加
[00:04:09.760 --> 00:04:11.920]  信仰的墮落
[00:04:11.920 --> 00:04:13.360]  這就是
[00:04:13.360 --> 00:04:17.200]  保羅面對和描述的
[00:04:17.200 --> 00:04:19.920]  末世的情況
[00:04:19.920 --> 00:04:21.920]  約翰
[00:04:21.920 --> 00:04:23.760]  在約翰的作品裡面
[00:04:23.760 --> 00:04:25.440]  一二三書尤其是
[00:04:25.440 --> 00:04:27.840]  大家可能沒有留意到
[00:04:27.840 --> 00:04:29.520]  原來聖經裡面出現
[00:04:29.520 --> 00:04:30.640]  敵基督
[00:04:30.640 --> 00:04:33.920]  敵黨基督這個字出現得最多的
[00:04:33.920 --> 00:04:36.800]  是在約翰的書信裡面
[00:04:36.800 --> 00:04:38.160]  出現了四次
[00:04:38.160 --> 00:04:40.400]  全身的出現只是五次
[00:04:40.400 --> 00:04:43.920]  有四次在約翰的書信裡面
[00:04:43.920 --> 00:04:46.880]  約翰一書和約翰二書裡面
[00:04:46.880 --> 00:04:48.320]  很強調
[00:04:48.320 --> 00:04:51.200]  說到在末世的時候
[00:04:51.200 --> 00:04:53.600]  敵基督要來
[00:04:53.600 --> 00:04:57.280]  他和他的同黨
[00:04:57.280 --> 00:05:02.240]  都要透過說謊說謊
[00:05:02.240 --> 00:05:05.280]  欺騙來蒙蔽人
[00:05:05.280 --> 00:05:07.440]  來打擊信徒
[00:05:07.440 --> 00:05:10.160]  那很清楚了是吧?
[00:05:10.160 --> 00:05:12.880]  不過我們現在從小小的時間
[00:05:12.880 --> 00:05:14.800]  進到啟示錄
[00:05:14.800 --> 00:05:16.960]  啟示錄當然說到
[00:05:16.960 --> 00:05:19.600]  主坐來之前和主坐來的時候
[00:05:19.600 --> 00:05:21.120]  所發生的事
[00:05:21.120 --> 00:05:22.640]  在這裡裡面
[00:05:22.640 --> 00:05:25.840]  其中特別重要的關於屬靈爭戰
[00:05:25.840 --> 00:05:28.480]  就是啟示錄的第十二章
[00:05:28.480 --> 00:05:31.840]  啟示錄的十二章用一個
[00:05:31.840 --> 00:05:33.600]  很形象的
[00:05:33.600 --> 00:05:36.880]  象徵的描述的方式
[00:05:37.200 --> 00:05:40.080]  將我們剛才所說的末世的
[00:05:40.080 --> 00:05:47.600]  這些的爭戰現象背後的那幅圖畫
[00:05:47.600 --> 00:05:49.520]  來拆解出來
[00:05:49.520 --> 00:05:50.560]  這個很重要
[00:05:50.560 --> 00:05:51.600]  我們要知道
[00:05:51.600 --> 00:05:55.200]  整個爭戰背後的力量
[00:05:55.200 --> 00:05:57.520]  究竟是如何進行的
[00:05:57.520 --> 00:05:59.360]  在那裡聖經
[00:05:59.360 --> 00:06:03.760]  首先描述有幾個角色
[00:06:03.760 --> 00:06:06.640]  如果我們打開啟示錄十二章
[00:06:06.640 --> 00:06:09.040]  這幾個角色包括了
[00:06:09.040 --> 00:06:10.640]  當然就是
[00:06:10.640 --> 00:06:15.120]  一個婦人要生一個男孩
[00:06:15.120 --> 00:06:18.480]  這個男孩生出來的時候
[00:06:18.480 --> 00:06:21.680]  天上出現一個紅的龍
[00:06:21.680 --> 00:06:25.840]  要吞了要消滅這個男孩
[00:06:25.840 --> 00:06:28.400]  這幾樣東西我相信
[00:06:28.400 --> 00:06:31.840]  在聖經裡面有些已經很清楚說明是什麼
[00:06:31.840 --> 00:06:34.320]  那個龍跟著聖經裡面
[00:06:34.320 --> 00:06:37.360]  跟著聖經說到這個就是撒旦
[00:06:37.360 --> 00:06:39.440]  這個就是敵對神
[00:06:39.440 --> 00:06:44.400]  最重要的反叛者撒旦
[00:06:44.400 --> 00:06:46.400]  這個男孩
[00:06:46.400 --> 00:06:48.000]  直接的意思
[00:06:48.000 --> 00:06:48.880]  很清楚
[00:06:48.880 --> 00:06:51.280]  那個婦人要生這個男孩
[00:06:51.280 --> 00:06:53.280]  這個男孩將來
[00:06:53.280 --> 00:06:56.640]  是要用鐵匠管理世間的
[00:06:56.640 --> 00:06:58.320]  全世界的
[00:06:58.320 --> 00:06:59.760]  這個很明顯的
[00:06:59.760 --> 00:07:01.760]  當然是指到首先是
[00:07:01.760 --> 00:07:04.160]  我們那位耶穌基督
[00:07:04.160 --> 00:07:06.160]  的出現
[00:07:06.160 --> 00:07:08.640]  還有一個問題就是
[00:07:08.640 --> 00:07:12.160]  那個婦人
[00:07:12.160 --> 00:07:16.000]  不單單是指在歷史上的瑪利亞
[00:07:16.000 --> 00:07:18.240]  因為這個婦人後來
[00:07:18.240 --> 00:07:20.640]  你發覺聖經描述她
[00:07:20.640 --> 00:07:23.840]  那個龍是要迫害她
[00:07:23.840 --> 00:07:26.160]  迫害她就要走
[00:07:26.160 --> 00:07:31.200]  然後神就將她拯救上天上
[00:07:31.200 --> 00:07:33.840]  在這幅圖畫裡面很明顯
[00:07:33.840 --> 00:07:36.400]  這個婦人
[00:07:36.400 --> 00:07:40.240]  不單單是歷史上生耶穌的瑪利亞
[00:07:40.240 --> 00:07:44.240]  是代表了神的教會
[00:07:44.240 --> 00:07:46.880]  她要將耶穌基督的福音
[00:07:46.880 --> 00:07:48.880]  那種永恆的生命
[00:07:48.880 --> 00:07:51.280]  福音耶穌基督的福音的生命
[00:07:51.280 --> 00:07:52.960]  去傳到不同的地方
[00:07:52.960 --> 00:07:56.000]  好像生下來去不同的地方
[00:07:56.000 --> 00:07:57.600]  所以我們可以將這個婦人
[00:07:57.600 --> 00:07:59.440]  看成一個教會
[00:07:59.440 --> 00:08:01.600]  更加闊一點的意思
[00:08:01.600 --> 00:08:03.600]  當然聖經告訴你
[00:08:03.600 --> 00:08:05.600]  這個征戰就開始了
[00:08:05.600 --> 00:08:08.240]  不過很感恩這個征戰
[00:08:08.240 --> 00:08:12.080]  是由第七節一直到第十二節
[00:08:12.080 --> 00:08:14.080]  是在天上的征戰
[00:08:14.080 --> 00:08:17.600]  十三節到第十七節
[00:08:17.600 --> 00:08:20.960]  下半章就是地上的征戰
[00:08:20.960 --> 00:08:23.120]  天上的征戰就說出來
[00:08:23.120 --> 00:08:26.320]  那幅最終極的那個目標
[00:08:26.320 --> 00:08:29.680]  屬靈征戰的那個本意是什麼
[00:08:29.680 --> 00:08:31.200]  那很清楚的
[00:08:31.200 --> 00:08:33.520]  在這個天上的征戰裡面
[00:08:33.520 --> 00:08:37.680]  當這個婦人生了這個男孩
[00:08:37.680 --> 00:08:41.120]  就是將福音耶穌基督來到世間的時候
[00:08:41.120 --> 00:08:43.520]  開始這個拯救的時候
[00:08:43.520 --> 00:08:47.360]  這個撒旦的龍就要吞了他
[00:08:47.360 --> 00:08:50.160]  但是神的使者
[00:08:50.160 --> 00:08:54.800]  甚至有名的米加勒和他的使者天使
[00:08:54.800 --> 00:08:56.560]  將他拯救
[00:08:56.560 --> 00:08:59.360]  並且不單止這樣
[00:08:59.360 --> 00:09:03.200]  不單止勝利並且將這個龍踐踏
[00:09:03.200 --> 00:09:04.880]  將他打敗
[00:09:04.880 --> 00:09:06.240]  很清楚
[00:09:06.240 --> 00:09:09.200]  這個是天上的征戰一個最核心的
[00:09:09.200 --> 00:09:11.680]  就是神的計劃、神的拯救
[00:09:11.680 --> 00:09:13.440]  耶穌基督的來臨
[00:09:13.440 --> 00:09:15.120]  撒旦無論如何都知道
[00:09:15.120 --> 00:09:18.560]  這是一個最嚴重對他的挑戰和危機
[00:09:18.560 --> 00:09:20.240]  所以他要徹底消滅
[00:09:20.240 --> 00:09:24.400]  不過神的力量勝過他
[00:09:24.400 --> 00:09:28.320]  不過我們要特別留意到第十二節
[00:09:28.320 --> 00:09:30.400]  到第十二節的時候
[00:09:30.400 --> 00:09:32.960]  有一個很特別的轉機
[00:09:32.960 --> 00:09:38.080]  聖經說:因為魔鬼知道自己的時日無多
[00:09:38.080 --> 00:09:40.800]  就大大的發怒
[00:09:40.800 --> 00:09:43.600]  「下到你們那裡去?」
[00:09:43.600 --> 00:09:45.760]  這是第十二節的下半節
[00:09:45.760 --> 00:09:48.880]  這裡聖經給我們看到一個轉機
[00:09:48.880 --> 00:09:50.480]  魔鬼我們可以說
[00:09:50.480 --> 00:09:53.600]  他本來這個計劃不能夠成功
[00:09:53.600 --> 00:09:55.360]  並且被打敗
[00:09:55.360 --> 00:09:58.720]  於是他就知道自己時日無多
[00:09:58.720 --> 00:10:01.840]  就是說他知道要結束的日子
[00:10:01.840 --> 00:10:03.360]  可能要來了
[00:10:03.360 --> 00:10:05.360]  就是這個末世的時候
[00:10:05.360 --> 00:10:06.560]  他會做什麼呢?
[00:10:06.560 --> 00:10:08.000]  他會將那個戰爭
[00:10:08.000 --> 00:10:11.520]  由天上這個他無法勝利的
[00:10:11.520 --> 00:10:14.080]  轉到地上
[00:10:14.080 --> 00:10:15.920]  到你們那裡
[00:10:15.920 --> 00:10:18.320]  轉到地上的戰爭
[00:10:18.320 --> 00:10:20.800]  最重要的目標
[00:10:20.800 --> 00:10:25.360]  就是要生孩子
[00:10:25.360 --> 00:10:28.320]  產生基督的婦人
[00:10:28.320 --> 00:10:32.320]  聖經說在地上的龍要繼續
[00:10:32.320 --> 00:10:33.840]  要消滅它
[00:10:33.840 --> 00:10:36.960]  追著它毀滅它
[00:10:36.960 --> 00:10:39.520]  在地上的戰爭裡
