
[00:00:00.000 --> 00:00:06.000]  讓我們在聆聽主的說話之前
[00:00:06.000 --> 00:00:10.000]  讓我們一起靜心低頭禱告仰望主
[00:00:10.000 --> 00:00:15.000]  菩薩多謝您讓我們再次回到您的面前
[00:00:15.000 --> 00:00:21.000]  一同在您的說話當中蒙主您的糾正
[00:00:21.000 --> 00:00:29.000]  使我們能夠在生命上回轉到上帝悉日創造人原本的樣式
[00:00:29.000 --> 00:00:31.000]  為此獻上感謝
[00:00:31.000 --> 00:00:36.000]  大家有這份福氣有這份祝福
[00:00:36.000 --> 00:00:41.000]  讓我們能夠活在您的栽培和牧養之下
[00:00:41.000 --> 00:00:48.000]  讓每一個渴慕主導的人都能夠在今天這段經文裡
[00:00:48.000 --> 00:00:55.000]  找到真正在今天我們作為基督徒活在世上的意義
[00:00:55.000 --> 00:01:01.000]  並且讓我們能夠更準確地去仰望在您當中
[00:01:01.000 --> 00:01:09.000]  期盼在您的引導裡見證出屬神子民應有的樣式
[00:01:09.000 --> 00:01:13.000]  和上帝對人的看顧保守
[00:01:13.000 --> 00:01:18.000]  我們同心的禱告奉靠主耶穌基督得勝的明智而求
[00:01:18.000 --> 00:01:19.000]  阿們
[00:01:21.000 --> 00:01:26.000]  這個世界現在有很多各式各樣的宗教
[00:01:26.000 --> 00:01:31.000]  甚至有很多扭曲了的信仰
[00:01:31.000 --> 00:01:39.000]  在不同的層次上去介紹給這個世界的人知道
[00:01:39.000 --> 00:01:43.000]  於是乎我就去問一條問題
[00:01:43.000 --> 00:01:48.000]  為什麼這麼多人都想去找一個宗教
[00:01:48.000 --> 00:01:53.000]  或者找一種所謂的寄託或者指引呢?
[00:01:53.000 --> 00:01:57.000]  在傳統的哲學上面
[00:01:57.000 --> 00:02:04.000]  我們就發現到原來人無論你是相信任何的東西
[00:02:04.000 --> 00:02:06.000]  都只有一個的目的
[00:02:06.000 --> 00:02:10.000]  就是尋求快樂
[00:02:11.000 --> 00:02:21.000]  但至於這些快樂或者享受是永恆的長遠的還是短暫的
[00:02:21.000 --> 00:02:25.000]  以及是合法的還是不合法的
[00:02:25.000 --> 00:02:27.000]  道德的還是不道德的
[00:02:27.000 --> 00:02:29.000]  現在的人一概不理
[00:02:29.000 --> 00:02:37.000]  所以當我們去看人如果去追求快樂的話
[00:02:37.000 --> 00:02:42.000]  在信仰上面可以很扭曲的
[00:02:42.000 --> 00:02:51.000]  今天的基督教會裡面也有各式各樣的這類另類的信仰在傳遞
[00:02:51.000 --> 00:02:58.000]  吸引了很多不同的信徒或者教徒進入這些教裡面
[00:02:58.000 --> 00:03:05.000]  來去務求找到一些自我滿足的地方
[00:03:05.000 --> 00:03:12.000]  其中一個比較流行的就稱之為成功福音或者豐盛福音
[00:03:12.000 --> 00:03:16.000]  英文叫做Prosperity Gospel
[00:03:16.000 --> 00:03:21.000]  它打著一個旗號就是說當信徒相信了耶穌之後
[00:03:21.000 --> 00:03:25.000]  就可以得到上帝的眷顧
[00:03:25.000 --> 00:03:32.000]  使得你得到很多的開心快樂的源頭或者一些的供應
[00:03:32.000 --> 00:03:35.000]  所以他相信只要信了這個教
[00:03:35.000 --> 00:03:41.000]  你就會很自然地可以得到很多好處
[00:03:41.000 --> 00:03:47.000]  去滿足你的情慾或者思想上面的需要
[00:03:47.000 --> 00:03:53.000]  而耶穌就成為了他們利用的對象
[00:03:53.000 --> 00:04:00.000]  他以為只要相信了耶穌之後就可以獲取天父的照顧
[00:04:00.000 --> 00:04:03.000]  逢凶化吉
[00:04:03.000 --> 00:04:08.000]  而天主教更進一步的去連瑪利亞
[00:04:08.000 --> 00:04:14.000]  也就是耶穌基督在地上的肉身母親都拿出來
[00:04:14.000 --> 00:04:20.000]  他說利用瑪利亞媽媽對兒子的權柄
[00:04:20.000 --> 00:04:25.000]  來搞定聖母你就能夠搞定耶穌
[00:04:25.000 --> 00:04:29.000]  搞定了耶穌你就能夠搞定父神
[00:04:29.000 --> 00:04:32.000]  這些全部都是人為思想
[00:04:32.000 --> 00:04:37.000]  究竟上帝是不是用這樣的方式來滿足人呢?
[00:04:37.000 --> 00:04:39.000]  天主教用了這種方法
[00:04:39.000 --> 00:04:43.000]  而不少的基督徒今天也在這種思想上
[00:04:43.000 --> 00:04:47.000]  多不少作出不同類型的演繹
[00:04:47.000 --> 00:04:53.000]  利用挾天子利以令諸侯這種做法
[00:04:53.000 --> 00:05:00.000]  或者倒轉過來以群眾的壓力去要脅上帝來滿足自己的慾望
[00:05:00.000 --> 00:05:08.000]  所以當我們看到今天各式各樣的信仰模式活在教會裏
[00:05:08.000 --> 00:05:11.000]  我們真的需要打醒十二分精神
[00:05:11.000 --> 00:05:16.000]  免得我們跌入一種要脅上帝的信仰狀態
[00:05:16.000 --> 00:05:26.000]  而那種所謂要以耶穌或者以聖母來逼上帝照顧我們的看法
[00:05:26.000 --> 00:05:30.000]  聖經也很清楚地去否定
[00:05:30.000 --> 00:05:36.000]  如果大家還記得在馬太福音第20章20-28節裏面
[00:05:36.000 --> 00:05:41.000]  有一個媽媽叫西比太兩個兒子的母親
[00:05:41.000 --> 00:05:49.000]  來請求耶穌將來在新天新地
[00:05:49.000 --> 00:05:53.000]  耶穌基督的王國建立的時候
[00:05:53.000 --> 00:05:55.000]  要將他們兩個兒子納在左右
[00:05:55.000 --> 00:05:58.000]  耶穌一句就已經指明
[00:05:58.000 --> 00:06:04.000]  決定權不在我 而只在於上帝父神的決定
[00:06:04.000 --> 00:06:12.000]  將今天很多這些成功福音 要脅耶穌 要脅上帝的做法全部打斷
[00:06:12.000 --> 00:06:21.000]  而來到今天我們看這段經文但以理書第19-28節
[00:06:21.000 --> 00:06:25.000]  就要更加進一步地告訴我們
[00:06:25.000 --> 00:06:29.000]  作為一個相信上帝的人
[00:06:29.000 --> 00:06:38.000]  是應該怎樣來真正獲得所謂在上帝裏的祝福
[00:06:38.000 --> 00:06:47.000]  這個題目成為了很多信徒重新調整準確信仰的焦點
[00:06:47.000 --> 00:06:52.000]  沒錯 我們是要在上帝裏直接相信他得到上帝的祝福
[00:06:52.000 --> 00:06:57.000]  但這個祝福是指什麼祝福 怎樣的祝福 怎樣得到呢
[00:06:57.000 --> 00:07:02.000]  今天這段聖經給我們一個很好的方向介紹
[00:07:02.000 --> 00:07:04.000]  所以今天我想透過這段經文
[00:07:04.000 --> 00:07:09.000]  但以理書6章19-28節和大家一起思想一個題目
[00:07:09.000 --> 00:07:17.000]  就是怎樣才能得到真正在上帝所定義的所謂豐盛的人生
[00:07:17.000 --> 00:07:22.000]  所以我給這個題目叫今生享受亨通的王道
[00:07:22.000 --> 00:07:27.000]  是怎樣在這個世 現在這個時代
[00:07:27.000 --> 00:07:32.000]  真正去享受在上帝裏的理解
[00:07:32.000 --> 00:07:36.000]  讓我們一起再次打開這段聖經讀多一次
[00:07:36.000 --> 00:07:42.000]  因為這段聖經雖然是經過很多信徒甚至很多電影來介紹
[00:07:42.000 --> 00:07:47.000]  但很多細節的上面我們是很容易漏掉的
[00:07:47.000 --> 00:07:55.000]  讓我們一起再次打開第19-28節
[00:07:55.000 --> 00:07:58.000]  讓我們一起再讀一下這段經文
[00:07:58.000 --> 00:08:02.000]  看看這段經文裏面所說的是什麼
[00:08:02.000 --> 00:08:04.000]  讓我們一起打開之後一起讀吧
[00:08:04.000 --> 00:08:07.000]  從第19節開始讀
[00:08:07.000 --> 00:08:36.000]  (念經)
[00:08:36.000 --> 00:08:56.000]  (念經)
[00:08:56.000 --> 00:09:24.000]  (念經)
[00:09:24.000 --> 00:09:35.000]  (念經)
[00:09:35.000 --> 00:09:49.000]  (念經)
[00:09:49.000 --> 00:10:14.000]  (念經)
[00:10:14.000 --> 00:10:37.000]  (念經)
[00:10:37.000 --> 00:10:40.000]  上文說什麼呢?
[00:10:40.000 --> 00:10:48.000]  我們看過但爾利沒有因為他的情況而向罪妥協
[00:10:48.000 --> 00:10:53.000]  當時我們知道但爾利一班所謂的同事
[00:10:53.000 --> 00:10:57.000]  來去竊謀來去陷害但爾利
[00:10:57.000 --> 00:11:01.000]  但但爾利雖然已經明知這班人的陷害
[00:11:01.000 --> 00:11:05.000]  但他沒有脫離依靠上帝的事
