
[00:00:00.000 --> 00:00:09.560]  今天和大家一起思想這個題目叫做持續生命還是末路狂奔
[00:00:09.560 --> 00:00:16.440]  其實所講的內容是直接關乎於我們信主的問題
[00:00:16.440 --> 00:00:18.960]  講到信主這個問題
[00:00:18.960 --> 00:00:25.800]  其實信主本身能不能夠一個人去接受耶穌基督成為他的救主
[00:00:25.800 --> 00:00:27.800]  願意認罪悔改
[00:00:27.800 --> 00:00:35.080]  並且在人生的路上有一個完全不同的發展和不同的取態
[00:00:35.080 --> 00:00:39.800]  其實是很視乎聖靈的引導之下
[00:00:39.800 --> 00:00:44.680]  人怎樣去向上帝的回應
[00:00:44.680 --> 00:00:49.000]  所以如果你是一個屬神的子民
[00:00:49.000 --> 00:00:52.000]  你就會很自然地
[00:00:52.000 --> 00:00:54.120]  因為你有聖靈在你裡面內著
[00:00:54.120 --> 00:01:02.240]  你就會很自然地去選擇如何去靠著上帝的啟示
[00:01:02.240 --> 00:01:09.800]  按照上帝的心思而去在這個地上去作出選擇
[00:01:09.800 --> 00:01:15.160]  因此信主這件事從來不是一種強迫
[00:01:15.160 --> 00:01:24.680]  但同時信主也不應該是一件在藉著利益誘惑之下而成就的一種事情
[00:01:24.680 --> 00:01:28.480]  不過很可惜的一件事就是在今時今日
[00:01:28.480 --> 00:01:31.120]  我們所處在這個世界
[00:01:31.120 --> 00:01:34.240]  甚至活在信仰的群體裡面
[00:01:34.240 --> 00:01:38.120]  我們所遇見的這個信主的過程
[00:01:38.120 --> 00:01:43.000]  卻是傳遞一個很不同的一種風氣
[00:01:43.000 --> 00:01:47.160]  人往往作出一些選擇
[00:01:47.160 --> 00:01:51.320]  譬如信不信這個選擇的時候
[00:01:51.320 --> 00:01:57.040]  他就不是基於聖靈在他生命上的一個誘導
[00:01:57.040 --> 00:02:06.880]  而是很在乎於那個人他自己自身基於自己的利益猜測之下
[00:02:06.880 --> 00:02:11.760]  而作出一個結果的選擇
[00:02:11.760 --> 00:02:15.840]  尤其是我們現在處身在這個世界裡面
[00:02:15.840 --> 00:02:20.080]  有一種這樣的思維其實有很多種形容方式
[00:02:20.080 --> 00:02:25.560]  不過我們在香港的一個流行的說法
[00:02:25.560 --> 00:02:29.040]  就叫做早買早享受
[00:02:29.040 --> 00:02:30.760]  什麼叫早買早享受呢?
[00:02:30.760 --> 00:02:33.680]  這種思維其實就是等同於
[00:02:33.680 --> 00:02:37.240]  因為你人生很短的
[00:02:37.240 --> 00:02:39.080]  你資源有限
[00:02:39.080 --> 00:02:42.120]  當你如果有錢
[00:02:42.120 --> 00:02:45.480]  你就趁早買了那個東西回來
[00:02:45.480 --> 00:02:47.080]  等你買了回來之後
[00:02:47.080 --> 00:02:53.120]  你就早日可以享受到那個東西帶來的那份的寬裕
[00:02:53.120 --> 00:02:55.600]  其實這種觀念不是新的
[00:02:55.600 --> 00:02:59.160]  這種觀念在很早以前
[00:02:59.160 --> 00:03:05.440]  人特別是哲學家已經將它提出來了
[00:03:05.440 --> 00:03:07.000]  他們發現了一件事
[00:03:07.000 --> 00:03:08.600]  哲學家其實是什麼人呢?
[00:03:08.600 --> 00:03:12.600]  其實哲學家是一種對於人生上面
[00:03:12.600 --> 00:03:19.280]  對事物上面一些觀察之後的一種總結的參與者
[00:03:19.280 --> 00:03:22.960]  哲學家很多時候就是留心看著這個世界
[00:03:22.960 --> 00:03:26.320]  發生的事情或者有的一些事情
[00:03:26.320 --> 00:03:29.480]  去組織出來去作出一個結論
[00:03:29.480 --> 00:03:31.000]  他們留意到一件事
[00:03:31.000 --> 00:03:35.880]  就是因為人自己知道自己的人生有限
[00:03:35.880 --> 00:03:38.400]  於是乎怎麼樣呢?
[00:03:38.400 --> 00:03:40.440]  人生有多長呢?
[00:03:40.440 --> 00:03:42.240]  按照聖經
[00:03:42.240 --> 00:03:45.320]  真的好的人八九十歲而已
[00:03:45.320 --> 00:03:46.200]  OK
[00:03:46.200 --> 00:03:49.640]  一般六七十歲已經很長命了
[00:03:49.640 --> 00:03:52.600]  以我來做例子
[00:03:52.600 --> 00:03:54.920]  我都算是還年輕
[00:03:54.920 --> 00:03:57.080]  我這些五張幾頁的人
[00:03:57.080 --> 00:04:00.320]  以前不知道五張幾頁叫中年
[00:04:00.320 --> 00:04:02.680]  但是如果算回來
[00:04:02.680 --> 00:04:04.480]  如果真的八十歲長命的
[00:04:04.480 --> 00:04:07.720]  那也只有二十多年命而已
[00:04:07.720 --> 00:04:12.160]  於是乎這些哲學家就去參透很多人的看法
[00:04:12.160 --> 00:04:14.280]  就說既然人生這麼短
[00:04:14.280 --> 00:04:19.680]  所以很多人在這麼短有限的幾十年的人生裡面
[00:04:19.680 --> 00:04:22.680]  他們就要不斷作出一個選擇
[00:04:22.680 --> 00:04:24.600]  或者很多的選擇
[00:04:24.600 --> 00:04:29.600]  而這些選擇都是圍繞著一個原因去做的
[00:04:29.600 --> 00:04:36.040]  就是叫做如何使自己覺得快樂或者滿足
[00:04:36.040 --> 00:04:37.560]  Happiness
[00:04:37.560 --> 00:04:39.240]  or Joyfulness
[00:04:39.240 --> 00:04:41.080]  or Fulfillness
[00:04:41.080 --> 00:04:41.720]  OK
[00:04:41.720 --> 00:04:44.440]  很多人就在於
[00:04:44.440 --> 00:04:45.800]  我在這個人生這麼短
[00:04:45.800 --> 00:04:48.680]  於是乎如果我有些什麼東西
[00:04:48.680 --> 00:04:49.960]  有些什麼資源
[00:04:49.960 --> 00:04:52.000]  我就盡量用這些資源
[00:04:52.000 --> 00:04:55.760]  去享受盡我所得到的東西
[00:04:55.760 --> 00:05:01.320]  於是乎就造成了很多不同類型的一種的行為出來
[00:05:01.320 --> 00:05:02.800]  這種的思維呢
[00:05:02.800 --> 00:05:05.520]  去提出這些的解釋
[00:05:05.520 --> 00:05:07.240]  其實很多這些哲學家都有的
[00:05:07.240 --> 00:05:08.360]  比如柏拉圖啊
[00:05:08.360 --> 00:05:09.560]  李士多德啊
[00:05:09.560 --> 00:05:11.040]  斯托德啊
[00:05:11.040 --> 00:05:12.760]  甚至犬儒思想啊
[00:05:12.760 --> 00:05:14.560]  大家知不知道什麼叫犬儒思想
[00:05:14.560 --> 00:05:16.120]  Cynicism
[00:05:16.120 --> 00:05:18.600]  Cynicism這個觀念是什麼呢
[00:05:18.600 --> 00:05:22.400]  就是說既然人生都是這麼短
[00:05:22.400 --> 00:05:25.680]  我有酒就今朝醉了
[00:05:25.680 --> 00:05:28.200]  盡快將我所有資源都花光
[00:05:28.200 --> 00:05:29.480]  用光它
[00:05:29.480 --> 00:05:31.040]  買光它
[00:05:31.040 --> 00:05:34.440]  使得我可以不斷有這些資源所帶來的衝擊
[00:05:34.440 --> 00:05:36.560]  帶來的喜樂感覺
[00:05:36.560 --> 00:05:38.360]  人生就是一路用這幾十年
[00:05:38.360 --> 00:05:39.080]  不斷賺錢
[00:05:39.080 --> 00:05:39.440]  花錢
[00:05:39.440 --> 00:05:39.760]  賺錢
[00:05:39.760 --> 00:05:40.640]  花錢
[00:05:40.640 --> 00:05:43.480]  重重複複去刺激自己
[00:05:43.480 --> 00:05:44.840]  不要說那麼多前景
[00:05:44.840 --> 00:05:45.960]  不要說那麼多道德
[00:05:45.960 --> 00:05:48.800]  不要說任何的什麼原則
[00:05:48.800 --> 00:05:49.480]  什麼永恆
[00:05:49.480 --> 00:05:50.400]  什麼都不用想
[00:05:50.400 --> 00:05:53.720]  因為根本我不知道永恆是什麼
[00:05:53.720 --> 00:05:56.480]  這樣的情況之下造成什麼樣呢
[00:05:56.480 --> 00:05:58.480]  每個人都只是一種
[00:05:58.480 --> 00:06:04.360]  靠著自己的自尊方式和角度去分析他的人生
[00:06:04.360 --> 00:06:05.960]  當他作出選擇
[00:06:05.960 --> 00:06:07.240]  前景不需要考慮
[00:06:07.240 --> 00:06:10.040]  最重要的就是這一刻
[00:06:10.040 --> 00:06:12.560]  我覺得高興
[00:06:12.560 --> 00:06:15.000]  所以我們會發覺
[00:06:15.000 --> 00:06:18.440]  比如這個所謂消費主義
[00:06:18.440 --> 00:06:20.080]  這麼昌盛是為什麼呢
[00:06:20.080 --> 00:06:21.080]  Materialism
[00:06:21.080 --> 00:06:21.760]  或者
[00:06:21.760 --> 00:06:23.160]  Consumerism
[00:06:23.160 --> 00:06:25.280]  為什麼這麼興旺呢
[00:06:25.280 --> 00:06:26.360]  你不花錢
[00:06:26.360 --> 00:06:29.400]  你就沒辦法買到一些刺激回來
[00:06:29.400 --> 00:06:30.600]  這種刺激是什麼呢
[00:06:30.600 --> 00:06:33.600]  刺激你有一種寬裕的感覺
[00:06:33.600 --> 00:06:35.280]  而這種刺激的感覺
[00:06:35.280 --> 00:06:36.240]  很快就過去了
[00:06:36.240 --> 00:06:37.880]  因為那件東西一買回來
[00:06:37.880 --> 00:06:38.800]  刺激完
[00:06:38.800 --> 00:06:39.520]  過氣
[00:06:39.520 --> 00:06:40.960]  完結
[00:06:40.960 --> 00:06:43.760]  於是要繼續買另一樣東西
