
[00:00:00.000 --> 00:00:03.000]  (音樂)
[00:00:03.000 --> 00:00:05.000]  好,鄭師妹好,大家早晨
[00:00:05.000 --> 00:00:10.000]  我相信大家在社會上都工作了一段時間
[00:00:10.000 --> 00:00:16.000]  做事除了做人的下屬之外
[00:00:16.000 --> 00:00:20.000]  同時可能會做人的上司
[00:00:20.000 --> 00:00:24.000]  或者在工作的位置上
[00:00:24.000 --> 00:00:27.000]  作為一個領導的位置
[00:00:27.000 --> 00:00:33.000]  不過如果在我個人經歷或大家的工作經驗裏
[00:00:33.000 --> 00:00:38.000]  當你有一天真的做人的上司的時候
[00:00:38.000 --> 00:00:42.000]  我相信其中一件最令人擔心的事情
[00:00:42.000 --> 00:00:45.000]  或者令你最覺得頭痛的事情
[00:00:45.000 --> 00:00:47.000]  就是你自己的下屬很不妙
[00:00:47.000 --> 00:00:50.000]  很不妙的意思是什麼呢?
[00:00:50.000 --> 00:00:52.000]  就是說很多時候
[00:00:52.000 --> 00:00:56.000]  他將自己塑造成樣樣都可以的
[00:00:56.000 --> 00:00:59.000]  在你面前什麼都可以答應你
[00:00:59.000 --> 00:01:05.000]  說絕對沒問題,我和你妥妥妥的去做好他
[00:01:05.000 --> 00:01:11.000]  但是當你真的要他去交功課的時候
[00:01:11.000 --> 00:01:15.000]  原來他交出來的竟然是一些
[00:01:15.000 --> 00:01:20.000]  完全是對那件事件或者你交託給他做的工作
[00:01:20.000 --> 00:01:25.000]  一知半解,甚至毫無理解之下的一些成績
[00:01:25.000 --> 00:01:28.000]  而這些成績或者這些功夫
[00:01:28.000 --> 00:01:34.000]  是不能夠真的去當成是完成他的工作
[00:01:34.000 --> 00:01:37.000]  於是如何?結局作為領導的
[00:01:37.000 --> 00:01:42.000]  要麼要求,要求求他希望他能夠快點
[00:01:42.000 --> 00:01:45.000]  按照你的指示去做好
[00:01:45.000 --> 00:01:48.000]  如果不是,就由你自己去搞定他
[00:01:48.000 --> 00:01:53.000]  其實這些經驗我都經歷不少的
[00:01:53.000 --> 00:01:56.000]  其實不單止在我以前的工作
[00:01:56.000 --> 00:02:00.000]  甚至在教會的侍奉都有這樣的現象
[00:02:00.000 --> 00:02:07.000]  尤其是教會是很多時候被人認為是一個慈善團體
[00:02:07.000 --> 00:02:11.000]  或者一個志願機構
[00:02:11.000 --> 00:02:13.000]  所以在教會裡面
[00:02:13.000 --> 00:02:15.000]  我很怕聽見一些傳道人說
[00:02:15.000 --> 00:02:20.000]  就是說我們都是來做義工的
[00:02:20.000 --> 00:02:24.000]  在這個社會裡面,政府看教會
[00:02:24.000 --> 00:02:27.000]  其實就當你全部都是慈善機構
[00:02:27.000 --> 00:02:30.000]  你們個個都是義務工作者
[00:02:30.000 --> 00:02:32.000]  但是作為基督徒
[00:02:32.000 --> 00:02:36.000]  如果我們在教會裡面是侍奉神
[00:02:36.000 --> 00:02:39.000]  作為一份義工的想法
[00:02:39.000 --> 00:02:42.000]  就有很多頭痛的事情出現的
[00:02:42.000 --> 00:02:44.000]  我曾經記得有一年我們教會
[00:02:44.000 --> 00:02:50.000]  搞一個戶外報道的聖誕聚會
[00:02:50.000 --> 00:02:55.000]  在裡面我們曾經在一些商場裡面
[00:02:55.000 --> 00:02:59.000]  做一些福音、音樂會
[00:02:59.000 --> 00:03:02.000]  甚至在裡面有一些談道的活動
[00:03:02.000 --> 00:03:04.000]  或者是介紹教會
[00:03:04.000 --> 00:03:06.000]  究竟是我們的信仰
[00:03:06.000 --> 00:03:10.000]  或者是我們的侍奉等等的事情
[00:03:10.000 --> 00:03:12.000]  讓能夠接觸社區
[00:03:12.000 --> 00:03:16.000]  當時我在開會的時候
[00:03:16.000 --> 00:03:18.000]  預備的義工其實是早三、四個月的時候
[00:03:18.000 --> 00:03:23.000]  就已經跟一個大興姊妹開會的時候說
[00:03:23.000 --> 00:03:29.000]  至少我們都預備一份簡單的教會介紹
[00:03:29.000 --> 00:03:32.000]  和當日的活動程序
[00:03:32.000 --> 00:03:35.000]  讓當時的人可以知道我們教會在哪裏
[00:03:35.000 --> 00:03:38.000]  我們教會是做什麼,信什麼
[00:03:38.000 --> 00:03:40.000]  來到這裏為了做什麼
[00:03:40.000 --> 00:03:44.000]  那一刻有一個大興就馬上說
[00:03:44.000 --> 00:03:46.000]  答應我,我沒有問題
