
[00:00:00.000 --> 00:00:06.220]  各位網友 今天是第三講
[00:00:06.220 --> 00:00:10.240]  有關穆斯大令以色列人出埃及
[00:00:10.240 --> 00:00:16.280]  剛才那段經文是以色列人立約的經文
[00:00:16.280 --> 00:00:18.000]  我們看回前面
[00:00:18.000 --> 00:00:20.960]  當以色列人離開埃及的時候
[00:00:20.960 --> 00:00:25.080]  上帝使發了我的心肝眼
[00:00:25.080 --> 00:00:30.400]  我解釋了心肝眼不是上帝自編自導自演
[00:00:30.400 --> 00:00:38.960]  而是上帝並沒有想要打敗法老
[00:00:38.960 --> 00:00:44.440]  給法老他有公平的能力去對付以色列人
[00:00:44.440 --> 00:00:47.360]  以至以色列人對這個困難
[00:00:47.360 --> 00:00:57.920]  他們真的要付出代價才能經歷從埃及到紅海到曠野這段日子
[00:00:57.920 --> 00:01:01.520]  在過了紅海的時候
[00:01:01.520 --> 00:01:05.840]  我們發現以色列人經常埋怨上帝
[00:01:05.840 --> 00:01:08.920]  他們經歷了很大的恩典
[00:01:08.920 --> 00:01:10.440]  又經歷了很大的神跡
[00:01:10.440 --> 00:01:15.960]  為什麼經歷了紅海之後他們還這麼多的埋怨呢?
[00:01:15.960 --> 00:01:18.360]  我們看回聖經的時候
[00:01:18.360 --> 00:01:21.720]  我們發現以色列人有一個問題
[00:01:21.720 --> 00:01:26.360]  當被追的時候
[00:01:26.360 --> 00:01:30.360]  他們的看法和摩西的看法是很不同的
[00:01:30.360 --> 00:01:33.400]  他們看當時的困難
[00:01:33.400 --> 00:01:35.480]  摩西是看上帝的恩典
[00:01:35.480 --> 00:01:39.240]  所以面對困難其實有兩個態度
[00:01:39.240 --> 00:01:42.440]  我們今天說的圍爐被釋放
[00:01:42.440 --> 00:01:45.640]  其實我們都是從這兩個角度去看
[00:01:45.640 --> 00:01:49.160]  很多時候我們被什麼捆綁呢?
[00:01:49.160 --> 00:01:52.440]  在困難的時候我們被歷史捆綁
[00:01:52.440 --> 00:01:54.120]  我們被仇恨捆綁
[00:01:54.120 --> 00:01:57.480]  我們被自己從我們的角度去看事物
[00:01:57.480 --> 00:02:00.760]  我們沒有從上帝的角度去看事物
[00:02:00.760 --> 00:02:02.760]  但摩西不是
[00:02:02.760 --> 00:02:05.640]  摩西所看到的是聖誕恩典
[00:02:05.640 --> 00:02:07.320]  在困難裡面
[00:02:07.320 --> 00:02:10.040]  他看到上帝是如何保守我們
[00:02:10.040 --> 00:02:11.640]  如何帶領我們
[00:02:11.640 --> 00:02:13.800]  所以這兩個是很不同的
[00:02:13.800 --> 00:02:19.960]  所以摩西很相信縱然在洪海之前
[00:02:19.960 --> 00:02:21.480]  這麼危急的時候
[00:02:21.480 --> 00:02:24.680]  他相信上帝一定會為他開出路
[00:02:24.680 --> 00:02:26.520]  當時的以色列人
[00:02:26.520 --> 00:02:27.560]  他們看到的是
[00:02:27.560 --> 00:02:29.000]  我如何經歷困難呢?
[00:02:29.000 --> 00:02:30.120]  就是看自己
[00:02:30.120 --> 00:02:31.400]  看困難
[00:02:31.400 --> 00:02:33.800]  所以是兩個很不同的看法
[00:02:33.800 --> 00:02:35.080]  我們繼續下去
[00:02:35.080 --> 00:02:38.440]  要快一點
[00:02:38.440 --> 00:02:39.880]  在這裡可以看到
[00:02:39.880 --> 00:02:42.040]  他們遇到困難的時候
[00:02:42.040 --> 00:02:44.040]  看環境
[00:02:44.040 --> 00:02:46.760]  在聖經教有三個看法
[00:02:46.760 --> 00:02:48.120]  第一個
[00:02:48.120 --> 00:02:49.720]  向後看
[00:02:49.720 --> 00:02:51.000]  上帝的恩典
[00:02:51.000 --> 00:02:51.480]  第二個
[00:02:51.480 --> 00:02:52.920]  向前看
[00:02:52.920 --> 00:02:55.400]  上帝的將來作為
[00:02:55.400 --> 00:02:56.840]  向上看
[00:02:56.840 --> 00:02:58.600]  就是上帝的預備
[00:02:58.600 --> 00:03:01.880]  摩西正正就憑這三樣東西
[00:03:01.880 --> 00:03:03.240]  經歷了困難
[00:03:03.240 --> 00:03:04.760]  也都成為這三樣東西
[00:03:04.760 --> 00:03:08.760]  給我們今天最好的一個指引
[00:03:08.760 --> 00:03:14.120]  不過理論是理論
[00:03:14.120 --> 00:03:16.360]  真正在困難的時候
[00:03:16.360 --> 00:03:19.160]  是不容易克服的
[00:03:19.160 --> 00:03:22.360]  我們看回他們出洪海的時候
[00:03:22.360 --> 00:03:26.040]  本來由埃及居住的地方
[00:03:26.040 --> 00:03:28.520]  向以色列地圖里
[00:03:28.520 --> 00:03:32.600]  最容易去的是沿海去
[00:03:32.600 --> 00:03:33.720]  最近
[00:03:33.720 --> 00:03:36.120]  為什麼他們兜彎呢?
[00:03:36.120 --> 00:03:40.920]  是上帝明白以色列人的困境
[00:03:40.920 --> 00:03:44.520]  因為他們知道以色列人怕困難
[00:03:44.520 --> 00:03:49.560]  沿海地方住了很多很強悍的民族
[00:03:49.560 --> 00:03:51.320]  所以上帝都知道
[00:03:51.320 --> 00:03:54.280]  他們在這些時候是沒有辦法去面對
[00:03:54.280 --> 00:03:56.440]  所以就叫他們兜彎
[00:03:56.440 --> 00:03:57.640]  經過洪海
[00:03:57.640 --> 00:03:58.840]  一個大成績
[00:03:58.840 --> 00:04:00.680]  再經過曠野
[00:04:00.680 --> 00:04:01.800]  上帝有計劃
[00:04:01.800 --> 00:04:04.280]  在曠野要和他們立約
[00:04:04.280 --> 00:04:06.520]  讓他們安靜下來
[00:04:06.520 --> 00:04:09.240]  然後重新思想上關係
[00:04:09.240 --> 00:04:12.040]  之後天子就去迦南地
[00:04:12.040 --> 00:04:12.840]  不過呢
[00:04:12.840 --> 00:04:13.720]  他們去迦南地之後
[00:04:13.720 --> 00:04:14.840]  後來他們又後悔了
[00:04:14.840 --> 00:04:19.160]  這個是後話了
[00:04:19.160 --> 00:04:21.080]  從這些地圖呢
[00:04:21.080 --> 00:04:25.320]  就看到他們開到曠野的時候
[00:04:25.320 --> 00:04:27.640]  這個我們不說了
[00:04:27.640 --> 00:04:29.960]  剛才說了
[00:04:29.960 --> 00:04:32.040]  他們開到曠野的時候
[00:04:32.040 --> 00:04:33.720]  就面對兩個
[00:04:33.720 --> 00:04:36.200]  第一個沒有水
[00:04:36.200 --> 00:04:39.080]  第二個沒有東西吃
[00:04:39.080 --> 00:04:47.560]  因為在那個地方是一片荒蕪
[00:04:47.560 --> 00:04:52.440]  出海及第二個園的十五天
[00:04:52.440 --> 00:04:54.840]  就是過了四十五天
[00:04:54.840 --> 00:04:59.080]  他們所帶的糧食都吃了
[00:04:59.080 --> 00:05:01.320]  而在今天我們看回這個地方
[00:05:01.320 --> 00:05:03.400]  在那個曠野上面
[00:05:03.400 --> 00:05:07.000]  是寸草不生
[00:05:07.000 --> 00:05:11.080]  所以當時他們說很現實
[00:05:11.080 --> 00:05:14.120]  他們說我不吃沒問題
[00:05:14.120 --> 00:05:15.960]  但我兒女要吃
[00:05:15.960 --> 00:05:19.800]  老人家要吃
[00:05:19.800 --> 00:05:21.960]  所以仍然問題是
[00:05:21.960 --> 00:05:24.680]  他們看困難
[00:05:24.680 --> 00:05:26.840]  他們不是先求實
[00:05:26.840 --> 00:05:29.240]  不是先向上
[00:05:29.240 --> 00:05:31.240]  不是過去看上帝怎麼帶領
[00:05:31.240 --> 00:05:34.120]  不是向上看上帝的同在
[00:05:34.120 --> 00:05:36.120]  是看困難
[00:05:36.120 --> 00:05:38.120]  所以他們去到摩西面前
[00:05:38.120 --> 00:05:40.840]  不是說摩西我們一起祈禱
[00:05:40.840 --> 00:05:42.440]  看上帝怎麼帶領
[00:05:42.440 --> 00:05:44.440]  既然是紅海神跡
[00:05:44.440 --> 00:05:46.040]  上帝都可以施行
[00:05:46.040 --> 00:05:48.280]  這些上帝有的計劃
[00:05:48.280 --> 00:05:49.320]  他們說不是
[00:05:49.320 --> 00:05:50.440]  結果他們埋怨
[00:05:50.440 --> 00:05:51.640]  不過上帝都沒生氣
[00:05:51.640 --> 00:05:53.640]  說好沒關係
[00:05:53.640 --> 00:05:55.080]  你沒有水吃
[00:05:55.080 --> 00:05:57.480]  就給水喝
[00:05:57.480 --> 00:05:59.000]  苦水變甜水
[00:05:59.000 --> 00:06:00.120]  大家很熟悉了
[00:06:00.120 --> 00:06:03.960]  沒東西吃就馬拿
