
[00:00:00.000 --> 00:00:05.000]  各位大兄弟姐妹 各位朋友 你們好
[00:00:05.000 --> 00:00:08.000]  歡迎大家參加我們三藩市報道會
[00:00:08.000 --> 00:00:10.000]  網上應用程式「崇拜」
[00:00:10.000 --> 00:00:12.000]  我們今天繼續思想
[00:00:12.000 --> 00:00:14.000]  日後福音有沒有訊息
[00:00:14.000 --> 00:00:17.000]  我們來到日後福音第21章
[00:00:17.000 --> 00:00:19.000]  15節至19節
[00:00:19.000 --> 00:00:23.000]  題目叫「牧羊群羊」
[00:00:23.000 --> 00:00:25.000]  在開始思想這段聖經之前
[00:00:25.000 --> 00:00:28.000]  請大家同心低頭 同禱告
[00:00:28.000 --> 00:00:32.000]  慈悲人 我的天父 我們滿心感謝你
[00:00:32.000 --> 00:00:38.000]  你不單叫「彼得牧羊群羊」
[00:00:38.000 --> 00:00:42.000]  你也吩咐我們每一個相信你的人
[00:00:42.000 --> 00:00:45.000]  去負起牧羊的工作
[00:00:45.000 --> 00:00:48.000]  求你幫助我們
[00:00:48.000 --> 00:00:51.000]  因為你知道我們都是軟弱
[00:00:51.000 --> 00:00:54.000]  但你認識我們 呼召我們
[00:00:54.000 --> 00:00:58.000]  讓我們鑽研將我們的生命教訓給你
[00:00:58.000 --> 00:01:01.000]  希望我們再次感謝你
[00:01:01.000 --> 00:01:04.000]  我們這樣禱告 是奉耶穌基督的命求
[00:01:04.000 --> 00:01:06.000]  阿們
[00:01:06.000 --> 00:01:12.000]  不知廬山真面目 只願身在此山中
[00:01:12.000 --> 00:01:18.000]  究竟今天的美國教會的真貌是怎樣呢?
[00:01:18.000 --> 00:01:22.000]  讓我們客觀看看以下一些有趣的數字
[00:01:22.000 --> 00:01:27.000]  在2010年 年紀18歲至35歲
[00:01:27.000 --> 00:01:33.000]  而稱自己是「奧恩派信徒」的有20%
[00:01:33.000 --> 00:01:40.000]  但到2019年 年屆的信徒增加了1%
[00:01:40.000 --> 00:01:46.000]  我常常以為今天的美國青年人很少相信耶穌
[00:01:46.000 --> 00:01:49.000]  但事實上告訴我們
[00:01:49.000 --> 00:01:52.000]  在過去十多年中
[00:01:52.000 --> 00:01:56.000]  這個年屆的信徒有所增加
[00:01:56.000 --> 00:01:59.000]  我們再看第二個有趣的數字
[00:01:59.000 --> 00:02:04.000]  在2010年 年紀36歲至64歲
[00:02:04.000 --> 00:02:09.000]  在2010年 承認自己是「福音派信徒」的有31%
[00:02:09.000 --> 00:02:13.000]  到2019年 增加了34%
[00:02:13.000 --> 00:02:16.000]  不單年青人增加了
[00:02:16.000 --> 00:02:24.000]  中年人士36歲至64歲的年屆增加了3%
[00:02:24.000 --> 00:02:32.000]  2010年 65歲以上稱自己是「福音派信徒」的有34%
[00:02:32.000 --> 00:02:37.000]  到2019年的數目沒有改變 沒有多或少
[00:02:37.000 --> 00:02:39.000]  如果單看這些數字
[00:02:39.000 --> 00:02:43.000]  我們以為基督教的數目正在美國增長當中
[00:02:43.000 --> 00:02:47.000]  但如果我們看出席教會的人數
[00:02:47.000 --> 00:02:50.000]  情況就有很大不同
[00:02:50.000 --> 00:02:53.000]  1937年美國人參加教會聚會
[00:02:53.000 --> 00:02:55.000]  包括基督徒和天主教徒
[00:02:55.000 --> 00:02:58.000]  佔了全國的78%
[00:02:58.000 --> 00:03:04.000]  到2010年參加教會的人數降至61%
[00:03:04.000 --> 00:03:10.000]  到2020年只有47%的美國人參加教會聚會
[00:03:10.000 --> 00:03:15.000]  大概基督徒佔七成 天主教徒佔三成
[00:03:15.000 --> 00:03:18.000]  所以我們可以發現一個現象
[00:03:18.000 --> 00:03:24.000]  雖然稱自己是基督徒的人數有增長
[00:03:24.000 --> 00:03:29.000]  沒有減少 但參加教會的人數就大大減少
[00:03:29.000 --> 00:03:33.000]  這種情形尤其在COVID-19中尤為顯著
[00:03:33.000 --> 00:03:37.000]  我們就問 為什麼有這樣的情形出現呢?
[00:03:37.000 --> 00:03:39.000]  原因很簡單
[00:03:39.000 --> 00:03:42.000]  這是我們可以了解的問題
[00:03:42.000 --> 00:03:48.000]  其中一個原因是我們所謀養的教會策略出現了問題
[00:03:48.000 --> 00:03:53.000]  福音傳出去了 也有人信耶穌
[00:03:53.000 --> 00:03:56.000]  信耶穌的數目也增加了
[00:03:56.000 --> 00:04:00.000]  但參加教會的人數減少了
[00:04:00.000 --> 00:04:05.000]  全美國有90至1000萬的福音派信徒
[00:04:05.000 --> 00:04:10.000]  但只有20%的信徒每星期參加崇拜
[00:04:10.000 --> 00:04:12.000]  只有20%
[00:04:12.000 --> 00:04:17.000]  57%承認一年沒有參加崇拜
[00:04:17.000 --> 00:04:23.000]  其餘那些是偶然參加 或者聖誕節 或者是復活節參加
[00:04:23.000 --> 00:04:26.000]  我們再來看看教會的情況
[00:04:26.000 --> 00:04:32.000]  全美國有大約10%屬於大型教會
[00:04:32.000 --> 00:04:36.000]  聚會人數有幾百至幾千人 甚至有萬人
[00:04:36.000 --> 00:04:41.000]  其中90%的美國教會屬於小型教會
[00:04:41.000 --> 00:04:43.000]  在200人之下
[00:04:43.000 --> 00:04:45.000]  這造成一個非常奇怪的現象
[00:04:45.000 --> 00:04:50.000]  90%的教徒參加10%的教會
[00:04:50.000 --> 00:04:55.000]  10%的教徒參加90%的小型教會
[00:04:55.000 --> 00:05:00.000]  大多數的小型教會屬於資源缺乏 增長困難
[00:05:00.000 --> 00:05:03.000]  大型教會也有問題
[00:05:03.000 --> 00:05:05.000]  就像一個大型公司
[00:05:05.000 --> 00:05:09.000]  牧師就像一個CEO 缺乏個人的模樣
[00:05:09.000 --> 00:05:11.000]  會友之間聯繫也不緊密
[00:05:11.000 --> 00:05:14.000]  參加崇拜的人就像看表演一樣
[00:05:14.000 --> 00:05:17.000]  這些大的教會有一流的設備
[00:05:17.000 --> 00:05:21.000]  專業的音樂 出色的講台 吸引不少人參加
[00:05:21.000 --> 00:05:25.000]  但一旦更換了人事或內部鬥爭
[00:05:25.000 --> 00:05:28.000]  本有末利的主任牧師退休
[00:05:28.000 --> 00:05:30.000]  教會就開始發生很多問題
[00:05:30.000 --> 00:05:33.000]  這種情形屢見不鮮
[00:05:33.000 --> 00:05:36.000]  其實聖經告訴我們
[00:05:36.000 --> 00:05:38.000]  我們是世上的做綱 做嚴
[00:05:38.000 --> 00:05:42.000]  信徒如果不滲入社區當中
[00:05:42.000 --> 00:05:46.000]  又怎能夠負起做綱 做嚴的功效呢
[00:05:46.000 --> 00:05:48.000]  撒旦最厲害的武器
[00:05:48.000 --> 00:05:52.000]  就是將所有的信徒困在教堂四塊牆內
[00:05:52.000 --> 00:05:54.000]  和外界隔著
[00:05:54.000 --> 00:05:57.000]  基督徒的感染力大大削減
[00:05:57.000 --> 00:05:59.000]  但我們又看到這幾年
[00:05:59.000 --> 00:06:01.000]  在基督教圈子中
[00:06:01.000 --> 00:06:03.000]  也有不少復興的現象
[00:06:03.000 --> 00:06:08.000]  透過家庭教會 YouTube 社交媒體
[00:06:08.000 --> 00:06:11.000]  BSF 校園團體等等
[00:06:11.000 --> 00:06:14.000]  呼應在社區中傳開了
[00:06:14.000 --> 00:06:17.000]  所以我們可以看到一個非常有趣的現象
[00:06:17.000 --> 00:06:19.000]  一方面參加教會人數減少
[00:06:19.000 --> 00:06:22.000]  但一方面信徒數量又增加
[00:06:22.000 --> 00:06:24.000]  聖經教導我們
[00:06:24.000 --> 00:06:26.000]  傳福音 門徒訓練
[00:06:26.000 --> 00:06:29.000]  並不是教務人員的專利
[00:06:29.000 --> 00:06:31.000]  是人人有份
[00:06:31.000 --> 00:06:35.000]  當教會將所有的責任推在傳道人身上
[00:06:35.000 --> 00:06:37.000]  傳道人身兼數職
[00:06:37.000 --> 00:06:39.000]  又要管理教堂的事務
[00:06:39.000 --> 00:06:41.000]  又要處理各樣行政
[00:06:41.000 --> 00:06:43.000]  根本就沒有時間去募養群羊
[00:06:43.000 --> 00:06:45.000]  沒有好好預備他的講章
[00:06:45.000 --> 00:06:47.000]  按照正義分解真理的道
[00:06:47.000 --> 00:06:50.000]  這就是教會的致命傷
[00:06:50.000 --> 00:06:53.000]  這不是聖經的教導
