
[00:00:00.000 --> 00:00:03.000]  他不是打釋打錯,他不是不理你
[00:00:03.000 --> 00:00:07.000]  他是有他的idea,有他的意思
[00:00:07.000 --> 00:00:09.000]  就是要給你這個
[00:00:09.000 --> 00:00:11.000]  你的責任就是找到
[00:00:11.000 --> 00:00:15.000]  神啊,你既然給我那麼多錢,你叫我做什麼?
[00:00:15.000 --> 00:00:20.000]  神啊,你既然給我隨你的意思,容讓我知道你的旨意
[00:00:20.000 --> 00:00:23.000]  叫我用你的恩賜,怎樣去榮耀你?
[00:00:23.000 --> 00:00:24.000]  是不是?
[00:00:24.000 --> 00:00:27.000]  不是埋怨,不是比較,不是看低人
[00:00:27.000 --> 00:00:32.000]  不是抬高自己,而是找出神給你的恩賜的意思
[00:00:32.000 --> 00:00:35.000]  怎樣可以用聖靈所給你的gift
[00:00:35.000 --> 00:00:39.000]  在服事裡面,在表達裡面,叫神的榮耀
[00:00:39.000 --> 00:00:40.000]  是不是?
[00:00:40.000 --> 00:00:43.000]  好了,我怕那些人不明白
[00:00:43.000 --> 00:00:45.000]  上面說的是道理
[00:00:45.000 --> 00:00:47.000]  他說要用比方
[00:00:47.000 --> 00:00:51.000]  用比方,希臘人最容易用的比方就是用身體
[00:00:51.000 --> 00:00:54.000]  就是用身體,無論政治也是,道德也是
[00:00:54.000 --> 00:00:59.000]  相處也是,用身體很多時候都用,所以本來不是創新的
[00:00:59.000 --> 00:01:02.000]  不過他用這個身體,就用得很對了
[00:01:02.000 --> 00:01:07.000]  因為他說身體裡面有很多手腳的,各樣的器官
[00:01:07.000 --> 00:01:10.000]  各樣的器官都不同,但都是那個身體
[00:01:10.000 --> 00:01:15.000]  所以他用得很對了,然後呢,你揭他後面
[00:01:15.000 --> 00:01:20.000]  他仍然幫助我們明白一和多之間
[00:01:20.000 --> 00:01:23.000]  他叫我們,我們要持平一點
[00:01:23.000 --> 00:01:26.000]  我們不要在曉麗堂每個人都要做律師
[00:01:26.000 --> 00:01:28.000]  我們不要在曉麗堂每個人都要唱歌
[00:01:28.000 --> 00:01:32.000]  這個不是神的心意,你看看身體就知道了
[00:01:32.000 --> 00:01:35.000]  你看看身體,如果每個人的身體都是眼的就不行了
[00:01:35.000 --> 00:01:38.000]  所以曉麗堂有不同的恩賜
[00:01:38.000 --> 00:01:40.000]  有些好像比較厲害,有些好像沒那麼厲害
[00:01:40.000 --> 00:01:42.000]  有些做事大方一點,有些做事細心一點
[00:01:42.000 --> 00:01:46.000]  這些就是神的意思,要大家彼此配搭
[00:01:46.000 --> 00:01:51.000]  既有更多的一行,就像我右邊的一行,也有一unity
[00:01:51.000 --> 00:01:54.000]  所以我們不要變成共產黨
[00:01:54.000 --> 00:01:57.000]  不用勉強每樣東西都是一樣的
[00:01:57.000 --> 00:01:59.000]  普羅話一樣的東西是什麼呢?
[00:01:59.000 --> 00:02:01.000]  同心合意,興和福音
[00:02:01.000 --> 00:02:05.000]  不要吵架,一起去傳福音
[00:02:05.000 --> 00:02:08.000]  肥立秘書,那兩個女人吵架,叫她們不要吵架
[00:02:08.000 --> 00:02:11.000]  想想以前怎麼傳福音,夾在一起傳福音
[00:02:11.000 --> 00:02:16.000]  其他的東西,普羅話,神給那麼多肢體,給那麼多東西
[00:02:16.000 --> 00:02:18.000]  你能夠管理不同的東西
[00:02:18.000 --> 00:02:21.000]  所以教會裡面有些人喜歡去派飯
[00:02:21.000 --> 00:02:27.000]  去無家者,叫分享行動和什麼?
[00:02:27.000 --> 00:02:32.000]  我們不要批評他,去的那些也不要批評不去的那些
[00:02:32.000 --> 00:02:36.000]  神給我們不同的gift,不同的時間,不同的passion
[00:02:36.000 --> 00:02:40.000]  這樣你的教會就不會在這件事上拆散了
[00:02:40.000 --> 00:02:42.000]  而可以在福音的事情上合一
[00:02:42.000 --> 00:02:46.000]  大家就像Laser一樣,正好叫人信耶穌
[00:02:46.000 --> 00:02:50.000]  不是正口的那件事,總之就是不可以在這件事上妥協
[00:02:50.000 --> 00:02:54.000]  因為教會存在的目的就是要這樣
[00:02:54.000 --> 00:02:56.000]  好了,接著再下面說
[00:02:56.000 --> 00:03:00.000]  下面如果我們看舊的和合本,黏在一起的時候
[00:03:00.000 --> 00:03:02.000]  根本就不能夠去和合本
[00:03:02.000 --> 00:03:04.000]  一面是說多,一面是說一
[00:03:04.000 --> 00:03:10.000]  但原來是15至20節開始,然後21節開了兩段
[00:03:10.000 --> 00:03:12.000]  兩個討論
[00:03:12.000 --> 00:03:14.000]  15節的討論就是說什麼呢?
[00:03:14.000 --> 00:03:16.000]  你看看,切若腳說
[00:03:16.000 --> 00:03:21.000]  就是說有些教會有些人,他就說我是腳
[00:03:21.000 --> 00:03:24.000]  腳就沒有手那麼厲害,腳經常踩地
[00:03:24.000 --> 00:03:26.000]  又骯髒,又拿不到東西
[00:03:26.000 --> 00:03:30.000]  我沒有手那麼厲害,我就說我也不是屬於什麼堂堂的
[00:03:30.000 --> 00:03:34.000]  這些是對於自己的恩賜,自卑以為神不給他
[00:03:34.000 --> 00:03:38.000]  他就說,沒有啦,我那麼差,腳來的
[00:03:38.000 --> 00:03:40.000]  教會有沒有我也無所謂
[00:03:40.000 --> 00:03:42.000]  我不屬於教會,不回來了
[00:03:42.000 --> 00:03:44.000]  多我一個不多,少我一個不少
[00:03:44.000 --> 00:03:46.000]  同樣的,耳朵也是這樣說
[00:03:46.000 --> 00:03:48.000]  眼睛當然是高,因為眼睛看到東西
[00:03:48.000 --> 00:03:50.000]  眼睛看到東西,眼睛看到東西
[00:03:50.000 --> 00:03:54.000]  先知就是你的眼睛,你的眼睛如果黑,你整個身體都黑的
[00:03:54.000 --> 00:03:58.000]  所以很明顯,保羅用15,16節就是說有批人
[00:03:58.000 --> 00:04:04.000]  他因為自己分神聖靈派給他的東西,他覺得自卑
[00:04:04.000 --> 00:04:06.000]  在他的社會制度,在他的社會價值觀裡面
[00:04:06.000 --> 00:04:09.000]  好像看不起別人,自己也看不起自己
[00:04:09.000 --> 00:04:11.000]  他索性在教會消失
[00:04:11.000 --> 00:04:13.000]  索性說我不回教會了
[00:04:13.000 --> 00:04:15.000]  他就說,我不是教會的教會
[00:04:15.000 --> 00:04:17.000]  我不是教會的教會
[00:04:17.000 --> 00:04:19.000]  索性在教會消失
[00:04:19.000 --> 00:04:21.000]  索性說我不回教會了,我沒有貢獻的了
[00:04:21.000 --> 00:04:23.000]  叫我做就不用叫我做了
[00:04:23.000 --> 00:04:25.000]  我做了也只是越幫越忙
[00:04:25.000 --> 00:04:27.000]  保羅說不可以這樣
[00:04:27.000 --> 00:04:29.000]  不可以因為這樣,他就說
[00:04:29.000 --> 00:04:33.000]  他不能因此就不屬乎身子
[00:04:33.000 --> 00:04:35.000]  改變不了這個現實
[00:04:35.000 --> 00:04:37.000]  不可以這樣
[00:04:37.000 --> 00:04:39.000]  道理不是這樣
[00:04:39.000 --> 00:04:41.000]  再加多一句
[00:04:41.000 --> 00:04:43.000]  17節我們都知道,他就是用這個
[00:04:43.000 --> 00:04:45.000]  如果全部都是眼,他哪裡聞,只聽聲
[00:04:45.000 --> 00:04:47.000]  所以不可以的
[00:04:47.000 --> 00:04:49.000]  是要有眼,有耳
[00:04:49.000 --> 00:04:51.000]  通常我們就會爭論
[00:04:51.000 --> 00:04:53.000]  為什麼一定要我做腳趾尾
[00:04:53.000 --> 00:04:55.000]  不要用這樣的性機爭論
[00:04:55.000 --> 00:04:57.000]  保羅只不過說,我們一定有不同的器官
[00:04:57.000 --> 00:04:59.000]  不同的身體
[00:04:59.000 --> 00:05:01.000]  這樣才能砌成一個像樣
[00:05:01.000 --> 00:05:03.000]  試一下他解釋,試一下他給我們一些很好的解釋
[00:05:03.000 --> 00:05:05.000]  為什麼有些人是手指尾
[00:05:05.000 --> 00:05:07.000]  為什麼有些人是
[00:05:07.000 --> 00:05:09.000]  掉了指甲的手指尾
[00:05:09.000 --> 00:05:11.000]  試一下他會說,不過已經不是這裡
[00:05:11.000 --> 00:05:13.000]  他這18節重新再說一次
[00:05:13.000 --> 00:05:15.000]  但如今
[00:05:15.000 --> 00:05:17.000]  臣隨自己的意思
[00:05:17.000 --> 00:05:19.000]  把肢體
[00:05:19.000 --> 00:05:21.000]  軀葛安排
[00:05:21.000 --> 00:05:23.000]  上一次他說聖靈隨己意
[00:05:23.000 --> 00:05:25.000]  分給各人,這裡他就說
[00:05:25.000 --> 00:05:27.000]  臣隨自己的意思,他有他的意思
[00:05:27.000 --> 00:05:29.000]  所以他給你是這個
[00:05:29.000 --> 00:05:31.000]  他給他是那個
[00:05:31.000 --> 00:05:33.000]  將他安排在一個身體裏面
[00:05:33.000 --> 00:05:35.000]  是有他的意思
[00:05:35.000 --> 00:05:37.000]  你和我的責任就是找一張
[00:05:37.000 --> 00:05:39.000]  擺在我的小禮堂
[00:05:39.000 --> 00:05:41.000]  叫我會彈琴,或者叫我會煮飯
[00:05:41.000 --> 00:05:43.000]  叫我會做這件事
[00:05:43.000 --> 00:05:45.000]  是有什麼意思
[00:05:45.000 --> 00:05:47.000]  我們很多時候看不起一些
[00:05:47.000 --> 00:05:49.000]  清潔
[00:05:49.000 --> 00:05:51.000]  煮飯那些
[00:05:51.000 --> 00:05:53.000]  不知為何我們的社會是這樣的
[00:05:53.000 --> 00:05:55.000]  如果你煮飯
[00:05:55.000 --> 00:05:57.000]  你知不知道
[00:05:57.000 --> 00:05:59.000]  你當然有煮菜的
[00:05:59.000 --> 00:06:01.000]  不只是煮飯
[00:06:01.000 --> 00:06:03.000]  我的意思
[00:06:03.000 --> 00:06:05.000]  就是
[00:06:05.000 --> 00:06:07.000]  你環顧一下教會裏面
[00:06:07.000 --> 00:06:09.000]  有些人是需要
[00:06:09.000 --> 00:06:11.000]  幫助的,或者他沒空煮飯
[00:06:11.000 --> 00:06:15.000]  我講個實例給你聽
[00:06:15.000 --> 00:06:17.000]  我太太兩個禮拜後就回來了
[00:06:17.000 --> 00:06:21.000]  她回來長住了
[00:06:21.000 --> 00:06:23.000]  過往那三年
[00:06:23.000 --> 00:06:25.000]  她在芝加哥,我在香港
[00:06:25.000 --> 00:06:29.000]  過往三年不是烏鴉養我的
[00:06:29.000 --> 00:06:33.000]  不是大家樂養我的
[00:06:33.000 --> 00:06:35.000]  如果大家樂養我的話,我已經長高了很久
[00:06:35.000 --> 00:06:37.000]  教會有些弟兄姊妹
[00:06:37.000 --> 00:06:39.000]  三年以來
[00:06:39.000 --> 00:06:41.000]  有一個家庭
[00:06:41.000 --> 00:06:43.000]  請我去每個禮拜吃飯
[00:06:43.000 --> 00:06:45.000]  吃完飯給很多盒
[00:06:45.000 --> 00:06:47.000]  膠盒
[00:06:47.000 --> 00:06:49.000]  煮好菜
[00:06:49.000 --> 00:06:51.000]  還很疼我,聽說那些菜不能再丁
[00:06:51.000 --> 00:06:53.000]  他就不給我綠菜
[00:06:53.000 --> 00:06:55.000]  洗好菜
[00:06:55.000 --> 00:06:57.000]  給我兩包菜
[00:06:57.000 --> 00:06:59.000]  煎魚給我
[00:06:59.000 --> 00:07:01.000]  第二個家庭
[00:07:01.000 --> 00:07:03.000]  煮了飯,拿去教會
[00:07:03.000 --> 00:07:05.000]  那個課堂,那個雪櫃
[00:07:05.000 --> 00:07:07.000]  我每天差不多每個禮拜去教會
[00:07:07.000 --> 00:07:09.000]  差不多交收
[00:07:09.000 --> 00:07:11.000]  放下空的乾淨的,星期六
[00:07:11.000 --> 00:07:13.000]  星期日我就去拿回家
[00:07:13.000 --> 00:07:15.000]  回家就可以吃健康一點的
[00:07:15.000 --> 00:07:17.000]  偶爾我都喜歡吃不健康的,不健康的好吃一點
[00:07:17.000 --> 00:07:19.000]  的確是,但都要告訴太太
[00:07:19.000 --> 00:07:21.000]  我是在吃住家飯
[00:07:21.000 --> 00:07:23.000]  所以我不是開玩笑
[00:07:23.000 --> 00:07:25.000]  我過往三年喝的湯
[00:07:25.000 --> 00:07:27.000]  比我老婆還多
[00:07:27.000 --> 00:07:31.000]  去家庭喝一次湯
[00:07:31.000 --> 00:07:33.000]  拿回去一鍋湯
[00:07:33.000 --> 00:07:35.000]  第二家庭放雪櫃
[00:07:35.000 --> 00:07:37.000]  一星期有三鍋湯
[00:07:37.000 --> 00:07:39.000]  分分鐘會發水腫的
[00:07:39.000 --> 00:07:43.000]  我講的是事實
