
[00:00:00.000 --> 00:00:03.000]  (12-12)
[00:00:03.000 --> 00:00:05.000]  撒加利亞書
[00:00:05.000 --> 00:00:09.000]  撒加利亞書是《十二仙之書》裏的第十一卷
[00:00:09.000 --> 00:00:11.000]  就是尾二那卷
[00:00:11.000 --> 00:00:13.000]  一共是十四章的書
[00:00:13.000 --> 00:00:15.000]  是211節的經文
[00:00:15.000 --> 00:00:17.000]  在《十二仙之書》裏
[00:00:17.000 --> 00:00:21.000]  撒加利亞書被認為是最難解釋的一部書
[00:00:21.000 --> 00:00:25.000]  當我知道要講《十二仙之書》的時候
[00:00:25.000 --> 00:00:28.000]  最令我頭痛的一部書就是撒加利亞書
[00:00:28.000 --> 00:00:31.000]  原因不是解釋的問題
[00:00:31.000 --> 00:00:35.000]  在這個系列我們說我們是用聖經來解釋聖經
[00:00:35.000 --> 00:00:39.000]  我們是用經文的結構來解釋經文
[00:00:39.000 --> 00:00:42.000]  我們是用新約的使徒
[00:00:42.000 --> 00:00:46.000]  怎樣引用《十二仙之書》來解經
[00:00:46.000 --> 00:00:49.000]  因為新約的使徒都有聖靈的密使
[00:00:49.000 --> 00:00:53.000]  所以我們照著他們引用《十二仙之書》的方向
[00:00:53.000 --> 00:00:57.000]  來解經的話就一定不會解錯
[00:00:57.000 --> 00:01:00.000]  甚至我們說連同作者的名字
[00:01:00.000 --> 00:01:03.000]  都可以幫助我們明白經文
[00:01:03.000 --> 00:01:05.000]  如果是這樣的話
[00:01:05.000 --> 00:01:08.000]  我們就不是靠自己的智慧來解經
[00:01:08.000 --> 00:01:11.000]  我們相信這樣的解經是絕對的正確
[00:01:11.000 --> 00:01:13.000]  那為什麼我會這麼頭痛呢?
[00:01:13.000 --> 00:01:18.000]  原因就是因為撒加利亞書的篇幅
[00:01:18.000 --> 00:01:21.000]  一共有十四章的經文
[00:01:21.000 --> 00:01:26.000]  你說荷西亞書也有十四章的經文
[00:01:26.000 --> 00:01:29.000]  但是撒加利亞書有一樣很不同
[00:01:29.000 --> 00:01:33.000]  就是它一開始頭六章的經文
[00:01:33.000 --> 00:01:35.000]  就有八個意象
[00:01:35.000 --> 00:01:38.000]  如果時間掌握得不好的話
[00:01:38.000 --> 00:01:40.000]  你只是說這八個意象
[00:01:40.000 --> 00:01:44.000]  相信已經能夠用完整篇讀的時間
[00:01:44.000 --> 00:01:46.000]  但是有一樣很
[00:01:46.000 --> 00:01:50.000]  就是撒加利亞書和哈該書的背景是一模一樣
[00:01:50.000 --> 00:01:54.000]  都是有關猶太人回歸之後的事
[00:01:54.000 --> 00:01:59.000]  所以如果你想知道撒加利亞書的背景
[00:01:59.000 --> 00:02:03.000]  你可以去聽我說哈該書的背景
[00:02:03.000 --> 00:02:05.000]  應該是一模一樣
[00:02:05.000 --> 00:02:06.000]  在哈該書
[00:02:06.000 --> 00:02:12.000]  神叫哈該先知去鼓勵以色列人重建聖殿
[00:02:12.000 --> 00:02:14.000]  而在撒加利亞書
[00:02:14.000 --> 00:02:18.000]  就是神叫撒加利亞先知去安慰以色列人
[00:02:18.000 --> 00:02:20.000]  而撒加利亞先知的名字
[00:02:20.000 --> 00:02:23.000]  就是「神記得」「神紀念」
[00:02:23.000 --> 00:02:28.000]  在撒加利亞書一開始一章一節
[00:02:28.000 --> 00:02:32.000]  經文就說大利烏王第二年八月
[00:02:32.000 --> 00:02:35.000]  也就是說臨到易多的孫子
[00:02:35.000 --> 00:02:39.000]  比利加的兒子先知撒加利亞說
[00:02:39.000 --> 00:02:41.000]  我們見到時間上來說
[00:02:41.000 --> 00:02:44.000]  是和哈該書一模一樣
[00:02:44.000 --> 00:02:48.000]  都是在大利烏王第二年所發生的事
[00:02:48.000 --> 00:02:53.000]  但是撒加利亞書就要比哈該書遲了兩個月
[00:02:53.000 --> 00:02:57.000]  很多歷史學家都認為
[00:02:57.000 --> 00:02:59.000]  聖經學者都認為
[00:02:59.000 --> 00:03:02.000]  撒加利亞的父親可能早就死了
[00:03:02.000 --> 00:03:06.000]  所以很多時候在聖經裏面提到撒加利亞先知
[00:03:06.000 --> 00:03:10.000]  都會提到他的祖父易多
[00:03:10.000 --> 00:03:13.000]  而他的祖父易多也是一位祭司
[00:03:13.000 --> 00:03:16.000]  根據尼西米記十二章所說
[00:03:16.000 --> 00:03:20.000]  而撒加利亞先知本身有雙重身份
[00:03:20.000 --> 00:03:23.000]  他是先知也是祭司
[00:03:23.000 --> 00:03:27.000]  就好像耶利米和以西傑一樣
[00:03:27.000 --> 00:03:30.000]  撒加利亞的祖父易多
[00:03:30.000 --> 00:03:35.000]  他名字的意思就是「耶和華在適當的時候」
[00:03:35.000 --> 00:03:41.000]  而比利加他父親名字的意思就是「耶和華祝福」
[00:03:41.000 --> 00:03:45.000]  將他們三代人的名字加在一起
[00:03:45.000 --> 00:03:47.000]  就非常有意思
[00:03:47.000 --> 00:03:50.000]  就是耶和華在適當的時候
[00:03:50.000 --> 00:03:55.000]  他會紀念、他會記得並且祝福
[00:03:55.000 --> 00:04:00.000]  撒加利亞這個名字是非常普遍
[00:04:00.000 --> 00:04:05.000]  在舊約差不多有三十個人的名字叫撒加利亞
[00:04:05.000 --> 00:04:07.000]  這個也是原因
[00:04:07.000 --> 00:04:11.000]  為何有很多聖經學者都爭論不休
[00:04:11.000 --> 00:04:16.000]  究竟撒加利亞書是由多少個撒加利亞寫成?
[00:04:16.000 --> 00:04:21.000]  他們認為撒加利亞書起碼有三位撒加利亞先知來寫成
[00:04:21.000 --> 00:04:23.000]  但我們稍後會看到
[00:04:23.000 --> 00:04:28.000]  撒加利亞書是有一個非常精彩的首尾結構
[00:04:28.000 --> 00:04:33.000]  由一章至十四章全部書都是一個首尾結構
[00:04:33.000 --> 00:04:36.000]  如果是由不同的撒加利亞寫成的話
[00:04:36.000 --> 00:04:41.000]  這幾個作者是要有很密切、要很同心來合作
[00:04:41.000 --> 00:04:44.000]  才能寫出一個這樣的首尾結構
[00:04:44.000 --> 00:04:48.000]  我相信這樣的機會是非常非常美
[00:04:48.000 --> 00:04:52.000]  我絕對相信撒加利亞書只有一位作者
[00:04:52.000 --> 00:04:56.000]  而最大的證明就是有一位作者
[00:04:56.000 --> 00:05:00.000]  相信是出自耶穌基督自己的口
[00:05:00.000 --> 00:05:04.000]  在馬太福音23章35節
[00:05:04.000 --> 00:05:10.000]  耶穌基督說:叫世上所流二人的血都歸到你們的身上
[00:05:10.000 --> 00:05:12.000]  從二人阿伯的血起
[00:05:12.000 --> 00:05:20.000]  直到你們在殿和壇中間所殺的巴拉加的兒子撒加利亞的血為止
[00:05:20.000 --> 00:05:24.000]  我們看到耶穌基督說
[00:05:24.000 --> 00:05:27.000]  這位撒加利亞先知是死在聖殿
[00:05:27.000 --> 00:05:34.000]  而根據猶太人的經典Targum這部經典著作
[00:05:34.000 --> 00:05:38.000]  他們都說這位撒加利亞先知是死在聖殿
[00:05:38.000 --> 00:05:42.000]  但是有很多聖經學者懷疑
[00:05:42.000 --> 00:05:45.000]  他們說耶穌基督所說的這位撒加利亞
[00:05:45.000 --> 00:05:48.000]  不是寫撒加利亞書的那一位
[00:05:48.000 --> 00:05:50.000]  而是在約阿司
[00:05:50.000 --> 00:05:54.000]  猶太王約阿司的時候的一位撒加利亞
[00:05:54.000 --> 00:05:58.000]  但那位撒加利亞雖然也是死在聖殿
[00:05:58.000 --> 00:06:01.000]  但他的父親的名字就是
[00:06:01.000 --> 00:06:05.000]  「祭司耶和耶大」
[00:06:05.000 --> 00:06:08.000]  而不是耶穌基督所說的
[00:06:08.000 --> 00:06:11.000]  他的父親叫做巴拉巴
[00:06:11.000 --> 00:06:15.000]  巴拉巴其實是和我們今天的主角撒加利亞先知
[00:06:15.000 --> 00:06:20.000]  他的父親的名字比利加是同一個名字
[00:06:20.000 --> 00:06:22.000]  但是有兩個不同的翻譯
[00:06:22.000 --> 00:06:26.000]  因為希伯來文和希臘文的翻譯有少許不同
[00:06:26.000 --> 00:06:29.000]  但是這兩個名字都是指同一個人
[00:06:29.000 --> 00:06:31.000]  就是今天撒加利亞
[00:06:31.000 --> 00:06:35.000]  寫撒加利亞書的這位作者的父親
[00:06:35.000 --> 00:06:37.000]  另外有一個原因
[00:06:37.000 --> 00:06:40.000]  耶穌基督用阿伯和撒加利亞
[00:06:40.000 --> 00:06:47.000]  在這段經文裏面有一個很重要的意思
[00:06:47.000 --> 00:06:52.000]  因為我們知道阿伯是第一位在舊約信道的人
[00:06:52.000 --> 00:06:57.000]  而撒加利亞就是舊約書裏面最後一位信道的人
[00:06:57.000 --> 00:07:01.000]  所以耶穌基督是用阿伯和撒加利亞來做例子
[00:07:01.000 --> 00:07:05.000]  而這位撒加利亞正是我們今天的主角
[00:07:05.000 --> 00:07:07.000]  是撒加利亞書的作者
[00:07:07.000 --> 00:07:11.000]  耶穌基督說到這位撒加利亞的時候
[00:07:11.000 --> 00:07:13.000]  他沒有說是第幾個撒加利亞
[00:07:13.000 --> 00:07:16.000]  意思是在耶穌基督的心目當中
[00:07:16.000 --> 00:07:19.000]  撒加利亞書的作者只有一位
[00:07:19.000 --> 00:07:22.000]  就是撒加利亞先知
[00:07:22.000 --> 00:07:29.000]  撒加利亞書被認為是末日的預言書
[00:07:29.000 --> 00:07:32.000]  在舊約裏面是末世的預言書
[00:07:32.000 --> 00:07:37.000]  我們知道新約末世的預言書就是啟示錄
[00:07:37.000 --> 00:07:42.000]  但是在舊約撒加利亞書是其中一部
[00:07:42.000 --> 00:07:44.000]  另外一部是以賽亞書
[00:07:44.000 --> 00:07:50.000]  以賽亞書比撒加利亞書說耶穌基督的預言比較多
[00:07:50.000 --> 00:07:53.000]  但除了以賽亞書之外
[00:07:53.000 --> 00:07:58.000]  撒加利亞書說耶穌基督的預言是最多的一部舊約書
[00:07:58.000 --> 00:08:02.000]  以賽亞書我們知道有66章經文
[00:08:02.000 --> 00:08:06.000]  但是撒加利亞書只有14章經文
[00:08:06.000 --> 00:08:11.000]  由於撒加利亞書說耶穌基督預言的準確性
