
[00:00:00.000 --> 00:00:04.480]  各位大兄姊妹好
[00:00:04.480 --> 00:00:08.880]  剛才聽到Tommy說我是越洋來到正道
[00:00:08.880 --> 00:00:13.880]  同樣我都很盼望能夠請Ivy幫幫手
[00:00:13.880 --> 00:00:15.680]  希望能夠看到大家
[00:00:15.680 --> 00:00:18.960]  差很遠 真的差很遠
[00:00:18.960 --> 00:00:22.800]  很高興再一次和大家分享神的話語
[00:00:22.800 --> 00:00:28.320]  過去有七堂跟大家講了約翰一書
[00:00:28.320 --> 00:00:32.360]  還有兩堂會講約翰二書和三書
[00:00:32.360 --> 00:00:34.360]  講完約翰書信
[00:00:34.360 --> 00:00:37.840]  剛才幾首詩歌都非常之好
[00:00:37.840 --> 00:00:45.280]  無論是歌詞或是剛才所講的分享和讀經文
[00:00:45.280 --> 00:00:47.280]  都很觸動我們的心
[00:00:47.280 --> 00:00:50.720]  今天和大家提的題目叫愛的需要
[00:00:50.720 --> 00:00:53.720]  要恨和要防
[00:00:53.720 --> 00:00:57.400]  就是講成卷書 約翰二書
[00:00:57.400 --> 00:01:00.160]  我先和大家重溫一下約翰一書
[00:01:00.160 --> 00:01:03.640]  先和大家看看整本書的結構圖
[00:01:03.640 --> 00:01:07.560]  我都請Ivy發給大家
[00:01:07.560 --> 00:01:08.600]  大家應該有的
[00:01:08.600 --> 00:01:12.720]  鼓勵大家有機會再將整本書重讀一次
[00:01:12.720 --> 00:01:14.720]  看看這個結構圖
[00:01:14.720 --> 00:01:18.920]  你會發現重點是人要在光的當中
[00:01:18.920 --> 00:01:20.920]  活出愛的生活
[00:01:20.920 --> 00:01:23.640]  所以一開始講我們有生命的道
[00:01:23.640 --> 00:01:26.640]  我們有生命 我們要做見證
[00:01:26.640 --> 00:01:28.640]  我們可以彼此相交
[00:01:28.640 --> 00:01:31.960]  對外做見證 對內要有相交
[00:01:31.960 --> 00:01:36.640]  又提到好幾次有關罪
[00:01:36.640 --> 00:01:38.640]  去回結構圖
[00:01:38.640 --> 00:01:44.240]  有關罪 有關愛 有關光
[00:01:44.240 --> 00:01:47.240]  有光就要離罪 有命就應該守
[00:01:47.240 --> 00:01:49.840]  有愛的人就要在光的當中
[00:01:49.840 --> 00:01:51.840]  又提到我們認識實
[00:01:51.840 --> 00:01:53.840]  又提到我們愛實
[00:01:53.840 --> 00:01:54.840]  講到我們有神的恩歌
[00:01:54.840 --> 00:01:55.840]  我們是神的兒女
[00:01:55.840 --> 00:01:57.840]  有幾個提到
[00:01:57.840 --> 00:01:59.840]  例如神的恩歌下面提到
[00:01:59.840 --> 00:02:01.840]  剛才提到在主的裏面
[00:02:01.840 --> 00:02:04.840]  我們在主來的時候無懼
[00:02:04.840 --> 00:02:06.840]  將來會像主
[00:02:06.840 --> 00:02:08.840]  後面又提到
[00:02:08.840 --> 00:02:12.840]  孝主而愛人 安穩神切 禱告無雲
[00:02:12.840 --> 00:02:15.840]  再後面提到有神愛神的
[00:02:15.840 --> 00:02:17.840]  我們無懼 我們可以守命
[00:02:17.840 --> 00:02:20.840]  所以一路講來講去
[00:02:20.840 --> 00:02:24.840]  最後又提到前面提到屬神不犯罪
[00:02:24.840 --> 00:02:27.840]  後面提到人要祈求 人要自守
[00:02:27.840 --> 00:02:29.840]  所以整本約翰一書的主題
[00:02:29.840 --> 00:02:31.840]  可以說我們有生命
[00:02:31.840 --> 00:02:32.840]  我們有真理
[00:02:32.840 --> 00:02:34.840]  所以我們要離罪
[00:02:34.840 --> 00:02:36.840]  我們可以相愛
[00:02:36.840 --> 00:02:39.840]  特別我用可以相愛
[00:02:39.840 --> 00:02:42.840]  我們要離開罪
[00:02:42.840 --> 00:02:44.840]  我們是可以相愛的
[00:02:44.840 --> 00:02:46.840]  既然有生命就要審命而活
[00:02:46.840 --> 00:02:48.840]  以至可以在主的裏面
[00:02:48.840 --> 00:02:51.840]  活出離罪相愛的生活
[00:02:51.840 --> 00:02:53.840]  今日我們行而守命
[00:02:53.840 --> 00:02:56.840]  明日我們可以無懼無愧
[00:02:56.840 --> 00:03:00.840]  做人最重要是能夠無懼無愧
[00:03:00.840 --> 00:03:03.840]  由於我們能夠行而守命
[00:03:03.840 --> 00:03:06.840]  在神的面前我們能夠安穩
[00:03:06.840 --> 00:03:10.840]  將來見主我們能夠無懼無愧
[00:03:10.840 --> 00:03:12.840]  所以愛的生活
[00:03:12.840 --> 00:03:16.840]  行在光中 活在愛中
[00:03:16.840 --> 00:03:18.840]  就是我們今天要常常記住的
[00:03:18.840 --> 00:03:21.840]  這個大概就是約翰一書裏面的重點
[00:03:21.840 --> 00:03:23.840]  我分成了七個主題
[00:03:23.840 --> 00:03:24.840]  第一個主題就是
[00:03:24.840 --> 00:03:27.840]  愛的生活要以罪為罪
[00:03:27.840 --> 00:03:29.840]  下一章
[00:03:29.840 --> 00:03:32.840]  愛的生活要以罪為罪
[00:03:32.840 --> 00:03:34.840]  愛的心智以神為神
[00:03:34.840 --> 00:03:36.840]  愛的兒女不欲轉名
[00:03:36.840 --> 00:03:38.840]  愛的後果就是神前安穩
[00:03:38.840 --> 00:03:40.840]  愛的回應是彼此相愛
[00:03:40.840 --> 00:03:43.840]  愛的本分是因神而愛
[00:03:43.840 --> 00:03:46.840]  愛的應許是靠神能活
[00:03:46.840 --> 00:03:50.840]  我希望大家同樣要嘗試重溫
[00:03:50.840 --> 00:03:52.840]  我們所聽到的
[00:03:52.840 --> 00:03:54.840]  上上去思考
[00:03:54.840 --> 00:03:56.840]  以至能夠活出一個愛的生活
[00:03:56.840 --> 00:03:59.840]  做一個愛的兒女
[00:03:59.840 --> 00:04:02.840]  我知道大家應該都有錄音
[00:04:02.840 --> 00:04:05.840]  大家有機會可以傾聽
[00:04:05.840 --> 00:04:07.840]  可以幫我們再一次
[00:04:07.840 --> 00:04:09.840]  記得我們所聽到的讀
[00:04:09.840 --> 00:04:12.840]  人在光中要有愛的生活
[00:04:12.840 --> 00:04:15.840]  人要在光中活出愛的生活
[00:04:15.840 --> 00:04:17.840]  而今天你發現這個世界
[00:04:17.840 --> 00:04:19.840]  我真的發現這個世界
[00:04:19.840 --> 00:04:22.840]  很缺乏光也很缺乏愛
[00:04:22.840 --> 00:04:24.840]  或者光很少
[00:04:24.840 --> 00:04:26.840]  或者愛很少
[00:04:26.840 --> 00:04:27.840]  很不足夠
[00:04:27.840 --> 00:04:29.840]  但這個世界很需要光
[00:04:29.840 --> 00:04:30.840]  很需要愛
[00:04:30.840 --> 00:04:33.840]  最需要的反而有時是不夠
[00:04:33.840 --> 00:04:34.840]  人都知道要
[00:04:34.840 --> 00:04:36.840]  但是人總是沒有
[00:04:36.840 --> 00:04:39.840]  如果一個人缺氧貧血
[00:04:39.840 --> 00:04:41.840]  他的生命真的很極有限
[00:04:41.840 --> 00:04:44.840]  基督徒如果沒有光沒有愛
[00:04:44.840 --> 00:04:47.840]  我們的生命都很極有限
[00:04:47.840 --> 00:04:50.840]  所以光和愛是我們需要追求
[00:04:50.840 --> 00:04:51.840]  我們常常說要追求
[00:04:51.840 --> 00:04:53.840]  但追求之先
[00:04:53.840 --> 00:04:55.840]  你要先知你追求甚麼
[00:04:55.840 --> 00:04:57.840]  譬如我們要愛愛愛
[00:04:57.840 --> 00:04:58.840]  剛才唱了四首歌
[00:04:58.840 --> 00:05:00.840]  我們提到愛各方面
[00:05:00.840 --> 00:05:01.840]  愛要走動
[00:05:01.840 --> 00:05:03.840]  愛要各樣的東西
[00:05:03.840 --> 00:05:05.840]  但到底甚麼是愛呢
[00:05:05.840 --> 00:05:06.840]  我們先要思考一個問題
[00:05:06.840 --> 00:05:07.840]  甚麼是愛
[00:05:07.840 --> 00:05:10.840]  最近我知道在中國放映一齣戲
[00:05:10.840 --> 00:05:13.840]  叫做射雕英雄傳
[00:05:13.840 --> 00:05:14.840]  不知道大家有沒有看
[00:05:14.840 --> 00:05:16.840]  我這裏還未有得看
[00:05:16.840 --> 00:05:19.840]  有一本小說叫做神雕俠侶
[00:05:19.840 --> 00:05:21.840]  裏面有個角色叫李樂壽
[00:05:21.840 --> 00:05:23.840]  赤煉仙子
[00:05:23.840 --> 00:05:25.840]  這兩句說話大家聽過
[00:05:25.840 --> 00:05:28.840]  問世間情為何物
[00:05:28.840 --> 00:05:31.840]  夕教人生死相許
[00:05:31.840 --> 00:05:35.840]  到底愛情是甚麼呢
[00:05:35.840 --> 00:05:38.840]  使人能夠以生死相許
[00:05:38.840 --> 00:05:40.840]  我記得有位歌手
[00:05:40.840 --> 00:05:43.840]  大家如果有年紀都會知道
[00:05:43.840 --> 00:05:45.840]  叫做泰迪羅賓
[00:05:45.840 --> 00:05:47.840]  不知道有沒有人認識
[00:05:47.840 --> 00:05:49.840]  這個歌手泰迪羅賓
[00:05:49.840 --> 00:05:51.840]  他有一首歌叫做《這是愛》
[00:05:51.840 --> 00:05:53.840]  不知道有沒有人聽過
[00:05:53.840 --> 00:05:55.840]  作詞是林敏聰
[00:05:55.840 --> 00:05:58.840]  作曲編曲是林敏儀
[00:05:58.840 --> 00:05:59.840]  裏面說了很多東西
[00:05:59.840 --> 00:06:01.840]  我特意再看這首歌
[00:06:01.840 --> 00:06:02.840]  你望一望
[00:06:02.840 --> 00:06:03.840]  不需要讀完
[00:06:03.840 --> 00:06:05.840]  我略略看一看的時候
