
[00:00:00.000 --> 00:00:02.000]  (字幕:梁美芬)
[00:00:03.000 --> 00:00:05.000]  大家晚安
[00:00:05.000 --> 00:00:08.000]  我們好像昨天一樣
[00:00:08.000 --> 00:00:10.000]  我們會讀一些經文
[00:00:10.000 --> 00:00:12.000]  然後說一些東西
[00:00:12.000 --> 00:00:14.000]  今天的主題
[00:00:14.000 --> 00:00:17.000]  環繞的主題就是說話語
[00:00:17.000 --> 00:00:19.000]  語言
[00:00:19.000 --> 00:00:22.000]  好話、壞話
[00:00:22.000 --> 00:00:24.000]  真話、假話
[00:00:24.000 --> 00:00:26.000]  這些東西
[00:00:26.000 --> 00:00:28.000]  未讀聖經之前
[00:00:28.000 --> 00:00:31.000]  我告訴你一個真實的故事
[00:00:31.000 --> 00:00:33.000]  話說有一次
[00:00:33.000 --> 00:00:35.000]  在美國
[00:00:35.000 --> 00:00:37.000]  有一個營會
[00:00:37.000 --> 00:00:40.000]  這個營會不是像你們的營會
[00:00:40.000 --> 00:00:42.000]  是青年人的營會
[00:00:42.000 --> 00:00:45.000]  所以一群青年人聚在一起
[00:00:45.000 --> 00:00:48.000]  不知為何在營會中
[00:00:48.000 --> 00:00:51.000]  出現了一個謠言
[00:00:51.000 --> 00:00:53.000]  謠言是說
[00:00:53.000 --> 00:00:54.000]  那兩個導師
[00:00:54.000 --> 00:00:56.000]  有兩個男的和兩個女的導師
[00:00:56.000 --> 00:00:59.000]  好像有些愛護的關係
[00:00:59.000 --> 00:01:01.000]  那些事情
[00:01:01.000 --> 00:01:03.000]  這些事情傳出去
[00:01:03.000 --> 00:01:06.000]  人人議論紛紛
[00:01:06.000 --> 00:01:09.000]  當然不是很明顯地說
[00:01:09.000 --> 00:01:12.000]  總之私底下說一下
[00:01:12.000 --> 00:01:13.000]  然後看到別人
[00:01:13.000 --> 00:01:15.000]  就噓!會發聲
[00:01:15.000 --> 00:01:17.000]  越說越多
[00:01:17.000 --> 00:01:19.000]  真是
[00:01:19.000 --> 00:01:21.000]  說了一段時間
[00:01:21.000 --> 00:01:24.000]  營會的總監
[00:01:24.000 --> 00:01:26.000]  實際上是一個目者
[00:01:26.000 --> 00:01:28.000]  有一次開會
[00:01:28.000 --> 00:01:30.000]  那又怎樣呢?
[00:01:30.000 --> 00:01:32.000]  就拿了一堆石頭
[00:01:32.000 --> 00:01:35.000]  叫他們每人一人拿一塊石頭
[00:01:35.000 --> 00:01:37.000]  提醒他們
[00:01:37.000 --> 00:01:40.000]  有誰這麼想說的時候
[00:01:40.000 --> 00:01:43.000]  不如拿一塊石頭扔過去
[00:01:43.000 --> 00:01:46.000]  當然他們不會扔
[00:01:46.000 --> 00:01:49.000]  每一次他們想說的時候
[00:01:49.000 --> 00:01:51.000]  他們說你摸摸那塊石頭
[00:01:51.000 --> 00:01:53.000]  然後你就會停止
[00:01:53.000 --> 00:01:55.000]  那些人真是
[00:01:55.000 --> 00:01:56.000]  摸一摸那塊石頭
[00:01:56.000 --> 00:01:58.000]  不扔得出手
[00:01:58.000 --> 00:01:59.000]  然後想想
[00:01:59.000 --> 00:02:01.000]  當時耶穌就是這樣說
[00:02:01.000 --> 00:02:03.000]  所以他們就停了
[00:02:03.000 --> 00:02:05.000]  就因為這樣
[00:02:05.000 --> 00:02:08.000]  所以那件事就平息了
[00:02:08.000 --> 00:02:11.000]  是不是呢?
[00:02:11.000 --> 00:02:14.000]  到現在我們都不知道是不是
[00:02:14.000 --> 00:02:16.000]  不過有一樣東西就是說
[00:02:16.000 --> 00:02:18.000]  那些人為什麼說呢?
[00:02:18.000 --> 00:02:20.000]  為什麼說呢?
[00:02:20.000 --> 00:02:23.000]  是不是純粹因為是真所以說呢?
[00:02:23.000 --> 00:02:25.000]  或者是覺得挺享受那個過程
[00:02:25.000 --> 00:02:26.000]  所以說呢
[00:02:26.000 --> 00:02:28.000]  今天我們要想一下這件事
[00:02:28.000 --> 00:02:29.000]  我們看看是否在
[00:02:29.000 --> 00:02:32.000]  《針研》十一章第十三節
[00:02:32.000 --> 00:02:36.000]  《針研》十一章第十三節
[00:02:36.000 --> 00:02:41.000]  《針研》十一章第十三節
[00:02:41.000 --> 00:02:45.000]  十一章十三節
[00:02:45.000 --> 00:02:48.000]  找到的我們一起讀吧
[00:02:48.000 --> 00:02:50.000]  一二三起
[00:02:50.000 --> 00:02:53.000]  往來傳說的洩漏物事
[00:02:53.000 --> 00:02:57.000]  心中誠實的遮隱事情
[00:02:57.000 --> 00:03:01.000]  遮隱事情和對比什麼呢?
[00:03:01.000 --> 00:03:03.000]  什麼物事呢?
[00:03:03.000 --> 00:03:04.000]  洩漏嘛
[00:03:04.000 --> 00:03:06.000]  就是說有些人呢
[00:03:06.000 --> 00:03:09.000]  他喜歡說這些話的
[00:03:09.000 --> 00:03:11.000]  就將那些話傳了出去
[00:03:11.000 --> 00:03:12.000]  洩漏了出去
[00:03:12.000 --> 00:03:14.000]  還有另外那個呢
[00:03:14.000 --> 00:03:17.000]  就是在說將那件事情
[00:03:17.000 --> 00:03:18.000]  隱藏了的
[00:03:18.000 --> 00:03:20.000]  我們也要想一下這件事
[00:03:20.000 --> 00:03:24.000]  首先說一下洩漏出去的那件事
[00:03:24.000 --> 00:03:28.000]  實在話語有時候說出來的時候
[00:03:28.000 --> 00:03:32.000]  什麼話語才傳得出去最快呢?
[00:03:32.000 --> 00:03:34.000]  當然是壞話了
[00:03:34.000 --> 00:03:37.000]  說壞話老實說是最快傳出去的
[00:03:37.000 --> 00:03:39.000]  因為最喜歡說的就是壞話
[00:03:39.000 --> 00:03:44.000]  問題是沒有真的說到那件事是真是假
[00:03:44.000 --> 00:03:48.000]  事情洩漏出去究竟那件事是真是假呢?
[00:03:48.000 --> 00:03:51.000]  實在的問題不是真是假
[00:03:51.000 --> 00:03:53.000]  是為什麼要說
[00:03:53.000 --> 00:03:56.000]  因為如果是真的
[00:03:56.000 --> 00:03:58.000]  都未必是好
[00:03:58.000 --> 00:04:01.000]  因為說了出去之後你都傷害到別人
[00:04:01.000 --> 00:04:04.000]  如果是假的就更加不好
[00:04:04.000 --> 00:04:06.000]  因為已經是假了
[00:04:06.000 --> 00:04:07.000]  不是真的事了
[00:04:07.000 --> 00:04:10.000]  重要的就是要傷害到別人
[00:04:10.000 --> 00:04:15.000]  兩樣相同的不好
[00:04:15.000 --> 00:04:20.000]  還有可能就是覺得
[00:04:20.000 --> 00:04:21.000]  都挺好玩的
[00:04:21.000 --> 00:04:23.000]  說一下說一下而已
[00:04:23.000 --> 00:04:26.000]  但是這樣也都是不好的
[00:04:26.000 --> 00:04:29.000]  為什麼有人會這樣說呢?
[00:04:29.000 --> 00:04:32.000]  其實《針研》有另外一個經文
[00:04:32.000 --> 00:04:34.000]  我讀給大家聽就行了
[00:04:34.000 --> 00:04:36.000]  一聽就知道了
[00:04:36.000 --> 00:04:38.000]  在十章第十九節
[00:04:38.000 --> 00:04:40.000]  十章十九節說什麼呢?
[00:04:40.000 --> 00:04:43.000]  多言多語難免有過
[00:04:43.000 --> 00:04:45.000]  記得這句話嗎?
[00:04:45.000 --> 00:04:50.000]  以前我們那些傳道會經常要背的
[00:04:50.000 --> 00:04:56.000]  禁止的嘴唇是有自慰
[00:04:56.000 --> 00:05:01.000]  多言多語即使說得多就錯多
[00:05:01.000 --> 00:05:04.000]  什麼時候我們會說得最多呢?
[00:05:04.000 --> 00:05:09.000]  沒有什麼意識想控制去說話呢?
[00:05:09.000 --> 00:05:13.000]  請問在老闆面前大家會不會這樣說話呢?
[00:05:13.000 --> 00:05:17.000]  我知道我的學生在我面前很小心說話
[00:05:17.000 --> 00:05:19.000]  一邊看我的面色一邊說話
[00:05:19.000 --> 00:05:22.000]  有時候會轉了眼就知道了
[00:05:22.000 --> 00:05:26.000]  在眾人面前大家會不會這樣呢?
