
[00:00:00.000 --> 00:00:05.000]  各位同學平安
[00:00:05.000 --> 00:00:11.000]  今天和大家一起在敬拜裡面思想關於聖誕節的信息
[00:00:11.000 --> 00:00:15.000]  聖誕節的信息就是剛才我們所讀的聖經
[00:00:15.000 --> 00:00:20.000]  不過今天我們的重心不是落在那段聖經
[00:00:20.000 --> 00:00:24.000]  《二次教書》大家知道是耶穌出生之前
[00:00:24.000 --> 00:00:28.000]  幾百年所寫的一個作品
[00:00:28.000 --> 00:00:32.000]  那裡已經有一個很清楚的寓言
[00:00:32.000 --> 00:00:35.000]  在剛才我們所讀的聖經
[00:00:35.000 --> 00:00:39.000]  我特意要求大家可以讀前面那裡
[00:00:39.000 --> 00:00:41.000]  那裡代表了一種盼望
[00:00:41.000 --> 00:00:44.000]  當然是對以色列人的盼望
[00:00:44.000 --> 00:00:47.000]  這種盼望就是在一個很大的困苦
[00:00:47.000 --> 00:00:49.000]  很多的鬥爭裡面
[00:00:49.000 --> 00:00:53.000]  終於因為神自己的拯救
[00:00:53.000 --> 00:00:54.000]  可以帶來平安
[00:00:54.000 --> 00:00:56.000]  可以帶來喜樂
[00:00:56.000 --> 00:01:01.000]  把戰爭化為和平
[00:01:01.000 --> 00:01:06.000]  這種盼望是以色列人嚮往的
[00:01:06.000 --> 00:01:08.000]  也是我們所嚮往的
[00:01:08.000 --> 00:01:11.000]  不過就在這個整個盼望當中
[00:01:11.000 --> 00:01:14.000]  九章六節大家應該很熟悉
[00:01:14.000 --> 00:01:18.000]  九章六節插入一個很重要的關鍵點
[00:01:18.000 --> 00:01:21.000]  其實以色列人到今天都沒有平安
[00:01:21.000 --> 00:01:24.000]  正如我今天很期待有平安
[00:01:24.000 --> 00:01:25.000]  但是並沒有
[00:01:25.000 --> 00:01:28.000]  因為我們有一個更重要的
[00:01:28.000 --> 00:01:30.000]  神說有一個更重要的核心
[00:01:30.000 --> 00:01:33.000]  就是祂自己要來到人間
[00:01:33.000 --> 00:01:36.000]  所以聖誕節其實大家都知道
[00:01:36.000 --> 00:01:40.000]  聖誕節是天地宇宙的主宰
[00:01:40.000 --> 00:01:42.000]  來臨人間
[00:01:42.000 --> 00:01:45.000]  這是一件轟天動地的事
[00:01:45.000 --> 00:01:48.000]  幾百年前已經是預言
[00:01:48.000 --> 00:01:50.000]  已經說會有
[00:01:50.000 --> 00:01:54.000]  竟然在耶穌身上應驗了
[00:01:54.000 --> 00:01:58.000]  在第六節曾經描述過
[00:01:58.000 --> 00:02:04.000]  這個要來臨的耶穌有四個表現的特色
[00:02:04.000 --> 00:02:06.000]  就是奇妙的測試
[00:02:06.000 --> 00:02:08.000]  全能的神
[00:02:08.000 --> 00:02:11.000]  永恆的父和和平的君
[00:02:11.000 --> 00:02:13.000]  這四個特色
[00:02:13.000 --> 00:02:16.000]  如果大家是基督徒有一定的時間
[00:02:16.000 --> 00:02:18.000]  都會記得這四句
[00:02:18.000 --> 00:02:21.000]  因為聖誕節我們多數都說這四樣東西
[00:02:21.000 --> 00:02:23.000]  但是我自己就試試做一點功課
[00:02:23.000 --> 00:02:25.000]  如何表達到
[00:02:25.000 --> 00:02:28.000]  聖經裡面很詳細記載了耶穌
[00:02:28.000 --> 00:02:32.000]  究竟如何表達到祂就是這四樣的特色
[00:02:32.000 --> 00:02:35.000]  但是今天我們的時間很有限
[00:02:35.000 --> 00:02:37.000]  所以只選第一個
[00:02:37.000 --> 00:02:40.000]  奇妙的測試來和大家看
[00:02:40.000 --> 00:02:42.000]  我就問這個問題
[00:02:42.000 --> 00:02:43.000]  究竟在耶穌身上
[00:02:43.000 --> 00:02:46.000]  耶穌如何作為一個奇妙的測試呢
[00:02:46.000 --> 00:02:48.000]  今天我就用四個
[00:02:48.000 --> 00:02:50.000]  我自己覺得很有代表性的
[00:02:50.000 --> 00:02:52.000]  所發生的事件
[00:02:52.000 --> 00:02:54.000]  耶穌如何用祂的說話
[00:02:54.000 --> 00:02:56.000]  想做的事
[00:02:56.000 --> 00:02:59.000]  來告訴我們祂是奇妙的測試
[00:02:59.000 --> 00:03:03.000]  當然這幾個事件
[00:03:03.000 --> 00:03:06.000]  就是耶穌在當時面對周圍的人
[00:03:06.000 --> 00:03:10.000]  帶給他們一種生命裡面的改變
[00:03:10.000 --> 00:03:14.000]  但是耶穌今天同樣給你有生命的改變
[00:03:14.000 --> 00:03:16.000]  可能在某一天之後
