
[00:00:00.000 --> 00:00:07.800]  多謝節目讓我們在聆聽主義的說話中同心低頭禱告
[00:00:07.800 --> 00:00:12.320]  父神多謝你讓我們再次回到你的說話的根前
[00:00:12.320 --> 00:00:15.320]  一同仰望在你的德裏
[00:00:15.320 --> 00:00:18.080]  靠你的靈願我們同在
[00:00:18.080 --> 00:00:23.720]  帶領我們能夠在今天的啟示當中
[00:00:23.720 --> 00:00:26.240]  讓我們能夠更準確拿捏
[00:00:26.240 --> 00:00:30.320]  上帝你怎樣去牧養我們
[00:00:30.320 --> 00:00:36.080]  讓我們怎樣去辨明真正在上帝裏面的教導
[00:00:36.080 --> 00:00:41.280]  以及我們應當帶著一份什麼樣的心智在你的當中去侍奉
[00:00:41.280 --> 00:00:43.320]  求你的帶領幫助
[00:00:43.320 --> 00:00:47.320]  讓我們能夠一同在食靈聖祭裏得以成長
[00:00:47.320 --> 00:00:51.920]  好使我們能夠更加更尊敬上上帝
[00:00:51.920 --> 00:00:53.760]  多謝你給我們這段時間
[00:00:53.760 --> 00:00:56.000]  無論善上善下的每一個
[00:00:56.000 --> 00:00:59.440]  都讓我們的身心靈在聖靈引導之下
[00:00:59.440 --> 00:01:03.600]  能夠去看到怎樣走這條屬靈的人生路
[00:01:03.600 --> 00:01:05.680]  禱告奉教主耶穌去到
[00:01:05.680 --> 00:01:06.880]  得成名自求
[00:01:06.880 --> 00:01:08.400]  阿門
[00:01:08.400 --> 00:01:10.760]  在我牧養這麼多年的裏面
[00:01:10.760 --> 00:01:15.480]  有不少不是以馬來話人浸信會的會友
[00:01:15.480 --> 00:01:18.880]  都曾經和我聯絡過
[00:01:18.880 --> 00:01:27.240]  我想這個可能是上帝給我在侍奉當中的其中一個主要的環節
[00:01:27.240 --> 00:01:29.560]  因為很多這些弟兄姊妹
[00:01:29.560 --> 00:01:34.360]  雖然他們不是以馬來的會眾
[00:01:34.360 --> 00:01:36.960]  但是透過網絡的事供
[00:01:36.960 --> 00:01:38.960]  他們能夠和我聯絡得到
[00:01:38.960 --> 00:01:40.240]  或者認識得到
[00:01:40.240 --> 00:01:42.080]  然後主動來聯絡
[00:01:42.080 --> 00:01:44.520]  他們無獨有偶都分享到一件事
[00:01:44.520 --> 00:01:52.000]  就是說他們在靈性上面曾經經歷過不同程度上的傷害
[00:01:52.000 --> 00:01:56.600]  他們對我很多時候的發問都問到一個問題
[00:01:56.600 --> 00:02:02.840]  我怎樣才找到一個真正能夠是上帝所委任的牧者
[00:02:02.840 --> 00:02:07.320]  來牧養或者帶領我們一同侍奉呢?
[00:02:07.320 --> 00:02:13.760]  我這條問題可以說是有點奇怪
[00:02:13.760 --> 00:02:19.520]  因為上帝給我們不是因為我們要跟某一個人來侍奉
[00:02:19.520 --> 00:02:25.520]  但事實上他們所留意到的是一個真真實實的情況
[00:02:25.520 --> 00:02:29.960]  很多時候在教會當中我們見到的牧者
[00:02:29.960 --> 00:02:32.560]  大大小小不同的堂會的牧者
[00:02:32.560 --> 00:02:35.440]  有出名的 有不出名的
[00:02:35.440 --> 00:02:37.840]  有些搞到自己很出名的
[00:02:37.840 --> 00:02:39.720]  有些不出名的
[00:02:39.720 --> 00:02:43.200]  都利用很多各樣的方法去吸引人
[00:02:43.200 --> 00:02:47.320]  究竟怎樣才辨認到一個傳道人
[00:02:47.320 --> 00:02:50.720]  甚至簡單到一個基督徒
[00:02:50.720 --> 00:02:53.520]  是不是真的有上帝的呼召
[00:02:53.520 --> 00:02:56.640]  或者有上帝的委任呢?
[00:02:56.640 --> 00:03:02.560]  這個題目我相信不單止很多這些弟兄姊妹有的問題
[00:03:02.560 --> 00:03:05.120]  或者可能甚至是你的問題
[00:03:05.120 --> 00:03:08.800]  連我自己在侍奉的過程當中
[00:03:08.800 --> 00:03:16.640]  都不斷去問我自己 上帝你的呼召我能不能夠準確去拿捏
[00:03:16.640 --> 00:03:23.080]  因此去辨別一個真正的傳道人
[00:03:23.080 --> 00:03:25.600]  或者一個真正的信徒
[00:03:25.600 --> 00:03:34.560]  的而且確是需要一些原則性的教導來讓他們明白
[00:03:34.560 --> 00:03:38.200]  辨認清楚 好使他們所聽的道理
[00:03:38.200 --> 00:03:40.440]  能夠知道怎樣去接受
[00:03:40.440 --> 00:03:43.640]  讓我在這裡加插一點點
[00:03:43.640 --> 00:03:52.120]  學習真理是不一定由一個很好的傳道人身上才學得到的
[00:03:52.120 --> 00:03:56.800]  你說牧師這句話何以見得呢?
[00:03:56.800 --> 00:04:04.280]  在聖經裡 甚至我們知道撒旦也講聖經的
[00:04:04.280 --> 00:04:11.440]  一個成熟的基督徒 或者有上帝呼召的基督徒
[00:04:11.440 --> 00:04:18.120]  其實他們是能夠辨別到錯誤的教導的
[00:04:18.120 --> 00:04:25.560]  即是說是撒旦傳異道 異樣的道 不是上帝的道
[00:04:25.560 --> 00:04:29.200]  但是用聖經的說話來包裝也好
[00:04:29.200 --> 00:04:32.440]  信徒是聞到那股味道的
[00:04:32.440 --> 00:04:35.240]  我記得在神學院的時候
[00:04:35.240 --> 00:04:39.520]  特別我去學到所謂的經文批判學
[00:04:39.520 --> 00:04:46.000]  一個被譽為很新派的神學 釋經技巧的一個環節
[00:04:46.000 --> 00:04:48.720]  我問到我的教授
[00:04:48.720 --> 00:04:51.800]  教授啊 他八十多歲了
[00:04:51.800 --> 00:04:54.480]  我說你用了八十多年
[00:04:54.480 --> 00:05:02.560]  因為他從出生沒多久 父母就把他放在修道院裡
[00:05:02.560 --> 00:05:05.080]  去學做一個傳道人
[00:05:05.080 --> 00:05:08.200]  他在修道院裡長大
[00:05:08.200 --> 00:05:12.840]  我問他 你這八十多年裡
[00:05:12.840 --> 00:05:20.000]  你如何學會辨別你做的釋經是合上帝的心意
[00:05:20.000 --> 00:05:22.600]  他沒有說過答案給我聽
[00:05:22.600 --> 00:05:26.360]  他只是拿起手指著鼻子
[00:05:26.360 --> 00:05:29.400]  然後他吸了一口氣
[00:05:29.400 --> 00:05:33.000]  他說我一聞就聞到了
[00:05:33.000 --> 00:05:35.280]  其實當他這樣說的時候
[00:05:35.280 --> 00:05:41.600]  就讓我想起我有一個同學的珠寶鑒證專家
[00:05:41.600 --> 00:05:47.280]  或者可能對珠寶、金器有研究的人都會知道
[00:05:47.280 --> 00:05:53.200]  其實你怎樣才能辨別到真正的珠寶、真正的金銀呢?
[00:05:53.200 --> 00:05:57.040]  其實當你長期對著一些真實的東西的時候
[00:05:57.040 --> 00:06:02.880]  你一摸下去 一看下去就知道哪些是真哪些是假
[00:06:02.880 --> 00:06:06.880]  所以今天在這段聖經裡
[00:06:06.880 --> 00:06:11.960]  保羅特爾在透過哥羅西書裡
[00:06:11.960 --> 00:06:16.960]  首先不僅將自己介紹給他知道
[00:06:16.960 --> 00:06:22.480]  並且同時間告訴哥羅西的教會知道
[00:06:22.480 --> 00:06:28.960]  你應該怎樣去辨別真正有神所委任的牧者
[00:06:28.960 --> 00:06:33.240]  而從這個委任開始的辨明
[00:06:33.240 --> 00:06:40.440]  你就可以知道應該怎樣去接收他們所說的話
[00:06:40.440 --> 00:06:43.680]  或許他未必真是神的僕人
[00:06:43.680 --> 00:06:47.680]  你辨別得到他是一個假的傳道人
[00:06:47.680 --> 00:06:53.640]  但你也能夠從他辨別他所說的假道理的過程當中
[00:06:53.640 --> 00:06:59.480]  能夠更準確知道上帝真正的啟示是什麼
[00:06:59.480 --> 00:07:03.560]  為什麼我覺得這段聖經是很值得我們去思想
[00:07:03.560 --> 00:07:06.840]  因為尤其是在這近二十多年
[00:07:06.840 --> 00:07:10.440]  我不敢說其他世界國家的地方
[00:07:10.440 --> 00:07:13.440]  我只說在多倫多
[00:07:13.440 --> 00:07:20.120]  我認識在多倫多現在有很多很多很多
[00:07:20.120 --> 00:07:25.320]  聲稱自己是自由傳道宣教的牧者
[00:07:25.320 --> 00:07:28.960]  流傳在宗教會當中
[00:07:28.960 --> 00:07:32.000]  你不要問我他究竟因為什麼原因
[00:07:32.000 --> 00:07:35.280]  隱藏在不同的教會裡面
[00:07:35.280 --> 00:07:41.160]  但是當他們存留在你和我身邊的時候
[00:07:41.160 --> 00:07:44.760]  我們應該要學會一件事
[00:07:44.760 --> 00:07:50.680]  能夠辨別到究竟他是傳真正的道理
[00:07:50.680 --> 00:07:56.160]  還是只不過是混在其中想吃教飯的呢?
[00:07:56.160 --> 00:08:01.320]  更可怕的可能甚至今天很流行的說法
[00:08:01.320 --> 00:08:03.640]  是不是一種滲透呢?
[00:08:03.640 --> 00:08:08.360]  這些等等的事情讓我們去好好辨別
[00:08:08.360 --> 00:08:13.000]  從而準確去領受神的教導
[00:08:13.000 --> 00:08:16.600]  首先讓我們去明白
[00:08:16.600 --> 00:08:21.480]  保羅給了一個很重要的因素
[00:08:21.480 --> 00:08:24.600]  去辨別一個真偽的牧者
[00:08:24.600 --> 00:08:26.440]  就是一個人
[00:08:26.440 --> 00:08:29.680]  縱使他稱為自己是一個傳道人
[00:08:29.680 --> 00:08:33.880]  他究竟有一種什麼樣的心腸
[00:08:33.880 --> 00:08:36.880]  在他的侍奉當中呢?
[00:08:36.880 --> 00:08:39.960]  所以今天和大家一起講道的題目
[00:08:39.960 --> 00:08:44.880]  也叫做明白真正神委任的牧者的心腸
[00:08:44.880 --> 00:08:47.600]  透過認識他的動機
[00:08:47.600 --> 00:08:52.560]  來辨別他的真偽
[00:08:52.560 --> 00:08:56.240]  好!讓我們回到哥羅西書第一章第三節第八節
[00:08:56.240 --> 00:08:58.240]  我們一起再讀一次好嗎?
[00:08:58.240 --> 00:09:01.760]  好!找到之後我們一起去讀了
[00:09:01.760 --> 00:09:03.760]  好!我們一起讀
[00:09:03.760 --> 00:09:09.040]  我們感謝神,我們主耶穌基督的父
[00:09:09.040 --> 00:09:11.040]  常常為你禱告
[00:09:11.040 --> 00:09:15.200]  因聽見你們在基督耶穌裡的信心
[00:09:15.200 --> 00:09:17.920]  並向眾聖徒的愛心
[00:09:17.920 --> 00:09:22.080]  是為那給你們存在天上的盼望
[00:09:22.080 --> 00:09:28.480]  這盼望就是你們從前在福音真理的道上所聽見的
[00:09:28.480 --> 00:09:31.440]  這福音傳到你們那裡
[00:09:31.440 --> 00:09:33.440]  也傳到普天下
[00:09:33.440 --> 00:09:39.040]  並且結果、成長如同在你們中間
[00:09:39.040 --> 00:09:41.600]  自從你們聽見福音
[00:09:41.600 --> 00:09:45.200]  真知道神恩惠的日子一樣
[00:09:45.200 --> 00:09:48.320]  正如你們從我們所親愛
[00:09:48.320 --> 00:09:52.240]  一同做僕人的以弗所學的
[00:09:52.240 --> 00:09:56.560]  他為我們作了基督忠心的執事
[00:09:56.560 --> 00:10:00.160]  也把你們因聖靈所傳的愛心
[00:10:00.160 --> 00:10:02.160]  告訴了我們
[00:10:02.160 --> 00:10:05.920]  今天我會分兩個部分和大家一起去讀
[00:10:05.920 --> 00:10:10.400]  不過先看看上文第一節到第二節
[00:10:10.400 --> 00:10:14.160]  有不少的弟兄姊妹說
[00:10:14.160 --> 00:10:19.200]  那些都是書信的慣常開頭
[00:10:19.200 --> 00:10:21.200]  牧師又說成過中
[00:10:21.200 --> 00:10:23.200]  其實想說什麼呢?
[00:10:23.200 --> 00:10:25.840]  其實我想再重複說多一次
[00:10:25.840 --> 00:10:29.600]  哥羅西宣雖然是很短一卷的書信
[00:10:29.600 --> 00:10:34.320]  但他卻是有一位已經年事已高
[00:10:34.320 --> 00:10:36.320]  但仍然關心著
[00:10:36.320 --> 00:10:38.880]  和他沒有直接關係的
[00:10:38.880 --> 00:10:41.520]  哥羅西教會的保羅
[00:10:41.520 --> 00:10:46.240]  來為他們提供最悉切的牧養
[00:10:46.240 --> 00:10:51.440]  因此保羅在整個開端裡
[00:10:51.440 --> 00:10:53.440]  我們會留意到
[00:10:53.440 --> 00:10:57.040]  與其他保羅書信自然不同的地方
[00:10:57.040 --> 00:11:01.200]  就是保羅沒有任何的陳述
[00:11:01.200 --> 00:11:05.920]  希望有什麼謀求在教會裡
[00:11:05.920 --> 00:11:08.800]  反而他的目的是要幫助
[00:11:08.800 --> 00:11:12.080]  哥羅西教會的信徒在日後的發展裡
[00:11:12.080 --> 00:11:14.480]  能夠修正他們的道路
[00:11:14.480 --> 00:11:18.480]  使他們在屬靈的道路上知道如何走
[00:11:18.480 --> 00:11:23.520]  專心仰望的是上帝而不是人
[00:11:23.520 --> 00:11:26.800]  所以保羅這份心思
[00:11:26.800 --> 00:11:32.080]  讓我們看見好像昔日但以理一樣的心態
[00:11:32.080 --> 00:11:35.760]  對於猶大國的子民的未來
[00:11:35.760 --> 00:11:38.320]  即使自己沒有事情做得到
[00:11:38.320 --> 00:11:41.280]  但他仍然在末後的地方
[00:11:41.280 --> 00:11:46.160]  能夠將他作出最大的關懷
[00:11:46.160 --> 00:11:50.720]  使將來猶大國的子民知道如何走
[00:11:50.720 --> 00:11:52.960]  而第一章的第一節
[00:11:52.960 --> 00:11:57.760]  我們看到保羅稱自己是神旨以下委任的仕途
[00:11:57.760 --> 00:12:06.400]  因此哥羅西教會如何才能真正辨別到神委任的仕途呢?
[00:12:06.400 --> 00:12:09.920]  不是因為那個人說得多漂亮
[00:12:09.920 --> 00:12:12.640]  或者他口才多好
[00:12:12.640 --> 00:12:19.600]  就去斷定這個一定是有恩賜的神委任的目者來到我們當中
[00:12:19.600 --> 00:12:22.160]  保羅沒有用這些說話
[00:12:22.160 --> 00:12:25.760]  反而我們在第一章第一節和第二節裏
[00:12:25.760 --> 00:12:33.200]  可以充分看到保羅是毫無任何自己的動機
