
[00:00:00.000 --> 00:00:02.000]  (字幕: 王子)
[00:00:02.000 --> 00:00:05.000]  很感謝貴教會的邀請
[00:00:05.000 --> 00:00:09.000]  讓我有一個很美好的週末
[00:00:09.000 --> 00:00:14.000]  我待會聚會完就開車上北加州
[00:00:14.000 --> 00:00:17.000]  應該是一晚就回到家裡
[00:00:17.000 --> 00:00:21.000]  但是我真的很喜歡這個週末
[00:00:21.000 --> 00:00:25.000]  因為你們教會給我充足的時間
[00:00:25.000 --> 00:00:27.000]  來講我要講的東西
[00:00:27.000 --> 00:00:29.000]  昨天有三個小時的時間
[00:00:29.000 --> 00:00:32.000]  我們都很快就去度過
[00:00:32.000 --> 00:00:34.000]  而且當講道的時候
[00:00:34.000 --> 00:00:37.000]  其實站在上面的看下去
[00:00:37.000 --> 00:00:40.000]  是知道會眾留不留心的
[00:00:40.000 --> 00:00:42.000]  如果打瞌睡的話
[00:00:42.000 --> 00:00:43.000]  是上面看到的
[00:00:43.000 --> 00:00:45.000]  你怎樣壓低
[00:00:45.000 --> 00:00:46.000]  壓一壓
[00:00:46.000 --> 00:00:49.000]  遮掩是看得到的
[00:00:49.000 --> 00:00:51.000]  我發覺弟兄姊妹
[00:00:51.000 --> 00:00:54.000]  起碼在課堂裡的弟兄姊妹我看到
[00:00:54.000 --> 00:00:56.000]  在網上的弟兄姊妹我看不到
[00:00:56.000 --> 00:00:59.000]  但是在課堂上的弟兄姊妹
[00:00:59.000 --> 00:01:01.000]  是真的很留心聽的
[00:01:01.000 --> 00:01:04.000]  雖然每一堂道比平時長
[00:01:04.000 --> 00:01:07.000]  我都沒有想到原來講了一個多小時
[00:01:07.000 --> 00:01:10.000]  但是你們給我的時間是兩個小時
[00:01:10.000 --> 00:01:12.000]  不過就不用講完
[00:01:12.000 --> 00:01:14.000]  大家都很留心聽
[00:01:14.000 --> 00:01:15.000]  感謝主
[00:01:15.000 --> 00:01:19.000]  我們這兩天就在思想
[00:01:19.000 --> 00:01:22.000]  有關神與人同在
[00:01:22.000 --> 00:01:25.000]  我們是由會幕開始講起
[00:01:25.000 --> 00:01:27.000]  然後到聖殿
[00:01:27.000 --> 00:01:29.000]  然後到今天的教會
[00:01:29.000 --> 00:01:31.000]  那個原因就是因為
[00:01:31.000 --> 00:01:34.000]  神說祂要與人同在
[00:01:34.000 --> 00:01:36.000]  所以我們第一段經文
[00:01:36.000 --> 00:01:38.000]  星期五晚看的時候
[00:01:38.000 --> 00:01:42.000]  我們看到神說我要與人同在
[00:01:42.000 --> 00:01:47.000]  所以他吩咐摩西去見會幕
[00:01:47.000 --> 00:01:50.000]  會幕又要在人的中間
[00:01:50.000 --> 00:01:53.000]  所以是神要與人同在
[00:01:53.000 --> 00:01:55.000]  這是第一個我們要記得的
[00:01:55.000 --> 00:01:58.000]  第二個我們要記得的就是
[00:01:58.000 --> 00:02:00.000]  人要與神同在
[00:02:00.000 --> 00:02:02.000]  神要與人同在
[00:02:02.000 --> 00:02:05.000]  那個阻隔是什麼呢?
[00:02:05.000 --> 00:02:08.000]  那個阻隔是人的罪
[00:02:08.000 --> 00:02:13.000]  罪使我們沒辦法與聖潔的神一起
[00:02:13.000 --> 00:02:17.000]  但是神為我們解決了這個問題
[00:02:17.000 --> 00:02:20.000]  所以會幕的外面
[00:02:20.000 --> 00:02:22.000]  是要有這個祭壇
[00:02:22.000 --> 00:02:24.000]  祭壇是要獻祭的
