
[00:00:00.000 --> 00:00:02.000]  早安
[00:00:02.000 --> 00:00:07.600]  好的開始是成功的一半
[00:00:07.600 --> 00:00:11.960]  所以我們今天早上有很好的開始
[00:00:11.960 --> 00:00:18.480]  剩下的下一半 我們有很充裕的時間
[00:00:18.480 --> 00:00:23.960]  所以今天應該是成功的人
[00:00:23.960 --> 00:00:27.680]  我們同心低頭祈求
[00:00:27.680 --> 00:00:34.480]  感謝天父祢照聚我們今天到祢的面前
[00:00:34.480 --> 00:00:37.200]  安靜等候
[00:00:37.200 --> 00:00:40.440]  懇求聖靈在我們中間
[00:00:40.440 --> 00:00:46.680]  用祢的話 用祢的真理來保守我們
[00:00:46.680 --> 00:00:50.920]  我們恭敬將我們的心思意念
[00:00:50.920 --> 00:00:55.360]  將我們今天半天的時間
[00:00:55.360 --> 00:00:58.680]  我們交託在祢的恩授當中
[00:00:58.680 --> 00:01:04.680]  求祢使用 求祢看顧 求祢保守
[00:01:04.680 --> 00:01:09.720]  奉耶穌基督的名祈禱 參禮
[00:01:09.720 --> 00:01:17.960]  我們在上帝的聖禮和聖道當中
[00:01:17.960 --> 00:01:25.480]  來進行我們今天半天的叫做退休會
[00:01:25.480 --> 00:01:29.680]  還是一個領袖的聚會
[00:01:29.680 --> 00:01:34.680]  我想跟大家講的 其實都印了出來
[00:01:34.680 --> 00:01:40.360]  在你手上有這個大綱
[00:01:40.360 --> 00:01:43.880]  所以一會主教做任何的sign
[00:01:43.880 --> 00:01:45.880]  我都看不到的
[00:01:45.880 --> 00:01:52.480]  新約聖經二十七卷
[00:01:52.480 --> 00:01:58.520]  我們知道使徒保羅差不多寫了一半
[00:01:58.520 --> 00:02:01.160]  十三封的書信
[00:02:01.160 --> 00:02:04.840]  在保羅十三封的書信當中
[00:02:04.840 --> 00:02:10.800]  我們知道有四封是他坐牢的時候寫的
[00:02:10.800 --> 00:02:15.400]  所以叫做Captivity Epistles
[00:02:15.400 --> 00:02:18.120]  監獄書信
[00:02:18.120 --> 00:02:21.640]  這四封監獄書信是
[00:02:21.640 --> 00:02:26.880]  以弗所、菲律賓、俄羅斯
[00:02:26.880 --> 00:02:28.600]  第四封是什麼?
[00:02:28.600 --> 00:02:31.280]  我沒有寫出來 留給考你的
[00:02:31.280 --> 00:02:32.880]  肥里門
[00:02:32.880 --> 00:02:37.800]  肥里門書是保羅寫給一個教會的領袖
[00:02:37.800 --> 00:02:42.480]  嚴格來說不是寫給肥里門的教會
[00:02:42.480 --> 00:02:47.680]  所以前面三封是寫給教會
[00:02:47.680 --> 00:02:52.120]  第四封是寫給一個童工
[00:02:52.120 --> 00:02:55.280]  不過哥羅西書在監獄書信
[00:02:55.280 --> 00:02:58.280]  在保羅的書信當中
[00:02:58.280 --> 00:03:01.400]  它最特別的地方
[00:03:01.400 --> 00:03:07.400]  就是保羅從來沒有去過這個城市的
[00:03:07.400 --> 00:03:15.320]  保羅是不認識這個教會任何的教友或者領袖
[00:03:15.320 --> 00:03:19.120]  剛才讀哥羅西書第一章的時候
[00:03:19.120 --> 00:03:22.160]  我不知道你有沒有留意到這個事實
[00:03:22.160 --> 00:03:25.000]  保羅在已弗所兩年
[00:03:25.000 --> 00:03:27.840]  史道行傳告訴我們
[00:03:27.840 --> 00:03:33.880]  他做了一個叫做推拉路學房
[00:03:33.880 --> 00:03:36.760]  今天說的叫做Community Hall
[00:03:36.760 --> 00:03:41.440]  每天在那裡全港福音
[00:03:41.440 --> 00:03:45.680]  但是路加醫生就加了一句
[00:03:45.680 --> 00:03:53.320]  他說這樣整個亞細亞省都聽民主的道
[00:03:53.320 --> 00:03:59.200]  換句話說 如果今天主教在溫哥華
[00:03:59.200 --> 00:04:01.680]  BC Place 還是哪裡?
[00:04:01.680 --> 00:04:04.880]  兩年每天開報道會
[00:04:04.880 --> 00:04:10.480]  整個British Columbia都聽民主的道
[00:04:10.480 --> 00:04:13.520]  我們每個人都要下來購物
[00:04:13.520 --> 00:04:16.760]  以前我們在唐人街的教會
[00:04:16.760 --> 00:04:18.800]  說的是1986年
[00:04:18.800 --> 00:04:21.000]  是真的 逢星期六
[00:04:21.000 --> 00:04:23.000]  很多弟兄姊妹都回教會的
[00:04:23.000 --> 00:04:27.400]  為什麼? 泊車 然後在唐人街買菜
[00:04:27.400 --> 00:04:31.800]  不是的 其實保羅一個人兩年在已弗所
