
[00:00:00.000 --> 00:00:04.120]  各位大兄姊妹 早晨
[00:00:04.120 --> 00:00:06.520]  今天天氣特別冷
[00:00:06.520 --> 00:00:10.520]  我住在上水 所以來這裏很方便
[00:00:10.520 --> 00:00:12.520]  不過很多年沒有來了
[00:00:12.520 --> 00:00:17.880]  我想在我們的信仰裏面
[00:00:17.880 --> 00:00:20.520]  我們每逢一年開始的時候
[00:00:20.520 --> 00:00:23.000]  總會有些特別的立志
[00:00:23.000 --> 00:00:25.720]  我今年要讀聖經讀一次
[00:00:25.720 --> 00:00:31.520]  誰知讀完創世紀 創世紀還沒讀完就不能出埃及
[00:00:31.520 --> 00:00:33.520]  我想很多人都有這樣的經驗
[00:00:33.520 --> 00:00:35.520]  今年我們帶一個人信主
[00:00:35.520 --> 00:00:37.520]  到年尾結帳的時候
[00:00:37.520 --> 00:00:39.520]  發覺自己都不是經常回來聚會
[00:00:39.520 --> 00:00:42.520]  不用說我們帶一個人信主
[00:00:42.520 --> 00:00:44.520]  很多時候我們有些落差
[00:00:44.520 --> 00:00:48.520]  所以在這次領這個聚會的時候
[00:00:48.520 --> 00:00:51.520]  我想到底要和大兄姊妹分享些什麼呢
[00:00:51.520 --> 00:01:04.520]  我們很少會將我們的信仰來做一個反思
[00:01:04.520 --> 00:01:06.520]  到底我信些什麼
[00:01:06.520 --> 00:01:08.520]  到底我為什麼要信
[00:01:08.520 --> 00:01:12.520]  我信了之後
[00:01:12.520 --> 00:01:14.520]  如果在信仰
[00:01:14.520 --> 00:01:16.520]  剛才我們唱了一首詩歌
[00:01:16.520 --> 00:01:18.520]  不似預期
[00:01:18.520 --> 00:01:23.520]  可能稍後岑美安牧師會來講
[00:01:23.520 --> 00:01:25.520]  信仰的四個現場
[00:01:25.520 --> 00:01:27.520]  現場裏面就會說
[00:01:27.520 --> 00:01:29.520]  你遇到困難 遇到困境
[00:01:29.520 --> 00:01:31.520]  遇到不知所做
[00:01:31.520 --> 00:01:33.520]  AI遇到你 你要學習AI
[00:01:33.520 --> 00:01:35.520]  但是AI對你的靈明
[00:01:35.520 --> 00:01:37.520]  對警惡的教會的生態
[00:01:37.520 --> 00:01:39.520]  港獨的生態
[00:01:39.520 --> 00:01:41.520]  你可以將一節聖經放進去
[00:01:41.520 --> 00:01:43.520]  叫他和你講一遍都可以
[00:01:43.520 --> 00:01:45.520]  然後你叫他做powerpoint都可以
[00:01:45.520 --> 00:01:47.520]  什麼都可以
[00:01:47.520 --> 00:01:49.520]  如果遇到這樣的情況
[00:01:49.520 --> 00:01:51.520]  我的信仰
[00:01:51.520 --> 00:01:53.520]  怎樣面對這樣的困境呢
[00:01:53.520 --> 00:01:55.520]  你說AI我很少理會
[00:01:55.520 --> 00:01:57.520]  我都不玩電腦
[00:01:57.520 --> 00:01:59.520]  但是當你自己身邊所愛的人
[00:01:59.520 --> 00:02:01.520]  遇到疾病
[00:02:01.520 --> 00:02:03.520]  一驗驗到就移作癌
[00:02:03.520 --> 00:02:05.520]  沒得救
[00:02:05.520 --> 00:02:07.520]  你會怎樣呢
[00:02:07.520 --> 00:02:09.520]  你的信仰能不能支撐住你呢
[00:02:09.520 --> 00:02:11.520]  你會不會再大聲地說
[00:02:11.520 --> 00:02:13.520]  夜話是我的牧者
[00:02:13.520 --> 00:02:15.520]  我必不知缺乏呢
[00:02:15.520 --> 00:02:17.520]  那些才是我們的信仰
[00:02:17.520 --> 00:02:19.520]  要反思的地方
[00:02:19.520 --> 00:02:21.520]  到底我為什麼要信呢
[00:02:21.520 --> 00:02:23.520]  我們信有什麼理由呢
[00:02:23.520 --> 00:02:25.520]  我們信有什麼理由呢
[00:02:25.520 --> 00:02:27.520]  所以今天
[00:02:27.520 --> 00:02:29.520]  讓我們從這樣的角度
[00:02:29.520 --> 00:02:31.520]  來思考
[00:02:31.520 --> 00:02:33.520]  哥倫多神主第一章
[00:02:33.520 --> 00:02:35.520]  第一章
[00:02:35.520 --> 00:02:37.520]  十到二十八節
[00:02:37.520 --> 00:02:39.520]  十八到二十五節
[00:02:39.520 --> 00:02:41.520]  信息只有一樣
[00:02:41.520 --> 00:02:43.520]  信息只有一樣
[00:02:43.520 --> 00:02:45.520]  如果你聽慣
[00:02:45.520 --> 00:02:47.520]  三點講到
[00:02:47.520 --> 00:02:49.520]  第一點第二點第三點
[00:02:49.520 --> 00:02:51.520]  今天講到你很容易知道
[00:02:51.520 --> 00:02:53.520]  只有一點
[00:02:53.520 --> 00:02:55.520]  因為整篇的信息
[00:02:55.520 --> 00:02:57.520]  整段的經文都在講
[00:02:57.520 --> 00:02:59.520]  我們所信的道理
[00:02:59.520 --> 00:03:01.520]  是很蠢的道理
[00:03:01.520 --> 00:03:03.520]  是很蠢的道理
[00:03:03.520 --> 00:03:05.520]  我們信
[00:03:05.520 --> 00:03:07.520]  這些這麼蠢的道理的人
[00:03:07.520 --> 00:03:09.520]  在世人眼中
[00:03:09.520 --> 00:03:11.520]  看來是蠢人
[00:03:11.520 --> 00:03:13.520]  看來是蠢人
[00:03:13.520 --> 00:03:15.520]  但是上帝就說
[00:03:15.520 --> 00:03:17.520]  在我的眼中
[00:03:17.520 --> 00:03:19.520]  和世人的眼中
[00:03:19.520 --> 00:03:21.520]  看你是不一樣的
[00:03:21.520 --> 00:03:23.520]  因為上帝說
[00:03:23.520 --> 00:03:25.520]  原來
[00:03:25.520 --> 00:03:27.520]  人覺得你蠢
[00:03:27.520 --> 00:03:29.520]  但那個就正正是上帝的智慧
[00:03:29.520 --> 00:03:31.520]  但那個就正正是上帝的智慧
[00:03:31.520 --> 00:03:33.520]  總結那句話
[00:03:33.520 --> 00:03:35.520]  總結那句話
[00:03:35.520 --> 00:03:37.520]  上帝的智慧
[00:03:37.520 --> 00:03:39.520]  高過人的智慧
[00:03:39.520 --> 00:03:41.520]  人以為上帝蠢
[00:03:41.520 --> 00:03:43.520]  人以為上帝蠢
[00:03:43.520 --> 00:03:45.520]  但上帝就用你覺得蠢的道理
[00:03:45.520 --> 00:03:47.520]  但上帝就用你覺得蠢的道理
[00:03:47.520 --> 00:03:49.520]  來拯救世界上自認為最聰明的人
[00:03:49.520 --> 00:03:51.520]  來拯救世界上自認為最聰明的人
[00:03:51.520 --> 00:03:53.520]  所以今天的信息
[00:03:53.520 --> 00:03:55.520]  總是集中在一點
[00:03:55.520 --> 00:03:57.520]  我們能不能夠在
[00:03:57.520 --> 00:03:59.520]  我們的信仰裡面
[00:03:59.520 --> 00:04:01.520]  擁抱這個人人都體會
[00:04:01.520 --> 00:04:03.520]  語絕的道理
[00:04:03.520 --> 00:04:05.520]  而能夠在
[00:04:05.520 --> 00:04:07.520]  我們的信仰
[00:04:07.520 --> 00:04:09.520]  預期的環境之下
[00:04:09.520 --> 00:04:11.520]  仍然能夠
[00:04:11.520 --> 00:04:13.520]  堅持那個信仰
[00:04:13.520 --> 00:04:15.520]  或者換句文學的說話
[00:04:15.520 --> 00:04:17.520]  當我們遇到生命
[00:04:17.520 --> 00:04:19.520]  裡面的困境的時候
[00:04:19.520 --> 00:04:21.520]  我們的信仰能不能夠
[00:04:21.520 --> 00:04:23.520]  承托著我們一生的苦難
[00:04:23.520 --> 00:04:25.520]  有很多人
[00:04:25.520 --> 00:04:27.520]  就好像我們福音書裡面所說的
[00:04:27.520 --> 00:04:29.520]  那些種子落在
[00:04:29.520 --> 00:04:31.520]  不同的土地裡面
[00:04:31.520 --> 00:04:33.520]  有些不能夠生根的
[00:04:33.520 --> 00:04:35.520]  有些不能夠生根的
[00:04:35.520 --> 00:04:37.520]  有些有少少的跡象
[00:04:37.520 --> 00:04:39.520]  可以生存下去的
[00:04:39.520 --> 00:04:41.520]  但一遇到困難
[00:04:41.520 --> 00:04:43.520]  他就放棄的
[00:04:43.520 --> 00:04:47.520]  曾經有一位
[00:04:47.520 --> 00:04:51.520]  神學家
[00:04:51.520 --> 00:04:53.520]  我講道的時候
[00:04:53.520 --> 00:04:55.520]  喜歡和你拉近一點距離
[00:04:55.520 --> 00:04:57.520]  所以我會講很多故事
[00:04:57.520 --> 00:04:59.520]  給你聽
[00:04:59.520 --> 00:05:01.520]  講故事有一個好處
[00:05:01.520 --> 00:05:03.520]  就是你記得那些故事
[00:05:03.520 --> 00:05:05.520]  你不記得
[00:05:05.520 --> 00:05:07.520]  牧師講了什麼
[00:05:07.520 --> 00:05:09.520]  但你記得那些故事
[00:05:09.520 --> 00:05:11.520]  我希望這個故事能夠幫助到我們
[00:05:11.520 --> 00:05:13.520]  反省我們的信仰
[00:05:13.520 --> 00:05:19.520]  有一位神學家
[00:05:19.520 --> 00:05:21.520]  和一位
[00:05:21.520 --> 00:05:23.520]  教會的主教
[00:05:23.520 --> 00:05:25.520]  兩個人合作寫了一本書
[00:05:25.520 --> 00:05:27.520]  叫做異鄉客
[00:05:27.520 --> 00:05:29.520]  Resident Alien
[00:05:31.520 --> 00:05:33.520]  在這本書裡面
[00:05:33.520 --> 00:05:35.520]  他用了很多不同的篇幅
[00:05:35.520 --> 00:05:37.520]  不同的故事
[00:05:37.520 --> 00:05:39.520]  來講一些教會裡面的現象
[00:05:39.520 --> 00:05:41.520]  特別是講美國的教會
[00:05:41.520 --> 00:05:43.520]  我們香港的教會
[00:05:43.520 --> 00:05:47.520]  和美國的教會不一樣
[00:05:47.520 --> 00:05:49.520]  但請你不要忘記
[00:05:49.520 --> 00:05:51.520]  真的不要忘記一件事
[00:05:51.520 --> 00:05:53.520]  人之所以為人
[00:05:53.520 --> 00:05:55.520]  一千年前的那個人
[00:05:55.520 --> 00:05:57.520]  和一千年後的那個人
[00:05:57.520 --> 00:05:59.520]  他的基本的需要
[00:05:59.520 --> 00:06:01.520]  和他們的思維
[00:06:01.520 --> 00:06:03.520]  是差不多的
[00:06:03.520 --> 00:06:09.520]  你說我們現在的人
[00:06:09.520 --> 00:06:11.520]  做投資很貪心
[00:06:11.520 --> 00:06:13.520]  一千年前的人
[00:06:13.520 --> 00:06:15.520]  不懂得貪嗎
[00:06:15.520 --> 00:06:17.520]  可能比我們還貪心
[00:06:17.520 --> 00:06:21.520]  但在那本書裡面
[00:06:21.520 --> 00:06:23.520]  他就講了一句
[00:06:23.520 --> 00:06:25.520]  這樣的說話
[00:06:25.520 --> 00:06:27.520]  他說在今天的世界裡面
[00:06:27.520 --> 00:06:29.520]  有信仰
[00:06:29.520 --> 00:06:31.520]  不是一件容易的事情
[00:06:31.520 --> 00:06:33.520]  一讀到這本書
[00:06:33.520 --> 00:06:35.520]  你覺得他講的對不對
[00:06:35.520 --> 00:06:37.520]  舉手就像信仰
[00:06:37.520 --> 00:06:39.520]  舉手我信
[00:06:39.520 --> 00:06:41.520]  牧師艇看到了
[00:06:41.520 --> 00:06:43.520]  放下就完成了那個動作
[00:06:43.520 --> 00:06:45.520]  那是不是就叫做信了耶穌
[00:06:45.520 --> 00:06:49.520]  如果你是這樣
[00:06:49.520 --> 00:06:51.520]  看到了放下
[00:06:51.520 --> 00:06:53.520]  就當信了耶穌
[00:06:53.520 --> 00:06:55.520]  你的生命遇到
[00:06:55.520 --> 00:06:57.520]  很容易的困難的時候
[00:06:57.520 --> 00:06:59.520]  你會不會很快就放棄呢
[00:06:59.520 --> 00:07:03.520]  但是他就說
[00:07:03.520 --> 00:07:05.520]  在今天的世界
[00:07:05.520 --> 00:07:07.520]  有信仰
[00:07:07.520 --> 00:07:09.520]  不是一件容易的事情
[00:07:09.520 --> 00:07:11.520]  有一天
[00:07:11.520 --> 00:07:13.520]  如果你發現
[00:07:13.520 --> 00:07:15.520]  我們在
[00:07:15.520 --> 00:07:17.520]  教會之外
[00:07:17.520 --> 00:07:19.520]  經常聽到
[00:07:19.520 --> 00:07:21.520]  社會裡面的人
[00:07:21.520 --> 00:07:23.520]  或者在不同的場合
[00:07:23.520 --> 00:07:25.520]  聽到一些人會這樣說
[00:07:25.520 --> 00:07:27.520]  我們這個是一個
[00:07:27.520 --> 00:07:29.520]  科學的世界
[00:07:29.520 --> 00:07:31.520]  什麼都是講科學的
[00:07:31.520 --> 00:07:37.520]  你有沒有想過
[00:07:37.520 --> 00:07:39.520]  是講科學的
[00:07:39.520 --> 00:07:43.520]  那上天堂
[00:07:43.520 --> 00:07:45.520]  就是去哪裡
[00:07:45.520 --> 00:07:47.520]  下地獄就是去哪裡
[00:07:47.520 --> 00:07:49.520]  所以有些人羈絮我們的信仰
[00:07:49.520 --> 00:07:51.520]  我們仍然停留在
[00:07:51.520 --> 00:07:53.520]  整個宇宙的三層空間
[00:07:53.520 --> 00:07:55.520]  天堂上面
[00:07:55.520 --> 00:07:57.520]  地獄下面
[00:07:57.520 --> 00:07:59.520]  人就在中間的這裏
[00:07:59.520 --> 00:08:01.520]  但是將你去到月球上看
[00:08:01.520 --> 00:08:05.520]  或者你在地球上的哪一點
[00:08:05.520 --> 00:08:07.520]  指著上面
[00:08:07.520 --> 00:08:09.520]  是無限的太空
[00:08:09.520 --> 00:08:13.520]  下面是無限的
[00:08:13.520 --> 00:08:15.520]  深淵黑漆漆的一片
[00:08:15.520 --> 00:08:17.520]  宇宙大到我們不能想像
[00:08:17.520 --> 00:08:19.520]  很蠢哦
[00:08:21.520 --> 00:08:23.520]  信耶穌可以上天堂
