
[00:00:00.000 --> 00:00:02.000]  (國語)
[00:00:02.000 --> 00:00:04.000]  感謝神
[00:00:04.000 --> 00:00:06.000]  雖然下雨
[00:00:06.000 --> 00:00:08.000]  濕又滑
[00:00:08.000 --> 00:00:10.000]  很多人都能夠來到教會裡
[00:00:10.000 --> 00:00:12.000]  一起崇拜我們
[00:00:12.000 --> 00:00:14.000]  為此感謝神
[00:00:14.000 --> 00:00:16.000]  開始的時候
[00:00:16.000 --> 00:00:18.000]  我們一起祈禱
[00:00:18.000 --> 00:00:20.000]  天父我們再次感謝你
[00:00:20.000 --> 00:00:22.000]  給你寶貴的話語
[00:00:22.000 --> 00:00:24.000]  作為我們生命的指引
[00:00:24.000 --> 00:00:26.000]  求你藉著你的話語提醒
[00:00:26.000 --> 00:00:28.000]  勸勉教導
[00:00:28.000 --> 00:00:30.000]  改變我們
[00:00:30.000 --> 00:00:32.000]  奉耶穌基督命求
[00:00:32.000 --> 00:00:34.000]  阿們
[00:00:34.000 --> 00:00:36.000]  我們一起讀傳道書之前
[00:00:36.000 --> 00:00:38.000]  我想大家聽兩首歌
[00:00:38.000 --> 00:00:40.000]  這兩首歌可能有很多人
[00:00:40.000 --> 00:00:42.000]  像我這樣的年紀
[00:00:42.000 --> 00:00:44.000]  從香港來的
[00:00:44.000 --> 00:00:46.000]  都是耳熟能詳
[00:00:46.000 --> 00:00:48.000]  我們先聽聽這兩首歌
[00:00:48.000 --> 00:00:58.000]  《我愛你》
[00:00:58.000 --> 00:01:04.000]  作詞:陳曦 作曲:陳曦
[00:01:04.000 --> 00:01:10.000]  來忘我一生
[00:01:10.000 --> 00:01:16.000]  歷練幾番擲飛河粉
[00:01:16.000 --> 00:01:22.000]  無懼世間那曹擱
[00:01:22.000 --> 00:01:28.000]  獨下今生盼望中
[00:01:28.000 --> 00:01:36.000]  誰願做糾纏
[00:01:36.000 --> 00:01:42.000]  為了癡心我折頭入膜
[00:01:42.000 --> 00:01:48.000]  人在夢中都回望
[00:01:48.000 --> 00:01:54.000]  世間悲歡縱然滑
[00:01:54.000 --> 00:02:01.000]  無強心知我未先愛
[00:02:01.000 --> 00:02:07.000]  何妨勝於敗
[00:02:07.000 --> 00:02:12.000]  重重艱辛氣魄下
[00:02:12.000 --> 00:02:20.000]  滄海煙火悲難時
[00:02:20.000 --> 00:02:26.000]  為我獨一枝
[00:02:26.000 --> 00:02:32.000]  盡破金光燦爛凜凜
[00:02:32.000 --> 00:02:39.000]  猶像年悲過活意
[00:02:39.000 --> 00:02:45.000]  無害衝出不再返
[00:02:45.000 --> 00:02:58.000]  啊……
[00:02:58.000 --> 00:03:04.000]  無強心知我未先愛
[00:03:04.000 --> 00:03:10.000]  何妨勝於敗
[00:03:10.000 --> 00:03:15.000]  重重艱辛氣魄下
[00:03:15.000 --> 00:03:23.000]  滄海煙火悲難時
[00:03:23.000 --> 00:03:29.000]  為我獨一枝
[00:03:29.000 --> 00:03:35.000]  盡破金光燦爛凜凜
[00:03:35.000 --> 00:03:42.000]  猶像年悲過活意
[00:03:42.000 --> 00:03:49.000]  無害衝出不再返
[00:03:49.000 --> 00:03:59.000]  演唱:李宗盛
[00:03:59.000 --> 00:04:15.000]  作詞:陳婉嫻 作曲:陳婉嫻
[00:04:17.000 --> 00:04:24.000]  他也在找 我也在找
[00:04:24.000 --> 00:04:30.000]  找到美麗的我
[00:04:30.000 --> 00:04:37.000]  他拼命追 我拼命追
[00:04:37.000 --> 00:04:43.000]  追到又如何
[00:04:43.000 --> 00:04:50.000]  追到甚麼 找到甚麼
[00:04:50.000 --> 00:04:56.000]  收到沒有寄望
[00:04:56.000 --> 00:05:03.000]  得到甚麼 失了甚麼
[00:05:03.000 --> 00:05:09.000]  可有認真說
[00:05:09.000 --> 00:05:15.000]  可有認真說
[00:05:15.000 --> 00:05:21.000]  好似一切 下至都會深愛過
[00:05:21.000 --> 00:05:27.000]  失的多 還失的多
[00:05:27.000 --> 00:05:33.000]  心得安定 終於到原來原多
[00:05:33.000 --> 00:05:39.000]  可有緣 可有緣
[00:05:39.000 --> 00:05:45.000]  可有一切 出放散放分手
[00:05:45.000 --> 00:05:51.000]  卻又創了 自尋自尋
[00:05:51.000 --> 00:05:55.000]  在那光陰
[00:05:55.000 --> 00:06:05.000]  演唱:李宗盛
[00:06:21.000 --> 00:06:33.000]  好似一切 下至都會深愛過
[00:06:33.000 --> 00:06:39.000]  失的多 還失的多
[00:06:39.000 --> 00:06:45.000]  心得安定 終於到原來原多
[00:06:45.000 --> 00:06:51.000]  可有緣 可有緣
[00:06:51.000 --> 00:06:57.000]  可有一切 出放散放分手
[00:06:57.000 --> 00:07:03.000]  卻又創了 自尋自尋
[00:07:03.000 --> 00:07:08.000]  在那光陰
[00:07:08.000 --> 00:07:15.000]  卻又創了 自尋自尋
[00:07:15.000 --> 00:07:26.000]  在那光陰
[00:07:26.000 --> 00:07:34.000]  原來周潤發年輕的時候這麼帥
[00:07:34.000 --> 00:07:38.000]  如果你在香港來
[00:07:38.000 --> 00:07:40.000]  就像我這樣年紀
[00:07:40.000 --> 00:07:44.000]  都會記得70年代和80年代初期
[00:07:44.000 --> 00:07:48.000]  在香港經濟開始起飛
[00:07:48.000 --> 00:07:53.000]  新加坡、台灣、南韓就稱為亞洲四小龍
[00:07:53.000 --> 00:07:59.000]  另一方面 當時民間就建立一個狂潮
[00:07:59.000 --> 00:08:04.000]  就是電視劇的主題曲
[00:08:04.000 --> 00:08:10.000]  我不是指那些帝女花、鳥頭林的歌曲
[00:08:10.000 --> 00:08:15.000]  也不是那些不知不覺愛上你的慾罵
[00:08:15.000 --> 00:08:19.000]  那些不太實際的情情塔塔歌
[00:08:19.000 --> 00:08:23.000]  不是 當時流行的歌曲
[00:08:23.000 --> 00:08:26.000]  不是那些風花雪月
[00:08:26.000 --> 00:08:29.000]  不是那些情情塔塔 而是人生
[00:08:29.000 --> 00:08:33.000]  他之所以那麼受當時香港的大眾歡迎
[00:08:33.000 --> 00:08:37.000]  就是因為他能夠將當時的人生
[00:08:37.000 --> 00:08:40.000]  人生百態 表露無遺
[00:08:40.000 --> 00:08:44.000]  也能反映人生究竟是什麼
[00:08:44.000 --> 00:08:46.000]  如果你留意做一些研究
[00:08:46.000 --> 00:08:48.000]  我會做一些研究 看看70年代80年代
[00:08:48.000 --> 00:08:51.000]  聽聽那些主題曲
[00:08:51.000 --> 00:08:55.000]  我就可以歸納為他們主要的幾個主題
[00:08:55.000 --> 00:08:57.000]  第一個主題是人生是什麼呢?
[00:08:57.000 --> 00:09:01.000]  人生就是你追我捉 好像捉迷藏一樣
[00:09:01.000 --> 00:09:04.000]  考考大家 這裡出自何經何典
[00:09:04.000 --> 00:09:08.000]  回頭笑問 誰來再次捉迷藏
[00:09:08.000 --> 00:09:14.000]  哪首主題曲? 新變色奴
[00:09:14.000 --> 00:09:18.000]  人生就好像捉迷藏一樣
[00:09:18.000 --> 00:09:21.000]  你追我奪 你躲起來我去找
[00:09:21.000 --> 00:09:24.000]  都不知道哪些是真 哪些是假
[00:09:24.000 --> 00:09:29.000]  究竟那些是真雞蛋還是假雞蛋
[00:09:29.000 --> 00:09:31.000]  究竟那些是真粉絲還是假粉絲
[00:09:31.000 --> 00:09:34.000]  有時你都妄言無知
[00:09:34.000 --> 00:09:37.000]  不單止是這樣 我們更加看看
[00:09:37.000 --> 00:09:39.000]  剛才我們所聽的那首歌
[00:09:39.000 --> 00:09:42.000]  你拼命追 我拼命追
[00:09:42.000 --> 00:09:46.000]  追到又如何呢? 追到什麼 找到什麼
[00:09:46.000 --> 00:09:50.000]  收到有多少 何必呢? 何必呢?
[00:09:50.000 --> 00:09:54.000]  一切他朝都好像身外過 何必呢?
[00:09:54.000 --> 00:09:58.000]  出自哪裡? 大亨
[00:09:58.000 --> 00:10:00.000]  還有 剛才我們聽過的
[00:10:00.000 --> 00:10:05.000]  耀眼黃金 趁俗時刻
[00:10:05.000 --> 00:10:10.000]  苦苦追蹤 出自何經何典
[00:10:10.000 --> 00:10:14.000]  妄中人 人生就好像捉迷藏一樣
[00:10:14.000 --> 00:10:17.000]  你追我奪 為的是名利
[00:10:17.000 --> 00:10:20.000]  但到頭來是妄言若失
[00:10:20.000 --> 00:10:22.000]  不知道抓住什麼
[00:10:22.000 --> 00:10:25.000]  於是我們就說 何必呢? 何必呢?
[00:10:25.000 --> 00:10:27.000]  我想想我們二汶
[00:10:27.000 --> 00:10:30.000]  剛開始的時候 她兼生
[00:10:30.000 --> 00:10:33.000]  有個美國夢
[00:10:33.000 --> 00:10:36.000]  過了幾十年 我們到現在的時候
[00:10:36.000 --> 00:10:38.000]  我們一樣唱 何必呢? 何必呢?
[00:10:38.000 --> 00:10:41.000]  一切他朝都好像身外過 何必呢?
[00:10:41.000 --> 00:10:44.000]  有一種唏噓的感覺在裡面
[00:10:44.000 --> 00:10:48.000]  人生不僅像捉迷藏 找也找不到
[00:10:48.000 --> 00:10:54.000]  人生就像你追我奪 更加變幻無常
[00:10:54.000 --> 00:10:58.000]  知否世事常變 變幻原始永恆
[00:10:58.000 --> 00:11:01.000]  這個京句是什麼? 家變
[00:11:01.000 --> 00:11:05.000]  本來一家拖著幾口來到美國的
[00:11:05.000 --> 00:11:08.000]  這裡有幾好 誰知
[00:11:08.000 --> 00:11:13.000]  年行五十三 失去我阿山
[00:11:13.000 --> 00:11:17.000]  返回剎那灘 終日孤單單
[00:11:17.000 --> 00:11:21.000]  花園國內吃兩餐 做人真不簡單
[00:11:21.000 --> 00:11:27.000]  家變 看世間 成敗轉眼就過
[00:11:27.000 --> 00:11:31.000]  拋棄了 強人
[00:11:31.000 --> 00:11:35.000]  大天色上 艷似天空
[00:11:35.000 --> 00:11:39.000]  還是會消失 影中天空
[00:11:39.000 --> 00:11:43.000]  原來人生就是怎樣?
[00:11:43.000 --> 00:11:47.000]  原來不變人幻
[00:11:47.000 --> 00:11:53.000]  誰知世間千百動盪 新變色
[00:11:53.000 --> 00:11:57.000]  我們處在一個什麼地方? 變幻的世界
[00:11:57.000 --> 00:12:02.000]  眨眼就會過去 變得很厲害
[00:12:02.000 --> 00:12:08.000]  大起大跌 我有些同學在香港
[00:12:08.000 --> 00:12:13.000]  一會兒聽到億萬富翁 過了沒多久就破產
[00:12:13.000 --> 00:12:17.000]  過了沒多久又是百萬富翁
[00:12:17.000 --> 00:12:19.000]  過了沒多久又破產
[00:12:19.000 --> 00:12:23.000]  過了沒多久 已經做了美國總統
[00:12:23.000 --> 00:12:25.000]  原來這是Donald Trump
[00:12:25.000 --> 00:12:29.000]  人生就是這樣 變幻無常
[00:12:29.000 --> 00:12:33.000]  人生不單止你追我做
[00:12:33.000 --> 00:12:38.000]  不單止變幻無常 而且很多時候都是唏噓嘆息
[00:12:38.000 --> 00:12:43.000]  回望我一生 歷遍幾番責備和怨恨
[00:12:43.000 --> 00:12:46.000]  大家記不記得網中人
[00:12:46.000 --> 00:12:52.000]  無數回憶 幾許眼淚 問你自己往日你是誰
[00:12:52.000 --> 00:12:59.000]  其屢指 回首多少滄桑 令我記起千萬個過往
[00:12:59.000 --> 00:13:06.000]  我們就好像網中人一樣 有時感到無奈 不禁慨嘆
[00:13:06.000 --> 00:13:13.000]  人間人生幾許失意 何必偏偏選中我呢
[00:13:13.000 --> 00:13:17.000]  這個是小李飛刀
[00:13:17.000 --> 00:13:21.000]  Ivitch 聽很多這些歌
[00:13:21.000 --> 00:13:26.000]  事實上我們發覺人生就是唏噓嘆息
[00:13:26.000 --> 00:13:31.000]  有時我爸爸69歲的時候
[00:13:31.000 --> 00:13:35.000]  很簡單說一下人生有什麼感受
[00:13:35.000 --> 00:13:38.000]  黃種腳不消退
[00:13:38.000 --> 00:13:41.000]  香港人有一個特色
[00:13:41.000 --> 00:13:47.000]  80後和90後的人 和我們這一代香港人有很大的特色
[00:13:47.000 --> 00:13:51.000]  這個特色是什麼呢 雖然遇到挫折
[00:13:51.000 --> 00:13:56.000]  雖然是失敗 但不會自閉
[00:13:56.000 --> 00:14:00.000]  不會沉迷打機 這些叫香港仔精神
[00:14:00.000 --> 00:14:08.000]  仍然奮鬥 無論歷盡幾次風浪
[00:14:08.000 --> 00:14:15.000]  無論受盡多少風霜 寧願奮鬥八千次創出幸福快樂鄉
[00:14:15.000 --> 00:14:22.000]  為望一朝 衝破金剛燦爛明利網
[00:14:22.000 --> 00:14:27.000]  猶如鳥飛廣闊天 網開衝出不再返
[00:14:27.000 --> 00:14:32.000]  網中人 如果你聽完我說之後
[00:14:32.000 --> 00:14:36.000]  不妨回家google一下聽聽這些歌
[00:14:36.000 --> 00:14:39.000]  你會悟出很多人生道理
[00:14:39.000 --> 00:14:50.000]  最近我看新聞 看到香港特首 第二任特首 曾蔭權
[00:14:50.000 --> 00:14:56.000]  曾蔭權被控身為官職人員有行為不檢 被捕坐牢
[00:14:56.000 --> 00:15:00.000]  本來判兩年監禁 後來減了一年
[00:15:00.000 --> 00:15:04.000]  剛剛前幾天就出了監
[00:15:04.000 --> 00:15:09.000]  曾蔭權 我覺得有很多文化在裏面
[00:15:09.000 --> 00:15:12.000]  但他坐牢我很同情他
[00:15:12.000 --> 00:15:16.000]  曾蔭權是一個典型的香港仔
[00:15:16.000 --> 00:15:25.000]  他有很多的改變 有很多的唏噓 有很多的怨恨在裏面
[00:15:25.000 --> 00:15:28.000]  當他出來的時候 記者就問他
