
[00:00:00.000 --> 00:00:11.000]  今天和大家一起思想的經文是馬太福音第十章從第26節至第33節
[00:00:11.000 --> 00:00:17.000]  我給了一個講題它是叫做不再害怕因為敬畏神
[00:00:17.000 --> 00:00:21.000]  新的一年可以說是萬象更新
[00:00:21.000 --> 00:00:26.000]  一切的事情都可以說是可以重新的開始
[00:00:26.000 --> 00:00:37.000]  但新的開始往往同時間會有一個程度上的擔憂或者一種驚慌
[00:00:37.000 --> 00:00:42.000]  就是因為我們不知道未來這一年的情況會怎樣
[00:00:42.000 --> 00:00:44.000]  我們會經歷什麼事情
[00:00:44.000 --> 00:00:49.000]  所以可能在新的一年裡我們會有一種不知所措的感覺
[00:00:49.000 --> 00:00:53.000]  這種感覺其實很普遍也很平常的一件事
[00:00:53.000 --> 00:00:56.000]  譬如你轉一份新的工作
[00:00:56.000 --> 00:01:00.000]  或者我還記得在很久很久以前
[00:01:00.000 --> 00:01:04.000]  當我們從幼稚園升到小學的時候
[00:01:04.000 --> 00:01:06.000]  進入一間小學
[00:01:06.000 --> 00:01:10.000]  一看到學校第一天上學人山人海
[00:01:10.000 --> 00:01:13.000]  並且學校要我們去排隊
[00:01:13.000 --> 00:01:17.000]  很多班同學又不認識的人
[00:01:17.000 --> 00:01:20.000]  連老師是誰也還不清楚的時候
[00:01:20.000 --> 00:01:23.000]  這種種的新環境
[00:01:23.000 --> 00:01:27.000]  或者甚至一些新的人際關係感情的發展
[00:01:27.000 --> 00:01:33.000]  都可能導致我們有一種不知所措或者一種徬徨的感覺
[00:01:33.000 --> 00:01:37.000]  而且有一些信徒可能也因為工作的緣故
[00:01:37.000 --> 00:01:39.000]  他們去到世界其他的地方
[00:01:39.000 --> 00:01:44.000]  於是乎可能要參加一間新的教會認識新的目者
[00:01:44.000 --> 00:01:48.000]  以及當中的弟兄姊妹和他們一起在靈情上面
[00:01:48.000 --> 00:01:53.000]  有一個很不同的發展和一起的同工
[00:01:53.000 --> 00:01:56.000]  所以種種這種不清楚的情況
[00:01:56.000 --> 00:01:59.000]  或者我們說不確定的因素
[00:01:59.000 --> 00:02:03.000]  都會造成一種徬徨和恐懼
[00:02:03.000 --> 00:02:07.000]  這種表現或者這種經歷
[00:02:07.000 --> 00:02:09.000]  不只是我們才有
[00:02:09.000 --> 00:02:12.000]  在聖經裡也很多時候去記載
[00:02:12.000 --> 00:02:17.000]  大家仍然記得的在約書亞記的第一章
[00:02:17.000 --> 00:02:22.000]  當我們看到約書亞要去承接剛剛過世的摩西
[00:02:22.000 --> 00:02:27.000]  去繼續帶領以色列民在英許地的上面
[00:02:27.000 --> 00:02:29.000]  去邁向的時候
[00:02:29.000 --> 00:02:33.000]  如果大家記得在約書亞記的第一章裡
[00:02:33.000 --> 00:02:37.000]  耶和華神多次都和約書亞說
[00:02:37.000 --> 00:02:40.000]  你要剛強壯膽
[00:02:40.000 --> 00:02:44.000]  你看回約書亞記第一章第六節第七節第九節
[00:02:44.000 --> 00:02:46.000]  耶和華神很不明白的
[00:02:46.000 --> 00:02:52.000]  每一個人當他有一個新的角色或者新的環境
[00:02:52.000 --> 00:02:56.000]  他可能要去面對的挑戰和他的擔憂
[00:02:56.000 --> 00:03:00.000]  不知所措的感覺是很強烈的
[00:03:00.000 --> 00:03:05.000]  所以上帝既然在老祖的以前也都已經明白
[00:03:05.000 --> 00:03:12.000]  他的子民怎樣在帶領他所有的屬狐臣的子民
[00:03:12.000 --> 00:03:15.000]  去進入英許地的時候都有這樣的挑戰
[00:03:15.000 --> 00:03:19.000]  更何況今天我們每一個屬臣的子民
[00:03:19.000 --> 00:03:24.000]  我們會明白到我們的上帝其實是很關心我們
[00:03:24.000 --> 00:03:28.000]  在我們身心靈的各方面都很照顧
[00:03:28.000 --> 00:03:31.000]  所以當我們看回今天我們看的經文
[00:03:31.000 --> 00:03:34.000]  也承接我們一直看的馬太福音
[00:03:34.000 --> 00:03:40.000]  我們前文已經說到耶穌差遣十二個門徒
[00:03:40.000 --> 00:03:43.000]  耶穌說得很清楚
[00:03:43.000 --> 00:03:45.000]  也都明明的告訴他們知道
[00:03:45.000 --> 00:03:50.000]  你們將會面對的一連串的在全道上的遭遇
[00:03:50.000 --> 00:03:53.000]  絕對是不容易過的一件事情
[00:03:53.000 --> 00:03:56.000]  會不會因為耶穌這樣的講話
[00:03:56.000 --> 00:04:00.000]  就導致嚇怕了這十二個門徒呢?
[00:04:00.000 --> 00:04:04.000]  會不會他們在不同的情況之下
[00:04:04.000 --> 00:04:08.000]  看到他們所面對的挑戰和他們的困難
[00:04:08.000 --> 00:04:13.000]  因而可能會退縮甚至可能會變節呢?
[00:04:13.000 --> 00:04:20.000]  這一點我相信耶穌是考慮在他整個的差遣的過程當中
[00:04:20.000 --> 00:04:24.000]  而我也相信耶穌和我們的父神是一樣的
[00:04:24.000 --> 00:04:29.000]  他凡做事都是處理得非常周全
[00:04:29.000 --> 00:04:31.000]  考慮各方面的因素
[00:04:31.000 --> 00:04:35.000]  甚至當我們有機會和他同工的時候
[00:04:35.000 --> 00:04:37.000]  我相信我們的父神也都明白到
[00:04:37.000 --> 00:04:40.000]  我們可能會面對的挑戰
[00:04:40.000 --> 00:04:42.000]  心理上的壓力
[00:04:42.000 --> 00:04:44.000]  所以在這段經文裡面
[00:04:44.000 --> 00:04:50.000]  耶穌給了當時的十二位門徒有很清楚的指示
[00:04:50.000 --> 00:04:57.000]  讓他們知道怎樣去面對他們所處理的心境上的一種恐懼
[00:04:57.000 --> 00:05:04.000]  所以為什麼我今天選了這個題目叫做「不害怕,因為敬畏神」
[00:05:04.000 --> 00:05:08.000]  不如這樣吧,讓我們再次回到這段經文裡面
[00:05:08.000 --> 00:05:10.000]  我們一起去看看吧
[00:05:10.000 --> 00:05:13.000]  我們讀一下這段經文,不是太長的
[00:05:13.000 --> 00:05:15.000]  我們會先讀和合本的版本一次
[00:05:15.000 --> 00:05:18.000]  如果弟兄姊妹你是用英語的聖經的話
[00:05:18.000 --> 00:05:21.000]  你就可以參考New English Translation
[00:05:21.000 --> 00:05:25.000]  你們個人的英語的翻譯就可以了
[00:05:25.000 --> 00:05:31.000]  讓我們一起同心打開《馬太福音》第十章
[00:05:31.000 --> 00:05:35.000]  我們從第26節開始讀到第33節
[00:05:35.000 --> 00:05:41.000]  這個讓我們更深入的體會到耶穌基督怎樣去指示門徒
[00:05:41.000 --> 00:05:44.000]  我們一起打開聖經,一起讀吧
[00:05:44.000 --> 00:06:13.000]  (念句)
[00:06:13.000 --> 00:06:22.000]  不要怕他們,唯有能把身體和靈魂都滅在地獄裡的,正要怕他
[00:06:22.000 --> 00:06:25.000]  兩個麻雀不是賣一分銀錢嗎?
[00:06:25.000 --> 00:06:31.000]  若是你們的父不許,一個也不能吊在地上
[00:06:31.000 --> 00:06:35.000]  就是你們的頭髮也都被算過了
[00:06:35.000 --> 00:06:42.000]  所以不要懼怕,你們比許多麻雀還貴重
[00:06:42.000 --> 00:06:59.000]  (念句)
[00:06:59.000 --> 00:07:06.000]  今天這段經文我會透過三個部分和大家一起思想
[00:07:06.000 --> 00:07:10.000]  第一個部分就是從第26節到第28節
[00:07:10.000 --> 00:07:18.000]  我給了一個副題,就是透明度可能會減少我們的畏懼
[00:07:18.000 --> 00:07:22.000]  透明度可以減少我們的畏懼
[00:07:22.000 --> 00:07:26.000]  Transparency Reduce Fears
[00:07:26.000 --> 00:07:33.000]  正如我之前所說的人生裡其實令我們畏懼的情況很多
[00:07:33.000 --> 00:07:42.000]  其中一個最主要的因素就是我們對前路不太掌握
[00:07:42.000 --> 00:07:46.000]  因為前路不太明朗,究竟將來會是怎樣呢?
[00:07:46.000 --> 00:07:49.000]  我下一分鐘會是怎樣呢?
[00:07:49.000 --> 00:07:56.000]  我三個星期後,四個星期後,甚至數個月後,數年之後,我是怎樣呢?
[00:07:56.000 --> 00:07:58.000]  很多事情我們都沒有辦法去掌握
[00:07:58.000 --> 00:08:05.000]  很多時候都以為自己像神一樣可以掌握我們將來的發展
[00:08:05.000 --> 00:08:12.000]  但其實仔細看的時候,很多時候我們是完全沒有辦法掌握未來的發展
[00:08:12.000 --> 00:08:18.000]  我記得有一次我和司武在行山的時候
[00:08:18.000 --> 00:08:28.000]  曾經在行山的時候,最初很開心,有一條很美的路徑在山樹林裡
[00:08:28.000 --> 00:08:34.000]  在行山的過程當中,還可以看到路邊有很多不同的植物
[00:08:34.000 --> 00:08:36.000]  政府也很好,有很多介紹
[00:08:36.000 --> 00:08:41.000]  讓我們知道原來這個地方為何適合這種植物的生長
[00:08:41.000 --> 00:08:45.000]  為何其他世界地方沒有這種植物這麼特別呢?
[00:08:45.000 --> 00:08:54.000]  我們很開心地行山,走了很久,已經差不多五、六點了
[00:08:54.000 --> 00:09:05.000]  在加拿大的時候,特別是秋冬的時間,五、六點的時候,天已經開始暗了
[00:09:05.000 --> 00:09:13.000]  如果再不把握時間,走完這條路,或者快點找回頭路的話
[00:09:13.000 --> 00:09:19.000]  可能黑漆漆的在樹林裡就很難走出來,甚至可能迷路
[00:09:19.000 --> 00:09:23.000]  於是我們就繼續冒著險,繼續走
[00:09:23.000 --> 00:09:31.000]  沿著這條路走著走著,發現這條路好像沒有什麼特別指示
[00:09:31.000 --> 00:09:38.000]  會不會再往目的地的方向走就行了呢?
[00:09:38.000 --> 00:09:45.000]  現在還有Google Map,有指南針指著,向著那方向走應該沒問題
[00:09:45.000 --> 00:09:49.000]  我們就自己尋索一條路,怎樣走呢?
[00:09:49.000 --> 00:09:55.000]  很多野草,有些樹幹,有些是打架了,躺下來
[00:09:55.000 --> 00:10:00.000]  就覺得不太對路了,在那時候天開始暗了
[00:10:00.000 --> 00:10:04.000]  我就跟師母說,不行了,快點回頭
[00:10:04.000 --> 00:10:07.000]  因為這條路不像是我們要走的路
[00:10:07.000 --> 00:10:12.000]  如果不是的話,我們會迷路的時候,困在樹林裡就更加麻煩
[00:10:12.000 --> 00:10:16.000]  因為一進去,完全連回歸的路都看不到
[00:10:16.000 --> 00:10:24.000]  在這件事裡,我發覺當我們對於面前的路,始知不知的時候
[00:10:24.000 --> 00:10:32.000]  知道以為方向是對的,但其實看上去路已經不是應該走的道路
[00:10:32.000 --> 00:10:35.000]  我們就會產生害怕
[00:10:35.000 --> 00:10:40.000]  回到這段經文,第十章第26節裡
[00:10:40.000 --> 00:10:44.000]  一開始他這樣說,所以不要怕他們
[00:10:44.000 --> 00:10:48.000]  因為掩蓋的是沒有不露出來的
[00:10:48.000 --> 00:10:52.000]  隱藏的是沒有不被人知道的
[00:10:52.000 --> 00:10:55.000]  這裡所談論的他們是指什麼呢?
[00:10:55.000 --> 00:11:02.000]  其實是指當時耶穌面對著的很多法尼塞人
[00:11:02.000 --> 00:11:09.000]  以耶路撒冷宗教工會為首的周邊的人
[00:11:09.000 --> 00:11:13.000]  開始向耶穌進行很多的迫害
[00:11:13.000 --> 00:11:18.000]  現在耶穌甚至要去差派他的門徒出去
[00:11:18.000 --> 00:11:23.000]  跟耶穌同一伙去傳耶穌所說的救恩
[00:11:23.000 --> 00:11:30.000]  這群人絕對不會容易讓他們有好日子過
[00:11:30.000 --> 00:11:36.000]  我們知道馬太福音是婦女福音或對觀福音的其中一卷
[00:11:36.000 --> 00:11:40.000]  包括馬太、馬可和路加福音
[00:11:40.000 --> 00:11:44.000]  他們的內容很多地方都很類似
[00:11:44.000 --> 00:11:51.000]  但如果我們仔細比較,特別是馬太福音第十章第26節記載的時候
[00:11:51.000 --> 00:11:55.000]  馬太福音的作者馬太在這裡記載了一句
[00:11:55.000 --> 00:11:59.000]  其他婦女福音是沒有記載的說話
[00:11:59.000 --> 00:12:01.000]  這句說話就是我剛才所說的
[00:12:01.000 --> 00:12:07.000]  所以不要怕他們
[00:12:07.000 --> 00:12:15.000]  這句說話其實是有一個很豐富的鼓勵性的陳述
[00:12:15.000 --> 00:12:22.000]  作用差不多好像在舊約我們剛才所提及的約書
[00:12:22.000 --> 00:12:27.000]  當他剛剛接手去領受摩西的職份的時候
[00:12:27.000 --> 00:12:31.000]  耶和華神同樣說不要懼怕這句說話
[00:12:31.000 --> 00:12:37.000]  馬太在這裡的見證其實是要突顯出耶穌對這十二個門徒
