
[00:00:00.000 --> 00:00:02.000]  請姐妹早安
[00:00:02.000 --> 00:00:04.000]  給我機會在過去這幾天
[00:00:04.000 --> 00:00:06.000]  在大家當中分享神的說話
[00:00:06.000 --> 00:00:08.000]  我不知道大家星期五晚
[00:00:08.000 --> 00:00:11.000]  和星期六晚有沒有來到培靈會
[00:00:11.000 --> 00:00:13.000]  星期五晚我們提到
[00:00:13.000 --> 00:00:17.000]  我們要成為一個萬國禱告的殿
[00:00:17.000 --> 00:00:19.000]  我們成為耶穌基督的門徒
[00:00:19.000 --> 00:00:22.000]  和我們祈禱的生活根本分不開
[00:00:22.000 --> 00:00:24.000]  這個世界上並沒有一個
[00:00:24.000 --> 00:00:26.000]  是神所喜悅
[00:00:26.000 --> 00:00:30.000]  但不向主常常禱告的門徒
[00:00:30.000 --> 00:00:32.000]  禱告成為了我們靈命
[00:00:32.000 --> 00:00:35.000]  一個成為正比例的指標
[00:00:35.000 --> 00:00:36.000]  另外一個
[00:00:36.000 --> 00:00:37.000]  昨晚我們提到
[00:00:37.000 --> 00:00:40.000]  我們在基督裏面應該是互為肢體
[00:00:40.000 --> 00:00:42.000]  是能夠彼此有真正
[00:00:42.000 --> 00:00:45.000]  藉著耶穌基督而有相交的生活
[00:00:45.000 --> 00:00:49.000]  拆毀我們中間任何攔阻我們成為肢體的牆
[00:00:49.000 --> 00:00:51.000]  這樣我們才能夠一起
[00:00:51.000 --> 00:00:53.000]  在這個宿命的道路上面勉勵
[00:00:53.000 --> 00:00:56.000]  能夠成為神所奠納的教會
[00:00:56.000 --> 00:01:00.000]  今早我想再進一步講到成為耶穌基督門徒
[00:01:00.000 --> 00:01:03.000]  就是回到我們差不多講到
[00:01:03.000 --> 00:01:05.000]  耶穌基督門徒的時間
[00:01:05.000 --> 00:01:07.000]  時時會想起一段聖經
[00:01:07.000 --> 00:01:10.000]  有時我們簡單稱它為大使命
[00:01:10.000 --> 00:01:13.000]  我相信這段經文對每一個基督徒來說
[00:01:13.000 --> 00:01:15.000]  應該不是一段陌生的聖經
[00:01:15.000 --> 00:01:17.000]  因為事實上我們很多地方
[00:01:17.000 --> 00:01:18.000]  我們都會提到這段經文
[00:01:18.000 --> 00:01:20.000]  甚至會背誦這段聖經
[00:01:20.000 --> 00:01:22.000]  我想用這段經文作為這幾天
[00:01:22.000 --> 00:01:25.000]  跟大家分享聖經的一個總結
[00:01:25.000 --> 00:01:28.000]  如果我們有好的相交生活
[00:01:28.000 --> 00:01:30.000]  我們有好的禱告生活
[00:01:30.000 --> 00:01:33.000]  但最終要達成甚麼目標呢?
[00:01:33.000 --> 00:01:37.000]  馬達科罕28章19-20節
[00:01:37.000 --> 00:01:41.000]  可以說是耶穌在他臨離開門徒之前
[00:01:41.000 --> 00:01:43.000]  頒布的一番說話
[00:01:43.000 --> 00:01:45.000]  我們叫大使命
[00:01:45.000 --> 00:01:48.000]  這番說話可以說是承先啟後
[00:01:48.000 --> 00:01:50.000]  即是說將耶穌一生所做的工作
[00:01:50.000 --> 00:01:53.000]  他講道 他趕鬼
[00:01:53.000 --> 00:01:55.000]  他醫治人的疾病
[00:01:55.000 --> 00:01:57.000]  他和門徒一起用很多時間
[00:01:57.000 --> 00:02:00.000]  最終究竟想達成甚麼目標呢?
[00:02:00.000 --> 00:02:04.000]  然後他又將這個目標交託給那十二個門徒
[00:02:04.000 --> 00:02:07.000]  和以後跟從這十二個門徒
[00:02:07.000 --> 00:02:10.000]  所吩咐的其他教會弟子們
[00:02:10.000 --> 00:02:12.000]  這個可以說是承先啟後
[00:02:12.000 --> 00:02:16.000]  就是整個耶穌基督成就救恩的核心
[00:02:16.000 --> 00:02:20.000]  我們今天多花一點時間
[00:02:20.000 --> 00:02:24.000]  看看這段經文裏的每一個細節
[00:02:24.000 --> 00:02:27.000]  當耶穌得到從神所閱立
[00:02:27.000 --> 00:02:31.000]  將所有權柄都歸在他身上的時候
[00:02:31.000 --> 00:02:34.000]  他就刀切你和他們說
[00:02:34.000 --> 00:02:39.000]  所以你們要去使萬民作我的門徒
[00:02:39.000 --> 00:02:41.000]  這段經文我再說
[00:02:41.000 --> 00:02:43.000]  可能很多頂智會都不是陌生的
[00:02:43.000 --> 00:02:45.000]  不過我想問問大家
[00:02:45.000 --> 00:02:51.000]  從一個文法的角度來說多一點這段聖經
[00:02:51.000 --> 00:02:54.000]  《新約聖經》包括這段經文在內
