
[00:00:00.000 --> 00:00:02.000]  請我們再一次同心和祈禱
[00:00:02.000 --> 00:00:03.000]  天父我們感謝祢
[00:00:03.000 --> 00:00:04.000]  給祢寶貴話語
[00:00:04.000 --> 00:00:06.000]  作為我們生命的指引
[00:00:06.000 --> 00:00:09.000]  教導我們不是一個忘恩負義的人
[00:00:09.000 --> 00:00:10.000]  懂得去感謝祢
[00:00:10.000 --> 00:00:12.000]  而是凡事謝恩
[00:00:12.000 --> 00:00:13.000]  祢祝福引領我們
[00:00:13.000 --> 00:00:15.000]  祈禱奉耶穌基督名求
[00:00:15.000 --> 00:00:16.000]  阿門
[00:00:16.000 --> 00:00:19.000]  中國人有一個這樣的故事
[00:00:19.000 --> 00:00:22.000]  有一個有錢人家
[00:00:22.000 --> 00:00:24.000]  他有一個特別的嗜好
[00:00:24.000 --> 00:00:27.000]  他的嗜好不是喜歡吃豆腐牛肉飯
[00:00:27.000 --> 00:00:29.000]  他喜歡吃鴨
[00:00:29.000 --> 00:00:31.000]  什麼鴨都喜歡
[00:00:31.000 --> 00:00:33.000]  說龍鴨
[00:00:33.000 --> 00:00:34.000]  琵琶鴨
[00:00:34.000 --> 00:00:37.000]  還有芋頭鴨
[00:00:37.000 --> 00:00:38.000]  辣鴨
[00:00:38.000 --> 00:00:41.000]  尤其是尾巴特別喜歡吃
[00:00:41.000 --> 00:00:43.000]  腳就更加厲害
[00:00:43.000 --> 00:00:45.000]  很喜歡吃鴨
[00:00:45.000 --> 00:00:48.000]  但是他覺得很麻煩
[00:00:48.000 --> 00:00:50.000]  經常要去買
[00:00:50.000 --> 00:00:52.000]  街市又遠
[00:00:52.000 --> 00:00:54.000]  他想到一個辦法
[00:00:54.000 --> 00:00:55.000]  我有錢
[00:00:55.000 --> 00:00:57.000]  不如我建一個鴨場
[00:00:58.000 --> 00:01:00.000]  天天喜歡哪一隻就拿哪一隻來吃
[00:01:00.000 --> 00:01:02.000]  就建了一個鴨場
[00:01:02.000 --> 00:01:04.000]  有鴨場沒用的
[00:01:04.000 --> 00:01:06.000]  要找人煮
[00:01:06.000 --> 00:01:07.000]  我又不會煮
[00:01:07.000 --> 00:01:08.000]  於是找到一個
[00:01:08.000 --> 00:01:10.000]  最出名的廚師
[00:01:10.000 --> 00:01:12.000]  全城
[00:01:12.000 --> 00:01:14.000]  厲害過Martin Yang
[00:01:14.000 --> 00:01:15.000]  就來
[00:01:15.000 --> 00:01:17.000]  天天弄鴨給他吃
[00:01:17.000 --> 00:01:19.000]  這個名廚
[00:01:19.000 --> 00:01:20.000]  就開始
[00:01:20.000 --> 00:01:22.000]  上班了
[00:01:22.000 --> 00:01:24.000]  拿一隻最好的鴨
[00:01:24.000 --> 00:01:26.000]  弄了一隻
[00:01:26.000 --> 00:01:28.000]  掛龍鴨
[00:01:28.000 --> 00:01:30.000]  一看
[00:01:30.000 --> 00:01:31.000]  嘩 靚
[00:01:31.000 --> 00:01:32.000]  新鮮
[00:01:32.000 --> 00:01:33.000]  熱辣
[00:01:33.000 --> 00:01:35.000]  他吃起來
[00:01:35.000 --> 00:01:36.000]  讚不絕口
[00:01:36.000 --> 00:01:38.000]  請得對
[00:01:38.000 --> 00:01:40.000]  這個廚師真是厲害
[00:01:40.000 --> 00:01:41.000]  養得正
[00:01:41.000 --> 00:01:42.000]  這隻鴨真是肥肥白白
[00:01:42.000 --> 00:01:44.000]  尤其是用鴨腿最好吃
[00:01:44.000 --> 00:01:46.000]  第二天想想
[00:01:46.000 --> 00:01:48.000]  主人你想吃什麼
[00:01:48.000 --> 00:01:50.000]  他說不如
[00:01:50.000 --> 00:01:53.000]  吃隻北京田鴨
[00:01:53.000 --> 00:01:54.000]  好啊
[00:01:55.000 --> 00:01:56.000]  第二天
[00:01:56.000 --> 00:01:59.000]  又弄了一隻北京田鴨出來
[00:01:59.000 --> 00:02:01.000]  主人一看
[00:02:01.000 --> 00:02:03.000]  皺眉頭
[00:02:03.000 --> 00:02:04.000]  不太開心
[00:02:04.000 --> 00:02:06.000]  為什麼不是
[00:02:06.000 --> 00:02:07.000]  弄得不好嗎
[00:02:07.000 --> 00:02:08.000]  不是
[00:02:08.000 --> 00:02:10.000]  原來這隻腳
[00:02:10.000 --> 00:02:11.000]  不知道去了哪裡
[00:02:11.000 --> 00:02:12.000]  整個鴨腿不見了
[00:02:12.000 --> 00:02:13.000]  單腳鴨來的
[00:02:13.000 --> 00:02:15.000]  他想想
[00:02:15.000 --> 00:02:17.000]  這個廚師真是活該
[00:02:17.000 --> 00:02:19.000]  打虎頭
[00:02:19.000 --> 00:02:22.000]  偷吃我最喜歡吃的那隻鴨腿
[00:02:24.000 --> 00:02:26.000]  大興問罪之師
[00:02:26.000 --> 00:02:27.000]  就想那個廚師來
[00:02:27.000 --> 00:02:29.000]  你來來來
[00:02:29.000 --> 00:02:31.000]  為什麼偷我鴨腿打虎頭
[00:02:31.000 --> 00:02:33.000]  想想
[00:02:33.000 --> 00:02:34.000]  不好啊
[00:02:34.000 --> 00:02:36.000]  如果我這樣說他的時候
[00:02:36.000 --> 00:02:38.000]  一時生氣起來
[00:02:38.000 --> 00:02:39.000]  辭工不做
[00:02:39.000 --> 00:02:41.000]  那我連單腳鴨都沒得吃
[00:02:41.000 --> 00:02:42.000]  不好啊
[00:02:42.000 --> 00:02:43.000]  先忍著
[00:02:43.000 --> 00:02:44.000]  看看日後怎麼樣
[00:02:44.000 --> 00:02:45.000]  或者他突然間
[00:02:45.000 --> 00:02:46.000]  偶然之間
[00:02:46.000 --> 00:02:48.000]  肚餓想吃一隻鴨腳
[00:02:48.000 --> 00:02:50.000]  好我等一等
[00:02:50.000 --> 00:02:52.000]  第三天
[00:02:52.000 --> 00:02:53.000]  又是一隻鴨出來
[00:02:53.000 --> 00:02:54.000]  又是單腳鴨
[00:02:54.000 --> 00:02:56.000]  又是調戲很不順
[00:02:56.000 --> 00:02:58.000]  第四天
[00:02:58.000 --> 00:02:59.000]  又是單腳鴨
[00:02:59.000 --> 00:03:00.000]  第五天又是單腳鴨
[00:03:00.000 --> 00:03:01.000]  每天都是單腳鴨
[00:03:01.000 --> 00:03:03.000]  吃了整個月都是單腳鴨
[00:03:03.000 --> 00:03:09.000]  他漸漸覺得鴨的火氣很重
[00:03:09.000 --> 00:03:12.000]  不是鴨的火氣重
[00:03:12.000 --> 00:03:13.000]  是自己的火氣重
[00:03:13.000 --> 00:03:15.000]  明明最喜歡吃鴨的
[00:03:15.000 --> 00:03:19.000]  發覺調戲不順
[00:03:20.000 --> 00:03:23.000]  經常被人拿了最好的鴨腳吃
[00:03:23.000 --> 00:03:25.000]  於是不行了
[00:03:25.000 --> 00:03:26.000]  終於忍不住了
[00:03:26.000 --> 00:03:28.000]  就叫徐師
[00:03:28.000 --> 00:03:30.000]  你幹什麼
[00:03:30.000 --> 00:03:32.000]  偷我鴨腿吃
[00:03:32.000 --> 00:03:34.000]  主人說你說什麼
[00:03:34.000 --> 00:03:35.000]  你看看
[00:03:35.000 --> 00:03:37.000]  是單腳鴨
[00:03:37.000 --> 00:03:39.000]  明明是斬了鴨腿
[00:03:39.000 --> 00:03:41.000]  徐師說
[00:03:41.000 --> 00:03:42.000]  主人
[00:03:42.000 --> 00:03:43.000]  你誤會了
[00:03:43.000 --> 00:03:46.000]  你知不知道你鴨場那些
[00:03:46.000 --> 00:03:48.000]  全部是單腳鴨
[00:03:48.000 --> 00:03:50.000]  沒理由
[00:03:50.000 --> 00:03:51.000]  我剛剛才看過
[00:03:51.000 --> 00:03:53.000]  我的腳全部是雙腳鴨
[00:03:53.000 --> 00:03:54.000]  單腳鴨
[00:03:54.000 --> 00:03:55.000]  你不相信
[00:03:55.000 --> 00:03:56.000]  我帶你去看
[00:03:56.000 --> 00:03:57.000]  好啊
[00:03:57.000 --> 00:03:58.000]  帶你去看
[00:03:58.000 --> 00:03:59.000]  那時候剛剛吃完午飯
[00:03:59.000 --> 00:04:01.000]  就帶你去鴨場看
[00:04:01.000 --> 00:04:04.000]  那些鴨到下午睡覺
[00:04:04.000 --> 00:04:06.000]  我不知道你有沒有去過金門公園
[00:04:06.000 --> 00:04:07.000]  看那些鴨睡覺
[00:04:07.000 --> 00:04:09.000]  那些鴨睡覺通常是怎樣
[00:04:09.000 --> 00:04:11.000]  縮了一隻腳
[00:04:11.000 --> 00:04:12.000]  單腳
[00:04:12.000 --> 00:04:13.000]  徐師就說你看看
[00:04:13.000 --> 00:04:18.000]  你全部那些鴨都是單腳鴨
[00:04:18.000 --> 00:04:20.000]  我哪有偷你的鴨吃
[00:04:20.000 --> 00:04:22.000]  主人說
[00:04:22.000 --> 00:04:23.000]  你以為我不懂嗎
[00:04:23.000 --> 00:04:25.000]  拍手掌
[00:04:25.000 --> 00:04:27.000]  一拍手掌的時候
[00:04:27.000 --> 00:04:29.000]  那些鴨就醒了
[00:04:29.000 --> 00:04:30.000]  一醒了
[00:04:30.000 --> 00:04:31.000]  踢了一隻腳出來
[00:04:31.000 --> 00:04:32.000]  於是主人說
[00:04:32.000 --> 00:04:34.000]  你看看我所有鴨都是雙腳鴨
[00:04:34.000 --> 00:04:36.000]  明明你偷了鴨腿吃
[00:04:36.000 --> 00:04:38.000]  還在狡辯
[00:04:38.000 --> 00:04:41.000]  徐師就告訴你
[00:04:41.000 --> 00:04:42.000]  主人
[00:04:42.000 --> 00:04:44.000]  為什麼你不早點拍手掌呢
[00:04:44.000 --> 00:04:46.000]  你早點拍手掌
[00:04:46.000 --> 00:04:48.000]  就有雙腳鴨吃了
[00:04:48.000 --> 00:04:51.000]  今天我想
