
[00:00:00.000 --> 00:00:08.480]  呼鼎姐妹讓我們在聆聽主導熱線我們一起同心低頭禱告
[00:00:08.480 --> 00:00:09.520]  天父多謝你
[00:00:09.520 --> 00:00:13.840]  多謝你讓我們能夠再次回到主你的說話面前仰望
[00:00:13.840 --> 00:00:19.200]  也多謝你讓我們眾弟兄姐妹可以一同歐歌頌讚仰望在主你的當中
[00:00:19.200 --> 00:00:24.640]  求你的帶領讓我們能夠在整個崇拜的裏面
[00:00:24.640 --> 00:00:27.760]  每一個弟兄姐妹都能夠真的緊貼主你的心
[00:00:27.760 --> 00:00:32.560]  也讓我們能夠在聆聽主導的過程裏面有聖靈帶領誘導我們
[00:00:32.560 --> 00:00:36.560]  好想我們能夠掌握到聖經當中的真正的教導
[00:00:36.560 --> 00:00:40.080]  從而使我們在每一天的生命生活裏面
[00:00:40.080 --> 00:00:42.400]  知道怎樣信行合一
[00:00:42.400 --> 00:00:45.120]  行在主你的心思意念當中
[00:00:45.120 --> 00:00:48.240]  我們再次將這段時間交上求你的帶領
[00:00:48.240 --> 00:00:51.040]  奉靠主耶穌基督得勝的名字而求
[00:00:51.040 --> 00:00:51.840]  阿們
[00:00:51.840 --> 00:00:55.600]  開始之前我想問大家一條問題
[00:00:55.600 --> 00:00:58.400]  基督徒應不應該說謊
[00:00:58.400 --> 00:01:00.400]  或者基督徒可不可以說謊
[00:01:00.400 --> 00:01:03.520]  我可以斬釘截鐵地說
[00:01:03.520 --> 00:01:05.520]  基督徒是不應該說謊的
[00:01:05.520 --> 00:01:10.640]  不過很多時候當我們去看聖經的時候
[00:01:10.640 --> 00:01:15.920]  很多疑問甚至引發出很多不同類型的神學
[00:01:15.920 --> 00:01:20.560]  就去關乎於講話的特別講謊這個題目
[00:01:20.560 --> 00:01:26.640]  在聖經當中在馬太福音第五章第37節裏面
[00:01:26.640 --> 00:01:28.640]  耶穌曾經這樣教過
[00:01:28.640 --> 00:01:32.080]  你們的話是就說是
[00:01:32.080 --> 00:01:34.640]  不是就說是不是
[00:01:34.640 --> 00:01:38.160]  若再多說就出於那惡者
[00:01:38.160 --> 00:01:42.960]  這句話其實是一個很清楚的指示
[00:01:42.960 --> 00:01:44.960]  本來在登山寶訓當中
[00:01:44.960 --> 00:01:46.960]  給我們一個這樣的教導
[00:01:46.960 --> 00:01:52.720]  其實是告訴我們不應該說任何的含糊其詞
[00:01:52.720 --> 00:01:56.560]  或者引導人有任何錯誤思想
[00:01:56.560 --> 00:02:00.800]  甚至有一些偏離真實事實的說話
[00:02:00.800 --> 00:02:02.800]  是從基督徒而出
[00:02:02.800 --> 00:02:04.800]  或者從神的指紋而出
[00:02:04.800 --> 00:02:11.280]  但是這種說法也造成了一些信徒
[00:02:11.280 --> 00:02:14.560]  就說如果遇到一些情形
[00:02:14.560 --> 00:02:21.600]  我們會有一個現象是說了謊話可能會好一些
[00:02:21.600 --> 00:02:23.600]  容易過一些
[00:02:23.600 --> 00:02:25.600]  或者可以救人的生命的話
[00:02:25.600 --> 00:02:27.600]  那為什麼不能說呢
[00:02:27.600 --> 00:02:33.360]  所以在聖經的讀的過程當中
[00:02:33.360 --> 00:02:39.120]  不少人就嘗試去找一些經文去印證說謊是有好處的
[00:02:39.120 --> 00:02:43.920]  那我就要回頭去問耶穌是怎麼教的
[00:02:43.920 --> 00:02:47.600]  但是你又找一些例子嘗試去說
[00:02:47.600 --> 00:02:49.600]  聖經也說有人說謊
[00:02:49.600 --> 00:02:51.600]  譬如最簡單的例子
[00:02:51.600 --> 00:02:54.640]  在舊約聖經約書亞記
[00:02:54.640 --> 00:03:01.840]  一開始有個開記載的女士叫拉合
[00:03:01.840 --> 00:03:11.600]  因為她說謊就保守了兩個神的指紋當中去猜探的探子
[00:03:11.600 --> 00:03:19.120]  就造就了成功的上帝進入加拿大的序幕
[00:03:19.120 --> 00:03:21.120]  那為什麼不好呢
[00:03:21.120 --> 00:03:26.000]  今天我想透過這段聖經一方面去想
[00:03:26.000 --> 00:03:29.360]  這個題目不是最核心的問題
[00:03:29.360 --> 00:03:33.120]  今天想從這段經文當中去看
[00:03:33.120 --> 00:03:36.400]  緩途訓練裡其中一個的挑戰
[00:03:36.400 --> 00:03:39.120]  甚至是挑戰的場合
[00:03:39.120 --> 00:03:42.480]  就是我們遇見的情況
[00:03:42.480 --> 00:03:45.520]  我們說話到底要怎麼去說
[00:03:45.520 --> 00:03:48.480]  甚至是不是說謊可以可行呢
[00:03:48.480 --> 00:03:51.600]  謊話是不是一種睿智呢
[00:03:51.600 --> 00:03:54.320]  或者是一種真正的謊言呢
[00:03:54.320 --> 00:04:01.200]  這成為了今天這段經文裡一個很有趣的題目
[00:04:01.200 --> 00:04:04.400]  尤其是今天我們教會信徒當中
[00:04:04.400 --> 00:04:08.800]  經常有些理由叫做白色的謊言
[00:04:08.800 --> 00:04:10.800]  我們說白色謊言就沒問題
[00:04:10.800 --> 00:04:13.840]  將這些謊言洗白
[00:04:13.840 --> 00:04:17.520]  有時好像黑錢洗白
[00:04:17.520 --> 00:04:21.200]  這樣做就已經變成沒事了
[00:04:21.200 --> 00:04:24.720]  我們一起去看看這段聖經說什麼
[00:04:24.720 --> 00:04:27.760]  剛才Sandy跟我們讀了一次
[00:04:27.760 --> 00:04:29.760]  我們再讀多一次
[00:04:29.760 --> 00:04:31.760]  讀多一次讓你們熟悉這段經文
[00:04:31.760 --> 00:04:33.760]  其實這段經文不是不熟悉的
[00:04:33.760 --> 00:04:35.760]  我們很熟悉的
[00:04:35.760 --> 00:04:38.960]  不過我們經常很專注於片段
[00:04:38.960 --> 00:04:42.640]  我們整體來看看這段聖經說什麼
[00:04:42.640 --> 00:04:47.840]  我們一起打開馬太福音第十七章二十四至二十七節
[00:04:47.840 --> 00:04:54.880]  我們一起讀吧
[00:04:54.880 --> 00:04:58.080]  讓上帝的說話進入我們的腦袋
[00:04:58.080 --> 00:05:00.080]  進入我們的心
[00:05:00.080 --> 00:05:29.840]  (下帝說)
[00:05:29.840 --> 00:05:31.840]  是向外人呢?
[00:05:31.840 --> 00:05:34.880]  彼得說是向外人
[00:05:34.880 --> 00:05:36.400]  耶穌說
[00:05:36.400 --> 00:05:38.160]  既然如此
[00:05:38.160 --> 00:05:41.040]  兒子就可免稅了
[00:05:41.040 --> 00:05:44.640]  但恐怕觸犯他們
[00:05:44.640 --> 00:05:48.400]  你且往海邊去釣魚
[00:05:48.400 --> 00:05:52.240]  把先釣上來的魚拿起來
[00:05:52.240 --> 00:05:54.240]  開了他的口
[00:05:54.240 --> 00:05:56.240]  必得一塊錢
[00:05:56.240 --> 00:05:58.720]  可以拿去給他們
[00:05:58.720 --> 00:06:01.840]  作你我的稅稅
[00:06:01.840 --> 00:06:03.840]  有趣的經文
[00:06:03.840 --> 00:06:08.640]  先看看前面的內容
[00:06:08.640 --> 00:06:13.920]  這段經文前面剛剛說了
[00:06:13.920 --> 00:06:17.440]  原來無論我們做的事
[00:06:17.440 --> 00:06:21.120]  或跟隨耶穌走我們的人生
[00:06:21.840 --> 00:06:28.000]  其實這件事未必如我們所想的燦爛
[00:06:28.000 --> 00:06:29.120]  很光輝
[00:06:29.120 --> 00:06:30.640]  很有刺激感
[00:06:30.640 --> 00:06:32.640]  很有滿足感
[00:06:32.640 --> 00:06:36.480]  可能只是一些平平無奇的事
[00:06:36.480 --> 00:06:39.680]  簡單來說
[00:06:39.680 --> 00:06:40.960]  正如聖經所說
[00:06:40.960 --> 00:06:44.320]  我們在登山步行時
[00:06:44.320 --> 00:06:46.320]  左手不要讓右手知道
[00:06:46.320 --> 00:06:48.320]  如此秘密的地步
[00:06:49.200 --> 00:06:52.800]  甚至可能是一件很掃興的事
