
[00:00:00.000 --> 00:00:05.000]  各位電視姊妹主內平安
[00:00:05.000 --> 00:00:09.000]  後面聽到感謝神的恩典
[00:00:09.000 --> 00:00:18.000]  我應該說吳京元國廣恩踏入第20年
[00:00:18.000 --> 00:00:26.000]  20年前在沙宣討論直堂
[00:00:26.000 --> 00:00:30.000]  仍歷歷在目
[00:00:30.000 --> 00:00:34.000]  多少位弟兄姊妹當時都在場?
[00:00:34.000 --> 00:00:39.000]  請你舉手而已,不用你站起來,感謝神
[00:00:39.000 --> 00:00:43.000]  不過如果再數再早一點
[00:00:43.000 --> 00:00:54.000]  沙宣開始,41年前在希伯倫堂進來沙田
[00:00:54.000 --> 00:00:57.000]  有多少位弟兄姊妹當時都在場?
[00:00:57.000 --> 00:01:01.000]  有呀,舉高一點,應該請你站起來
[00:01:01.000 --> 00:01:05.000]  應該跟我一起站在一起
[00:01:05.000 --> 00:01:10.000]  是呀,我們可以再追上去
[00:01:10.000 --> 00:01:15.000]  去年我借著沙宣40週年的港道系列
[00:01:15.000 --> 00:01:21.000]  和你們分享了我們從沙宣一直追上去
[00:01:21.000 --> 00:01:24.000]  耶路撒冷教會
[00:01:24.000 --> 00:01:29.000]  我們說如果不是直到地極的使命
[00:01:29.000 --> 00:01:34.000]  今天我們存錢就去耶路撒冷
[00:01:34.000 --> 00:01:37.000]  在哭場前哭一輪
[00:01:37.000 --> 00:01:42.000]  我當然是唯一的教會,2000年來的一間
[00:01:42.000 --> 00:01:50.000]  很快就試圖將福音傳到外邦
[00:01:50.000 --> 00:01:58.000]  透過碧白,未曾是羅馬帝國的碧白
[00:01:58.000 --> 00:02:02.000]  是猶太會堂的碧白
[00:02:02.000 --> 00:02:06.000]  記得數羅馬,保羅未信耶穌之前
[00:02:06.000 --> 00:02:09.000]  他都是碧白教會的
[00:02:09.000 --> 00:02:15.000]  《士郎傳》第八章第四節就告訴我們
[00:02:15.000 --> 00:02:19.000]  因為碧白臨到耶路撒冷的教會
[00:02:19.000 --> 00:02:22.000]  門徒四散
[00:02:22.000 --> 00:02:29.000]  那些分散的人就往各處傳道
[00:02:29.000 --> 00:02:31.000]  這是教會的開始
[00:02:31.000 --> 00:02:40.000]  不過這不是聖經記載上帝奇妙的工作的起點
[00:02:40.000 --> 00:02:44.000]  所以今年我想和弟兄姊妹一起
[00:02:44.000 --> 00:02:49.000]  也是借著20週年的機會
[00:02:49.000 --> 00:02:55.000]  我們真的回到聖經最早
[00:02:55.000 --> 00:03:05.000]  上帝設立他的百姓群體的起點
[00:03:05.000 --> 00:03:09.000]  教會這個名稱
[00:03:09.000 --> 00:03:12.000]  你去教會,你參加教會
[00:03:12.000 --> 00:03:16.000]  你可能都以為這個就是我們的名字
[00:03:16.000 --> 00:03:18.000]  這是中文的翻譯
[00:03:18.000 --> 00:03:22.000]  翻譯得好,翻譯得不好,都不能改的了
[00:03:22.000 --> 00:03:26.000]  但其實這個名字在聖經裏面
[00:03:26.000 --> 00:03:31.000]  其實是回到舊約
[00:03:31.000 --> 00:03:38.000]  上帝叫一班以色列人出來
[00:03:38.000 --> 00:03:45.000]  呼召他們成為神的子民
[00:03:45.000 --> 00:03:50.000]  教你太多的希伯來文
[00:03:50.000 --> 00:03:52.000]  今天也要說幾個
[00:03:52.000 --> 00:03:56.000]  去到新約聖經的非立文
[00:03:56.000 --> 00:03:58.000]  Ekklesia
[00:03:58.000 --> 00:04:02.000]  應該直接翻譯出來就是上帝叫的
[00:04:02.000 --> 00:04:04.000]  為甚麼你今天坐在這裏?
[00:04:04.000 --> 00:04:06.000]  上帝叫我的
[00:04:06.000 --> 00:04:08.000]  不是只叫我一個
[00:04:08.000 --> 00:04:12.000]  是叫一班人來到他的面前
[00:04:12.000 --> 00:04:14.000]  在聖經裏面
[00:04:14.000 --> 00:04:19.000]  這個起點是記載在春埃及記
[00:04:19.000 --> 00:04:24.000]  春埃及記我們時時都有一個錯覺
[00:04:24.000 --> 00:04:26.000]  不怪大家
[00:04:26.000 --> 00:04:29.000]  因為書的名字都是這樣叫
[00:04:29.000 --> 00:04:33.000]  春埃及記說甚麼?春埃及
[00:04:33.000 --> 00:04:37.000]  創世記說甚麼?創造天地
[00:04:37.000 --> 00:04:42.000]  其實這個是錯的印象
[00:04:42.000 --> 00:04:47.000]  我多次解釋過創世記不是說創造天地
[00:04:47.000 --> 00:04:53.000]  50章的經文極其量是第一第二章
[00:04:53.000 --> 00:04:55.000]  記載創造天地
[00:04:55.000 --> 00:04:59.000]  4%的篇幅
[00:04:59.000 --> 00:05:03.000]  其餘的96%
[00:05:03.000 --> 00:05:07.000]  說甚麼的?我們就張開嘴巴
[00:05:07.000 --> 00:05:08.000]  只有一個洞
[00:05:08.000 --> 00:05:10.000]  春埃及記都是
[00:05:10.000 --> 00:05:12.000]  記載春埃及
[00:05:12.000 --> 00:05:14.000]  沒錯
[00:05:14.000 --> 00:05:16.000]  春埃及記第一章
[00:05:16.000 --> 00:05:20.000]  以色列人在埃及
[00:05:20.000 --> 00:05:24.000]  春埃及記去到最後那章
[00:05:24.000 --> 00:05:26.000]  這個真的考考你
[00:05:26.000 --> 00:05:29.000]  以色列人在哪裏?
[00:05:29.000 --> 00:05:31.000]  很安全的答案
[00:05:31.000 --> 00:05:33.000]  不是埃及
[00:05:33.000 --> 00:05:37.000]  出了埃及去了哪裏?
[00:05:37.000 --> 00:05:43.000]  去了哪裏?我們經常都停在出埃及
[00:05:43.000 --> 00:05:46.000]  最厲害的過紅海
[00:05:46.000 --> 00:05:47.000]  神蹟
[00:05:47.000 --> 00:05:49.000]  感謝神
[00:05:49.000 --> 00:05:51.000]  再厲害一點在抗野
[00:05:51.000 --> 00:05:54.000]  誰抗野?
[00:05:54.000 --> 00:05:57.000]  我們停在那裏
[00:05:57.000 --> 00:06:03.000]  其實春埃及記記載了最重要的事情發生
[00:06:03.000 --> 00:06:07.000]  就是春埃及之後三個月
[00:06:07.000 --> 00:06:09.000]  百姓
[00:06:09.000 --> 00:06:12.000]  4月15日
[00:06:12.000 --> 00:06:17.000]  來到西乃的抗野
[00:06:17.000 --> 00:06:20.000]  我知道西乃山我也去過
[00:06:20.000 --> 00:06:21.000]  聖地
[00:06:21.000 --> 00:06:23.000]  導遊一早叫醒我們
[00:06:23.000 --> 00:06:26.000]  就爬山上去看日出
[00:06:26.000 --> 00:06:29.000]  那個不是西乃山
[00:06:29.000 --> 00:06:31.000]  如果你去過
[00:06:31.000 --> 00:06:32.000]  你知道不是
[00:06:32.000 --> 00:06:35.000]  沒有人知道西乃山在哪裏
[00:06:35.000 --> 00:06:37.000]  所以那個不是一個聖地
[00:06:37.000 --> 00:06:38.000]  去朝聖
[00:06:38.000 --> 00:06:40.000]  行三步就拜一拜
[00:06:40.000 --> 00:06:42.000]  行五步就叩頭
[00:06:42.000 --> 00:06:43.000]  沒有的
[00:06:43.000 --> 00:06:45.000]  聖經沒有這些
[00:06:45.000 --> 00:06:48.000]  西乃山的重要
[00:06:48.000 --> 00:06:51.000]  不是那個地點
[00:06:51.000 --> 00:06:55.000]  不要將民間宗教這些迷信
[00:06:55.000 --> 00:06:56.000]  搬進來聖經
[00:06:56.000 --> 00:06:58.000]  哇!摩西都要脫鞋
[00:06:58.000 --> 00:07:00.000]  我們要脫襪子
[00:07:00.000 --> 00:07:02.000]  沒有的
[00:07:02.000 --> 00:07:04.000]  西乃山最重要的是
[00:07:04.000 --> 00:07:07.000]  在那裏發生了什麼事
[00:07:07.000 --> 00:07:09.000]  以色列人住了十個月
[00:07:09.000 --> 00:07:11.000]  很短的
[00:07:11.000 --> 00:07:15.000]  但是從春埃及記第十八章
[00:07:15.000 --> 00:07:20.000]  一直到文數記第十章
[00:07:20.000 --> 00:07:26.000]  摩西五經中間核心的部分
[00:07:26.000 --> 00:07:29.000]  三分一的經文記載
[00:07:29.000 --> 00:07:34.000]  以色列停留在西乃十個月
[00:07:34.000 --> 00:07:36.000]  發生了什麼事
[00:07:36.000 --> 00:07:41.000]  以至聖經要這麼詳細去記載
[00:07:41.000 --> 00:07:46.000]  這麼短短十個月的事情
[00:07:46.000 --> 00:07:48.000]  就只有兩個字
[00:07:48.000 --> 00:07:50.000]  立約
[00:07:50.000 --> 00:07:51.000]  立約?
[00:07:51.000 --> 00:07:53.000]  哦!上律師樓簽紙?
[00:07:53.000 --> 00:07:55.000]  不是
[00:07:55.000 --> 00:07:57.000]  那是contract
[00:07:57.000 --> 00:07:59.000]  在香港都懂得分辨
[00:07:59.000 --> 00:08:01.000]  什麼是合約
[00:08:01.000 --> 00:08:04.000]  contract就是兩邊平等
[00:08:04.000 --> 00:08:06.000]  大家一起去簽名
[00:08:06.000 --> 00:08:08.000]  律師做見證人
[00:08:08.000 --> 00:08:10.000]  你這邊破壞了合約
[00:08:10.000 --> 00:08:13.000]  另一邊就沒有責任要遵守
[00:08:13.000 --> 00:08:15.000]  買賣就是這樣
[00:08:15.000 --> 00:08:17.000]  這是合約平等
[00:08:17.000 --> 00:08:21.000]  春埃及記所記載的背景
[00:08:21.000 --> 00:08:23.000]  不是做生意
[00:08:23.000 --> 00:08:25.000]  簽合同
[00:08:25.000 --> 00:08:27.000]  不如我們不要用約字
[00:08:27.000 --> 00:08:28.000]  我們用合同
[00:08:28.000 --> 00:08:30.000]  這樣你就會清楚分得到
[00:08:30.000 --> 00:08:32.000]  不是contract
[00:08:32.000 --> 00:08:36.000]  上帝和以色列不是平等
[00:08:36.000 --> 00:08:38.000]  不是做買賣
[00:08:38.000 --> 00:08:40.000]  不是做合作
[00:08:40.000 --> 00:08:42.000]  大家合作
[00:08:42.000 --> 00:08:43.000]  簽合同
[00:08:43.000 --> 00:08:44.000]  不是相反的
[00:08:44.000 --> 00:08:47.000]  當時每一個以色列人都明白
[00:08:47.000 --> 00:08:49.000]  香港人都明白
[00:08:49.000 --> 00:08:54.000]  香港是怎樣出現在世界地圖上
[00:08:54.000 --> 00:08:58.000]  因為南京條約
[00:08:58.000 --> 00:08:59.000]  聽過沒有?
[00:08:59.000 --> 00:09:00.000]  沒有
[00:09:00.000 --> 00:09:01.000]  聽過
[00:09:01.000 --> 00:09:02.000]  界限街聽過沒有?
[00:09:02.000 --> 00:09:03.000]  去過
[00:09:03.000 --> 00:09:05.000]  什麼叫界限街?
[00:09:05.000 --> 00:09:12.000]  南京條約滿清政府
[00:09:12.000 --> 00:09:15.000]  因為輸了鴉片戰爭
[00:09:15.000 --> 00:09:17.000]  好像沒聽過
[00:09:17.000 --> 00:09:20.000]  沒有國安教育
[00:09:20.000 --> 00:09:24.000]  輸了要割地賠款
[00:09:24.000 --> 00:09:26.000]  有沒有聽過?
[00:09:26.000 --> 00:09:27.000]  沒有
[00:09:27.000 --> 00:09:28.000]  真是幸福
[00:09:28.000 --> 00:09:31.000]  所以英國真是我們的大恩人
[00:09:31.000 --> 00:09:32.000]  給我們多少人去?
[00:09:32.000 --> 00:09:33.000]  不是的
[00:09:33.000 --> 00:09:36.000]  他走來賣鴉片給我們
[00:09:36.000 --> 00:09:38.000]  還說他對
[00:09:38.000 --> 00:09:41.000]  即是今天你試試看
[00:09:41.000 --> 00:09:44.000]  中美洲那些國家賣毒品給我們
[00:09:44.000 --> 00:09:45.000]  還說對
[00:09:45.000 --> 00:09:46.000]  沒理由
[00:09:46.000 --> 00:09:48.000]  但他船堅炮利
[00:09:48.000 --> 00:09:49.000]  他是帝國
[00:09:49.000 --> 00:09:51.000]  不平等在此
[00:09:51.000 --> 00:09:56.000]  所以南京條約是一個不平等的條約
[00:09:56.000 --> 00:09:57.000]  我們很清楚
[00:09:57.000 --> 00:10:02.000]  界限街就是當年割地那條線
[00:10:02.000 --> 00:10:04.000]  原來這麼少
[00:10:04.000 --> 00:10:07.000]  界限街以北那些是租的
[00:10:07.000 --> 00:10:08.000]  很複雜
[00:10:08.000 --> 00:10:10.000]  今天不要說這麼多
[00:10:10.000 --> 00:10:12.000]  我大大開始張眉頭
[00:10:12.000 --> 00:10:14.000]  我們必須要明白事實
[00:10:14.000 --> 00:10:17.000]  上帝不是和我們做生意
[00:10:17.000 --> 00:10:18.000]  你愛我
[00:10:18.000 --> 00:10:19.000]  我祝福你
[00:10:19.000 --> 00:10:21.000]  你不回教會
[00:10:21.000 --> 00:10:23.000]  因此這星期會肚痛
[00:10:23.000 --> 00:10:27.000]  沒有這樣的事
[00:10:27.000 --> 00:10:31.000]  上帝在我們還作罪人的時候
[00:10:31.000 --> 00:10:34.000]  就猜耶穌基督來為我們死
[00:10:34.000 --> 00:10:37.000]  你想清楚這句話
[00:10:37.000 --> 00:10:40.000]  所以上帝和以色列立約
[00:10:40.000 --> 00:10:44.000]  是一個不平等的條約
[00:10:44.000 --> 00:10:52.000]  在當時就是宗主國和附庸國之間
[00:10:52.000 --> 00:10:57.000]  的一個政治的結盟
[00:10:57.000 --> 00:10:59.000]  我講到這裡停了
[00:10:59.000 --> 00:11:02.000]  宗主國是惡勢的
[00:11:02.000 --> 00:11:04.000]  因為他贏了
[00:11:04.000 --> 00:11:08.000]  附庸國就只能夠頭疼眼濕濕
[00:11:08.000 --> 00:11:10.000]  你叫什麼我就做什麼
[00:11:10.000 --> 00:11:13.000]  這個不平等人人都知道
[00:11:13.000 --> 00:11:17.000]  不過上帝和以色列立約的不平等
[00:11:17.000 --> 00:11:19.000]  不是船堅炮利
[00:11:19.000 --> 00:11:21.000]  不是暴力
[00:11:21.000 --> 00:11:23.000]  不是壓迫
[00:11:23.000 --> 00:11:25.000]  不是強迫我們
[00:11:25.000 --> 00:11:27.000]  所以猶太人的傳統
[00:11:27.000 --> 00:11:29.000]  很強調一個事實
[00:11:29.000 --> 00:11:31.000]  每年如月節
[00:11:31.000 --> 00:11:34.000]  來到神的面前
[00:11:34.000 --> 00:11:38.000]  再重新不是立約
[00:11:38.000 --> 00:11:41.000]  是肯定我們屬於上帝的
[00:11:41.000 --> 00:11:45.000]  這是每一代的以色列人
[00:11:45.000 --> 00:11:53.000]  都要重新一次承認自己的身份
[00:11:53.000 --> 00:11:55.000]  是呀
[00:11:55.000 --> 00:11:57.000]  你父母上了禮拜堂
[00:11:57.000 --> 00:11:59.000]  你在教會很熱心
[00:11:59.000 --> 00:12:01.000]  你的下一代
[00:12:01.000 --> 00:12:08.000]  都要他們重新立志跟隨耶穌基督
[00:12:08.000 --> 00:12:10.000]  不能遺傳
[00:12:10.000 --> 00:12:15.000]  不能自然地趴下去
[00:12:15.000 --> 00:12:17.000]  以色列人
[00:12:17.000 --> 00:12:19.000]  他們每一年來到神的面前
[00:12:19.000 --> 00:12:21.000]  但他們很記得一個事實
[00:12:21.000 --> 00:12:26.000]  其實在西乃出埃及後
[00:12:26.000 --> 00:12:28.000]  上帝問
[00:12:28.000 --> 00:12:30.000]  做不做我的子民
[00:12:30.000 --> 00:12:32.000]  哪有得不做
[00:12:32.000 --> 00:12:35.000]  但你仍然要選擇
[00:12:35.000 --> 00:12:38.000]  他們的比喻
[00:12:38.000 --> 00:12:41.000]  你在海灘游泳
[00:12:41.000 --> 00:12:44.000]  不小心被浪捆住
[00:12:44.000 --> 00:12:46.000]  衝了出去
[00:12:46.000 --> 00:12:48.000]  你又不會游泳
[00:12:48.000 --> 00:12:51.000]  於是你掙扎不斷地喝水
[00:12:51.000 --> 00:12:53.000]  想著不斷地倒下
[00:12:53.000 --> 00:12:55.000]  有一個救生員
[00:12:55.000 --> 00:12:58.000]  非常高大威猛
[00:12:58.000 --> 00:13:01.000]  馬上跳下水救你
[00:13:01.000 --> 00:13:03.000]  你已經昏迷
[00:13:03.000 --> 00:13:04.000]  喝了很多水
[00:13:04.000 --> 00:13:06.000]  他幫你做人工呼吸
[00:13:06.000 --> 00:13:08.000]  幫你做心外壓
[00:13:08.000 --> 00:13:10.000]  救了你的命
[00:13:10.000 --> 00:13:12.000]  你多謝他
[00:13:12.000 --> 00:13:14.000]  他說我們做過朋友
[00:13:14.000 --> 00:13:16.000]  以後教你游泳
[00:13:16.000 --> 00:13:18.000]  他說不
[00:13:18.000 --> 00:13:21.000]  你現在來挑釁我嗎
[00:13:21.000 --> 00:13:23.000]  不會的
[00:13:23.000 --> 00:13:25.000]  在那個時候
[00:13:25.000 --> 00:13:27.000]  你感激都來不及
[00:13:27.000 --> 00:13:31.000]  但上帝被以色列人選擇
[00:13:31.000 --> 00:13:33.000]  出了埃及
[00:13:33.000 --> 00:13:35.000]  你們想去哪裏
[00:13:35.000 --> 00:13:37.000]  沒有監禁他們
[00:13:37.000 --> 00:13:39.000]  沒有監禁你
[00:13:39.000 --> 00:13:42.000]  所以這個納約的事實
[00:13:42.000 --> 00:13:47.000]  才是西乃的重要
[00:13:47.000 --> 00:13:49.000]  或者說在西埃及的
[00:13:49.000 --> 00:13:51.000]  以色列人去了哪裏
[00:13:51.000 --> 00:13:53.000]  懂得回答了
[00:13:53.000 --> 00:13:55.000]  他們來到神的面前
[00:13:55.000 --> 00:14:01.000]  他們成為神的子民
[00:14:01.000 --> 00:14:07.000]  從此他們的身份不一樣
[00:14:07.000 --> 00:14:09.000]  是從西乃開始
[00:14:09.000 --> 00:14:11.000]  是從西乃開始
[00:14:11.000 --> 00:14:14.000]  所以出埃及記載
[00:14:14.000 --> 00:14:17.000]  最重要的核心
[00:14:17.000 --> 00:14:19.000]  不是出埃及
[00:14:19.000 --> 00:14:22.000]  不是過紅海
[00:14:22.000 --> 00:14:24.000]  聽得明白我這句說話嗎
[00:14:24.000 --> 00:14:27.000]  人人都說最重要是出埃及
[00:14:27.000 --> 00:14:29.000]  最重要是過紅海
[00:14:29.000 --> 00:14:31.000]  出埃及有它的重要
[00:14:31.000 --> 00:14:34.000]  過紅海有它的重要
