
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹 早安
[00:00:02.000 --> 00:00:09.400]  京王國在中文大學已經做了四年的校長的工作
[00:00:09.400 --> 00:00:16.320]  由第一年開始 牧師就說原來校長是要來港懷道的
[00:00:16.320 --> 00:00:21.000]  我都很欣然地接受了這個邀請之後
[00:00:21.000 --> 00:00:23.000]  已經過了四個年頭
[00:00:23.000 --> 00:00:31.000]  剛才坐在祭壇上 望下這個禮拜堂
[00:00:31.000 --> 00:00:35.000]  看到你們很特別的儀式
[00:00:35.000 --> 00:00:46.000]  慢慢打開窗簾 看到十字架在灰藍色的天空上出現
[00:00:46.000 --> 00:00:54.000]  我就心裏覺得 其實中大是一個很特別的大學
[00:00:54.000 --> 00:01:02.000]  因為都不是很多大學真的有一個可以這麼完整的禮拜堂
[00:01:02.000 --> 00:01:10.000]  有上帝這麼明顯的祝福和祂的存在
[00:01:10.000 --> 00:01:17.000]  剛才又聽到師班唱一首很美麗的歌曲
[00:01:17.000 --> 00:01:23.000]  牧師還告訴我原來這首歌是我們一位會友
[00:01:23.000 --> 00:01:27.000]  彈琴的那位弟兄所作的
[00:01:27.000 --> 00:01:31.000]  我一路聽的時候覺得好像天使的聲音
[00:01:31.000 --> 00:01:34.000]  在這間房裏不停地旋轉
[00:01:34.000 --> 00:01:38.000]  所以我想邀請你們幫我給點提示
[00:01:38.000 --> 00:01:42.000]  也想邀請你們幫我給點掌聲鼓勵一下他們
[00:01:42.000 --> 00:01:50.000]  我知道平時師班唱詩很少會有人拍手
[00:01:50.000 --> 00:01:52.000]  但是我覺得都不介意
[00:01:52.000 --> 00:01:56.000]  將來在天堂上如果天使唱得好的話 我都會拍手
[00:01:56.000 --> 00:02:03.000]  但其實每一次來這裡分享聖經
[00:02:03.000 --> 00:02:09.000]  我都會感到很大的負擔 很大的心理上的重擔
[00:02:09.000 --> 00:02:15.000]  因為我經常都說我不是一個正正式式接受過神學訓練的人
[00:02:15.000 --> 00:02:19.000]  雖然我由中學的時候開始一直都有去教會
[00:02:19.000 --> 00:02:28.000]  但是聖經的道理我相信我只是能夠很膚淺的去了解
[00:02:28.000 --> 00:02:37.000]  而且我發覺在香港今時今日說話是越來越困難的
[00:02:37.000 --> 00:02:43.000]  每逢我說一句話都可以有很多種不同的演繹
[00:02:43.000 --> 00:02:49.000]  甚至乎在網上說 唉 這樣一聲
[00:02:49.000 --> 00:02:52.000]  竟然都會在報紙上看到
[00:02:52.000 --> 00:03:01.000]  或者說我沒有說過的都會在WhatsApp上傳出一篇假的說話
[00:03:01.000 --> 00:03:03.000]  其實我連WhatsApp都沒有的
[00:03:03.000 --> 00:03:12.000]  所以要在講壇上去分享一些訊息 一些教訓
[00:03:12.000 --> 00:03:16.000]  我一方面覺得我需要坦誠的
[00:03:16.000 --> 00:03:23.000]  把我自己的看法 我的領受 順便給我的說話和你分享
[00:03:23.000 --> 00:03:27.000]  但是另一方面 我又很怕一些說話
[00:03:27.000 --> 00:03:32.000]  在今天香港一個很撕裂的社會裏面
[00:03:32.000 --> 00:03:40.000]  會產生又有另外一些的 不知道怎樣的爭拗和演繹
[00:03:40.000 --> 00:03:47.000]  但是今天這段說話我覺得真的非常貼切
[00:03:47.000 --> 00:03:54.000]  值得我們每一個人 無論你是在讀書的
[00:03:54.000 --> 00:03:58.000]  或者你已經是做事的
[00:03:58.000 --> 00:04:04.000]  無論你信主是很短時間 或者是已經很多很多年的
[00:04:04.000 --> 00:04:09.000]  無論你是贊成政改的 或者不贊成政改的
[00:04:09.000 --> 00:04:13.000]  我都覺得這段說話 只要你是一個基督徒
[00:04:13.000 --> 00:04:17.000]  它都應該會在你的心裏面起到一些作用
[00:04:17.000 --> 00:04:20.000]  其實大家都很熟悉的一段聖經
[00:04:20.000 --> 00:04:22.000]  如果剛才我們讀過一部份的
[00:04:22.000 --> 00:04:25.000]  或者我再幫你們讀一次出來
[00:04:25.000 --> 00:04:28.000]  羅馬書的第十二章
[00:04:28.000 --> 00:04:32.000]  我決定會由第一節到第三節
[00:04:32.000 --> 00:04:35.000]  不是第二節 讀多一節
[00:04:35.000 --> 00:04:39.000]  由第一節到第三節為大家讀出來
[00:04:39.000 --> 00:04:43.000]  它說:所以弟兄們
[00:04:43.000 --> 00:04:46.000]  我相信一定包括姊妹的
[00:04:46.000 --> 00:04:49.000]  我以神的慈悲勸你們
[00:04:49.000 --> 00:04:53.000]  將身體獻上當作活祭
[00:04:53.000 --> 00:04:58.000]  是聖潔的 是上帝所喜悅的
[00:04:58.000 --> 00:05:02.000]  你們如此侍奉乃是理所當然的
[00:05:02.000 --> 00:05:05.000]  必要效法這個世界
[00:05:05.000 --> 00:05:08.000]  只要心意更生而變化
[00:05:08.000 --> 00:05:13.000]  叫你們測驗何謂神的善良
[00:05:13.000 --> 00:05:17.000]  純全可喜悅的旨意
[00:05:17.000 --> 00:05:20.000]  我憑著所賜給我的恩
[00:05:20.000 --> 00:05:23.000]  對你們各人所說
[00:05:23.000 --> 00:05:28.000]  不要看自己過於所當看的
[00:05:28.000 --> 00:05:34.000]  要照著上帝所吩咐各人信心的大小
[00:05:34.000 --> 00:05:38.000]  看得合乎中度
[00:05:38.000 --> 00:05:41.000]  三句很熟悉的聖經
[00:05:41.000 --> 00:05:44.000]  帶出三個很重要
[00:05:44.000 --> 00:05:47.000]  對於我來說 我希望對於你們來說
[00:05:47.000 --> 00:05:49.000]  很重要的信息
[00:05:49.000 --> 00:05:54.000]  或者我先用Eugene Peterson的聖經
[00:05:54.000 --> 00:05:57.000]  的譯本 The Message
[00:05:57.000 --> 00:05:58.000]  讀一次給你們聽
[00:05:58.000 --> 00:06:00.000]  看看你們覺得這樣的解釋
[00:06:00.000 --> 00:06:05.000]  會不會又給你們有另外一個的看法
[00:06:05.000 --> 00:06:06.000]  他說
[00:06:06.000 --> 00:06:35.000]  (英文)
[00:06:35.000 --> 00:06:37.000]  第二節
[00:06:37.000 --> 00:07:06.000]  (英文)
[00:07:06.000 --> 00:07:20.000]  (英文)
[00:07:20.000 --> 00:07:32.000]  (英文)
[00:07:32.000 --> 00:08:00.000]  (英文)
[00:08:00.000 --> 00:08:18.000]  (英文)
[00:08:18.000 --> 00:08:22.000]  三句好像本來我們都很熟悉的聖經
[00:08:22.000 --> 00:08:25.000]  Eugene Peterson也很長很長
[00:08:25.000 --> 00:08:29.000]  但是加了一些我從來都沒有想過的元素在裡面
[00:08:29.000 --> 00:08:31.000]  我和大家分享一下
[00:08:31.000 --> 00:08:33.000]  第一句大家都很熟悉的
[00:08:33.000 --> 00:08:37.000]  他說我們要將身體獻上當作活祭
[00:08:37.000 --> 00:08:43.000]  是聖潔的 是上帝所喜悅的
[00:08:43.000 --> 00:08:46.000]  好像很抽象的
[00:08:46.000 --> 00:08:50.000]  不知道什麼叫身體獻上當作活祭
[00:08:50.000 --> 00:08:53.000]  這裡說得很簡單給你們聽
[00:08:53.000 --> 00:08:57.000]  無論你睡覺 你吃飯 你工作
[00:08:57.000 --> 00:09:00.000]  你跑步 你搭車
[00:09:00.000 --> 00:09:04.000]  每一個生活的部分
[00:09:04.000 --> 00:09:09.000]  你都要將它變成了
[00:09:09.000 --> 00:09:12.000]  是你對神的一種奉獻
[00:09:12.000 --> 00:09:15.000]  對信你的上帝的一種奉獻
[00:09:15.000 --> 00:09:19.000]  信仰不是星期天早上才出現才發生的
[00:09:19.000 --> 00:09:21.000]  是你每一天的生活
[00:09:21.000 --> 00:09:27.000]  甚至一些和信仰沒有關係的東西
[00:09:27.000 --> 00:09:32.000]  你的吃飯 你和別人說話的態度等等
[00:09:32.000 --> 00:09:36.000]  都成為你對上帝的奉獻
[00:09:36.000 --> 00:09:38.000]  究竟我們做不做到這一點呢
[00:09:38.000 --> 00:09:41.000]  我記得我以前在醫院裡面工作的時候
[00:09:41.000 --> 00:09:48.000]  我非常有信心 非常享受我在醫院裡面的工作
[00:09:48.000 --> 00:09:53.000]  所以我從來都不會早上要騎完肚子才上班
[00:09:53.000 --> 00:09:56.000]  但是自從做了大學校長之後
[00:09:56.000 --> 00:09:58.000]  我每天早上都要騎了肚子才上班
[00:09:58.000 --> 00:10:02.000]  你千萬不要讓我看到記者問我一些不知道怎麼回答的問題
[00:10:02.000 --> 00:10:08.000]  你千萬不要讓我看到有班學生在門口抗議等等
[00:10:08.000 --> 00:10:12.000]  因為我知道我每一天所做的每一件事
[00:10:12.000 --> 00:10:15.000]  做每一個決定 甚至說的每一句話
[00:10:15.000 --> 00:10:23.000]  都可能可以侍奉神 但也可能可以侍奉自己
[00:10:23.000 --> 00:10:30.000]  甚至是破壞了一些學校裡面的東西
[00:10:30.000 --> 00:10:33.000]  不過這個不是我最想和大家分享的
[00:10:33.000 --> 00:10:35.000]  最想和大家分享的是第二句
[00:10:35.000 --> 00:10:41.000]  本來我想將這句聖經用作今年開學禮的演詞
[00:10:41.000 --> 00:10:44.000]  不過後來覺得太敏感了 結果我轉了
[00:10:44.000 --> 00:10:46.000]  這句聖經怎麼說呢
[00:10:46.000 --> 00:10:55.000]  它說不要效法這個世界 要心以根生而變化
[00:10:55.000 --> 00:11:02.000]  叫你們察驗什麼是上帝的善良 純全可喜悅的旨意
[00:11:02.000 --> 00:11:04.000]  英文也很精彩
[00:11:04.000 --> 00:11:10.000]  它說不要so well adjusted to the culture of this world
[00:11:10.000 --> 00:11:13.000]  今天的culture是什麼呢
[00:11:13.000 --> 00:11:16.000]  我們今天生活在香港
[00:11:16.000 --> 00:11:19.000]  今天的香港的culture是什麼呢
[00:11:19.000 --> 00:11:22.000]  今天的香港的culture
[00:11:22.000 --> 00:11:26.000]  我覺得有幾樣東西是很明顯的
[00:11:26.000 --> 00:11:35.000]  第一 我們的年輕人希望事事都如意
[00:11:35.000 --> 00:11:38.000]  每一樣東西都很順利
[00:11:38.000 --> 00:11:42.000]  不太需要花費太多的努力
[00:11:42.000 --> 00:11:44.000]  或者是辛勞
[00:11:44.000 --> 00:11:46.000]  我講一個事實給你聽
[00:11:46.000 --> 00:11:49.000]  你知不知道在中文大學的課程裏面
[00:11:49.000 --> 00:11:52.000]  要讀英文有兩個級數
[00:11:52.000 --> 00:11:56.000]  一個是淺一點的 一個是深一點的
[00:11:56.000 --> 00:12:00.000]  我們進來的學生都有不同的英文程度
[00:12:00.000 --> 00:12:02.000]  有些是國際學校來的
[00:12:02.000 --> 00:12:04.000]  有些是本地學校
[00:12:04.000 --> 00:12:09.000]  有些英文考五星星的 有些英文考不是五星星的
[00:12:09.000 --> 00:12:15.000]  但是有一天我收到一封投訴信
[00:12:15.000 --> 00:12:17.000]  那些學生說
[00:12:17.000 --> 00:12:20.000]  英文課程淺到離譜
[00:12:20.000 --> 00:12:23.000]  我為什麼要讀這樣的英文呢
[00:12:23.000 --> 00:12:29.000]  加上中學五年級都不如
[00:12:29.000 --> 00:12:31.000]  我看是嗎 真的有這樣的事嗎
[00:12:31.000 --> 00:12:33.000]  我就問那些英文老師
[00:12:33.000 --> 00:12:36.000]  我們英文是不是真的淺得很教慣
[00:12:36.000 --> 00:12:39.000]  他說其實不是的 我們有兩級的
[00:12:39.000 --> 00:12:41.000]  他們可以選擇深一點的課程
[00:12:41.000 --> 00:12:43.000]  可以選擇淺一點的課程
[00:12:43.000 --> 00:12:46.000]  不過就算英文考五星星的人
[00:12:46.000 --> 00:12:48.000]  都會選擇淺的課程
[00:12:48.000 --> 00:12:51.000]  因為分數會高一點
[00:12:51.000 --> 00:12:54.000]  就算不上學都可以拿到很高分
[00:12:54.000 --> 00:12:56.000]  其實代表著什麼呢
[00:12:56.000 --> 00:12:58.000]  就是分數代表一切
[00:12:58.000 --> 00:13:02.000]  最好的就是不需要付出努力
[00:13:02.000 --> 00:13:04.000]  都可以拿到好的分數
[00:13:04.000 --> 00:13:06.000]  如果你問那些學生
[00:13:06.000 --> 00:13:08.000]  坦白地跟你說
[00:13:08.000 --> 00:13:11.000]  為什麼你選擇這科不只是英文
[00:13:11.000 --> 00:13:14.000]  譬如你讀經濟學
