
[00:00:00.000 --> 00:00:02.000]  請教會平安
[00:00:02.000 --> 00:00:06.000]  神明我們今天有機會可以平安到教會一起敬拜他
[00:00:06.000 --> 00:00:10.000]  大家都知道今天可能有一些原因
[00:00:10.000 --> 00:00:13.000]  我們未必可以如常地敬拜
[00:00:13.000 --> 00:00:17.000]  我們自己教會也在這兩天有些聚會需要取消
[00:00:17.000 --> 00:00:21.000]  我昨天想我怎樣來元朗呢?
[00:00:21.000 --> 00:00:25.000]  想了很多方法 後來才知道不行
[00:00:25.000 --> 00:00:30.000]  有些西鐵站都會關閉
[00:00:30.000 --> 00:00:35.000]  但很感謝神 也感謝教會安排弟兄他們夫婦
[00:00:35.000 --> 00:00:38.000]  到北角接我過來
[00:00:38.000 --> 00:00:40.000]  我可以平安地來到
[00:00:40.000 --> 00:00:42.000]  但來到的時候也感覺到
[00:00:42.000 --> 00:00:46.000]  每一次有機會崇拜都不是必然的
[00:00:46.000 --> 00:00:51.000]  是神給的恩典 我們可以平安地敬拜上帝
[00:00:51.000 --> 00:00:55.000]  每一次珍惜在神面前的敬拜
[00:00:55.000 --> 00:00:57.000]  也獻上你的感謝
[00:00:57.000 --> 00:01:01.000]  獻上你對他的忠心的效忠的心
[00:01:01.000 --> 00:01:04.000]  今天和大家分享聖經的訊息
[00:01:04.000 --> 00:01:07.000]  在聖經提及到在一切的環境當中
[00:01:07.000 --> 00:01:09.000]  一切的艱難當中
[00:01:09.000 --> 00:01:12.000]  我們仍然堅持著繼續我們的愛心
[00:01:12.000 --> 00:01:15.000]  和我們對神的讚美
[00:01:15.000 --> 00:01:18.000]  大家和我一起我們再祈禱好嗎?
[00:01:18.000 --> 00:01:24.000]  因著我們承認你是各位天上掌權的上帝
[00:01:24.000 --> 00:01:27.000]  主耶穌的寶座立定在天上
[00:01:27.000 --> 00:01:30.000]  你掌管著人類的歷史
[00:01:30.000 --> 00:01:33.000]  主耶穌知道每一件事情
[00:01:33.000 --> 00:01:37.000]  在你的掌權中我們就可以安心
[00:01:37.000 --> 00:01:40.000]  主耶穌在你面前敬拜你
[00:01:40.000 --> 00:01:43.000]  我們很願意承認主耶穌的確是生命的主
[00:01:43.000 --> 00:01:46.000]  在我們作為你的兒女
[00:01:46.000 --> 00:01:49.000]  我們理當聽從你
[00:01:49.000 --> 00:01:52.000]  因為你賜下的是生命之道
[00:01:52.000 --> 00:01:55.000]  是正直的道
[00:01:55.000 --> 00:01:58.000]  祂讓我們內心有感動
[00:01:58.000 --> 00:02:01.000]  不單止明白你的說話
[00:02:01.000 --> 00:02:04.000]  也靠著你可以聽從
[00:02:04.000 --> 00:02:07.000]  讓我們在跟隨你
[00:02:07.000 --> 00:02:10.000]  遵從你的話語的時間
[00:02:10.000 --> 00:02:13.000]  我們更加能夠得著
[00:02:13.000 --> 00:02:16.000]  你要給我們真正豐盛的人生
[00:02:16.000 --> 00:02:18.000]  因著我們今天
[00:02:18.000 --> 00:02:21.000]  我們願意帶領我們這段時間
[00:02:21.000 --> 00:02:24.000]  當我們讀你的聖經的時候
[00:02:24.000 --> 00:02:27.000]  真理的聖靈在我們心中指教
[00:02:27.000 --> 00:02:30.000]  引導我們讓我們在你面前再夢
[00:02:30.000 --> 00:02:33.000]  我們願望祈禱奉主耶穌
[00:02:33.000 --> 00:02:36.000]  聖靈祈求 阿們
[00:02:36.000 --> 00:02:39.000]  我們今天會思上聖經的希伯來書
[00:02:39.000 --> 00:02:42.000]  大家讀希伯來書的時候
[00:02:42.000 --> 00:02:45.000]  你會知道希伯來書一直在說信心
[00:02:45.000 --> 00:02:48.000]  很多信心的偉人
[00:02:48.000 --> 00:02:51.000]  陳列在我們前面
[00:02:51.000 --> 00:02:54.000]  免令我們在一切的環境下堅持信靠主
[00:02:54.000 --> 00:02:57.000]  當讀希伯來書的時候
[00:02:57.000 --> 00:03:00.000]  你要發覺聖經也在說當時很多的信徒
[00:03:00.000 --> 00:03:03.000]  很多的門徒
[00:03:03.000 --> 00:03:06.000]  他們都面對著很多生活上的艱難
[00:03:06.000 --> 00:03:09.000]  在第十一章的時候
[00:03:09.000 --> 00:03:12.000]  就會看到有很多關於對當時艱難的描述
[00:03:12.000 --> 00:03:15.000]  我在這裡稍稍讀一讀
[00:03:15.000 --> 00:03:18.000]  在聖經的希伯來書第十一章
[00:03:18.000 --> 00:03:21.000]  其中的第十六節
[00:03:21.000 --> 00:03:24.000]  第三十六節
[00:03:24.000 --> 00:03:27.000]  聖經說:又有人忍受氣龍鞭打
[00:03:27.000 --> 00:03:30.000]  捆索、監禁各等的磨練
[00:03:30.000 --> 00:03:33.000]  三十七節
[00:03:33.000 --> 00:03:36.000]  受試探被刀殺
[00:03:36.000 --> 00:03:39.000]  披著綿羊山羊的皮
[00:03:39.000 --> 00:03:42.000]  各處奔跑
[00:03:42.000 --> 00:03:45.000]  受窮乏、患難、苦害
[00:03:45.000 --> 00:03:48.000]  一直這樣講述這些事情
[00:03:48.000 --> 00:03:51.000]  在新約時代的信徒
[00:03:51.000 --> 00:03:54.000]  他們都面對著很多因為信仰
[00:03:54.000 --> 00:03:57.000]  或者因為環境的變遷
[00:03:57.000 --> 00:04:00.000]  帶來給他們的苦害
[00:04:00.000 --> 00:04:03.000]  在一切的環境之下
[00:04:03.000 --> 00:04:06.000]  仍然堅持信心
[00:04:06.000 --> 00:04:09.000]  到了第十三章的時候
[00:04:09.000 --> 00:04:12.000]  就說出了一些很具體的生活行動
[00:04:12.000 --> 00:04:15.000]  這些行動正是證明教徒的信心
[00:04:15.000 --> 00:04:18.000]  在行動上表明他們持續地愛人
[00:04:18.000 --> 00:04:21.000]  第二
[00:04:21.000 --> 00:04:24.000]  他們繼續在這個環境當中
[00:04:24.000 --> 00:04:27.000]  忠於上帝
[00:04:27.000 --> 00:04:30.000]  沒有疑心
[00:04:30.000 --> 00:04:33.000]  而是感謝神去讚美上帝
[00:04:33.000 --> 00:04:36.000]  這是他們在信心當中的堅持
[00:04:36.000 --> 00:04:39.000]  而他們那種愛心
[00:04:39.000 --> 00:04:42.000]  和那種感謝、讚美的心
[00:04:42.000 --> 00:04:45.000]  構成了教徒在新約裡面對神的獻祭
[00:04:45.000 --> 00:04:48.000]  當然我們今天
[00:04:48.000 --> 00:04:51.000]  我們新約的信徒不需要去到聖殿
[00:04:51.000 --> 00:04:54.000]  帶著牛羊生畜去獻祭
[00:04:54.000 --> 00:04:57.000]  但是新約的你和我
[00:04:57.000 --> 00:05:00.000]  我們都獻上祭品
[00:05:00.000 --> 00:05:03.000]  這裡就是聖經所說的愛心和讚美的祭品
[00:05:03.000 --> 00:05:06.000]  這些祭品也表明了你和神之間的關係
[00:05:06.000 --> 00:05:09.000]  你宣告你仍然是忠於上帝
[00:05:09.000 --> 00:05:12.000]  而以祭品作為一種對神的表達
[00:05:12.000 --> 00:05:15.000]  也是討神喜悅的事情
[00:05:15.000 --> 00:05:18.000]  所以當你去了解一段經文的背景的時候
[00:05:18.000 --> 00:05:21.000]  你就明白為何十三章第一節
[00:05:21.000 --> 00:05:24.000]  我們剛才讀過的經文
[00:05:24.000 --> 00:05:27.000]  一開始就說
[00:05:27.000 --> 00:05:30.000]  「你們勿要常傳弟兄相愛的心」
[00:05:30.000 --> 00:05:33.000]  「你們勿要常傳弟兄相愛的心」
[00:05:33.000 --> 00:05:36.000]  很清楚、很直接地說
[00:05:36.000 --> 00:05:39.000]  無論什麼情況勿要常傳
[00:05:39.000 --> 00:05:42.000]  經文的意思就是不要中斷了
[00:05:42.000 --> 00:05:45.000]  不要變得冷淡了
[00:05:45.000 --> 00:05:48.000]  要繼續保持愛弟兄姊妹的心
[00:05:48.000 --> 00:05:51.000]  一句話其實是一句命令的詞句
[00:05:51.000 --> 00:05:54.000]  經文的內容是說
[00:05:54.000 --> 00:05:57.000]  神命令我們在一切情況之下
[00:05:57.000 --> 00:06:00.000]  你們堅持著、保持著愛弟兄姊妹的心
[00:06:00.000 --> 00:06:03.000]  不要讓它停止
[00:06:03.000 --> 00:06:06.000]  當然你和我明白
[00:06:06.000 --> 00:06:09.000]  很多時候在生活上有一些事情出現
[00:06:09.000 --> 00:06:12.000]  我們對神的心有時候會有轉變
[00:06:12.000 --> 00:06:15.000]  聖經如果你記得
[00:06:15.000 --> 00:06:18.000]  聖經裡面提及到
[00:06:18.000 --> 00:06:21.000]  很多時候有教會將起初的愛心離棄了
[00:06:21.000 --> 00:06:24.000]  在實律所說的以「忽所」的教會
[00:06:24.000 --> 00:06:27.000]  本來他們有愛神、愛人的心
[00:06:27.000 --> 00:06:30.000]  但是時間慢慢過去
[00:06:30.000 --> 00:06:33.000]  他們的心改變了
[00:06:33.000 --> 00:06:36.000]  他們的愛心
[00:06:36.000 --> 00:06:39.000]  聖經說從以前的情況
[00:06:39.000 --> 00:06:42.000]  將起初的愛心離開了、遠離了
[00:06:42.000 --> 00:06:45.000]  所以神呼籲他們要悔改
[00:06:45.000 --> 00:06:50.000]  否則就會將他們的燈台從遠處拿開了
[00:06:50.000 --> 00:06:55.000]  不能夠再在這個世上發光見證上帝
[00:06:55.000 --> 00:06:58.000]  一方面是時間的因素
[00:06:58.000 --> 00:07:01.000]  另一方面也是環境的因素
[00:07:01.000 --> 00:07:04.000]  聖經在《馬太福音》特別提及到
[00:07:04.000 --> 00:07:07.000]  在末世的時候有一個情況
[00:07:07.000 --> 00:07:10.000]  就是在末世的時候不法的事情增多
[00:07:10.000 --> 00:07:17.000]  人的愛心漸漸冷淡了
[00:07:17.000 --> 00:07:20.000]  見到很多不法不義的事情
[00:07:20.000 --> 00:07:22.000]  為什麼他們可以這樣做?
[00:07:22.000 --> 00:07:24.000]  甚至見到有教徒
[00:07:24.000 --> 00:07:28.000]  竟然他們做的事情是禁離開上帝的旨意
[00:07:28.000 --> 00:07:33.000]  竟然會做這麼多扭曲的、敗壞的事情
[00:07:33.000 --> 00:07:36.000]  因此心裡覺得灰心
[00:07:36.000 --> 00:07:38.000]  他們都是這樣
[00:07:38.000 --> 00:07:40.000]  我為什麼要這麼堅持?
[00:07:40.000 --> 00:07:42.000]  環境的轉變
[00:07:42.000 --> 00:07:47.000]  有些時候叫人的愛心冷淡了、改變了
[00:07:47.000 --> 00:07:51.000]  甚至有些時候會覺得不要理會他們
[00:07:51.000 --> 00:07:53.000]  就是搞定自己
[00:07:53.000 --> 00:07:56.000]  或者一種自保的心就會出現
[00:07:56.000 --> 00:08:00.000]  我上一位姐妹分享她自己的經歷
[00:08:00.000 --> 00:08:04.000]  她說到她自己有一次要去醫院做一個小手術
[00:08:04.000 --> 00:08:07.000]  她自己從未試過做什麼手術
[00:08:07.000 --> 00:08:09.000]  所以那次去到的時候覺得自己很擔心
[00:08:09.000 --> 00:08:12.000]  不知道會不會有什麼併發症
[00:08:12.000 --> 00:08:15.000]  有什麼其他跟著複雜的問題
[00:08:15.000 --> 00:08:18.000]  她進到醫院安頓在病房的時候
[00:08:18.000 --> 00:08:21.000]  突然間發覺自己很情緒
[00:08:21.000 --> 00:08:24.000]  忍不住就一直哭
[00:08:24.000 --> 00:08:27.000]  「糟了!糟了!」一直哭
[00:08:27.000 --> 00:08:29.000]  哭的時候她就想不到突然間
[00:08:29.000 --> 00:08:31.000]  在旁邊有個病友
[00:08:31.000 --> 00:08:33.000]  也是一位太太
[00:08:33.000 --> 00:08:36.000]  見到她這樣的情況就走過來安慰她
[00:08:36.000 --> 00:08:39.000]  一直安慰她的時候就跟她聊天
[00:08:39.000 --> 00:08:42.000]  然後跟著說「不如我為你祈禱」
[00:08:42.000 --> 00:08:44.000]  姐妹就說「你也是基督徒啊!」
[00:08:44.000 --> 00:08:46.000]  「是啊!我也是基督徒啊!」
[00:08:46.000 --> 00:08:47.000]  「你也是啊!」
[00:08:47.000 --> 00:08:50.000]  「那更加不用擔心我們祈禱」
[00:08:50.000 --> 00:08:52.000]  就一直鼓勵她一直祈禱
[00:08:52.000 --> 00:08:54.000]  這位姐妹就說過
[00:08:54.000 --> 00:08:57.000]  這位朋友安慰完她之後
[00:08:57.000 --> 00:08:59.000]  覺得自己的心好像鬆了
[00:08:59.000 --> 00:09:02.000]  覺得上帝會保守
[00:09:02.000 --> 00:09:05.000]  她就很安心地面對手術
[00:09:05.000 --> 00:09:07.000]  手術成功
[00:09:07.000 --> 00:09:09.000]  那天晚上就回到病房
[00:09:09.000 --> 00:09:11.000]  第二天早上起來的時候
[00:09:11.000 --> 00:09:15.000]  看看旁邊關心她的那位姐妹
[00:09:15.000 --> 00:09:17.000]  「咦?為甚麼沒有人了?」
[00:09:17.000 --> 00:09:19.000]  「她不見了?」
[00:09:19.000 --> 00:09:21.000]  她就去問護士
[00:09:21.000 --> 00:09:23.000]  「那位太太在哪兒?」
[00:09:23.000 --> 00:09:26.000]  「哦!她今天推了下去」
[00:09:26.000 --> 00:09:29.000]  「做了一個大的心臟手術」
[00:09:29.000 --> 00:09:32.000]  原來這位姐妹也是進來做手術
[00:09:32.000 --> 00:09:35.000]  而且她做的不是一些簡單的手術
[00:09:35.000 --> 00:09:39.000]  是大型的開胸的心臟手術
[00:09:39.000 --> 00:09:42.000]  這位姐妹就後來說
[00:09:42.000 --> 00:09:45.000]  「當我一聽見這位教徒」
[00:09:45.000 --> 00:09:48.000]  「他也要做大手術」
[00:09:48.000 --> 00:09:51.000]  「突然間我有一種很大的感觸」
[00:09:51.000 --> 00:09:54.000]  「他面對很大的問題」
[00:09:54.000 --> 00:09:56.000]  「但是似乎他不掛心」
[00:09:56.000 --> 00:09:59.000]  「反而他走過來安慰我」
[00:09:59.000 --> 00:10:03.000]  「我做的小手術我很擔憂」
[00:10:03.000 --> 00:10:06.000]  「我不懂得去留心其他人的需要」
[00:10:06.000 --> 00:10:09.000]  「只是擔心自己的事情」
[00:10:09.000 --> 00:10:12.000]  這件事情令這位姐妹說
[00:10:12.000 --> 00:10:16.000]  「以後我更加學會」
[00:10:16.000 --> 00:10:19.000]  「將自己的事情交託給神」
[00:10:19.000 --> 00:10:22.000]  「以至我有一種自由」
[00:10:22.000 --> 00:10:24.000]  「可以去愛」
[00:10:24.000 --> 00:10:26.000]  「可以繼續去愛」
[00:10:26.000 --> 00:10:30.000]  這位姐妹在面對著不同的處境裏
[00:10:30.000 --> 00:10:32.000]  也記得一件事情
[00:10:32.000 --> 00:10:35.000]  就是在你面對困難的時候
[00:10:35.000 --> 00:10:38.000]  留心不會變得自我中心
[00:10:38.000 --> 00:10:42.000]  靠著神的恩典仍然留心繼續去愛
[00:10:42.000 --> 00:10:44.000]  繼續去關懷
[00:10:44.000 --> 00:10:46.000]  嘉義文先生
[00:10:46.000 --> 00:10:48.000]  我們知道是我們在教會的先賢
[00:10:48.000 --> 00:10:50.000]  曾經說過一句話
[00:10:50.000 --> 00:10:53.000]  他說「除非我們都是弟兄」
[00:10:53.000 --> 00:10:57.000]  「否則我們不會是基督徒」
[00:10:57.000 --> 00:10:59.000]  意思是說
[00:10:59.000 --> 00:11:02.000]  如果你覺得自己是一位基督徒
[00:11:02.000 --> 00:11:07.000]  基督徒的特徵就是他知道去愛人
[00:11:07.000 --> 00:11:11.000]  如果你沒有愛人那種生命
[00:11:11.000 --> 00:11:16.000]  你大概可以認為自己不是基督徒
[00:11:16.000 --> 00:11:19.000]  因此你發覺聖經裏不斷說
[00:11:19.000 --> 00:11:23.000]  神給人最大的兩個誡命的總規
