
[00:00:00.000 --> 00:00:06.080]  我們今天的講題是「救走新平」
[00:00:06.080 --> 00:00:09.840]  經歷神的一
[00:00:09.840 --> 00:00:11.560]  為何是經歷神的一呢?
[00:00:11.560 --> 00:00:12.600]  一會兒再告訴你
[00:00:12.600 --> 00:00:14.600]  當然還有第二的
[00:00:14.600 --> 00:00:17.520]  「救走新平」這個主題
[00:00:17.520 --> 00:00:19.800]  我心裏面有一個希望
[00:00:19.800 --> 00:00:27.040]  我希望能夠將遙遠流長一些我們信仰裏面很重要的真理
[00:00:27.040 --> 00:00:30.040]  等待在我們今天的時代裏面
[00:00:30.040 --> 00:00:33.480]  重新去學習去經歷
[00:00:33.480 --> 00:00:38.240]  恐怕有些這麼重要的信仰裏面的內容
[00:00:38.240 --> 00:00:40.600]  是到了今天有時被人遺忘
[00:00:40.600 --> 00:00:41.800]  甚至你和我
[00:00:41.800 --> 00:00:43.280]  甚至有些誤解
[00:00:43.280 --> 00:00:45.280]  今天我們的主題就是
[00:00:45.280 --> 00:00:48.320]  「經歷神」
[00:00:48.320 --> 00:00:50.320]  Experiencing God
[00:00:50.320 --> 00:00:52.880]  經歷
[00:00:52.880 --> 00:00:54.800]  我相信每一個人
[00:00:54.800 --> 00:00:57.040]  我們根本從早到晚
[00:00:57.040 --> 00:00:59.640]  每時每刻都在經歷
[00:00:59.640 --> 00:01:01.640]  我相信今早起床的時候
[00:01:01.640 --> 00:01:02.440]  都很累
[00:01:02.440 --> 00:01:04.440]  經歷很累
[00:01:04.440 --> 00:01:05.320]  是吧
[00:01:05.320 --> 00:01:08.440]  然後想想今天星期日
[00:01:08.440 --> 00:01:09.440]  輕鬆些
[00:01:09.440 --> 00:01:12.440]  經歷輕鬆的那種感覺
[00:01:12.440 --> 00:01:14.440]  然後可能起床的時候
[00:01:14.440 --> 00:01:16.440]  慘了你兒子起床了
[00:01:16.440 --> 00:01:16.960]  去吧
[00:01:16.960 --> 00:01:17.960]  去禮拜堂吧
[00:01:17.960 --> 00:01:18.720]  他又不肯去
[00:01:18.720 --> 00:01:20.200]  很生氣
[00:01:20.200 --> 00:01:22.560]  於是經歷很生氣
[00:01:22.560 --> 00:01:25.400]  甚至我們在禮拜堂來到教堂
[00:01:25.400 --> 00:01:27.080]  我們一起唱詩的時候
[00:01:27.080 --> 00:01:29.600]  剛才詩歌很感動你
[00:01:29.600 --> 00:01:31.600]  我心裏覺得
[00:01:31.600 --> 00:01:33.600]  很想和耶穌更多的親近
[00:01:33.600 --> 00:01:37.000]  因為正在經歷那種心情上
[00:01:37.000 --> 00:01:40.880]  和神希望能夠接近的那種感覺
[00:01:40.880 --> 00:01:41.600]  是吧
[00:01:41.600 --> 00:01:42.920]  經歷你走不掉的
[00:01:42.920 --> 00:01:44.200]  每天你喜歡不喜歡
[00:01:44.200 --> 00:01:46.200]  都一直在來
[00:01:46.200 --> 00:01:49.200]  經歷是完全不會離開你的
[00:01:49.200 --> 00:01:51.840]  我們不斷地在經歷
[00:01:51.840 --> 00:01:55.840]  不過這些等不等於你正在經歷神呢
[00:01:55.840 --> 00:01:57.840]  是另外一回事
[00:01:57.840 --> 00:02:00.840]  那些經歷不一定等於你是經歷神
[00:02:00.840 --> 00:02:03.840]  你說你講得這麼玄妙
[00:02:03.840 --> 00:02:04.840]  那怎麼樣
[00:02:04.840 --> 00:02:05.840]  什麼叫經歷神呢
[00:02:05.840 --> 00:02:06.840]  是吧
[00:02:06.840 --> 00:02:08.840]  我相信最好的答案
[00:02:08.840 --> 00:02:11.840]  都要看聖經裏面
[00:02:11.840 --> 00:02:13.840]  聖經裏面
[00:02:13.840 --> 00:02:15.840]  究竟怎樣描述那些人
[00:02:15.840 --> 00:02:18.840]  他們怎樣經歷神呢
[00:02:18.840 --> 00:02:20.840]  我就做了一點點功課
[00:02:20.840 --> 00:02:22.840]  大家一起總結一下
[00:02:22.840 --> 00:02:25.840]  聖經裏面那一幅經歷神的圖畫
[00:02:25.840 --> 00:02:27.840]  不同的人怎樣經歷神
[00:02:27.840 --> 00:02:31.840]  雖然有很多不同的經歷神的體會
[00:02:31.840 --> 00:02:32.840]  和記載
[00:02:32.840 --> 00:02:34.840]  不過大大略略
[00:02:34.840 --> 00:02:36.840]  我將它總結為五個
[00:02:36.840 --> 00:02:38.840]  經常出現的
[00:02:38.840 --> 00:02:40.840]  當然差不多
[00:02:40.840 --> 00:02:41.840]  第一樣
[00:02:41.840 --> 00:02:42.840]  我相信你最記得的
[00:02:42.840 --> 00:02:43.840]  你最深印象的
[00:02:43.840 --> 00:02:45.840]  就是神和他講說話
[00:02:45.840 --> 00:02:46.840]  是吧
