
[00:00:00.000 --> 00:00:08.000]  各位電影展會,我們今天一齊來敬拜上帝
[00:00:08.000 --> 00:00:13.000]  在這段時間,大家都會很掛心到關於香港疫情的事情
[00:00:13.000 --> 00:00:16.000]  也都掛心自己的身體
[00:00:16.000 --> 00:00:20.000]  我們都很願意全心的來教託彼處
[00:00:20.000 --> 00:00:25.000]  特別我們都想到,其實不單止我們香港面對疫情的問題
[00:00:25.000 --> 00:00:29.000]  其實有其他地區面對著更艱難的處境
[00:00:29.000 --> 00:00:32.000]  所以教會希望我們今天在崇拜進職之前
[00:00:32.000 --> 00:00:37.000]  能夠大家一齊來到維度在烏克蘭的情況祈禱
[00:00:37.000 --> 00:00:41.000]  還有跟大家先做一個祈禱,我們再一齊來到思想審計
[00:00:41.000 --> 00:00:46.000]  天上的主要的同心在你面前仰望你
[00:00:46.000 --> 00:00:49.000]  主要知道在地上有苦難
[00:00:49.000 --> 00:00:53.000]  但你已經允許,你已經勝過這個世界
[00:00:53.000 --> 00:00:59.000]  所以我們在這個時候同心維度在烏克蘭的局勢向主禱告
[00:00:59.000 --> 00:01:05.000]  還有你知道在當中,這個國家面對著極大的災難
[00:01:05.000 --> 00:01:08.000]  你知道生命的痛楚
[00:01:08.000 --> 00:01:12.000]  還有在這個4400萬人口的國家裡面
[00:01:12.000 --> 00:01:15.000]  面對著極大的憂傷
[00:01:15.000 --> 00:01:18.000]  還有求你在天上隨步
[00:01:18.000 --> 00:01:24.000]  求你紀念裡面很多很多的生命,仍然在戰火當中受到傷害
[00:01:24.000 --> 00:01:29.000]  還有你知道有數百甚至上千的人民
[00:01:29.000 --> 00:01:32.000]  已經受到傷害、死亡
[00:01:32.000 --> 00:01:36.000]  主要政府都要呼籲人民快快去捐血
[00:01:36.000 --> 00:01:38.000]  來救助這些受傷的人
[00:01:38.000 --> 00:01:43.000]  還有我們看到在鏡頭上面有很多當地的人民
[00:01:43.000 --> 00:01:46.000]  他們去四處奔逃、去逃難
[00:01:46.000 --> 00:01:49.000]  他們要逃離開這個戰火的地方
[00:01:49.000 --> 00:01:53.000]  他們去到不同的地方去搶購糧食
[00:01:53.000 --> 00:01:56.000]  也都在不同的地方哭泣哀哭
[00:01:56.000 --> 00:02:00.000]  擔憂自己的前途,家庭的前途
[00:02:00.000 --> 00:02:03.000]  政府求你在天上隨步
[00:02:03.000 --> 00:02:06.000]  祝願你在隨步念穩人的主
[00:02:06.000 --> 00:02:11.000]  求你在這日子,祝願你將平安放在人的心中
[00:02:11.000 --> 00:02:19.000]  也都將一顆真是全心尋求你的一個生命的力量賜給人
[00:02:19.000 --> 00:02:25.000]  在當中有無數,有百分之七十多的人民
[00:02:25.000 --> 00:02:27.000]  他們有雕像信仰的背景
[00:02:27.000 --> 00:02:31.000]  有方信仰的有160萬人口
[00:02:31.000 --> 00:02:34.000]  主要是一大群認識你的人
[00:02:34.000 --> 00:02:37.000]  主要求你自己聽他們的討好
[00:02:37.000 --> 00:02:41.000]  在憂患過程中,你給他們全心的信靠你
[00:02:41.000 --> 00:02:45.000]  也都經歷你自己很奇妙的安慰和保守
[00:02:45.000 --> 00:02:50.000]  政府求你自己親自兼顧你眾議院的心
[00:02:50.000 --> 00:02:53.000]  讓他們能夠在這個時候
[00:02:53.000 --> 00:02:55.000]  不單止自己能夠蒙你的保守
[00:02:55.000 --> 00:03:00.000]  他們的心靈裡面的信心成為了對你的見證
[00:03:00.000 --> 00:03:05.000]  他們都知道去關心、安慰他們身邊很多的同胞
[00:03:05.000 --> 00:03:10.000]  也都能夠將主要是給你自己的和平福音帶給他們
[00:03:10.000 --> 00:03:15.000]  讓更多的烏克蘭人在這段時間裡面
[00:03:15.000 --> 00:03:19.000]  真的體會到,唯有你在他們真正的平安
[00:03:19.000 --> 00:03:22.000]  唯有你是給他們真正的保障
[00:03:22.000 --> 00:03:25.000]  政府我們祈禱求你自己親自隨估
[00:03:25.000 --> 00:03:29.000]  在整個形勢裡面,很多受傷的軍民
[00:03:29.000 --> 00:03:31.000]  求你親自去憐憫他們
[00:03:31.000 --> 00:03:35.000]  特別來安慰他們的家人、朋友
[00:03:35.000 --> 00:03:42.000]  相同感衆,祝賀你自己讓他們看到你仍然有憐憫、有安慰
[00:03:42.000 --> 00:03:45.000]  祝賀你親自來掌管整個處境
[00:03:45.000 --> 00:03:48.000]  和你親自掌管軍王的心
[00:03:48.000 --> 00:03:52.000]  讓他們真的願意來關心生命
[00:03:52.000 --> 00:03:57.000]  也都在整個考慮很多的插入的過程裡面
[00:03:57.000 --> 00:04:02.000]  祝賀他們真的知道,是不用一些暴力的方式
[00:04:02.000 --> 00:04:05.000]  戰爭的方式,你都會得到他們想得到
[00:04:05.000 --> 00:04:08.000]  祝賀你親自用不同的方法
[00:04:08.000 --> 00:04:11.000]  或者你會用國際社會某一些的合作
[00:04:11.000 --> 00:04:14.000]  或者你藉著不同的,我們意想不到的方法
[00:04:14.000 --> 00:04:17.000]  求你指示這一場戰爭
[00:04:17.000 --> 00:04:22.000]  祝賀你讓這個國家在前面,能夠重新得到平安
[00:04:22.000 --> 00:04:26.000]  祝賀你自己,藉著你自己的大能大力
[00:04:26.000 --> 00:04:33.000]  讓這個國家將來能夠建立一個和平、公義的社會
[00:04:33.000 --> 00:04:37.000]  祝賀你私恩慰,祝賀你隨聽我們的禱告
[00:04:37.000 --> 00:04:40.000]  我們想到一大群的頂智會
[00:04:40.000 --> 00:04:44.000]  他們跪在雪地上面向你呼求的畫面
[00:04:44.000 --> 00:04:47.000]  祝賀你同心向他們呼求
[00:04:47.000 --> 00:04:52.000]  祝賀你斥下你自己的恩惠、你的憐憫
[00:04:52.000 --> 00:04:56.000]  你隨聽他們的禱告,隨聽我們的代求
[00:04:56.000 --> 00:05:01.000]  讓你自己在這日子親自去看護、保守
[00:05:01.000 --> 00:05:04.000]  連任這個國家眾多的人民
[00:05:04.000 --> 00:05:09.000]  最後聽我們的祈禱,也都求祝自己賜福
[00:05:09.000 --> 00:05:12.000]  讓我們在餘下一段時間一起思想聖經的說話
[00:05:12.000 --> 00:05:17.000]  求你的聖靈在我們中間親切的指教,親切的引導我們
[00:05:17.000 --> 00:05:21.000]  我們仰望祈禱,共主日酥,聖靈祈求
[00:05:21.000 --> 00:05:27.000]  今天和大家在線上一起去思想聖經
[00:05:27.000 --> 00:05:30.000]  我們都會繼續看在歷代之下的經文
[00:05:30.000 --> 00:05:35.000]  特別提到在強弱之間,唯有主是我們的幫助
[00:05:35.000 --> 00:05:40.000]  我想回憶有一位宣教士分享他一個很特別的經歷
[00:05:40.000 --> 00:05:45.000]  就是他一家人回到自己的國家述職
[00:05:45.000 --> 00:05:53.000]  述職之後回到自己在太平洋的一個地方的工場
[00:05:53.000 --> 00:05:57.000]  當他們預備再回到工場的時候
[00:05:57.000 --> 00:06:03.000]  當時因為先生要在另一個地方停留
[00:06:03.000 --> 00:06:07.000]  預備一些工作,然後才回到自己的工場
[00:06:07.000 --> 00:06:12.000]  太太和兩個小朋友就會先回到工場
[00:06:12.000 --> 00:06:16.000]  在太太和他們回到工場之前
[00:06:16.000 --> 00:06:23.000]  在這一天,他的先生宣教士突然心裡有一個很大的不安
[00:06:23.000 --> 00:06:31.000]  不知道是甚麼事情,但感覺到很大一種好像宿命的攻擊的狀況
[00:06:31.000 --> 00:06:37.000]  他不知道怎樣做,他只能夠一直來神祈禱
[00:06:37.000 --> 00:06:43.000]  求神自己親自保守,保守自己
[00:06:43.000 --> 00:06:47.000]  在祈禱之後,他感受到神給他一種安慰
[00:06:47.000 --> 00:06:51.000]  他就安心地將事情交托給他
[00:06:51.000 --> 00:06:56.000]  後來收到消息就是當太太和兩個小朋友很小的時候
[00:06:56.000 --> 00:07:01.000]  回到工場的時候,回到他們在當地住的地方
[00:07:01.000 --> 00:07:07.000]  聽到在他們旁邊的鄰居跟他們說
[00:07:07.000 --> 00:07:12.000]  他們今天回來,昨天剛好在我們的地方
[00:07:12.000 --> 00:07:16.000]  在土地上發現一條大蟒蛇
[00:07:16.000 --> 00:07:20.000]  這條蟒蛇很驚人,令我們很驚怕
[00:07:20.000 --> 00:07:26.000]  但後來我們也手腳一摸,就已經打死了
[00:07:26.000 --> 00:07:31.000]  他一方面很感恩,他沒有遇到這件事情
[00:07:31.000 --> 00:07:35.000]  但當他回家的時候,就發現家裏有一位在當地
[00:07:35.000 --> 00:07:40.000]  幫助他管理家園的一位朋友,來告訴他
[00:07:40.000 --> 00:07:45.000]  不過昨天,在你家的前院,一個小小的前院
[00:07:45.000 --> 00:07:50.000]  我們發現了三條小的蟒蛇
[00:07:50.000 --> 00:07:54.000]  可能跟鄰居的大蟒蛇是有關係的
[00:07:54.000 --> 00:08:00.000]  在草地上轉來轉去,後來我們就捉回它
[00:08:00.000 --> 00:08:05.000]  當這位孫教士太太聽到消息的時候
[00:08:05.000 --> 00:08:11.000]  她心裡很震動,她知道這個小的草地
[00:08:11.000 --> 00:08:15.000]  正正是她兩個孩子最喜歡停留在那裏玩耍的地方
[00:08:15.000 --> 00:08:20.000]  回家後,他們就會去到那個地方遊玩
[00:08:20.000 --> 00:08:25.000]  如果不是,事先有人幫助捉走這些蛇
[00:08:25.000 --> 00:08:33.000]  可能這兩個孩子,會首先被這些蛇傷害
[00:08:33.000 --> 00:08:38.000]  他們很感恩,他們知道神已經聽了他們的祈禱
[00:08:38.000 --> 00:08:41.000]  他們跟先生談的時候,先生就知道
[00:08:41.000 --> 00:08:45.000]  神一直感動他們的祈禱,然後救了他們一家人
[00:08:45.000 --> 00:08:48.000]  決定了這個危險
[00:08:48.000 --> 00:08:53.000]  我想回顧很多我們的經歷
[00:08:53.000 --> 00:08:58.000]  有些時候會突然間生活上出現一些很危險的環境
[00:08:58.000 --> 00:09:03.000]  也有些時候會有一些人和屍體出現對我們的威脅
[00:09:03.000 --> 00:09:08.000]  或者有些很強大的形勢,比我們強
[00:09:08.000 --> 00:09:10.000]  我們所說的形勢比人強
[00:09:10.000 --> 00:09:14.000]  這些時候出現的時候,我們都真的需要學習
[00:09:14.000 --> 00:09:19.000]  不要去驚怕,學習更加全心去依靠神
[00:09:19.000 --> 00:09:21.000]  去呼求祂的幫助
[00:09:21.000 --> 00:09:27.000]  我參考《聖經》希伯羅書第四章第十六節裏面提到的一句經文
[00:09:27.000 --> 00:09:29.000]  是我們上上都會提到的
[00:09:29.000 --> 00:09:32.000]  請就說,神知道我們的軟弱
[00:09:32.000 --> 00:09:38.000]  所以我們是可以只管坦言無懼的,力盡私恩的補助面前
[00:09:38.000 --> 00:09:44.000]  為要得到連續蒙恩慰,作隨時的幫助
[00:09:44.000 --> 00:09:46.000]  正正就是這樣說,請告訴我們
[00:09:46.000 --> 00:09:51.000]  不要驚怕,只管坦言無懼的,力盡私恩的補助面前
[00:09:51.000 --> 00:09:53.000]  去尋求祂
[00:09:53.000 --> 00:09:57.000]  祂會將隨時的幫助,按照我們的處境
[00:09:57.000 --> 00:10:00.000]  給我們所需要的幫助來賜給我們
[00:10:00.000 --> 00:10:05.000]  所以我們都常常想著,無論我們要做什麼的處境
[00:10:05.000 --> 00:10:11.000]  心知道轉向主,向祂尋求幫助
[00:10:11.000 --> 00:10:14.000]  我們今天會讀《道聖經》的《律代》之下十三、十四章
[00:10:14.000 --> 00:10:17.000]  有兩位當時的猶大君王
[00:10:17.000 --> 00:10:20.000]  他們都在一個很空遠的環境之下
[00:10:20.000 --> 00:10:22.000]  但是他們在面對這個處境
[00:10:22.000 --> 00:10:27.000]  他們全心地讓賴他們的神,而經歷平安
[00:10:27.000 --> 00:10:31.000]  我們一起去看看這幾方面
[00:10:31.000 --> 00:10:36.000]  首先我們看看第一方面就是這位亞比亞君王
[00:10:36.000 --> 00:10:38.000]  他如何來到困難當中
[00:10:38.000 --> 00:10:42.000]  他全心呼求神的幫助
[00:10:42.000 --> 00:10:46.000]  我們讀到第十三章的時候,我們會發現
[00:10:46.000 --> 00:10:50.000]  亞比亞就是當時的索羅門王,他的孫兒
[00:10:50.000 --> 00:10:52.000]  第三代
[00:10:52.000 --> 00:10:54.000]  雖然他是作為一個君王
[00:10:54.000 --> 00:10:58.000]  但是他在位只有三年的時間,很短的時間
[00:10:58.000 --> 00:11:02.000]  在這三年裡面,聖經就說他常常要面對著
[00:11:02.000 --> 00:11:07.000]  和分裂出來的北面的以色列國,是戰爭的
[00:11:07.000 --> 00:11:12.000]  在戰爭當中,他似乎仍然很多時候都是依靠自己
[00:11:12.000 --> 00:11:17.000]  正正在其他的地方,在《律代》的《皇紀》上的十五章
[00:11:17.000 --> 00:11:20.000]  也有提到他一個恨惡的君王
[00:11:20.000 --> 00:11:23.000]  很長時間都不值得去依靠神
[00:11:23.000 --> 00:11:27.000]  但是來到這個十三章所說的處境
[00:11:27.000 --> 00:11:30.000]  他面對一次很嚴重的困難
[00:11:30.000 --> 00:11:35.000]  他面對著以色列國的時候,很深的體會他是
[00:11:35.000 --> 00:11:38.000]  是強弱懸殊的狀況
[00:11:38.000 --> 00:11:42.000]  因為對方有八十萬大軍
[00:11:42.000 --> 00:11:47.000]  他們自己只有四十萬的軍隊,一半的軍力
[00:11:47.000 --> 00:11:50.000]  在這個處境當中,似乎突然間
[00:11:50.000 --> 00:11:53.000]  這位亞比亞君王
[00:11:53.000 --> 00:11:57.000]  開始把心轉向神
[00:11:57.000 --> 00:12:01.000]  他開始明白他需要依靠神,面對這些困難
[00:12:01.000 --> 00:12:06.000]  然後我們再看的時候,發現他是得到勝利
[00:12:06.000 --> 00:12:11.000]  我想回想,有很多時候我們都會遇到大大小小不同的困難
[00:12:11.000 --> 00:12:14.000]  但是有些時候,這些困難背後
[00:12:14.000 --> 00:12:18.000]  有神對我們的勉勵和提醒
[00:12:18.000 --> 00:12:22.000]  但是有些時候,我們聽不見
[00:12:22.000 --> 00:12:25.000]  似乎是要面對更大的困難
[00:12:25.000 --> 00:12:31.000]  我們先聽見神對我們說,要去全心依靠祂
[00:12:31.000 --> 00:12:37.000]  我想回努易斯先生C.S.Lewis認識他
[00:12:37.000 --> 00:12:41.000]  這位著名的教徒作家
[00:12:41.000 --> 00:12:45.000]  他人生其實都經歷很多不同的苦難
[00:12:45.000 --> 00:12:49.000]  所以後來他寫了一本書,叫做The Problem of Pain
[00:12:49.000 --> 00:12:53.000]  在這本書裡面,他特別說一件事情
[00:12:53.000 --> 00:12:57.000]  他有提到,其實在我們日常的生活裡面
[00:12:57.000 --> 00:13:01.000]  我們在很平穩、很快的日子
[00:13:01.000 --> 00:13:05.000]  神很多時候都會給我們細語
[00:13:05.000 --> 00:13:08.000]  向我們良心來講說話
[00:13:08.000 --> 00:13:12.000]  但是我們純粹都不能夠聽到
[00:13:12.000 --> 00:13:17.000]  所以神就會用苦難,向我們大聲呼喊
[00:13:17.000 --> 00:13:23.000]  似乎在苦難裡面,有更清晰神對我們講的說話
[00:13:23.000 --> 00:13:26.000]  或者說我們更能夠聽到神的說話
[00:13:26.000 --> 00:13:31.000]  他繼續說,苦難是神的抗音器
[00:13:31.000 --> 00:13:36.000]  是要來喚醒這個已聾了的世界
[00:13:36.000 --> 00:13:41.000]  就是因為苦難,讓我們更清晰地聽到
[00:13:41.000 --> 00:13:44.000]  祂對我們的提醒,讓我們更加知道
[00:13:44.000 --> 00:13:48.000]  我們要去信教祂,去依靠祂
[00:13:48.000 --> 00:13:53.000]  法比亞王在過去聽不到神的說話
[00:13:53.000 --> 00:13:57.000]  直到他面對一個這麼困難的局勢
[00:13:57.000 --> 00:14:00.000]  他開始聽到
[00:14:00.000 --> 00:14:03.000]  在書裡面提到的情況就是
[00:14:03.000 --> 00:14:08.000]  當時面對這個已經釋了的強力、軍力的時候
[00:14:08.000 --> 00:14:12.000]  他仍然可以很勇敢地面對
[00:14:12.000 --> 00:14:15.000]  因為他自己開始明白
[00:14:15.000 --> 00:14:18.000]  他依靠神,他是依靠神的人
[00:14:18.000 --> 00:14:22.000]  他在第十三章,我們一會兒
[00:14:22.000 --> 00:14:25.000]  或者剛才也錄過的十三節之前
[00:14:25.000 --> 00:14:27.000]  其實也有提到就是
[00:14:27.000 --> 00:14:32.000]  在當時以色列國是一個離棄神的國度
[00:14:32.000 --> 00:14:36.000]  法比亞正面地指出他們離棄了神
[00:14:36.000 --> 00:14:39.000]  敬拜一些金牛獨代的神自己
[00:14:39.000 --> 00:14:45.000]  也去用一些泛民、普通的百姓做祭司
[00:14:45.000 --> 00:14:49.000]  在這個過程裡面,他一直指出對方背棄了神
[00:14:49.000 --> 00:14:53.000]  但同時他也在眾人面前清楚地
[00:14:53.000 --> 00:14:56.000]  再次承認宣佈就是
[00:14:56.000 --> 00:14:58.000]  也會說是由大國的神
