
[00:00:00.000 --> 00:00:06.000]  鄧小平議員
[00:00:06.000 --> 00:00:12.000]  梁國雄議員
[00:00:12.000 --> 00:00:18.000]  主席
[00:00:18.000 --> 00:00:24.000]  主席
[00:00:24.000 --> 00:00:30.000]  主席
[00:00:30.000 --> 00:00:36.000]  主席
[00:00:36.000 --> 00:00:42.000]  主席
[00:00:42.000 --> 00:00:48.000]  主席
[00:00:48.000 --> 00:00:54.000]  主席
[00:00:54.000 --> 00:01:00.000]  主席
[00:01:00.000 --> 00:01:06.000]  主席
[00:01:06.000 --> 00:01:12.000]  梁國雄議員
[00:01:12.000 --> 00:01:18.000]  主席
[00:01:18.000 --> 00:01:24.000]  主席
[00:01:24.000 --> 00:01:30.000]  主席
[00:01:30.000 --> 00:01:36.000]  主席
[00:01:36.000 --> 00:01:42.000]  主席
[00:01:42.000 --> 00:01:48.000]  主席
[00:01:48.000 --> 00:01:54.000]  主席
[00:01:54.000 --> 00:02:00.000]  主席
[00:02:00.000 --> 00:02:06.000]  主席
[00:02:06.000 --> 00:02:12.000]  主席
[00:02:12.000 --> 00:02:18.000]  主席
[00:02:18.000 --> 00:02:24.000]  主席
[00:02:24.000 --> 00:02:30.000]  主席
[00:02:30.000 --> 00:02:36.000]  主席
[00:02:36.000 --> 00:02:42.000]  主席
[00:02:42.000 --> 00:02:48.000]  所羅門
[00:02:48.000 --> 00:02:54.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:02:54.000 --> 00:03:00.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:03:00.000 --> 00:03:06.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:03:06.000 --> 00:03:12.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:03:12.000 --> 00:03:18.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:03:18.000 --> 00:03:24.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:03:24.000 --> 00:03:30.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:03:30.000 --> 00:03:36.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:03:36.000 --> 00:03:42.000]  《古今中外,誰不知所羅門就是智慧的代名詞》
[00:03:42.000 --> 00:03:50.000]  章到第八章,即是記載所羅門一生歷代智的經文
[00:03:50.000 --> 00:03:58.000]  並不聚焦在他的智慧之上
[00:03:58.000 --> 00:04:04.000]  我們可以跟列王記做一個比較
[00:04:04.000 --> 00:04:13.000]  也是流傳在百姓民間對所羅門的印象根深蒂固
[00:04:13.000 --> 00:04:17.000]  這是一個很有智慧的君王
[00:04:17.000 --> 00:04:21.000]  你也知道最清楚那件事是什麼
[00:04:21.000 --> 00:04:24.000]  就是他判案
[00:04:24.000 --> 00:04:27.000]  什麼案件
[00:04:27.000 --> 00:04:30.000]  突然之間有兩個女人衝進來
[00:04:30.000 --> 00:04:34.000]  怎麼這麼容易不排期
[00:04:34.000 --> 00:04:38.000]  到今天中東的領袖也是這樣
[00:04:38.000 --> 00:04:42.000]  民間就可以來擊鼓鳴冤
[00:04:42.000 --> 00:04:45.000]  不用說了,我想節省一點時間
[00:04:45.000 --> 00:04:48.000]  今晚不要這麼長氣,明天大家要回去崇拜
[00:04:48.000 --> 00:04:55.000]  但其實列王記和歷代智
[00:04:55.000 --> 00:05:01.000]  記載所羅門的智慧不是從他審案開始
[00:05:01.000 --> 00:05:04.000]  是從他祈禱開始
[00:05:04.000 --> 00:05:09.000]  歷代智下第一章說到所羅門登基之後
[00:05:09.000 --> 00:05:12.000]  他就去獻祭給上帝
[00:05:12.000 --> 00:05:15.000]  由一章第七節,我讀的是歷代智
[00:05:15.000 --> 00:05:20.000]  其實列王記上第三章第五節開始
[00:05:20.000 --> 00:05:23.000]  都是同一段說話
[00:05:23.000 --> 00:05:27.000]  當夜神就向所羅門顯現
[00:05:27.000 --> 00:05:30.000]  對他說:你願意我賜給你什麼
[00:05:30.000 --> 00:05:33.000]  你都可以祈求
[00:05:33.000 --> 00:05:38.000]  我們小時候已經講這個故事給小朋友聽
[00:05:38.000 --> 00:05:42.000]  有個倩女,有三個願望
[00:05:42.000 --> 00:05:45.000]  你要求什麼呢
[00:05:45.000 --> 00:05:48.000]  情節好像是童話故事
[00:05:48.000 --> 00:05:51.000]  人人都會說
[00:05:51.000 --> 00:05:55.000]  不過如果你真的面對這樣的選擇
[00:05:55.000 --> 00:05:58.000]  你又會要什麼呢
[00:05:58.000 --> 00:06:02.000]  有時這些故事好像很老土
[00:06:02.000 --> 00:06:05.000]  但卻是真的有智慧
[00:06:05.000 --> 00:06:07.000]  來到這個時候
[00:06:07.000 --> 00:06:10.000]  最近一兩個星期新聞報道
[00:06:10.000 --> 00:06:13.000]  又是那些眾六合彩之旅
[00:06:13.000 --> 00:06:17.000]  如果讓你贏了一個大獎
[00:06:17.000 --> 00:06:19.000]  你會怎麼做呢
[00:06:19.000 --> 00:06:21.000]  原來基督徒都沒有什麼例外
[00:06:21.000 --> 00:06:23.000]  除了奉獻十分之一
[00:06:23.000 --> 00:06:26.000]  教會是否收是另一回事
[00:06:26.000 --> 00:06:30.000]  接下來還是不知道怎麼辦
[00:06:30.000 --> 00:06:34.000]  所羅門對神說
[00:06:34.000 --> 00:06:39.000]  你曾向我傅大衛大師持愛
[00:06:39.000 --> 00:06:43.000]  現在你又使我接續他做王
[00:06:43.000 --> 00:06:49.000]  現在求你成就向我傅大衛所應許
[00:06:49.000 --> 00:06:52.000]  因為你立我作這文的王
[00:06:52.000 --> 00:06:55.000]  他們如同地上塵沙那麼多
[00:06:55.000 --> 00:06:56.000]  第十節
[00:06:56.000 --> 00:06:58.000]  所羅門求什麼呢
[00:06:58.000 --> 00:06:59.000]  求智慧
[00:06:59.000 --> 00:07:02.000]  所羅門說求你賜我智慧聰明
[00:07:02.000 --> 00:07:07.000]  我好在這文前面出入
[00:07:07.000 --> 00:07:14.000]  不然誰能判斷這眾多的文呢
[00:07:14.000 --> 00:07:16.000]  神對所羅門說
[00:07:16.000 --> 00:07:19.000]  我已經立你作我文的君王
[00:07:19.000 --> 00:07:21.000]  你既有這個心意
[00:07:21.000 --> 00:07:25.000]  不求財富、豐富、尊榮
[00:07:25.000 --> 00:07:29.000]  不求滅絕恨你的人的性命
[00:07:29.000 --> 00:07:31.000]  不求長壽
[00:07:31.000 --> 00:07:36.000]  只求智慧聰明來判斷我的百姓
[00:07:36.000 --> 00:07:37.000]  好
[00:07:37.000 --> 00:07:42.000]  上帝說我必賜你智慧聰明
[00:07:42.000 --> 00:07:44.000]  其他你沒有求的
[00:07:44.000 --> 00:07:48.000]  財富、豐富、尊榮
[00:07:48.000 --> 00:07:50.000]  我都會賜給你
[00:07:50.000 --> 00:07:54.000]  在你以前沒有這樣的烈王
[00:07:54.000 --> 00:07:57.000]  不是,我們中國人的八個字
[00:07:57.000 --> 00:07:59.000]  前無古人
[00:07:59.000 --> 00:08:03.000]  後無來者
[00:08:03.000 --> 00:08:07.000]  這是經文介紹
[00:08:07.000 --> 00:08:12.000]  年輕的所羅門的祈禱
[00:08:12.000 --> 00:08:14.000]  他謙卑
[00:08:14.000 --> 00:08:17.000]  其實這是二世祖
[00:08:17.000 --> 00:08:19.000]  懂不懂得看
[00:08:19.000 --> 00:08:20.000]  富二代
[00:08:20.000 --> 00:08:22.000]  好聽一點
[00:08:22.000 --> 00:08:25.000]  不過其實二世祖初初都幾好聽
[00:08:25.000 --> 00:08:28.000]  這個是含著銀匙羹出世的
[00:08:28.000 --> 00:08:32.000]  是他父母那一代的恩怨情仇
[00:08:32.000 --> 00:08:34.000]  何必何故
[00:08:34.000 --> 00:08:38.000]  他長大不會每天都有人跟他說烏尼亞
[00:08:38.000 --> 00:08:40.000]  他不會聽到這個名字
[00:08:40.000 --> 00:08:42.000]  不關他的事
[00:08:42.000 --> 00:08:45.000]  沒理由父親吃酸葡萄
[00:08:45.000 --> 00:08:48.000]  兒子的牙酸倒了
[00:08:48.000 --> 00:08:49.000]  一代歸一代
[00:08:49.000 --> 00:08:52.000]  所羅門的幸福到被
[00:08:52.000 --> 00:08:54.000]  他繼承王位
[00:08:54.000 --> 00:08:58.000]  照計他可以籌儲滿志
[00:08:58.000 --> 00:09:02.000]  My time has finally come
[00:09:02.000 --> 00:09:06.000]  看到很多不滿意的地方
[00:09:06.000 --> 00:09:11.000]  你讀薩姆爾記知道大維加出很多事
[00:09:11.000 --> 00:09:14.000]  所羅門立起三奏
[00:09:14.000 --> 00:09:18.000]  大展拳腳的日子到了
[00:09:18.000 --> 00:09:21.000]  不是,這個年輕人真厲害
[00:09:21.000 --> 00:09:24.000]  虛懷若谷
[00:09:24.000 --> 00:09:27.000]  不容易的
[00:09:27.000 --> 00:09:29.000]  他必須要很有安全感
[00:09:29.000 --> 00:09:31.000]  他要很有自信心
[00:09:31.000 --> 00:09:33.000]  他在神的面前
[00:09:33.000 --> 00:09:34.000]  他認清楚一件事
[00:09:34.000 --> 00:09:37.000]  他坐在這個王位上
[00:09:37.000 --> 00:09:39.000]  不是因為他自己
[00:09:39.000 --> 00:09:45.000]  是因為上帝應許他的父親大維
[00:09:45.000 --> 00:09:48.000]  然後他求上帝照你應許
[00:09:48.000 --> 00:09:51.000]  成就的是你的子兒
[00:09:51.000 --> 00:09:54.000]  你立我管理你的百姓
[00:09:54.000 --> 00:09:56.000]  我不配
[00:09:56.000 --> 00:10:01.000]  如果我沒有從上而來的聰明智慧
[00:10:01.000 --> 00:10:10.000]  怎樣能夠管理地上塵沙這麼多的子民
[00:10:10.000 --> 00:10:12.000]  其實都不是多少的問題
[00:10:12.000 --> 00:10:14.000]  我們大家都明白
[00:10:14.000 --> 00:10:16.000]  一個已經夠了
[00:10:16.000 --> 00:10:18.000]  煩死你
[00:10:18.000 --> 00:10:20.000]  要智慧的
[00:10:20.000 --> 00:10:22.000]  要聰明的
[00:10:22.000 --> 00:10:27.000]  我剛剛和一個很有經驗的牧師吃飯
[00:10:27.000 --> 00:10:29.000]  他跟我說
[00:10:29.000 --> 00:10:31.000]  有時真是難做的
[00:10:31.000 --> 00:10:35.000]  在門口跟人握手走過來
[00:10:35.000 --> 00:10:37.000]  牧師,你記不記得我的名字
[00:10:37.000 --> 00:10:39.000]  馬上考他
[00:10:39.000 --> 00:10:41.000]  這個牧師厲害
[00:10:41.000 --> 00:10:44.000]  他說比起年輕人就退縮了
[00:10:44.000 --> 00:10:46.000]  就不知怎算了
[00:10:46.000 --> 00:10:47.000]  就臉紅了
[00:10:47.000 --> 00:10:49.000]  這個老牧師氣定神閒
[00:10:49.000 --> 00:10:53.000]  他說,我真的不知道你是誰
[00:10:53.000 --> 00:10:58.000]  我也不知道你覺得自己是誰
[00:10:58.000 --> 00:11:01.000]  你覺得自己是誰
