
[00:00:00.000 --> 00:00:05.500]  各位大英姐妹 各位朋友 你們好
[00:00:05.500 --> 00:00:10.760]  歡迎大家參加我們三藩市播僮會榜上的五堂崇拜
[00:00:10.760 --> 00:00:13.840]  我們今天繼續思想啟示錄的信息
[00:00:13.840 --> 00:00:18.440]  我們去到啟示錄第十七章 七節至十八節
[00:00:18.440 --> 00:00:24.800]  題目叫大淫婦與七頭十角獸的舞臂
[00:00:24.800 --> 00:00:28.400]  開始的時候 請同心低頭和同肚告
[00:00:28.400 --> 00:00:31.400]  慈悲人的天父 我們滿心多謝你
[00:00:31.400 --> 00:00:36.240]  因為我們知道 無論這個世界是變成怎樣
[00:00:36.240 --> 00:00:40.640]  你仍然是掌管宇宙萬物的上帝
[00:00:40.640 --> 00:00:44.240]  你不單是掌管這個世界宇宙萬物
[00:00:44.240 --> 00:00:46.800]  你更加是掌管歷史
[00:00:46.800 --> 00:00:50.400]  我們知道有一天你會再來審判別人死人
[00:00:50.400 --> 00:00:56.240]  求你教導我們有智慧 辨別是非 明白真理
[00:00:56.240 --> 00:01:00.800]  又好好預備我們自己迎接你的降臨
[00:01:00.800 --> 00:01:05.400]  叫我們在這個時刻更加去仰望你
[00:01:05.400 --> 00:01:07.400]  將福音傳開
[00:01:07.400 --> 00:01:10.800]  求聖靈向我們每個人講你所說的話
[00:01:10.800 --> 00:01:14.000]  我們這樣祈禱 乃是奉耶穌基督命求
[00:01:14.000 --> 00:01:16.000]  阿梅
[00:01:16.000 --> 00:01:20.000]  我們研讀啟示錄其中一個最大的問題
[00:01:20.000 --> 00:01:25.000]  就是我們對神的啟示往往持有一個錯誤的理解
[00:01:25.000 --> 00:01:32.000]  不少基督徒以為啟示錄是神直接將將來末世所發生的事
[00:01:32.000 --> 00:01:36.000]  向約翰用異象的方式顯明出來
[00:01:36.000 --> 00:01:41.000]  當約翰說他觀看見天上有門開了
[00:01:41.000 --> 00:01:45.000]  他真的見到天上有道門 那道門又開了
[00:01:45.000 --> 00:01:50.000]  當他聽到有吹號的聲音說 你上到這裡來
[00:01:50.000 --> 00:01:53.000]  他就真的進了那道門 上到天上
[00:01:53.000 --> 00:01:56.000]  他在天上看到一幅一幅美景
[00:01:56.000 --> 00:02:01.000]  從天上看來地上的七印七號七碗災害
[00:02:01.000 --> 00:02:04.000]  和敵基督的示弱
[00:02:04.000 --> 00:02:10.000]  不少人就是用一個這樣直解或者字面解釋的方式
[00:02:10.000 --> 00:02:14.000]  去讀啟示錄 看異象
[00:02:14.000 --> 00:02:18.000]  所以如果我們持有這樣的態度去看啟示錄的時候
[00:02:18.000 --> 00:02:20.000]  我們就不需要看背景
[00:02:20.000 --> 00:02:25.000]  無論是當時的文化背景 歷史背景 神學博學背景
[00:02:25.000 --> 00:02:27.000]  不需要浪費這些時候
[00:02:27.000 --> 00:02:30.000]  這完全是神超自然的啟示
[00:02:30.000 --> 00:02:34.000]  我這種看法是大錯特錯
[00:02:34.000 --> 00:02:40.000]  我們不能夠用這樣的方式來看啟示錄
[00:02:40.000 --> 00:02:44.000]  我不是否定聖經神的啟示
[00:02:44.000 --> 00:02:51.000]  我也不是否定上帝是可以超自然做的事
[00:02:51.000 --> 00:02:53.000]  絕對不是
[00:02:53.000 --> 00:02:57.000]  我是否定這個神唯一啟示的方法
[00:02:57.000 --> 00:03:03.000]  正如路加夫音在第一章第一節第四節講明
[00:03:03.000 --> 00:03:05.000]  他寫路加夫音的時候
[00:03:05.000 --> 00:03:08.000]  並不是神從天上的聲音對路加說
[00:03:08.000 --> 00:03:11.000]  路加路加 我現在告訴你
[00:03:11.000 --> 00:03:13.000]  所有的事你一一寫下來
[00:03:13.000 --> 00:03:15.000]  就好像密書一樣
[00:03:15.000 --> 00:03:17.000]  我們中學讀書的時候或小學讀書的時候
[00:03:17.000 --> 00:03:20.000]  私心密書 我們一句一句密下去
[00:03:20.000 --> 00:03:25.000]  聖經不是用密書的方法將上帝的啟示寫下來的
[00:03:25.000 --> 00:03:29.000]  相反來看一看路加怎樣記載
[00:03:29.000 --> 00:03:31.000]  在路加夫音一開始的時候
[00:03:31.000 --> 00:03:35.000]  他就記載到他是做研究功夫的
[00:03:35.000 --> 00:03:40.000]  他從那些見證人將他們所見所傳給他們的記載下來
[00:03:40.000 --> 00:03:43.000]  就好像一個寫歷史的人一樣
[00:03:43.000 --> 00:03:46.000]  他不單止是採訪第一手資料
[00:03:46.000 --> 00:03:51.000]  他更說這件事我從起頭都詳細考察
[00:03:51.000 --> 00:03:56.000]  他經過詳細考察的程序寫成路加夫音
[00:03:56.000 --> 00:03:59.000]  就好像一個歷史家寫成歷史一樣
[00:03:59.000 --> 00:04:02.000]  而且他更按次序寫出來
[00:04:02.000 --> 00:04:06.000]  次序是合邏輯的 是有理據的
[00:04:06.000 --> 00:04:11.000]  所以他所說的話就讓我們看到神的啟示
[00:04:11.000 --> 00:04:13.000]  並不是像我們所想像
[00:04:13.000 --> 00:04:16.000]  上帝叫人 現在密書了
[00:04:16.000 --> 00:04:20.000]  你趕快拿筆來寫下來 記住了
[00:04:20.000 --> 00:04:22.000]  不是這個意思
[00:04:22.000 --> 00:04:27.000]  他是經過當時的文化背景 歷史背景 舊約背景
[00:04:27.000 --> 00:04:30.000]  加以考舊而寫成的
[00:04:30.000 --> 00:04:32.000]  所以我們讀聖經的時候
[00:04:32.000 --> 00:04:35.000]  我們一定需要明白當時的背景
[00:04:35.000 --> 00:04:38.000]  我們就更加能夠明白神的啟示
[00:04:38.000 --> 00:04:40.000]  這樣說的話不等於
[00:04:40.000 --> 00:04:44.000]  這是你說的話是人寫出來的
[00:04:44.000 --> 00:04:46.000]  不是啟示的
[00:04:46.000 --> 00:04:49.000]  有很多人提出一個問題
[00:04:49.000 --> 00:04:53.000]  你這樣說的話不就等於聖經是人手寫的
[00:04:53.000 --> 00:04:55.000]  不是上帝的啟示
[00:04:55.000 --> 00:04:57.000]  我回答說不是
[00:04:57.000 --> 00:04:59.000]  既是人手寫的
[00:04:59.000 --> 00:05:01.000]  同時也是上帝的啟示
[00:05:01.000 --> 00:05:06.000]  神喜歡用這個方法向我們啟示他的話語
[00:05:06.000 --> 00:05:10.000]  或者說 路加夫音是記載耶穌基督的事蹟
[00:05:10.000 --> 00:05:12.000]  屬歷史的範疇
[00:05:12.000 --> 00:05:14.000]  但啟示錄是預言
