
[00:00:00.000 --> 00:00:04.000]  我們粵語堂現在在說《仕途行傳》
[00:00:04.000 --> 00:00:07.000]  今天要說的是第七、第八兩章
[00:00:07.000 --> 00:00:11.000]  我給它一個很有趣的題目
[00:00:11.000 --> 00:00:14.000]  你的信心屬哪類型?
[00:00:14.000 --> 00:00:17.000]  在《仕途行傳》的第七章、第八章
[00:00:17.000 --> 00:00:21.000]  讓我們看到其實是有很多不同種類的信心
[00:00:21.000 --> 00:00:25.000]  究竟我們的信心又屬哪一種類呢?
[00:00:25.000 --> 00:00:28.000]  在結束的時候我們會分開
[00:00:28.000 --> 00:00:33.000]  在結束的時候我們會回來一起看這一點
[00:00:33.000 --> 00:00:37.000]  上一次我們跟大家說完第六章《仕途行傳》
[00:00:37.000 --> 00:00:41.000]  就是說到以色列人他們是誣告史提反
[00:00:41.000 --> 00:00:45.000]  他們說他毀謗神、毀謗摩西
[00:00:45.000 --> 00:00:48.000]  說他藐視律法、藐視聖殿
[00:00:48.000 --> 00:00:53.000]  於是史提反就說了一篇道來回答
[00:00:53.000 --> 00:00:56.000]  猶太人領袖對他這些的指控
[00:00:56.000 --> 00:01:02.000]  這一篇道可以說是在《仕途行傳》裡最長的一篇道
[00:01:02.000 --> 00:01:09.000]  史提反一開始一結尾都是說到神的榮耀Shakina
[00:01:09.000 --> 00:01:12.000]  當他在說這篇道的時候
[00:01:12.000 --> 00:01:16.000]  真的在他的面上反映出神的榮耀
[00:01:16.000 --> 00:01:19.000]  在《仕途行傳》的六章十五節說
[00:01:19.000 --> 00:01:22.000]  他的面貌是有天使的面貌
[00:01:22.000 --> 00:01:26.000]  有解經家告訴我們天使的面貌
[00:01:26.000 --> 00:01:29.000]  可以解釋為他的面上發光
[00:01:29.000 --> 00:01:34.000]  我們知道在舊約有另外一位神的僕人
[00:01:34.000 --> 00:01:37.000]  他的面上是發光的 就是摩西
[00:01:37.000 --> 00:01:41.000]  摩西去到山上和神會面
[00:01:41.000 --> 00:01:46.000]  他和神面對面是沾了神的榮耀、沾了神的光
[00:01:46.000 --> 00:01:53.000]  下到山下阿倫和其他以色列人都很懼怕
[00:01:53.000 --> 00:01:58.000]  所以摩西後來要用面紗來遮住自己的面
[00:01:58.000 --> 00:02:03.000]  以色列這個民族是唯一和神納約
[00:02:03.000 --> 00:02:07.000]  並且有神的榮耀在他們的身上
[00:02:07.000 --> 00:02:12.000]  但是很可惜 神的榮耀漸漸離開以色列人
[00:02:12.000 --> 00:02:17.000]  首先是離開了回望 撒慕爾上的第四章
[00:02:17.000 --> 00:02:21.000]  然後離開了聖殿 以西傑書的第十章
[00:02:21.000 --> 00:02:27.000]  神的榮耀再一次透過神的獨身子耶穌基督
[00:02:27.000 --> 00:02:29.000]  來到以色列人當中
[00:02:29.000 --> 00:02:32.000]  但是以色列人拒絕接受
[00:02:32.000 --> 00:02:35.000]  他們拒絕了耶穌基督
[00:02:35.000 --> 00:02:39.000]  史提反首先提出
[00:02:39.000 --> 00:02:44.000]  神在以色列人的身上真的有很大的恩典
[00:02:44.000 --> 00:02:47.000]  在以色列人的先祖身上
[00:02:47.000 --> 00:02:50.000]  他要證明他沒有毀謗神
[00:02:50.000 --> 00:02:55.000]  他絕對高舉神 知道神將他的恩典給以色列人
[00:02:55.000 --> 00:03:00.000]  阿伯拉罕就是希伯來人之父
[00:03:00.000 --> 00:03:04.000]  阿伯拉罕出於一個拜偶像的家庭
[00:03:04.000 --> 00:03:07.000]  但是神呼召他
[00:03:07.000 --> 00:03:10.000]  在《說士徒行傳》的七章四節
[00:03:10.000 --> 00:03:15.000]  神呼召他離開迦勒底人之地
[00:03:15.000 --> 00:03:18.000]  住在哈蘭 他父親死了以後
[00:03:18.000 --> 00:03:23.000]  神使他從那裡搬到你們現在所住之地
[00:03:23.000 --> 00:03:27.000]  你們現在所住之地就是迦南地
[00:03:27.000 --> 00:03:31.000]  很多時候我們以為神呼召阿伯拉罕
[00:03:31.000 --> 00:03:36.000]  他立即站起來 拍拍他的屁股就去迦南地
[00:03:36.000 --> 00:03:40.000]  原來不是的 原來史提反告訴我們
[00:03:40.000 --> 00:03:45.000]  阿伯拉罕是留在哈蘭直至他父親死了之後
[00:03:45.000 --> 00:03:49.000]  他才進入迦南地
[00:03:49.000 --> 00:03:56.000]  神應許阿伯拉罕他的後人將會成為一個大國
[00:03:56.000 --> 00:03:59.000]  但是阿伯拉罕離開吾爾
[00:03:59.000 --> 00:04:03.000]  他進入迦南地的時候連一個兒子一個女兒都沒有
[00:04:03.000 --> 00:04:08.000]  所以我們看到阿伯拉罕憑著信心離開吾爾
[00:04:08.000 --> 00:04:13.000]  首先史提反說到以色列人
[00:04:13.000 --> 00:04:16.000]  說他們恃著自己的傳統
[00:04:16.000 --> 00:04:19.000]  恃著自己是阿伯拉罕的後人
[00:04:19.000 --> 00:04:21.000]  覺得很驕傲
[00:04:21.000 --> 00:04:26.000]  而他們疏忽了他們個人和神的關係
[00:04:26.000 --> 00:04:30.000]  在施洗約翰和耶穌基督在世的時候
[00:04:30.000 --> 00:04:33.000]  都一樣來罵以色列人
[00:04:33.000 --> 00:04:38.000]  這個其實和我們現在很多的基督徒都很相似
[00:04:38.000 --> 00:04:43.000]  有很多人都是由基督教的家庭長大
[00:04:43.000 --> 00:04:47.000]  但是這個不等於是一個真正的信心
[00:04:47.000 --> 00:04:51.000]  每個人都需要和神有一個個人的關係
[00:04:51.000 --> 00:04:55.000]  有很多在基督教家庭長大的小朋友
[00:04:55.000 --> 00:05:00.000]  長大之後讀大學離開家庭之後
[00:05:00.000 --> 00:05:04.000]  就不再敬拜神不再回教會
[00:05:04.000 --> 00:05:06.000]  這個真是很可惜
[00:05:06.000 --> 00:05:11.000]  我們每個人都需要有個人和神的關係
[00:05:11.000 --> 00:05:18.000]  史提反接著說出約瑟和摩西的故事
[00:05:18.000 --> 00:05:21.000]  從約瑟和摩西的故事可以看到
[00:05:21.000 --> 00:05:25.000]  有一樣東西就是以色列人真是很反叛神
[00:05:25.000 --> 00:05:30.000]  每次神將他的使者差派去以色列人那裡
[00:05:30.000 --> 00:05:33.000]  以色列人第一次都不會接受
[00:05:33.000 --> 00:05:36.000]  要去到第二次才接受
[00:05:36.000 --> 00:05:40.000]  約瑟和摩西就是有兩個很好的例子
[00:05:40.000 --> 00:05:43.000]  記不記得神報夢給約瑟
[00:05:43.000 --> 00:05:47.000]  告訴他他將會救贖他的家人
[00:05:47.000 --> 00:05:51.000]  他夢見日月和十一顆星都向自己敬拜
[00:05:51.000 --> 00:05:57.000]  他夢見十一個和菌都向自己的和菌敬拜
[00:05:57.000 --> 00:06:00.000]  就是告訴他有一天會救贖他的家人
[00:06:00.000 --> 00:06:04.000]  但是當他告訴他的家人的時候
[00:06:04.000 --> 00:06:06.000]  他的家人怎樣回答呢?
[00:06:06.000 --> 00:06:09.000]  《創世紀》的37章8節
[00:06:09.000 --> 00:06:13.000]  難道你真的要作我們的王嗎?
[00:06:13.000 --> 00:06:16.000]  難道你真的要管轄我們嗎?
[00:06:16.000 --> 00:06:18.000]  他們都不相信他
[00:06:18.000 --> 00:06:20.000]  他們都不接受他
[00:06:20.000 --> 00:06:22.000]  要去到第二次
[00:06:22.000 --> 00:06:27.000]  到埃及當迦南地有饑荒的時候
[00:06:27.000 --> 00:06:29.000]  他們才接受約瑟
[00:06:29.000 --> 00:06:35.000]  約瑟就真的打救了他的弟兄和他的家人
[00:06:35.000 --> 00:06:38.000]  摩西都是一樣
[00:06:38.000 --> 00:06:44.000]  如果我們記得摩西他從小就在埃及的皇宮長大
[00:06:44.000 --> 00:06:46.000]  他是埃及的王子
[00:06:46.000 --> 00:06:50.000]  他有一次見到兩個希伯來人在打架
[00:06:50.000 --> 00:06:53.000]  他就去做和事佬去勸架
[00:06:53.000 --> 00:06:56.000]  結果兩個希伯來人怎樣跟他說呢?
[00:06:56.000 --> 00:06:59.000]  出埃及記的2章14節
[00:06:59.000 --> 00:07:04.000]  誰立你作我們的首領和審判官呢?
[00:07:04.000 --> 00:07:11.000]  有沒有見到這個回答其實和約瑟的兄弟回答約瑟一模一樣
[00:07:11.000 --> 00:07:14.000]  誰立你作我們的首領?
[00:07:14.000 --> 00:07:16.000]  誰立你作我們的王?
[00:07:16.000 --> 00:07:19.000]  我們不要你來審判我們
[00:07:19.000 --> 00:07:21.000]  我們不要你來管轄我們
[00:07:21.000 --> 00:07:25.000]  完全是一模一樣的回答
[00:07:25.000 --> 00:07:30.000]  結果摩西最後殺死了一個埃及的士兵
[00:07:30.000 --> 00:07:33.000]  要逃亡到去基地的曠野
[00:07:33.000 --> 00:07:36.000]  因為以色列人的不信
[00:07:36.000 --> 00:07:39.000]  結果荒廢了40年
[00:07:39.000 --> 00:07:45.000]  40年後摩西再回去帶領以色列人出埃及
[00:07:45.000 --> 00:07:48.000]  但是以色列人仍然不信
[00:07:48.000 --> 00:07:52.000]  以致他們再荒廢了另外40年
[00:07:52.000 --> 00:07:54.000]  一共荒廢80年
[00:07:54.000 --> 00:07:57.000]  因為他們的不信他們不能進入迦南地
[00:07:57.000 --> 00:08:02.000]  第一代的以色列人除了迦納和約書雅
[00:08:02.000 --> 00:08:05.000]  沒有人能夠進入迦南地
[00:08:05.000 --> 00:08:11.000]  史提反的敵人說他藐視摩西
[00:08:11.000 --> 00:08:13.000]  史提反說什麼?
[00:08:13.000 --> 00:08:16.000]  其實你們才是真正藐視摩西
[00:08:16.000 --> 00:08:19.000]  你們沒有接受到他
[00:08:19.000 --> 00:08:21.000]  而史提反同樣說
[00:08:21.000 --> 00:08:23.000]  當耶穌基督來到他們當中
[00:08:23.000 --> 00:08:26.000]  他們一樣是這樣對付耶穌基督
[00:08:26.000 --> 00:08:30.000]  他第一次到自己人的地方來
[00:08:30.000 --> 00:08:33.000]  自己人倒不接待他
[00:08:33.000 --> 00:08:36.000]  約翰福音的一章十一節
[00:08:36.000 --> 00:08:39.000]  約翰福音的十九章十五節怎麼說?
[00:08:39.000 --> 00:08:44.000]  以色列人都說除了該殺我們沒有王
[00:08:44.000 --> 00:08:45.000]  有沒有看到這個回答
[00:08:45.000 --> 00:08:52.000]  也是和約瑟的家人和以色列人對摩西說的話一樣
[00:08:52.000 --> 00:08:55.000]  除了該殺我們沒有其他王
[00:08:55.000 --> 00:08:57.000]  我們不要你來管轄我們
[00:08:57.000 --> 00:09:00.000]  我們不要你來作我們的王
[00:09:00.000 --> 00:09:04.000]  耶穌基督是要第二次回來
[00:09:04.000 --> 00:09:08.000]  以色列人才會真正的接受他
[00:09:08.000 --> 00:09:11.000]  在賀西亞書的五章十五節
[00:09:11.000 --> 00:09:14.000]  神說我要歸回原處
[00:09:14.000 --> 00:09:18.000]  讓他們自覺有罪尋求我面
[00:09:18.000 --> 00:09:22.000]  我才會再次回來
[00:09:22.000 --> 00:09:27.000]  史提反的敵人不單止說他藐視摩西
[00:09:27.000 --> 00:09:30.000]  還說他藐視律法
[00:09:30.000 --> 00:09:33.000]  而史提反反過來說
[00:09:33.000 --> 00:09:37.000]  真正藐視律法的是你們自己
[00:09:37.000 --> 00:09:40.000]  是你們以色列人的祖宗
[00:09:40.000 --> 00:09:44.000]  早在神頒律法給摩西的時候
[00:09:44.000 --> 00:09:46.000]  摩西在山上
[00:09:46.000 --> 00:09:49.000]  山下的以色列人在做什麼?
[00:09:49.000 --> 00:09:53.000]  叫亞倫幫他們造一隻金牛出來給他們拜
[00:09:53.000 --> 00:09:56.000]  出埃及記的三十二章
[00:09:56.000 --> 00:09:59.000]  其實以色列人早在埃及的時候
[00:09:59.000 --> 00:10:02.000]  已經拜當地的牛像
[00:10:02.000 --> 00:10:06.000]  在約書亞記的二十四章告訴我們
[00:10:06.000 --> 00:10:11.000]  而去到加南地他們又拜加南地的牛像
[00:10:11.000 --> 00:10:14.000]  神還沒頒十誡給他們
[00:10:14.000 --> 00:10:16.000]  他們已經破了兩誡
[00:10:16.000 --> 00:10:18.000]  哪兩誡?
[00:10:18.000 --> 00:10:21.000]  就是除我以外不可有別的神
[00:10:21.000 --> 00:10:24.000]  和不可為自己雕刻牛像
[00:10:24.000 --> 00:10:26.000]  都還沒給十誡給他們
[00:10:26.000 --> 00:10:29.000]  他們已經破了兩誡
[00:10:29.000 --> 00:10:34.000]  神繼續派先知到他們那裡勸他們
[00:10:34.000 --> 00:10:37.000]  他們連很多的先知都殺了
[00:10:37.000 --> 00:10:41.000]  最後是要被神驅逐到巴比倫
[00:10:41.000 --> 00:10:44.000]  他們才不再拜牛像
[00:10:44.000 --> 00:10:49.000]  史提反在《使徒行傳》的七章四十二節
[00:10:49.000 --> 00:10:52.000]  說神就轉念不悟
[00:10:52.000 --> 00:10:56.000]  任憑他們侍奉天上的日月星神
[00:10:56.000 --> 00:11:01.000]  這一句話和保羅在《羅馬書》的一章二十四
[00:11:01.000 --> 00:11:04.000]  和一章二十六是很相似
[00:11:04.000 --> 00:11:06.000]  保羅說世人眼著心
[00:11:06.000 --> 00:11:09.000]  神就任憑他們
[00:11:09.000 --> 00:11:16.000]  史提反又引用阿摩斯書的五章二十五和二十七節
[00:11:16.000 --> 00:11:20.000]  說以色列人是外表虔誠敬拜神
[00:11:20.000 --> 00:11:24.000]  但他們的內心充滿了牛像
[00:11:24.000 --> 00:11:27.000]  然後在《使徒行傳》的七章四十二節
[00:11:27.000 --> 00:11:29.000]  史提反問他們
[00:11:29.000 --> 00:11:34.000]  你們豈是將犧牲和祭物獻給神的
[00:11:34.000 --> 00:11:37.000]  很多時候我們都會罵以色列人
[00:11:37.000 --> 00:11:40.000]  見到那麼多神跡奇事
[00:11:40.000 --> 00:11:43.000]  怎麼可能還在拜牛像
[00:11:43.000 --> 00:11:45.000]  怎麼可能做這樣的事
