
[00:00:00.000 --> 00:00:07.520]  又一年了 好消息就可以脫口罩跟大家說了
[00:00:07.520 --> 00:00:09.520]  不用繼續練龜式功了
[00:00:09.520 --> 00:00:13.520]  又大了一年了 不知道大家有什麼感受呢
[00:00:13.520 --> 00:00:17.520]  今天就選了《史詩記》
[00:00:17.520 --> 00:00:19.520]  為什麼選《史詩記》呢
[00:00:19.520 --> 00:00:24.520]  《史詩記》是反映一個很混亂的世代裏面
[00:00:24.520 --> 00:00:26.520]  幾個人物的故事
[00:00:26.520 --> 00:00:29.520]  今天就看看四個人物
[00:00:29.520 --> 00:00:32.520]  希望在混亂的世代裏面
[00:00:32.520 --> 00:00:37.520]  這四個人物怎樣能夠成為我們一些鼓勵
[00:00:37.520 --> 00:00:40.520]  我們開始的時候再做一個禱告
[00:00:40.520 --> 00:00:43.520]  主耶穌有時候我們看這個世界
[00:00:43.520 --> 00:00:48.520]  可能都會覺得不是很多東西讓我們覺得開心
[00:00:48.520 --> 00:00:52.520]  遠處有地震 死了兩萬多人
[00:00:52.520 --> 00:00:57.520]  香港我們看到很多可能令我們失望的事情
[00:00:57.520 --> 00:00:59.520]  可能很多的爭拗
[00:00:59.520 --> 00:01:01.520]  但幫助在我們混亂之中
[00:01:01.520 --> 00:01:03.520]  在這個世界的混亂之中
[00:01:03.520 --> 00:01:06.520]  我們能夠繼續懷著一份的勇氣
[00:01:06.520 --> 00:01:10.520]  一份的盼望去迎接我們每一天
[00:01:10.520 --> 00:01:14.520]  迎接生命中每一個需要做的選擇
[00:01:14.520 --> 00:01:16.520]  今天一段聽到的時間
[00:01:16.520 --> 00:01:19.520]  求聖靈激勵教導我們
[00:01:19.520 --> 00:01:22.520]  交託禱告 奉耶穌基督的名 參賞耳
[00:01:22.520 --> 00:01:26.520]  通常我就會跟大家讀那段經文一次
[00:01:26.520 --> 00:01:28.520]  不過因為這段經文比較長
[00:01:28.520 --> 00:01:33.520]  我們就一邊讀一邊講一邊讀經文
[00:01:33.520 --> 00:01:35.520]  由第四節開始
[00:01:35.520 --> 00:01:38.520]  這節經文首先第一個出場的就是底波拉
[00:01:38.520 --> 00:01:42.520]  有位女仙姿叫底波拉
[00:01:42.520 --> 00:01:44.520]  她是拉比多的妻子
[00:01:44.520 --> 00:01:47.520]  那時候在以色列作事師
[00:01:47.520 --> 00:01:53.520]  她就在以法連山區拉瑪和伯特利的中間
[00:01:53.520 --> 00:01:56.520]  在底波拉的中樹下
[00:01:56.520 --> 00:02:01.520]  以色列人都上到她那裡去聽審判
[00:02:01.520 --> 00:02:03.520]  先交代一點歷史背景
[00:02:03.520 --> 00:02:05.520]  這是一個所謂的事司的年代
[00:02:05.520 --> 00:02:07.520]  大家可能聽過事司記
[00:02:07.520 --> 00:02:09.520]  其中一句最出名的說話
[00:02:09.520 --> 00:02:12.520]  就是打時國中沒有王
[00:02:12.520 --> 00:02:16.520]  所以各人行眼中漢為善的事情
[00:02:16.520 --> 00:02:19.520]  那時候沒有皇帝的時候
[00:02:19.520 --> 00:02:23.520]  所以十二個支派各自為政
[00:02:23.520 --> 00:02:26.520]  當十二支派各自為政
[00:02:26.520 --> 00:02:34.520]  另一個結果就是沒有一個所謂威信的人
[00:02:34.520 --> 00:02:36.520]  我們今天可能更加明白
[00:02:36.520 --> 00:02:39.520]  甚麼是公共威信
[00:02:39.520 --> 00:02:41.520]  有時你坐在某個位置
[00:02:41.520 --> 00:02:44.520]  就不代表你有那種威信
[00:02:44.520 --> 00:02:47.520]  人家聽你講可能是很無奈
[00:02:47.520 --> 00:02:50.520]  如果你做老闆
[00:02:50.520 --> 00:02:54.520]  看著那份工資來信服你
[00:02:54.520 --> 00:02:57.520]  但在政治生活
[00:02:57.520 --> 00:03:01.520]  如果政治領袖沒有威信就很麻煩
[00:03:01.520 --> 00:03:04.520]  特別在這個事司的年代
[00:03:04.520 --> 00:03:07.520]  十二支派各有各的領導人
[00:03:07.520 --> 00:03:12.520]  所以誰能夠所謂團結十二支派呢
[00:03:12.520 --> 00:03:14.520]  這是一個很大的問號
[00:03:14.520 --> 00:03:16.520]  所以你看事司紀裡面
[00:03:16.520 --> 00:03:18.520]  基本上講了一批所謂
[00:03:18.520 --> 00:03:21.520]  今天叫做Charismatic Leader
[00:03:21.520 --> 00:03:24.520]  為甚麼他能夠成為以色列人的領袖
[00:03:24.520 --> 00:03:27.520]  是靠他個人的魅力
[00:03:27.520 --> 00:03:30.520]  我們今天第一個要介紹的人
[00:03:30.520 --> 00:03:31.520]  我們會講四個人
[00:03:31.520 --> 00:03:33.520]  第一個介紹的人就是底波拉
[00:03:33.520 --> 00:03:36.520]  也是靠著他個人的魅力
[00:03:36.520 --> 00:03:39.520]  能夠成為可以這樣說
[00:03:39.520 --> 00:03:43.520]  不是按照常規成為了以色列人的領袖
[00:03:43.520 --> 00:03:45.520]  為甚麼不是按照常規呢
[00:03:45.520 --> 00:03:47.520]  第一方面她是女人
[00:03:47.520 --> 00:03:52.520]  事司紀裡面唯一一個的事司就是底波拉
[00:03:52.520 --> 00:03:55.520]  當年是一個父權的社會
[00:03:55.520 --> 00:03:58.520]  連介紹她都告訴你
[00:03:58.520 --> 00:04:00.520]  底波拉是誰呢
[00:04:00.520 --> 00:04:03.520]  她是拉比多的妻子
[00:04:03.520 --> 00:04:04.520]  拉比多是誰呢
[00:04:04.520 --> 00:04:05.520]  沒有人知道
[00:04:05.520 --> 00:04:08.520]  我們不知道她做過甚麼
[00:04:08.520 --> 00:04:10.520]  不過當時介紹人就是這樣
[00:04:10.520 --> 00:04:12.520]  女人要黏著男人
[00:04:12.520 --> 00:04:16.520]  如果介紹一個未婚的女人
[00:04:16.520 --> 00:04:19.520]  如果是古代以色列
[00:04:19.520 --> 00:04:21.520]  我介紹我的女兒
[00:04:21.520 --> 00:04:23.520]  這就是Simon 雷敬業的女兒
[00:04:23.520 --> 00:04:25.520]  介紹我的老婆
[00:04:25.520 --> 00:04:29.520]  這就是Janet 雷敬業的老婆
[00:04:29.520 --> 00:04:31.520]  有時我們今天都會
[00:04:31.520 --> 00:04:34.520]  所以我老婆在教會裡
[00:04:34.520 --> 00:04:37.520]  都叫她雷師母
[00:04:37.520 --> 00:04:39.520]  好像失去身份
[00:04:39.520 --> 00:04:42.520]  她就是黏著雷牧師的
[00:04:42.520 --> 00:04:47.520]  古代就差不多是必須的
[00:04:47.520 --> 00:04:50.520]  女人的身份是黏著男人的身份
[00:04:50.520 --> 00:04:55.520]  所以一個女人能夠成為事司
[00:04:55.520 --> 00:04:58.520]  是一個很不尋常的事情
[00:04:58.520 --> 00:05:03.520]  她一定有過人的魅力或者能力
[00:05:03.520 --> 00:05:08.520]  才能夠突破這個所謂父權的傳統
[00:05:08.520 --> 00:05:10.520]  她有甚麼特別的能力呢
[00:05:10.520 --> 00:05:12.520]  第五節就繼續說
[00:05:12.520 --> 00:05:14.520]  人們就會說
[00:05:14.520 --> 00:05:17.520]  他們就去到她那棵樹那裡
[00:05:17.520 --> 00:05:20.520]  古代是沒有地址的
[00:05:20.520 --> 00:05:24.520]  不會告訴你大報道378號
[00:05:24.520 --> 00:05:26.520]  沒有這些東西
[00:05:26.520 --> 00:05:30.520]  古代的人通常會認一些地標
[00:05:30.520 --> 00:05:32.520]  有棵樹很特別
[00:05:32.520 --> 00:05:34.520]  有塊石頭很奇怪
[00:05:34.520 --> 00:05:38.520]  你去那塊石頭附近就找到那個人
[00:05:38.520 --> 00:05:40.520]  就是底坡拉的樹
[00:05:40.520 --> 00:05:42.520]  我不知道這棵樹有甚麼特別
[00:05:42.520 --> 00:05:44.520]  不知道是不是特別大
[00:05:44.520 --> 00:05:45.520]  特別漂亮
[00:05:45.520 --> 00:05:47.520]  有些櫻花在那裡
[00:05:47.520 --> 00:05:50.520]  總之她就在一棵很特別的樹那裡
[00:05:50.520 --> 00:05:52.520]  坐在那裡
[00:05:52.520 --> 00:05:57.520]  負責去審判
[00:05:57.520 --> 00:05:59.520]  大家要記住
[00:05:59.520 --> 00:06:03.520]  古代是沒有全職法官
[00:06:03.520 --> 00:06:05.520]  我們今天就有地方法院
[00:06:05.520 --> 00:06:07.520]  然後再高院
[00:06:07.520 --> 00:06:09.520]  最後就是終審庭
[00:06:09.520 --> 00:06:11.520]  古代是沒有的
[00:06:11.520 --> 00:06:13.520]  沒有人是拿人工專門負責審案
[00:06:13.520 --> 00:06:15.520]  沒有這些人存在的
[00:06:15.520 --> 00:06:19.520]  所以哪個人能夠
[00:06:19.520 --> 00:06:20.520]  可以這麼說
[00:06:20.520 --> 00:06:22.520]  譬如我跟你有爭拗
[00:06:22.520 --> 00:06:23.520]  我跟你是鄰居
[00:06:23.520 --> 00:06:25.520]  但中間有一塊地
[00:06:25.520 --> 00:06:26.520]  那塊地我又說是我的
[00:06:26.520 --> 00:06:27.520]  你又說是你的
[00:06:27.520 --> 00:06:31.520]  那怎樣去解決那塊地屬於誰呢
[00:06:31.520 --> 00:06:35.520]  那就要找一個有公信力的人
[00:06:35.520 --> 00:06:37.520]  因為不是職業法官
[00:06:37.520 --> 00:06:41.520]  所以為甚麼我們要服膺這個人的審判呢
[00:06:41.520 --> 00:06:44.520]  因為這個人有好的聲譽
[00:06:44.520 --> 00:06:48.520]  大家都覺得這個人說話很有智慧
[00:06:48.520 --> 00:06:51.520]  他的審判你都不聽
[00:06:51.520 --> 00:06:52.520]  是不是離譜一點
[00:06:52.520 --> 00:06:54.520]  其實純粹基於一種
[00:06:54.520 --> 00:06:56.520]  英文叫Moral Authority
[00:06:56.520 --> 00:06:58.520]  基於一種所謂道德上的威信
[00:06:58.520 --> 00:07:00.520]  所以人們會服這個人
[00:07:00.520 --> 00:07:04.520]  所以底波拉明顯就是一個很有智慧的人
[00:07:04.520 --> 00:07:09.520]  所以當人們有糾紛找他的時候
[00:07:09.520 --> 00:07:13.520]  他很懂得用一種大家都服的方法
[00:07:13.520 --> 00:07:16.520]  說服大家都能夠擁抱他的決定
[00:07:16.520 --> 00:07:20.520]  所以以色列人有爭拗的時候
[00:07:20.520 --> 00:07:24.520]  就很自然地去找底波拉做一個審判
[00:07:24.520 --> 00:07:26.520]  好 接著繼續去
[00:07:26.520 --> 00:07:35.520]  第六節 他派人從拿伐他利支派的基底斯
[00:07:35.520 --> 00:07:37.520]  基底斯就是地方名
[00:07:37.520 --> 00:07:44.520]  把拿欽的兒子巴拉趙來對他說
[00:07:44.520 --> 00:07:46.520]  耶和華以色列的上帝吩咐你
[00:07:46.520 --> 00:07:50.520]  要率一萬個拿伐他利人和西布倫人
[00:07:50.520 --> 00:07:53.520]  上他伯山去準備打仗
[00:07:53.520 --> 00:07:55.520]  有交代一點背景
[00:07:55.520 --> 00:07:59.520]  這裡看到也是父權社會的一種文化
[00:07:59.520 --> 00:08:03.520]  所以介紹女人就是誰誰的老婆
[00:08:03.520 --> 00:08:05.520]  要黏著男人
[00:08:05.520 --> 00:08:08.520]  介紹男人就不會說他是誰誰的老公
[00:08:08.520 --> 00:08:10.520]  不會這樣反過來的
[00:08:10.520 --> 00:08:13.520]  介紹男人就是誰誰的兒子
[00:08:13.520 --> 00:08:16.520]  所以這個誰誰的兒子巴拉
[00:08:16.520 --> 00:08:18.520]  叫巴拉來做什麼呢
[00:08:18.520 --> 00:08:21.520]  帶領一萬人去打仗
[00:08:21.520 --> 00:08:22.520]  交代一點背景
[00:08:22.520 --> 00:08:25.520]  因為我們沒有讀到第一到第三節
[00:08:25.520 --> 00:08:27.520]  我們開播就是第四節
[00:08:27.520 --> 00:08:29.520]  第一到第三節就告訴我們
[00:08:29.520 --> 00:08:35.520]  當時的以色列人被一個叫夏索王
[00:08:35.520 --> 00:08:37.520]  夏索就是以色列北部的一個城市
[00:08:37.520 --> 00:08:42.520]  被一個夏索王 就是一個外邦人的王
[00:08:42.520 --> 00:08:44.520]  和他的將軍
[00:08:44.520 --> 00:08:46.520]  他的大將軍就是西西拉
[00:08:46.520 --> 00:08:49.520]  欺壓了二十年
[00:08:49.520 --> 00:08:54.520]  你想像一下被一個人欺壓了二十年
[00:08:54.520 --> 00:08:56.520]  大概你都習慣了
[00:08:56.520 --> 00:08:57.520]  沒有希望了
[00:08:57.520 --> 00:09:00.520]  所以譬如你老公欺壓了你二十年
[00:09:00.520 --> 00:09:02.520]  大概都欺壓到你純了
[00:09:02.520 --> 00:09:04.520]  或者你老婆欺壓了你二十年
[00:09:04.520 --> 00:09:06.520]  你現在應該純了
[00:09:06.520 --> 00:09:08.520]  老婆說什麼你就聽她說
[00:09:08.520 --> 00:09:13.520]  那些以色列人大概都是被夏索王欺壓了二十年
[00:09:13.520 --> 00:09:16.520]  所以基本上沒有想過要反抗
[00:09:16.520 --> 00:09:18.520]  我覺得就是這樣了
[00:09:18.520 --> 00:09:20.520]  沒有希望了
[00:09:20.520 --> 00:09:22.520]  遲些會說西西拉有九百輛戰車
[00:09:22.520 --> 00:09:25.520]  被一個這麼能打的人欺壓
[00:09:25.520 --> 00:09:27.520]  認命
[00:09:27.520 --> 00:09:30.520]  但是底波拉就在這個處境
[00:09:30.520 --> 00:09:32.520]  忽然間發出呼召
[00:09:32.520 --> 00:09:34.520]  他聽到神的聲音
[00:09:34.520 --> 00:09:38.520]  是時候神幫助那些以色列人平反
[00:09:38.520 --> 00:09:42.520]  去對付欺壓他們的暴君夏索了
[00:09:42.520 --> 00:09:45.520]  不過女人不去打仗的
[00:09:45.520 --> 00:09:47.520]  所以女人要叫巴拉
[00:09:47.520 --> 00:09:49.520]  應該就是一個會打仗
[00:09:49.520 --> 00:09:51.520]  可能是個大隻佬
[00:09:51.520 --> 00:09:55.520]  就叫他麻煩你叫那些人出來
[00:09:55.520 --> 00:09:57.520]  我們一起去打仗
[00:09:57.520 --> 00:09:59.520]  好 繼續去第七節
[00:09:59.520 --> 00:10:05.520]  我必使耶賓的將軍西西拉率領他的全軍在基遜河
