
[00:00:00.000 --> 00:00:01.640]  我們一起打開聖經
[00:00:01.640 --> 00:00:05.040]  剛才我們所讀的那段《約翰福音》第十五章
[00:00:05.040 --> 00:00:07.480]  如果你看唐庸的聖經
[00:00:07.480 --> 00:00:11.040]  是1621頁
[00:00:11.040 --> 00:00:13.040]  1621頁
[00:00:13.040 --> 00:00:16.520]  《約翰福音》第十五章
[00:00:16.520 --> 00:00:18.840]  我們剛才讀了八節的聖經
[00:00:18.840 --> 00:00:20.000]  雖然不是很長
[00:00:20.000 --> 00:00:21.920]  但是非常寶貴的聖經
[00:00:21.920 --> 00:00:26.520]  我們一起思想神自己的真理
[00:00:26.520 --> 00:00:32.520]  《約翰福音》第十四章
[00:00:32.520 --> 00:00:34.520]  第十五章和第十六章
[00:00:34.520 --> 00:00:36.520]  如果你比較熟悉的話
[00:00:36.520 --> 00:00:38.520]  你都知道這是我們的主耶穌
[00:00:38.520 --> 00:00:40.520]  對門徒的臨別贈言
[00:00:40.520 --> 00:00:44.520]  因為講完那幾章聖經之後
[00:00:44.520 --> 00:00:46.520]  他就會上十字架
[00:00:46.520 --> 00:00:48.520]  沒有機會再和門徒說
[00:00:48.520 --> 00:00:50.520]  門徒都知道
[00:00:50.520 --> 00:00:52.520]  所以門徒的心都很沉重
[00:00:52.520 --> 00:00:53.520]  所以耶穌多少年
[00:00:53.520 --> 00:00:55.520]  如果你留意第十四章
[00:00:55.520 --> 00:00:57.520]  第一句是你們心裡不要憂愁
[00:00:57.520 --> 00:00:59.520]  當然憂愁了
[00:00:59.520 --> 00:01:00.520]  走了
[00:01:00.520 --> 00:01:02.520]  主耶穌三年陪著他們
[00:01:02.520 --> 00:01:03.520]  現在他們要走
[00:01:03.520 --> 00:01:04.520]  要上十字架
[00:01:04.520 --> 00:01:05.520]  很沉重
[00:01:05.520 --> 00:01:07.520]  所以在這三章聖經裡
[00:01:07.520 --> 00:01:09.520]  我們的主講了一些很寶貴的話
[00:01:09.520 --> 00:01:11.520]  當然其中一個很重要的訊息
[00:01:11.520 --> 00:01:13.520]  就是我雖然走了
[00:01:13.520 --> 00:01:15.520]  但是其實我會還在這裡
[00:01:15.520 --> 00:01:17.520]  不過我將會以
[00:01:17.520 --> 00:01:19.520]  另外一種的身份
[00:01:19.520 --> 00:01:21.520]  就是聖靈保衛師的身份
[00:01:21.520 --> 00:01:23.520]  再來到這個世間
[00:01:23.520 --> 00:01:25.520]  最後就是我在你們裡面
[00:01:25.520 --> 00:01:26.520]  你在我裡面
[00:01:26.520 --> 00:01:27.520]  我們再不分開
[00:01:27.520 --> 00:01:30.520]  現在你和我一起生活
[00:01:30.520 --> 00:01:32.520]  有時候都見不到我
[00:01:32.520 --> 00:01:33.520]  因為早上你起來的時候
[00:01:33.520 --> 00:01:34.520]  我去祈禱了
[00:01:34.520 --> 00:01:35.520]  見不到我
[00:01:35.520 --> 00:01:38.520]  不過將來我用聖靈的身份
[00:01:38.520 --> 00:01:39.520]  我們主耶穌講了很多次
[00:01:39.520 --> 00:01:42.520]  這個就是我們這幾個月的主題
[00:01:42.520 --> 00:01:45.520]  聖靈進到我們裡面的時候
[00:01:45.520 --> 00:01:47.520]  二十四小時和我們同在
[00:01:47.520 --> 00:01:48.520]  成為我們的保衛師
[00:01:48.520 --> 00:01:49.520]  這個很寶貴
[00:01:49.520 --> 00:01:51.520]  所以耶穌說你們不要憂愁
[00:01:51.520 --> 00:01:53.520]  其實我去其實是好事
[00:01:53.520 --> 00:01:54.520]  如果不是的話
[00:01:54.520 --> 00:01:57.520]  你們就不會可以日夜和我在一起
[00:01:57.520 --> 00:01:59.520]  但是還有一個很重要的訊息
[00:01:59.520 --> 00:02:02.520]  就是在這三張聖經這麼長的裡面
[00:02:02.520 --> 00:02:04.520]  主耶穌我相信他的心都很想說
[00:02:04.520 --> 00:02:07.520]  不如我說一些最基本的
[00:02:07.520 --> 00:02:08.520]  最核心的
[00:02:08.520 --> 00:02:10.520]  最重要的讓你記得
[00:02:10.520 --> 00:02:12.520]  當我不在你身邊的時候
[00:02:12.520 --> 00:02:14.520]  你還記得我對你的教訓
[00:02:14.520 --> 00:02:17.520]  今天我們所讀這段聖經就是這樣
[00:02:17.520 --> 00:02:20.520]  第十五章的第十一到第十七節
[00:02:20.520 --> 00:02:24.520]  我們的主耶穌就總結了一個人
[00:02:24.520 --> 00:02:25.520]  他的門徒也好
[00:02:25.520 --> 00:02:26.520]  你和我都好
[00:02:26.520 --> 00:02:28.520]  和我們的主耶穌之間
[00:02:28.520 --> 00:02:31.520]  最親切的關係應該是怎樣的
[00:02:31.520 --> 00:02:32.520]  再說一次
[00:02:32.520 --> 00:02:34.520]  這裡是說了我們和神
[00:02:34.520 --> 00:02:36.520]  我們和我們的主耶穌基督
[00:02:36.520 --> 00:02:39.520]  最親切的關係是應該怎樣的
[00:02:39.520 --> 00:02:41.520]  所以第十一節
[00:02:41.520 --> 00:02:43.520]  他就開始了一個題目
[00:02:43.520 --> 00:02:44.520]  這個是一個總結
[00:02:44.520 --> 00:02:46.520]  也是一個題目
[00:02:46.520 --> 00:02:47.520]  就是說
[00:02:47.520 --> 00:02:49.520]  怎樣才能夠衡量
[00:02:49.520 --> 00:02:52.520]  我們和你和耶穌基督的關係
[00:02:52.520 --> 00:02:53.520]  是不是親切呢
[00:02:53.520 --> 00:02:56.520]  這裡主耶穌用了一句話來衡量
[00:02:56.520 --> 00:02:58.520]  就是我將這些事告訴你
[00:02:58.520 --> 00:02:59.520]  是好叫什麼呢
[00:02:59.520 --> 00:03:02.520]  我的喜樂存在你的心裡面
[00:03:02.520 --> 00:03:05.520]  並且使你們的喜樂可以滿人
[00:03:05.520 --> 00:03:06.520]  這裡有兩個喜樂
[00:03:06.520 --> 00:03:07.520]  有沒有留意
[00:03:07.520 --> 00:03:09.520]  一個喜樂是屬於耶穌基督的
[00:03:09.520 --> 00:03:12.520]  耶穌說我的喜樂存在你們的心裡面
[00:03:12.520 --> 00:03:13.520]  第二個喜樂
[00:03:13.520 --> 00:03:15.520]  是你和我
[00:03:15.520 --> 00:03:19.520]  我們的喜樂可以滿人
[00:03:19.520 --> 00:03:21.520]  和諧本譯做滿足
[00:03:21.520 --> 00:03:22.520]  都是一樣
[00:03:22.520 --> 00:03:24.520]  充充滿滿有喜樂
[00:03:24.520 --> 00:03:25.520]  這個有什麼特別呢
[00:03:25.520 --> 00:03:26.520]  好像聽了很多次
[00:03:26.520 --> 00:03:27.520]  不是的
[00:03:27.520 --> 00:03:28.520]  你留心清楚
[00:03:28.520 --> 00:03:30.520]  這裡有兩個的喜樂
[00:03:30.520 --> 00:03:32.520]  屬於神自己的喜樂
[00:03:32.520 --> 00:03:34.520]  在我們心裡面
[00:03:34.520 --> 00:03:35.520]  我們又欣著神自己的喜樂
[00:03:35.520 --> 00:03:36.520]  在我們心裡面
[00:03:36.520 --> 00:03:38.520]  我們的喜樂
[00:03:38.520 --> 00:03:39.520]  都可以得到滿足
[00:03:39.520 --> 00:03:42.520]  得到滿人
[00:03:42.520 --> 00:03:44.520]  你想一下你知道
[00:03:44.520 --> 00:03:46.520]  是一個挑戰
[00:03:46.520 --> 00:03:48.520]  有時我們的主
[00:03:48.520 --> 00:03:50.520]  我們的神的喜樂
[00:03:50.520 --> 00:03:52.520]  不一定是我們的喜樂
[00:03:52.520 --> 00:03:54.520]  有時神的喜樂
[00:03:54.520 --> 00:03:56.520]  我們覺得不是很喜樂
[00:03:56.520 --> 00:03:57.520]  老實說
[00:03:57.520 --> 00:03:59.520]  他想我們做的事
[00:03:59.520 --> 00:04:00.520]  發覺
[00:04:00.520 --> 00:04:01.520]  一般般
[00:04:01.520 --> 00:04:03.520]  又要時間
[00:04:03.520 --> 00:04:04.520]  又要犧牲
[00:04:04.520 --> 00:04:06.520]  這條路不是很喜歡走
[00:04:06.520 --> 00:04:08.520]  神的喜樂不一定是你的喜樂
[00:04:08.520 --> 00:04:10.520]  有時我們的喜樂
[00:04:10.520 --> 00:04:12.520]  又不一定是神的喜樂
[00:04:12.520 --> 00:04:14.520]  我們經常猶豫
