
[00:00:00.000 --> 00:00:04.000]  各位大姐妹好
[00:00:04.000 --> 00:00:08.000]  讓我們在這個復活節的節期的日子
[00:00:08.000 --> 00:00:10.000]  讓我們一起去同心
[00:00:10.000 --> 00:00:12.000]  透過主的說話來一起仰望
[00:00:12.000 --> 00:00:14.000]  在我們主的神的面前
[00:00:14.000 --> 00:00:16.000]  明白救恩的意義
[00:00:16.000 --> 00:00:18.000]  讓我們再次透過禱報一起同心低頭
[00:00:18.000 --> 00:00:20.000]  仰望我們主的愛神
[00:00:20.000 --> 00:00:21.000]  慈悲天父多謝你
[00:00:21.000 --> 00:00:24.000]  讓我們可以回到你寶貴說話的面前
[00:00:24.000 --> 00:00:28.000]  父神你插入你獨生的兒子耶穌基督
[00:00:28.000 --> 00:00:30.000]  在這個世界上成就救恩
[00:00:30.000 --> 00:00:34.000]  讓我們在這個救恩上可以有份
[00:00:34.000 --> 00:00:37.000]  並且重修與上主的關係
[00:00:37.000 --> 00:00:38.000]  我們獻上感謝
[00:00:38.000 --> 00:00:41.000]  求你讓我們再次透過你的說話
[00:00:41.000 --> 00:00:45.000]  提醒我們明白到救恩的意思
[00:00:45.000 --> 00:00:50.000]  並且對拯救的意義有更深層的理解
[00:00:50.000 --> 00:00:51.000]  求你的幫助
[00:00:51.000 --> 00:00:52.000]  我們禱告
[00:00:52.000 --> 00:00:54.000]  奉靠主耶穌基督得勝的名字
[00:00:54.000 --> 00:00:55.000]  祈求
[00:00:55.000 --> 00:00:56.000]  阿們
[00:00:56.000 --> 00:00:59.000]  每一年的復活節
[00:00:59.000 --> 00:01:01.000]  這個節期的時候
[00:01:01.000 --> 00:01:06.000]  很多時候教會都有很多不同類型的活動
[00:01:06.000 --> 00:01:10.000]  復活節當然是談論到有關於耶穌的受死
[00:01:10.000 --> 00:01:12.000]  和祂在第三天的復活
[00:01:12.000 --> 00:01:14.000]  教會於是如何做呢
[00:01:14.000 --> 00:01:21.000]  為了教會有活動去紀念耶穌基督
[00:01:21.000 --> 00:01:24.000]  這個拯救的意思
[00:01:24.000 --> 00:01:28.000]  於是就用了很多不同形式手段
[00:01:28.000 --> 00:01:34.000]  希望幫助信徒明白耶穌的拯救的意思
[00:01:34.000 --> 00:01:40.000]  在我自己差不多30年的教會生活裡
[00:01:40.000 --> 00:01:43.000]  教會有什麼活動呢
[00:01:43.000 --> 00:01:46.000]  通常在復活節和壽福節的時候
[00:01:46.000 --> 00:01:48.000]  有做話劇
[00:01:48.000 --> 00:01:50.000]  不知道大家有沒有試過
[00:01:50.000 --> 00:01:54.000]  以前教會都試過在復活節的節日裡
[00:01:54.000 --> 00:01:56.000]  做一些話劇
[00:01:56.000 --> 00:01:59.000]  去紀念耶穌基督受死的現象
[00:01:59.000 --> 00:02:02.000]  又有一些歌舞劇
[00:02:02.000 --> 00:02:03.000]  去做出來
[00:02:03.000 --> 00:02:06.000]  從而提醒信徒
[00:02:06.000 --> 00:02:09.000]  關於耶穌死的時候的過程
[00:02:09.000 --> 00:02:16.000]  我記得甚至在疫情期間的三年
[00:02:16.000 --> 00:02:18.000]  不知道大家記不記得
[00:02:18.000 --> 00:02:21.000]  在復活節的時候
[00:02:21.000 --> 00:02:28.000]  有不少的話劇是免費在傳媒上播放
[00:02:28.000 --> 00:02:32.000]  提醒教會關於耶穌基督受死的事情
[00:02:32.000 --> 00:02:34.000]  更激烈的
[00:02:34.000 --> 00:02:37.000]  如果大家看過以前的新聞
[00:02:37.000 --> 00:02:38.000]  會發現到
[00:02:38.000 --> 00:02:43.000]  特別在東南亞天主教國家裡
[00:02:43.000 --> 00:02:51.000]  有些公開搬台十字架的遊行
[00:02:51.000 --> 00:02:53.000]  在遊行過程中
[00:02:53.000 --> 00:02:56.000]  搬十字架的人不幸
[00:02:56.000 --> 00:02:58.000]  真的被打
[00:02:58.000 --> 00:02:59.000]  真的被鞭傷
[00:02:59.000 --> 00:03:01.000]  打到渾身是血
[00:03:01.000 --> 00:03:02.000]  很奇怪
[00:03:02.000 --> 00:03:04.000]  這種激烈的行為
[00:03:04.000 --> 00:03:07.000]  很多時候沒有人去問
[00:03:07.000 --> 00:03:09.000]  究竟是不是需要這樣做
[00:03:09.000 --> 00:03:11.000]  但覺得做了
[00:03:11.000 --> 00:03:14.000]  甚至當中扮演耶穌的人
[00:03:14.000 --> 00:03:17.000]  去抬十字架被人鞭傷的時候
[00:03:17.000 --> 00:03:19.000]  覺得很光榮
[00:03:19.000 --> 00:03:23.000]  這種慶祝的方法
[00:03:23.000 --> 00:03:25.000]  其實在教會多年來
[00:03:25.000 --> 00:03:29.000]  都不斷重複
[00:03:29.000 --> 00:03:30.000]  沒錯
[00:03:30.000 --> 00:03:34.000]  這些事情可以讓人重溫
[00:03:34.000 --> 00:03:36.000]  耶穌基督的事蹟
[00:03:36.000 --> 00:03:39.000]  但我發現最大的問題是什麼呢
[00:03:39.000 --> 00:03:41.000]  就是這些事情
[00:03:41.000 --> 00:03:43.000]  表演或紀念模式
[00:03:43.000 --> 00:03:47.000]  都只是留於表面的活動
[00:03:47.000 --> 00:03:51.000]  至於在激情過後
[00:03:51.000 --> 00:03:54.000]  復活節裡
[00:03:54.000 --> 00:03:56.000]  甚至有信徒趕著去參加
[00:03:56.000 --> 00:03:58.000]  不同的教會聚會
[00:03:58.000 --> 00:04:00.000]  由壽難節崇拜
[00:04:00.000 --> 00:04:02.000]  由星期五晚上
[00:04:02.000 --> 00:04:04.000]  到星期日的時候
[00:04:04.000 --> 00:04:06.000]  這段時間以為
[00:04:06.000 --> 00:04:08.000]  參加的越多聚會就越神聖
[00:04:08.000 --> 00:04:12.000]  但當過了復活節
[00:04:12.000 --> 00:04:17.000]  又打回原本有罪的原形
[00:04:17.000 --> 00:04:21.000]  失去了原本復活節的意義
[00:04:21.000 --> 00:04:26.000]  我們究竟復活節最重要是什麼呢
[00:04:26.000 --> 00:04:30.000]  我相信最重要的是我們深刻明白
[00:04:30.000 --> 00:04:33.000]  耶穌基督的救恩和拯救的意思
[00:04:33.000 --> 00:04:38.000]  和我們真正的委身和投入
[00:04:38.000 --> 00:04:41.000]  怎樣才能更明白受難的意義
[00:04:41.000 --> 00:04:44.000]  並且能夠在我們的屬靈生命上
[00:04:44.000 --> 00:04:49.000]  將受難主的訊息
[00:04:49.000 --> 00:04:53.000]  轉化成為一種真正能夠讓我們生命
[00:04:53.000 --> 00:04:57.000]  更加成性更加成熟的功效呢
[00:04:57.000 --> 00:04:59.000]  這正是今天
[00:04:59.000 --> 00:05:03.000]  我們希望在這段聖經裡和大家一起思想
[00:05:03.000 --> 00:05:05.000]  我們會透過一段
[00:05:05.000 --> 00:05:08.000]  由耶穌在十字架受死之前
[00:05:08.000 --> 00:05:10.000]  發生不久的一件事
[00:05:10.000 --> 00:05:15.000]  看來和復活節格格不入
[00:05:15.000 --> 00:05:18.000]  但當我們仔細看的時候
[00:05:18.000 --> 00:05:22.000]  原來耶穌早在進入耶路撒旦地區
[00:05:22.000 --> 00:05:26.000]  預備迎接受死受審判
[00:05:26.000 --> 00:05:30.000]  原來有很多事情都是緊扣著救恩的意思
[00:05:30.000 --> 00:05:32.000]  所以今天希望和大家一起
[00:05:32.000 --> 00:05:35.000]  透過馬太福音第21章18-22節
[00:05:35.000 --> 00:05:36.000]  這段經文
[00:05:36.000 --> 00:05:41.000]  去幫助大家去明白救恩的奇妙和獨特之處
[00:05:41.000 --> 00:05:43.000]  所以我給了一個題目
[00:05:43.000 --> 00:05:46.000]  叫做彭遜悉透主的拯救奧秘
[00:05:46.000 --> 00:05:49.000]  剛才師母幫我們讀了一次
[00:05:49.000 --> 00:05:51.000]  不過聖經不嚴讀得多
[00:05:51.000 --> 00:05:55.000]  讀得多反而讓我們更準確去理解
[00:05:55.000 --> 00:05:57.000]  不如我們再次打開聖經
[00:05:57.000 --> 00:05:58.000]  加上時間不長
[00:05:58.000 --> 00:06:00.000]  我們一起讀一次
[00:06:00.000 --> 00:06:06.000]  一起打開馬太福音第21章18-21節
[00:06:06.000 --> 00:06:08.000]  我們一起讀吧
[00:06:08.000 --> 00:06:11.000]  我們會以和合版的版本去讀出來
[00:06:11.000 --> 00:06:12.000]  一起讀吧
[00:06:12.000 --> 00:06:16.000]  早晨回城的時候他餓了
[00:06:16.000 --> 00:06:20.000]  看見路旁有一棵無瓜果樹
[00:06:20.000 --> 00:06:22.000]  就走到跟前
[00:06:22.000 --> 00:06:25.000]  在樹上找不著什麼
[00:06:25.000 --> 00:06:27.000]  不過有葉子
[00:06:27.000 --> 00:06:29.000]  就對樹說
[00:06:29.000 --> 00:06:32.000]  從今以後你永不結果子
[00:06:32.000 --> 00:06:36.000]  那無瓜果樹立刻枯乾了
[00:06:36.000 --> 00:06:40.000]  門徒看見了便唏其說
[00:06:40.000 --> 00:06:44.000]  無瓜果樹怎麼立刻枯乾了呢
