
[00:00:00.000 --> 00:00:07.800]  傳道書我們說是傳道者
[00:00:07.800 --> 00:00:11.040]  他們在尋道的過程裏面
[00:00:11.040 --> 00:00:13.040]  在慕道的過程裏面
[00:00:13.040 --> 00:00:15.440]  得到神的真道
[00:00:15.440 --> 00:00:17.440]  然後跟人分享
[00:00:17.440 --> 00:00:22.160]  當他尋求這個信仰的時候
[00:00:22.160 --> 00:00:24.160]  他見到人的智慧
[00:00:24.160 --> 00:00:27.840]  和神的智慧有一個很大的對比
[00:00:27.840 --> 00:00:32.400]  人的智慧帶來很多人的巧妙
[00:00:32.400 --> 00:00:35.480]  人解決問題的方法
[00:00:35.480 --> 00:00:38.760]  人其實很聰明的 有很多靈巧的
[00:00:38.760 --> 00:00:41.240]  我記得有一個故事說到
[00:00:41.240 --> 00:00:44.400]  有三個讀商科的學生
[00:00:44.400 --> 00:00:50.200]  他們就跟三個讀工科的學生一起坐火車去外地玩
[00:00:50.200 --> 00:00:52.920]  三個讀工科的學生讀工程的
[00:00:52.920 --> 00:00:55.400]  他們就買了三張的車票
[00:00:55.400 --> 00:00:58.680]  而三個讀商科的
[00:00:58.680 --> 00:01:01.080]  他們就買了一張的火車票
[00:01:01.080 --> 00:01:02.280]  那麼奇怪
[00:01:02.280 --> 00:01:04.040]  上了火車
[00:01:04.040 --> 00:01:07.400]  三個讀商科的學生急急腳
[00:01:07.400 --> 00:01:10.080]  就躲在一個廁所裏面
[00:01:10.080 --> 00:01:11.240]  關上門
[00:01:11.240 --> 00:01:13.120]  火車就開了
[00:01:13.120 --> 00:01:14.720]  開了不久之後
[00:01:14.720 --> 00:01:17.840]  查票的人
[00:01:17.840 --> 00:01:20.320]  就一卡一卡去查票
[00:01:20.320 --> 00:01:21.680]  去到他的卡的時候
[00:01:21.680 --> 00:01:25.520]  三個讀工程的學生給他們看三張票
[00:01:25.520 --> 00:01:29.200]  查票的人就很聰明的到處都去找的
[00:01:29.200 --> 00:01:31.000]  去到廁所看到關了門
[00:01:31.000 --> 00:01:32.920]  就拍門
[00:01:32.920 --> 00:01:35.520]  那個廁所就開了一個縫
[00:01:35.520 --> 00:01:37.800]  有一張票就伸了出來
[00:01:37.800 --> 00:01:39.400]  查票的人拿了一張票
[00:01:39.400 --> 00:01:42.080]  查了票就繼續向前走
[00:01:42.080 --> 00:01:44.720]  三個讀工程的學生
[00:01:44.720 --> 00:01:46.120]  看到這樣都可以的
[00:01:46.120 --> 00:01:47.720]  眼睛都大了
[00:01:47.720 --> 00:01:49.840]  好了 我們繼續向前走
[00:01:49.840 --> 00:01:52.320]  玩完了 回來了
[00:01:52.320 --> 00:01:56.000]  三個讀工科的就學了東西
[00:01:56.000 --> 00:01:59.040]  於是就買了一張的火車票
[00:01:59.040 --> 00:02:02.720]  三個讀商科的竟然不買票
[00:02:02.720 --> 00:02:04.200]  上了火車
[00:02:04.200 --> 00:02:06.160]  好了 上了火車之後
[00:02:06.160 --> 00:02:08.280]  三個讀工科的學了東西
[00:02:08.280 --> 00:02:09.640]  急急腳
[00:02:09.640 --> 00:02:11.440]  躲在一個廁所裏面
[00:02:11.440 --> 00:02:12.680]  關上門
[00:02:12.680 --> 00:02:13.520]  火車開了
[00:02:13.520 --> 00:02:15.600]  轟轟轟轟轟
[00:02:15.600 --> 00:02:17.400]  沒多久
[00:02:17.400 --> 00:02:19.400]  拍門了
[00:02:19.400 --> 00:02:21.240]  去到廁所那裏拍門
[00:02:21.240 --> 00:02:23.160]  開了一條縫
[00:02:23.160 --> 00:02:25.320]  伸張票出來
[00:02:25.320 --> 00:02:26.280]  外面那個呢
[00:02:26.280 --> 00:02:27.840]  拿走票了
[00:02:27.840 --> 00:02:29.840]  你猜拿走票的是誰?
[00:02:29.840 --> 00:02:32.320]  讀商科的那些
[00:02:32.320 --> 00:02:36.000]  你看看 多聰明啊
[00:02:36.000 --> 00:02:38.600]  我們得出一個原則
[00:02:38.600 --> 00:02:41.920]  讀工程的你不要太板太土
[00:02:41.920 --> 00:02:44.480]  讀商科的你都不要太奸
[00:02:44.480 --> 00:02:46.320]  人的智慧有時候
[00:02:46.320 --> 00:02:49.400]  好像可以做很多事情
[00:02:49.400 --> 00:02:51.440]  好像很巧妙
[00:02:51.440 --> 00:02:53.440]  我們看傳道書的時候
[00:02:53.440 --> 00:02:55.080]  你要看一看
[00:02:55.080 --> 00:02:57.640]  這一位的傳道者
[00:02:57.640 --> 00:03:01.680]  他尋求人生的智慧的時候
[00:03:01.680 --> 00:03:03.120]  他經歷了很多
[00:03:03.120 --> 00:03:05.240]  他得出一些什麼結論呢?
[00:03:05.240 --> 00:03:08.800]  我們查聖經有時候要退後幾步
[00:03:08.800 --> 00:03:12.520]  看一看整本書的報告
[00:03:12.520 --> 00:03:13.840]  那個結構
[00:03:13.840 --> 00:03:15.960]  究竟整本書裏面所帶出的
[00:03:15.960 --> 00:03:17.480]  一個什麼信息呢?
[00:03:17.480 --> 00:03:19.360]  這個圖是幫助我們
[00:03:19.360 --> 00:03:22.800]  來看一本書的結構
[00:03:22.800 --> 00:03:24.800]  他一開始的時候有一個命題
[00:03:24.800 --> 00:03:26.800]  第一第二節的時候
[00:03:26.800 --> 00:03:30.960]  他就得出一個觀察的結論
[00:03:30.960 --> 00:03:32.000]  這個結論就說
[00:03:32.000 --> 00:03:33.000]  日光之下
[00:03:33.000 --> 00:03:34.800]  一切事都是虛空的
[00:03:34.800 --> 00:03:35.720]  都是暴風的
[00:03:35.720 --> 00:03:37.720]  都是捉影的
[00:03:37.720 --> 00:03:39.560]  這個結論
[00:03:39.560 --> 00:03:40.960]  它需要引證的
[00:03:40.960 --> 00:03:42.120]  需要證明的
[00:03:42.120 --> 00:03:43.920]  我們說實事求是
[00:03:43.920 --> 00:03:45.160]  可以讀科學的人
[00:03:45.160 --> 00:03:46.560]  一定要實證的
[00:03:46.560 --> 00:03:47.960]  實事求是的
[00:03:47.960 --> 00:03:49.560]  於是在第一章
[00:03:49.560 --> 00:03:51.440]  一直到第十一章
[00:03:51.440 --> 00:03:53.600]  就是他求證的過程
[00:03:53.600 --> 00:03:55.240]  尋道者
[00:03:55.240 --> 00:03:57.320]  他求證
[00:03:57.320 --> 00:03:58.200]  求證什麼呢?
[00:03:58.200 --> 00:04:01.080]  他進入人生的方方面面裏面
[00:04:01.080 --> 00:04:02.360]  來考察
[00:04:02.360 --> 00:04:04.560]  究竟日光之下
[00:04:04.560 --> 00:04:06.960]  是不是真的虛空呢?
[00:04:06.960 --> 00:04:09.040]  首先他進入享樂那裏
[00:04:09.040 --> 00:04:11.280]  他身為一國之君
[00:04:11.280 --> 00:04:14.680]  他有盡所有的榮華富貴
[00:04:14.680 --> 00:04:17.600]  所有他要得的東西
[00:04:17.600 --> 00:04:19.280]  都應有盡有
[00:04:19.280 --> 00:04:21.280]  進入這個享樂的裏面
[00:04:21.280 --> 00:04:22.880]  在物欲的裏面
[00:04:22.880 --> 00:04:24.240]  他享受一切
[00:04:24.240 --> 00:04:26.440]  人所渴慕得到的
[00:04:26.440 --> 00:04:27.680]  但是呢
[00:04:27.680 --> 00:04:29.000]  到頭來呢
[00:04:29.000 --> 00:04:30.800]  都是一場空
[00:04:30.800 --> 00:04:33.040]  都是曇花一現
[00:04:33.040 --> 00:04:35.360]  都是好像那些鴨
[00:04:35.360 --> 00:04:37.240]  鴨的雕刻一樣
[00:04:37.240 --> 00:04:39.560]  在這個青海鴨雕一樣
[00:04:40.120 --> 00:04:43.360]  這個空氣一亂就融化
[00:04:43.360 --> 00:04:45.680]  人生就是這樣浮雲一樣
[00:04:45.680 --> 00:04:47.360]  好像浮萍一樣
[00:04:47.360 --> 00:04:48.320]  霧根的
[00:04:48.320 --> 00:04:49.160]  虛空的
[00:04:49.160 --> 00:04:50.160]  暴風的
[00:04:50.160 --> 00:04:51.520]  足影的
[00:04:51.520 --> 00:04:53.440]  他又進入去
[00:04:53.440 --> 00:04:54.960]  這個工作
[00:04:54.960 --> 00:04:56.280]  這個工程裏面
[00:04:56.280 --> 00:04:58.160]  建造很多的工程
[00:04:58.160 --> 00:04:59.400]  他一國之君
[00:04:59.400 --> 00:05:01.160]  有盡所有的資源
[00:05:01.160 --> 00:05:03.640]  於是建造各種的工程
[00:05:03.640 --> 00:05:08.280]  好像我們中國的秦始皇建造這個長城
[00:05:08.280 --> 00:05:10.920]  好像巴比倫的尼泊爾加利沙
[00:05:10.920 --> 00:05:12.720]  建造這個空中花園
[00:05:12.720 --> 00:05:15.240]  各樣的建造都有了
[00:05:15.240 --> 00:05:17.240]  建築這些的工程
[00:05:17.240 --> 00:05:19.480]  他進入人生的工作裏面
[00:05:19.480 --> 00:05:20.560]  體會到
[00:05:20.560 --> 00:05:23.120]  牢牢的所得來的是什麼呢?
[00:05:23.120 --> 00:05:23.920]  結果
[00:05:23.920 --> 00:05:26.080]  內心裏面都好像有一個空洞
[00:05:26.080 --> 00:05:27.440]  好像奧古斯丁所說
[00:05:27.440 --> 00:05:28.680]  有一個空洞
[00:05:28.680 --> 00:05:29.600]  這個空洞
[00:05:29.600 --> 00:05:31.040]  無論如何可以用物質
[00:05:31.040 --> 00:05:33.240]  無論如何可以用人的作為
[00:05:33.240 --> 00:05:34.280]  人的努力
[00:05:34.280 --> 00:05:35.600]  來填滿的
[00:05:35.600 --> 00:05:37.800]  結果都是一場空
[00:05:38.120 --> 00:05:39.840]  他又進入了智慧那裏
[00:05:39.840 --> 00:05:42.360]  以人為本的智慧來探求
[00:05:42.360 --> 00:05:48.760]  究竟人生可不可以用人的智慧來解決我們的問題呢?
[00:05:48.760 --> 00:05:50.160]  但是他發現
[00:05:50.160 --> 00:05:51.840]  都是一場空
[00:05:51.840 --> 00:05:53.760]  於是進入第十二章的時候
[00:05:53.760 --> 00:05:56.760]  他經歷了這麼多之後
[00:05:56.760 --> 00:05:58.200]  有一場結論
[00:05:58.200 --> 00:05:59.480]  這個結論說
[00:05:59.480 --> 00:06:00.800]  如果沒有神的話
[00:06:00.800 --> 00:06:03.000]  日光之下一切都是空的
[00:06:03.000 --> 00:06:04.000]  但是
[00:06:04.000 --> 00:06:05.360]  這個但是
[00:06:05.360 --> 00:06:06.800]  就是很重要的
[00:06:06.800 --> 00:06:08.920]  然而如果有神的話
[00:06:08.920 --> 00:06:10.320]  日光之下
[00:06:10.320 --> 00:06:13.040]  在神的帶領下
[00:06:13.040 --> 00:06:14.440]  人所做的一切
[00:06:14.440 --> 00:06:15.880]  就是豐富的
[00:06:15.880 --> 00:06:17.440]  是有永恆價值的
[00:06:17.440 --> 00:06:18.840]  所以他有一個對比
[00:06:18.840 --> 00:06:21.120]  最後發出一個宣告
[00:06:21.120 --> 00:06:22.760]  我們今天來看
[00:06:22.760 --> 00:06:24.360]  第八章
[00:06:24.360 --> 00:06:28.720]  剛才姐妹跟我們讀出來的這段經文
[00:06:28.720 --> 00:06:32.400]  第八章在第十節開始
[00:06:32.400 --> 00:06:35.720]  他就探求人生
[00:06:36.200 --> 00:06:37.600]  他就觀察
[00:06:37.600 --> 00:06:39.200]  好像一個科學家一樣
[00:06:39.200 --> 00:06:40.400]  去觀察
[00:06:40.400 --> 00:06:42.920]  他看到有些事情他不明白
[00:06:42.920 --> 00:06:44.560]  他看到有些事情
[00:06:44.560 --> 00:06:47.080]  惡人死了埋葬
[00:06:47.080 --> 00:06:48.760]  歸入墳墓
[00:06:48.760 --> 00:06:50.120]  有些好人
[00:06:50.120 --> 00:06:51.240]  在聖地
[00:06:51.240 --> 00:06:53.920]  出入聖地行為正直的人
[00:06:53.920 --> 00:06:56.160]  但是又沒有人去紀念
[00:06:56.160 --> 00:06:58.080]  一樣的消失
[00:06:58.080 --> 00:06:59.440]  他就搖搖頭
[00:06:59.440 --> 00:07:02.400]  究竟好人、惡人有什麼分別呢?
[00:07:02.400 --> 00:07:05.880]  人的智慧當然可以解決很多問題
[00:07:05.880 --> 00:07:08.000]  人有很多的急才
[00:07:08.000 --> 00:07:09.720]  有很多的智慧
[00:07:09.720 --> 00:07:10.920]  我不知道你有沒有聽過
[00:07:10.920 --> 00:07:13.520]  愛因斯坦的司機故事
[00:07:13.520 --> 00:07:16.280]  愛因斯坦早年的時候
[00:07:16.280 --> 00:07:19.160]  他在20世紀初期的時候
[00:07:19.160 --> 00:07:21.160]  歐洲過來美洲
[00:07:21.160 --> 00:07:23.800]  他那個時候已經出了他的相對論
[00:07:23.800 --> 00:07:25.280]  無論是普遍的相對論
[00:07:25.280 --> 00:07:26.600]  或者特殊的相對論
[00:07:26.600 --> 00:07:28.720]  很多地方在美國
[00:07:28.720 --> 00:07:30.720]  就邀請他去講學
[00:07:30.720 --> 00:07:35.080]  有個司機開車送他去
[00:07:35.080 --> 00:07:37.680]  每一次去到一個地方
[00:07:37.680 --> 00:07:39.800]  一個會所那裡演講的時候
[00:07:39.800 --> 00:07:42.640]  這個司機就坐在後面來聽
[00:07:42.640 --> 00:07:43.920]  聽得多
[00:07:43.920 --> 00:07:48.160]  自然明白愛因斯坦講的話
[00:07:48.160 --> 00:07:49.400]  有一次
[00:07:49.400 --> 00:07:51.520]  愛因斯坦就被邀請去到一個地方
[00:07:51.520 --> 00:07:53.720]  那些人不是很認識愛因斯坦
[00:07:53.720 --> 00:07:55.840]  冒名就請他來
[00:07:55.840 --> 00:07:58.480]  但是在路上愛因斯坦很不舒服
[00:07:58.480 --> 00:08:00.080]  哎呀 真是渾身不舒服
[00:08:00.080 --> 00:08:01.200]  講也講不出口
[00:08:01.200 --> 00:08:02.080]  出不出聲
[00:08:02.080 --> 00:08:03.920]  好難講
[00:08:03.920 --> 00:08:04.800]  講不出話
[00:08:04.800 --> 00:08:05.800]  沒辦法了
[00:08:05.800 --> 00:08:06.800]  怎麼辦呢
[00:08:06.800 --> 00:08:08.160]  司機就說
[00:08:08.160 --> 00:08:09.480]  哎呀 愛因斯坦先生
[00:08:09.480 --> 00:08:10.680]  你不要緊張
[00:08:10.680 --> 00:08:12.120]  不要著急
[00:08:12.120 --> 00:08:14.360]  我平時在後面
[00:08:14.360 --> 00:08:15.800]  就聽你講話
[00:08:15.800 --> 00:08:17.560]  英武學講話
[00:08:17.560 --> 00:08:21.320]  我都可以來跟你講一些話的
[00:08:21.320 --> 00:08:24.120]  不如反正這幫人都不認識你了
[00:08:24.120 --> 00:08:26.960]  我們角色交換
[00:08:26.960 --> 00:08:28.680]  我就冒充是你
[00:08:28.680 --> 00:08:30.760]  跟你演講
[00:08:30.760 --> 00:08:33.080]  你坐在後面休息休息 好不好
[00:08:33.080 --> 00:08:33.960]  愛因斯坦就說
[00:08:33.960 --> 00:08:34.960]  沒辦法了
[00:08:34.960 --> 00:08:36.960]  我講不了話 做不了事
[00:08:36.960 --> 00:08:38.960]  好啦 就照你所說
[00:08:38.960 --> 00:08:39.480]  安排
[00:08:39.480 --> 00:08:41.080]  好啦 於是就到那個地方
[00:08:41.080 --> 00:08:41.960]  真是的
[00:08:41.960 --> 00:08:45.520]  這個司機就好像愛因斯坦一樣
[00:08:45.520 --> 00:08:47.360]  主席就介紹他
[00:08:47.360 --> 00:08:48.320]  他就出來講
[00:08:48.320 --> 00:08:50.480]  講得頭頭是道
[00:08:50.480 --> 00:08:52.120]  你聽一場道
[00:08:52.120 --> 00:08:54.760]  如果聽一百次你都可以講的
[00:08:54.760 --> 00:08:56.600]  他聽了這麼多
[00:08:56.600 --> 00:08:58.080]  自然講得出來
[00:08:58.080 --> 00:08:59.360]  似模似樣
[00:08:59.360 --> 00:09:00.840]  英武學講話
[00:09:00.840 --> 00:09:02.920]  都是很像樣
[00:09:02.920 --> 00:09:04.640]  講得頭頭是道
[00:09:04.640 --> 00:09:05.680]  講完之後
[00:09:05.680 --> 00:09:07.400]  那個主席就說
[00:09:07.400 --> 00:09:09.480]  今天我們的時間很充裕
[00:09:09.480 --> 00:09:12.120]  我們有Q&A
[00:09:12.120 --> 00:09:14.040]  問題解答
[00:09:14.040 --> 00:09:16.480]  一個科學家就起來了
[00:09:16.480 --> 00:09:18.120]  愛因斯坦先生
[00:09:18.120 --> 00:09:20.960]  你這個相對論的程式那個λ
[00:09:20.960 --> 00:09:23.240]  怎樣怎樣
[00:09:23.240 --> 00:09:25.880]  開始問很多很技術性
[00:09:25.880 --> 00:09:27.960]  很科學性的問題
[00:09:27.960 --> 00:09:29.720]  這個司機
[00:09:29.720 --> 00:09:31.800]  拗了頭真的不懂
[00:09:31.800 --> 00:09:34.400]  他有些急才
[00:09:34.400 --> 00:09:36.120]  深呼吸幾口
[00:09:36.120 --> 00:09:37.120]  定一定神
[00:09:37.120 --> 00:09:38.760]  眨一眨眼
[00:09:38.760 --> 00:09:42.320]  這個問題很簡單
[00:09:42.320 --> 00:09:47.040]  簡單到我後面的司機都懂得回答
[00:09:47.040 --> 00:09:50.080]  人有時都有點急才
[00:09:50.080 --> 00:09:52.400]  你本來一個困境很尷尬
[00:09:52.400 --> 00:09:53.840]  竟然一轉一轉
[00:09:53.840 --> 00:09:56.560]  成為了一個解圍
[00:09:56.560 --> 00:10:00.000]  人的智慧有時可以這樣解答問題
[00:10:00.000 --> 00:10:03.800]  但是有些基本的問題解答不了
[00:10:03.800 --> 00:10:05.400]  在自然界一樣
[00:10:05.400 --> 00:10:08.840]  在自然界裡面愛因斯坦這個相對論
[00:10:08.840 --> 00:10:11.000]  他當時的程式裡面
[00:10:11.000 --> 00:10:14.560]  他因為不接受這個宇宙是膨脹的
[00:10:14.560 --> 00:10:17.480]  宇宙膨脹的話就有個開始
[00:10:17.480 --> 00:10:19.760]  他不接受一個宇宙的開始
[00:10:19.760 --> 00:10:22.040]  很多時候我們說愛因斯坦
[00:10:22.040 --> 00:10:23.560]  他是一個猶太人
[00:10:23.560 --> 00:10:24.760]  當然信耶和華
[00:10:24.760 --> 00:10:27.360]  但是猶太教將他驅趕出去
[00:10:27.360 --> 00:10:29.600]  因為愛因斯坦的神
[00:10:29.600 --> 00:10:31.160]  不是耶和華
[00:10:31.160 --> 00:10:32.600]  不是聖經的神
[00:10:32.600 --> 00:10:34.200]  他有一種泛神論
[00:10:34.200 --> 00:10:35.320]  什麼叫泛神呢?
[00:10:35.320 --> 00:10:37.200]  就是一花一草
[00:10:37.200 --> 00:10:40.640]  各種的被造之物都有神的神性
[00:10:40.640 --> 00:10:41.680]  都是神的
[00:10:41.680 --> 00:10:42.280]  這樣的
[00:10:42.280 --> 00:10:43.440]  而一個宇宙
[00:10:43.440 --> 00:10:46.320]  他當時的宇宙論
[00:10:46.320 --> 00:10:48.960]  是一種恆常的宇宙論
[00:10:48.960 --> 00:10:50.760]  那些能源不會消失的
[00:10:50.760 --> 00:10:51.920]  這邊失去了
[00:10:51.920 --> 00:10:53.560]  那邊有些氫氣出來
[00:10:53.560 --> 00:10:54.880]  就會補充
[00:10:54.880 --> 00:10:58.280]  保持一個均衡的宇宙的能源
[00:10:58.280 --> 00:11:00.640]  這一種信仰
[00:11:00.640 --> 00:11:02.920]  當時有一個科學家
[00:11:02.920 --> 00:11:04.560]  也是大名鼎鼎的
[00:11:04.560 --> 00:11:06.240]  他叫Hubble
[00:11:06.240 --> 00:11:11.520]  Hubble現在有一個望遠鏡
[00:11:11.520 --> 00:11:16.600]  在太空的軌跡上拍攝宇宙
[00:11:16.600 --> 00:11:18.440]  因為如果在地上拍攝的話
[00:11:18.440 --> 00:11:20.680]  經過大氣層阻擋了很多
[00:11:20.680 --> 00:11:21.840]  他在太空上
[00:11:21.840 --> 00:11:25.400]  在大氣以上拍攝宇宙
[00:11:25.400 --> 00:11:27.440]  這個就用他的名字叫Hubble
[00:11:27.440 --> 00:11:29.040]  Hubble Telescope
[00:11:29.040 --> 00:11:30.800]  那Hubble當時
[00:11:30.800 --> 00:11:32.880]  他就向愛因斯坦挑戰
[00:11:32.880 --> 00:11:35.760]  愛因斯坦你這個程式裏面這個λ
[00:11:35.760 --> 00:11:38.080]  這個常數不應該加進去
[00:11:38.080 --> 00:11:41.880]  加進去就不合乎我們現在所觀察
[00:11:41.880 --> 00:11:44.760]  所計算的這個宇宙
[00:11:44.760 --> 00:11:48.640]  當時愛因斯坦不接受
[00:11:48.640 --> 00:11:50.960]  一直到他臨死前
[00:11:50.960 --> 00:11:52.880]  如果你看他的傳記你就知道
[00:11:52.880 --> 00:11:54.360]  臨死前
[00:11:54.360 --> 00:11:56.360]  他很坦誠的承認
[00:11:56.360 --> 00:11:58.320]  他說我錯了
