
[00:00:00.000 --> 00:00:05.000]  各位網友 大家好
[00:00:05.000 --> 00:00:09.420]  很久沒有講講座
[00:00:09.420 --> 00:00:13.580]  也很期待今晚講聖經
[00:00:13.580 --> 00:00:15.540]  因為如果你有機會
[00:00:15.540 --> 00:00:17.540]  可能網上都聽我講到
[00:00:17.540 --> 00:00:19.540]  我在過去這十幾年
[00:00:19.540 --> 00:00:22.920]  我的定義差不多都是解聖經的
[00:00:22.920 --> 00:00:25.920]  很多弟兄姊妹都還記得
[00:00:25.920 --> 00:00:32.640]  以往最開始的時候多些是講靈修的講座
[00:00:32.640 --> 00:00:40.120]  這個講座是將兩樣東西合在一起
[00:00:40.120 --> 00:00:44.080]  希望今晚可以一起來探索這個問題
[00:00:44.080 --> 00:00:48.360]  我覺得很好 很親切
[00:00:48.360 --> 00:00:51.560]  其實我想有機會大家可以有問題
[00:00:51.560 --> 00:00:54.080]  可以大家討論解答
[00:00:54.080 --> 00:00:56.520]  但是剛才問了好像沒什麼時間
[00:00:56.520 --> 00:00:59.640]  那就試一下吧 如果你真的想到一些
[00:00:59.640 --> 00:01:02.640]  當然是和這個講題有關
[00:01:02.640 --> 00:01:06.520]  你的問題你都可以寫在紙上
[00:01:06.520 --> 00:01:10.080]  一會兒休息的時候
[00:01:10.080 --> 00:01:13.520]  八點半你可以拿來看前面
[00:01:13.520 --> 00:01:16.880]  我看看夠不夠時間 我盡量去回答
[00:01:16.880 --> 00:01:20.440]  如果今晚回答不了 我明天晚上還有的
[00:01:20.440 --> 00:01:24.480]  希望可以有些交流 有些親切
[00:01:24.480 --> 00:01:28.360]  這兩晚為什麼會講這個題目呢?
[00:01:28.360 --> 00:01:31.840]  一會兒講一講你就會知道了
[00:01:31.840 --> 00:01:36.520]  這兩晚的題目我考慮的時候
[00:01:36.520 --> 00:01:39.240]  對於我來說都有些突破的
[00:01:39.240 --> 00:01:43.480]  有什麼突破呢?一會兒講一講你就知道了
[00:01:43.480 --> 00:01:45.800]  不過先講清楚
[00:01:45.800 --> 00:01:51.240]  今晚是聖經的研習
[00:01:51.240 --> 00:01:53.800]  首先大家一定要有聖經才行
[00:01:53.800 --> 00:01:55.320]  沒有的你跟隔壁看
[00:01:55.320 --> 00:01:59.840]  我們今晚是比較集中在菲律賓書第三章
[00:01:59.840 --> 00:02:02.920]  我用的當然是一個新譯本
[00:02:02.920 --> 00:02:04.640]  如果你是和學本的都不要緊
[00:02:04.640 --> 00:02:06.920]  不過你聽到我讀的那段是有些不同的
[00:02:06.920 --> 00:02:09.320]  你不用奇怪的
[00:02:09.320 --> 00:02:11.600]  翻譯你可能會知道
[00:02:11.600 --> 00:02:14.000]  第二就是
[00:02:14.000 --> 00:02:19.080]  我覺得今晚和明晚都是一個聖經的研讀講座
[00:02:19.080 --> 00:02:21.240]  所以我就不回答了
[00:02:21.240 --> 00:02:24.200]  大家不要期望太多娛樂性
[00:02:24.200 --> 00:02:27.360]  不過不會很深的
[00:02:27.360 --> 00:02:28.960]  不會深到你聽不明白的
[00:02:28.960 --> 00:02:31.640]  好 我們一起開始
[00:02:31.640 --> 00:02:33.320]  為什麼選這兩個題目呢?
[00:02:33.320 --> 00:02:37.040]  在過去的大半年我自己一直研究
[00:02:37.040 --> 00:02:40.200]  和自己靈修的核心
[00:02:40.200 --> 00:02:43.320]  重心都是落在耶穌基督
[00:02:43.320 --> 00:02:49.200]  和保羅這兩個很重要的人物身上
[00:02:49.200 --> 00:02:53.800]  所以這兩晚我就講耶穌基督和保羅
[00:02:53.800 --> 00:02:56.000]  今晚先講保羅的
[00:02:56.000 --> 00:02:59.560]  我覺得他們兩個比較核心的
[00:02:59.560 --> 00:03:01.800]  屬靈的經歷和操練
[00:03:01.800 --> 00:03:04.120]  就在這兩晚想講給大家聽
[00:03:04.120 --> 00:03:07.040]  這就是聖經裡面所記載的
[00:03:07.040 --> 00:03:10.920]  靈修屬靈的經驗
[00:03:10.920 --> 00:03:14.680]  今晚的保羅我想和大家以
[00:03:14.680 --> 00:03:17.320]  他寫的《肥勒給書》第三章
