
[00:00:00.000 --> 00:00:07.000]  十句,我們再說不是規條
[00:00:07.000 --> 00:00:11.000]  如果用中國人民的話
[00:00:11.000 --> 00:00:15.000]  我們應該這樣說是十句的真言
[00:00:15.000 --> 00:00:19.000]  不過這樣好像有些其他宗教的味道
[00:00:19.000 --> 00:00:21.000]  這樣又不是很妥當
[00:00:21.000 --> 00:00:26.000]  不過原本希伯來文是說十句說話
[00:00:26.000 --> 00:00:31.000]  十言直譯出來,不是十誡
[00:00:31.000 --> 00:00:36.000]  我們那個根深蒂固,誡命、規條、教規
[00:00:36.000 --> 00:00:39.000]  於是不可這樣,不可那樣
[00:00:39.000 --> 00:00:43.000]  對我們一般讀下去就沒什麼好感
[00:00:43.000 --> 00:00:46.000]  我們屢次都重新強調
[00:00:46.000 --> 00:00:52.000]  上帝的教導其實是要釋放我們
[00:00:52.000 --> 00:00:56.000]  你認識了獨一的真神
[00:00:56.000 --> 00:00:58.000]  記得嗎?第一句說話
[00:00:58.000 --> 00:01:04.000]  對你來說再不需要到處去找
[00:01:04.000 --> 00:01:06.000]  這邊那個漂亮一點
[00:01:06.000 --> 00:01:09.000]  做這些幫到我
[00:01:09.000 --> 00:01:13.000]  不用的了,有天賦就夠了
[00:01:13.000 --> 00:01:18.000]  他將最好的給了我們
[00:01:18.000 --> 00:01:20.000]  這是第一句說話
[00:01:20.000 --> 00:01:29.000]  第二,不需要雕刻最好的神像來敬拜神
[00:01:29.000 --> 00:01:36.000]  上帝不是我們製作出來的
[00:01:36.000 --> 00:01:43.000]  或者說信仰不是靠我們自己去砌出來的
[00:01:43.000 --> 00:01:49.000]  教會也不是我們努力去建設出來的
[00:01:49.000 --> 00:01:52.000]  這是一個因點
[00:01:52.000 --> 00:01:58.000]  上帝已經將最好的給了我們
[00:01:58.000 --> 00:02:01.000]  我們來到祂的面前敬拜
[00:02:01.000 --> 00:02:06.000]  我們只需要聽從祂的教導
[00:02:06.000 --> 00:02:09.000]  遵循祂的吩咐
[00:02:09.000 --> 00:02:14.000]  不只是稱上帝為主
[00:02:14.000 --> 00:02:17.000]  遵循天父的旨意
[00:02:17.000 --> 00:02:20.000]  第三句說話,接著說下去
[00:02:20.000 --> 00:02:24.000]  你這一邊祈禱叫祂做上帝
[00:02:24.000 --> 00:02:28.000]  這一邊你要自己決定一切
[00:02:28.000 --> 00:02:32.000]  祂幫你的,祂是你的公仁
[00:02:32.000 --> 00:02:34.000]  祂不是你的上帝
[00:02:34.000 --> 00:02:38.000]  釋放我們,我們不需要扮上帝
[00:02:38.000 --> 00:02:40.000]  我們很多事情不知道
[00:02:40.000 --> 00:02:43.000]  我們根本沒有這樣的能力
[00:02:43.000 --> 00:02:46.000]  我們根本連明天如何
[00:02:46.000 --> 00:02:50.000]  都不在我們的掌握當中
[00:02:50.000 --> 00:02:52.000]  上帝負責
[00:02:52.000 --> 00:02:54.000]  所以你叫祂是上帝
[00:02:54.000 --> 00:02:58.000]  你就要遵行祂的意思
[00:02:58.000 --> 00:03:00.000]  這是第三句說話
[00:03:00.000 --> 00:03:08.000]  接著安息日不是放假
[00:03:08.000 --> 00:03:14.000]  安息日是上帝完成了祂創造的工作
[00:03:14.000 --> 00:03:18.000]  所以我們六天工作很勤力
[00:03:18.000 --> 00:03:21.000]  以為我們在建造這一切
[00:03:21.000 --> 00:03:22.000]  原來不是的
[00:03:22.000 --> 00:03:26.000]  是上帝完成了祂的工作
[00:03:26.000 --> 00:03:30.000]  上帝的創造得勝邪惡
[00:03:30.000 --> 00:03:33.000]  改變黑暗
[00:03:33.000 --> 00:03:36.000]  在你和我的生命當中
[00:03:36.000 --> 00:03:42.000]  上帝仍然繼續祂的工作
[00:03:42.000 --> 00:03:47.000]  所以有很多時候我們六天勞碌
[00:03:47.000 --> 00:03:49.000]  做我們想做的事
[00:03:49.000 --> 00:03:51.000]  安息日提醒我們
[00:03:51.000 --> 00:03:53.000]  你試試停下來
[00:03:53.000 --> 00:03:59.000]  你問一下上帝現在在我的人生當中
[00:03:59.000 --> 00:04:02.000]  在我的身上,在我的生命裏
[00:04:02.000 --> 00:04:05.000]  在我的家庭裏,在我的婚姻裏
[00:04:05.000 --> 00:04:07.000]  祂在做些什麼
[00:04:07.000 --> 00:04:11.000]  安息日是將我們的注意力
[00:04:11.000 --> 00:04:12.000]  將我們的眼光
[00:04:12.000 --> 00:04:15.000]  由自己在做的事
[00:04:15.000 --> 00:04:19.000]  看上帝在做什麼
[00:04:19.000 --> 00:04:23.000]  看自己有很多限制
[00:04:23.000 --> 00:04:26.000]  我病了,我什麼都不可以做
[00:04:26.000 --> 00:04:28.000]  看上帝
[00:04:28.000 --> 00:04:34.000]  上帝可以在黑暗當中變為夜晚
[00:04:34.000 --> 00:04:41.000]  上帝可以在死亡當中孕育出生命
[00:04:41.000 --> 00:04:45.000]  上帝可以化腐朽為神奇
[00:04:45.000 --> 00:04:47.000]  十日講的是這些
[00:04:47.000 --> 00:04:49.000]  由創世記開始
[00:04:49.000 --> 00:04:54.000]  將上帝的心意來解釋給我們知道
[00:04:54.000 --> 00:04:58.000]  孝敬父母,知道還記不記得了
[00:04:58.000 --> 00:05:00.000]  不是自我中心
[00:05:00.000 --> 00:05:04.000]  不是每樣東西都是想自己
[00:05:04.000 --> 00:05:08.000]  看中其他的人
[00:05:08.000 --> 00:05:12.000]  這樣的群體就可以長久
[00:05:12.000 --> 00:05:15.000]  不是講長壽
[00:05:15.000 --> 00:05:17.000]  不是只看自己
[00:05:17.000 --> 00:05:22.000]  只是有自己的社會遲早打仗
[00:05:22.000 --> 00:05:25.000]  遲早爭奪
[00:05:25.000 --> 00:05:27.000]  就你死我活
[00:05:27.000 --> 00:05:32.000]  上帝讓我們在教會裏要學習的
[00:05:32.000 --> 00:05:38.000]  是一個看別人比自己重要
[00:05:38.000 --> 00:05:41.000]  這樣的釋放
[00:05:41.000 --> 00:05:44.000]  今天來到不可殺人
[00:05:44.000 --> 00:05:46.000]  你說這裡簡單
[00:05:46.000 --> 00:05:47.000]  我們今天這麼熱
[00:05:47.000 --> 00:05:49.000]  很快就可以散會了
[00:05:49.000 --> 00:05:53.000]  殺人大家都明白是什麼意思
[00:05:53.000 --> 00:05:57.000]  你和我都會做這件事
[00:05:57.000 --> 00:06:01.000]  所以這句說話我們讀得很大聲
[00:06:01.000 --> 00:06:03.000]  不可殺人
[00:06:03.000 --> 00:06:05.000]  不關我的事
[00:06:05.000 --> 00:06:10.000]  有時你要真是火遮眼
[00:06:10.000 --> 00:06:12.000]  你都不敢做的
[00:06:12.000 --> 00:06:14.000]  你只是說而已
[00:06:14.000 --> 00:06:16.000]  看我怎樣殺了你
[00:06:16.000 --> 00:06:19.000]  要很大膽才敢殺人
[00:06:19.000 --> 00:06:21.000]  所以我們不是不想做
[00:06:21.000 --> 00:06:23.000]  有時我們是不敢做
[00:06:23.000 --> 00:06:25.000]  後果太嚴重
[00:06:25.000 --> 00:06:30.000]  我們都不是殺人放火的汪洋大盜
[00:06:30.000 --> 00:06:31.000]  江湖好漢
[00:06:31.000 --> 00:06:33.000]  以前看水滸傳
[00:06:33.000 --> 00:06:35.000]  動不動就白刀指進
[00:06:35.000 --> 00:06:37.000]  紅刀指出
[00:06:37.000 --> 00:06:41.000]  那個已經不是我們的世界了
[00:06:41.000 --> 00:06:44.000]  殺人不關我們的事
[00:06:44.000 --> 00:06:47.000]  尤其是我們是基督徒
[00:06:47.000 --> 00:06:49.000]  尤其是我們是信耶穌的
[00:06:49.000 --> 00:06:52.000]  好人我們不會殺人
[00:06:52.000 --> 00:06:55.000]  所以這些大概是討論一下死刑的問題
[00:06:55.000 --> 00:06:58.000]  是否應該將大昌星遞給中國
[00:06:58.000 --> 00:07:01.000]  這些就有討論了
[00:07:01.000 --> 00:07:03.000]  討論一下戰爭應不應該
