
[00:00:00.000 --> 00:00:05.200]  各位電影姐妹 各位朋友 你們好
[00:00:05.200 --> 00:00:07.680]  歡迎大家參加我們三藩市報道會
[00:00:07.680 --> 00:00:09.680]  網上的五堂崇拜
[00:00:09.680 --> 00:00:12.800]  我們今天繼續思想大衛生平的信息
[00:00:12.800 --> 00:00:15.880]  我們去到《撒姆爾記》第十二章
[00:00:15.880 --> 00:00:18.200]  十五節至二十四節
[00:00:18.200 --> 00:00:21.600]  題目叫做暴風雨過後
[00:00:21.600 --> 00:00:23.880]  未開始思想這段聖經之前
[00:00:23.880 --> 00:00:27.200]  請我們同心低頭 我們一同禱告
[00:00:27.200 --> 00:00:29.840]  此片由我簽付 我們滿心感謝您
[00:00:29.840 --> 00:00:33.400]  雖然人生裏面有很多崎嶇路
[00:00:33.400 --> 00:00:35.400]  有很多暴風雨
[00:00:35.400 --> 00:00:37.880]  我們也有很多軟弱
[00:00:37.880 --> 00:00:39.880]  做錯了不少事情
[00:00:39.880 --> 00:00:43.280]  但您仍然憐憫我們
[00:00:43.280 --> 00:00:47.920]  雖然這些不幸 這些遭遇
[00:00:47.920 --> 00:00:52.520]  往往帶給我們很多很多的掙扎
[00:00:52.520 --> 00:00:54.120]  求您教導我們
[00:00:54.120 --> 00:00:58.000]  懂得如何去面對暴風雨之後的掙扎
[00:00:58.000 --> 00:01:00.000]  聖靈去引導我們
[00:01:00.000 --> 00:01:03.440]  藉著大衛的信息去開解我們
[00:01:03.440 --> 00:01:07.720]  讓我們仍然有盼望 仍然有信心
[00:01:07.720 --> 00:01:09.120]  我們這樣禱告
[00:01:09.120 --> 00:01:11.120]  那是奉耶穌基督的名號
[00:01:11.120 --> 00:01:12.440]  阿們
[00:01:12.440 --> 00:01:14.440]  很多年前有一套電影
[00:01:14.440 --> 00:01:16.440]  叫做《普通人》
[00:01:16.440 --> 00:01:18.440]  《Ordinary People》
[00:01:18.440 --> 00:01:22.000]  一套獲金像獎的影片
[00:01:22.000 --> 00:01:24.000]  故事發人深省
[00:01:24.000 --> 00:01:26.000]  它講到有兩兄弟
[00:01:26.000 --> 00:01:28.000]  他們出海釣魚
[00:01:28.000 --> 00:01:30.000]  遇上狂風暴雨
[00:01:30.000 --> 00:01:32.000]  不幸大哥掉下海
[00:01:32.000 --> 00:01:34.000]  拼命游 想游到船上
[00:01:34.000 --> 00:01:36.000]  也沒有辦法
[00:01:36.000 --> 00:01:38.000]  就看到
[00:01:38.000 --> 00:01:41.360]  這個年輕人在海濤波浪當中
[00:01:41.360 --> 00:01:43.360]  大叫阿們 救命
[00:01:43.360 --> 00:01:45.360]  希望弟弟來救他
[00:01:45.360 --> 00:01:48.360]  當時坐在船上的弟弟
[00:01:48.360 --> 00:01:50.360]  只有兩條路走
[00:01:50.360 --> 00:01:52.360]  一是跳下海
[00:01:52.360 --> 00:01:54.360]  和他哥哥同歸於盡
[00:01:54.360 --> 00:01:58.360]  他知道這樣的環境
[00:01:58.360 --> 00:02:00.360]  是不可能救到他的哥哥的
[00:02:00.360 --> 00:02:03.360]  另外一個就留在船裏面
[00:02:03.360 --> 00:02:06.360]  眼巴巴看著自己的哥哥
[00:02:06.360 --> 00:02:08.360]  被大海吞噬
[00:02:08.360 --> 00:02:11.360]  結果他選擇了後者
[00:02:11.360 --> 00:02:13.360]  哥哥就這樣死了
[00:02:13.360 --> 00:02:16.360]  但是他這個決定
[00:02:16.360 --> 00:02:19.360]  就帶給他以後一生無限的痛楚
[00:02:19.360 --> 00:02:21.360]  他內疚 抑鬱
[00:02:21.360 --> 00:02:23.360]  沒有辦法過正常的生活
[00:02:23.360 --> 00:02:26.360]  哥哥這一幕枯舊的圖畫
[00:02:26.360 --> 00:02:28.360]  不住在他腦海裏面
[00:02:28.360 --> 00:02:30.360]  重覆又重覆又重覆
[00:02:30.360 --> 00:02:33.360]  叫他痛苦不堪 飽受折磨
[00:02:33.360 --> 00:02:39.360]  其實人生就好像普通人這個弟弟一樣
[00:02:39.360 --> 00:02:41.360]  暴風雨過後
[00:02:41.360 --> 00:02:44.360]  似乎沒有辦法平靜下來
[00:02:44.360 --> 00:02:47.360]  沒有辦法過正常的生活
[00:02:47.360 --> 00:02:50.360]  內心仍然充滿了很多內疚 自責 抑鬱
[00:02:50.360 --> 00:02:52.360]  昔日的創傷
[00:02:52.360 --> 00:02:56.360]  現在的今天和明天完全的癱瘓了
[00:02:56.360 --> 00:03:00.360]  究竟我們怎樣去勝過昔日的創傷
[00:03:00.360 --> 00:03:04.360]  面對將來 仍然勇往直前呢?
[00:03:04.360 --> 00:03:10.360]  我在三藩市波動會侍奉
[00:03:10.360 --> 00:03:14.360]  其中一個難忘的經歷
[00:03:14.360 --> 00:03:16.360]  有時見到一些
