
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,平安
[00:00:04.000 --> 00:00:08.000]  首先我補充兩點
[00:00:08.000 --> 00:00:12.000]  我等待別人翻譯,聽慣了
[00:00:12.000 --> 00:00:16.000]  首先第一件事,解釋一下空神
[00:00:16.000 --> 00:00:20.000]  不是兇神,是兇中神學院
[00:00:20.000 --> 00:00:24.000]  起初是由廣播進入中國
[00:00:24.000 --> 00:00:28.000]  現在我們上網和用平板電腦來做
[00:00:28.000 --> 00:00:32.000]  有一位弟兄受訓,他以前在三次教會
[00:00:32.000 --> 00:00:36.000]  裡面一塌糊塗,不只是所有三次教會
[00:00:36.000 --> 00:00:41.000]  是他自己所在的一間,希望大家不要有任何誤會
[00:00:41.000 --> 00:00:46.000]  我們也不想說錯話,只是提一提
[00:00:46.000 --> 00:00:50.000]  今早來真的很開心,開心到什麼地步呢
[00:00:50.000 --> 00:00:54.000]  我找回一些我失去了很久的東西
[00:00:54.000 --> 00:01:02.000]  有位姐妹拿了我上次的約翰一書找回給我
[00:01:02.000 --> 00:01:07.000]  因為我上次說我約翰一書已經失去了
[00:01:07.000 --> 00:01:11.000]  約翰一書在這裡,上次就漏在教會
[00:01:11.000 --> 00:01:14.000]  我回到我的聖經找找,找不到約翰一書
[00:01:14.000 --> 00:01:17.000]  原來在全福堂,今次可以拿回約翰一書回加拿大
[00:01:17.000 --> 00:01:21.000]  放回聖經裡,不過我的聖經還是有點失去
[00:01:21.000 --> 00:01:26.000]  這本也快沒錢給書了,差不多完結了
[00:01:26.000 --> 00:01:32.000]  今次我還帶了一本書來,我不介紹太多了
[00:01:32.000 --> 00:01:35.000]  就是《約翰福音》,這本《豐盛的生命》
[00:01:35.000 --> 00:01:38.000]  昨天有人出去買書,說想找登祿的那本書
[00:01:38.000 --> 00:01:41.000]  這本就是我寫到登祿的那本書
[00:01:41.000 --> 00:01:44.000]  這本書出版的時候,我才六十歲
[00:01:44.000 --> 00:01:48.000]  所以這本書是我登祿的作品
[00:01:48.000 --> 00:01:52.000]  《成本向福音》,在外面,是頗厚的一本書
[00:01:52.000 --> 00:01:55.000]  雖然是十八萬字,但你可以慢慢看
[00:01:55.000 --> 00:01:58.000]  我寫得完,你不可能看不完
[00:01:58.000 --> 00:02:01.000]  所以這本書在外面
