
[00:00:00.000 --> 00:00:05.000]  馬拉基書的時代信息
[00:00:05.000 --> 00:00:07.000]  溫韋耀博士主講
[00:00:07.000 --> 00:00:11.000]  第一講,告別冷淡眾常主愛之警醒
[00:00:11.000 --> 00:00:17.000]  我們今晚開始馬拉基書的旅程
[00:00:17.000 --> 00:00:19.000]  也是我們的主題
[00:00:19.000 --> 00:00:23.000]  尊主為大,以神為樂
[00:00:23.000 --> 00:00:25.000]  我們看祈福
[00:00:25.000 --> 00:00:34.000]  主啊,我們的神,我們再次來到祢面前,帶著一個恭敬,但渴慕仰望的心
[00:00:34.000 --> 00:00:38.000]  主啊,求祢打開我們的心
[00:00:38.000 --> 00:00:42.000]  好像我們迎歌一樣,求祢打開我們的靈
[00:00:42.000 --> 00:00:50.000]  讓我們的陰暗面在祢面前敞開,赤露,讓祢對靈靈自己更新
[00:00:50.000 --> 00:00:53.000]  主啊,我們渴慕祢的話語
[00:00:53.000 --> 00:00:55.000]  因為我們知道祢的話語裡面有能力
[00:00:55.000 --> 00:00:59.000]  不只是文字,而是背後有祢自己的力量
[00:00:59.000 --> 00:01:02.000]  因為祢宣佈過的,祢講過的說話
[00:01:02.000 --> 00:01:07.000]  在歷世歷代,在不同人的生命當中都要起作用
[00:01:07.000 --> 00:01:14.000]  我們的主,我們的神,我們祈求祢自己的聖靈今晚臨動每一個人的內心
[00:01:14.000 --> 00:01:17.000]  求祢讓我們聽見祢的說話
[00:01:17.000 --> 00:01:21.000]  有不同需要的人得著從祢而來不同的訊息
[00:01:21.000 --> 00:01:27.000]  或者是警醒,或者提醒,或者是安慰
[00:01:27.000 --> 00:01:32.000]  主啊,我們求祢自己親自向我們每一個人說話
[00:01:32.000 --> 00:01:35.000]  聽我們的祈禱,奉耶穌的名堂
[00:01:35.000 --> 00:01:37.000]  阿們
[00:01:51.000 --> 00:01:59.000]  在這個刑策的最後時間表,你就會看到這六次的題目
[00:01:59.000 --> 00:02:01.000]  看到嗎?
[00:02:01.000 --> 00:02:08.000]  我們的日程表,在右下角那裡是1,2,3,4,5,6
[00:02:08.000 --> 00:02:13.000]  就是代表這六次我和大家講道分享的內容
[00:02:13.000 --> 00:02:18.000]  1至5都是來自馬拉基書的
[00:02:18.000 --> 00:02:23.000]  馬拉基書其實不長,大家都知道是舊約最後一本書
[00:02:23.000 --> 00:02:26.000]  只不過是四章的聖經
[00:02:26.000 --> 00:02:34.000]  所以我們由1,2,3,4,5,用五次的時間比較深入的研究馬拉基書
[00:02:34.000 --> 00:02:38.000]  然後第六次就是星期六早上我們離營的時候
[00:02:38.000 --> 00:02:44.000]  我會總結整個的馬拉基書給我們的屬靈生命的方向
[00:02:44.000 --> 00:02:51.000]  然後特別提供一些很具體實際我們可以繼續出營之後
[00:02:51.000 --> 00:03:00.000]  操練和跟隨神的一些提議和一些經驗小小的分享
[00:03:00.000 --> 00:03:06.000]  所以我希望這個營我們不單止是頭腦裡面研讀神的話
[00:03:06.000 --> 00:03:10.000]  我們的心靈都被神的話所改變
[00:03:10.000 --> 00:03:17.000]  那為什麼你要去研究馬拉基書呢?
[00:03:17.000 --> 00:03:20.000]  當然我有我的理由在這裡
[00:03:20.000 --> 00:03:26.000]  不過我先和大家看一下其實我們從馬拉基書這五個講
[00:03:26.000 --> 00:03:34.000]  可以看到馬拉基書其實很全面的提醒我們屬靈上面五方面很重要的
[00:03:34.000 --> 00:03:41.000]  或者今天我們北宣家的頂主會很需要的信職,我自己心裡面有個感動
[00:03:41.000 --> 00:03:46.000]  我自己等候的時候神給我一個這樣的感動來研讀馬拉基書
[00:03:46.000 --> 00:03:50.000]  馬拉基書不是一本很多人喜歡講的書
[00:03:50.000 --> 00:03:57.000]  我不知道你有沒有在其他的靈會或者是教會裡面或者是其他時間研讀過馬拉基書
[00:03:57.000 --> 00:04:02.000]  我自己一路研讀的時候心裡面很得著提醒和幫助
[00:04:02.000 --> 00:04:06.000]  我很想將這些我所得著和大家一起分享
[00:04:06.000 --> 00:04:10.000]  所以今天開始和大家一起走這個旅程
[00:04:10.000 --> 00:04:16.000]  這個旅程不是我預備料煮好了餵你們吃
[00:04:16.000 --> 00:04:20.000]  不是的,我和你們一起去發掘聖經裡面的說話
[00:04:20.000 --> 00:04:23.000]  所以第一個很小小的要求就是最基本的要求
[00:04:23.000 --> 00:04:26.000]  請你每次都帶一本聖經來可以嗎?
[00:04:26.000 --> 00:04:30.000]  馬拉基書是舊約的所以一定要帶新舊約
[00:04:30.000 --> 00:04:33.000]  不好意思,輕一點也不行
[00:04:33.000 --> 00:04:38.000]  最好有些像我這樣有中英文的對照更好
[00:04:38.000 --> 00:04:43.000]  等我們研讀的時候,我們的中文可能有些不夠用
[00:04:43.000 --> 00:04:46.000]  不過不要緊,我到時候會解釋給你們聽
[00:04:46.000 --> 00:04:51.000]  馬拉基書我將它分成五個段落,代表了五個主題
[00:04:51.000 --> 00:05:03.000]  你看到那裡有警醒是今晚的主題,敬畏,信忠,信靠和公義這五方面
[00:05:03.000 --> 00:05:07.000]  究竟這五方面代表了什麼呢?
[00:05:07.000 --> 00:05:13.000]  警醒是一種自覺性,基督徒的自覺性
[00:05:13.000 --> 00:05:16.000]  警醒是一個很難的功課
[00:05:16.000 --> 00:05:23.000]  因為警醒和放縱之間不知不覺就會出現
[00:05:23.000 --> 00:05:32.000]  警醒是不斷要抽起自己的心靈不讓自己墮落
[00:05:32.000 --> 00:05:37.000]  所以我們所寫的不知不覺間就墮落了
[00:05:37.000 --> 00:05:40.000]  等下我們會和大家慢慢研究這方面的訊息
[00:05:40.000 --> 00:05:51.000]  然後我們發覺敬畏和信靠是兩個我們和神之間關係的題目
[00:05:51.000 --> 00:05:57.000]  敬畏是我們對一位值得我們尊敬的神一種應有的態度
[00:05:57.000 --> 00:06:01.000]  很多時候我們失去了這種態度
[00:06:01.000 --> 00:06:06.000]  所以我用一個副題,就是目中無神的罪
[00:06:06.000 --> 00:06:16.000]  信靠相反來說是對一位無所不能充滿慈愛的神一種絕對的信任
[00:06:16.000 --> 00:06:22.000]  信得過祂,縱然我也有失敗、我有挫敗
[00:06:22.000 --> 00:06:25.000]  但是神並沒有改變
[00:06:25.000 --> 00:06:32.000]  我會失敗,但是神仍然要成就祂要成就的事
[00:06:32.000 --> 00:06:37.000]  在這個過程當中,越過了我們少許的自我的限制
[00:06:37.000 --> 00:06:41.000]  將自己引入一個更加偉大的神的生命當中
[00:06:41.000 --> 00:06:45.000]  而得到一種另類的安全感
[00:06:45.000 --> 00:06:53.000]  在香港這個社會,在你的工作,在你的銀行存摺的簿仔那裡得不到的安全感
[00:06:53.000 --> 00:07:03.000]  然後我又看見第三講的盡忠和第五講的公義是比較平面的
[00:07:03.000 --> 00:07:08.000]  第三講的盡忠不是單單對神的盡忠
[00:07:08.000 --> 00:07:12.000]  如果聽到第三講,明晚我們就會明白
[00:07:12.000 --> 00:07:24.000]  第三講是講到盡忠,馬拉基書特別講到我們弟兄姊妹之間在教會裡互相之間的守望和信任
[00:07:24.000 --> 00:07:32.000]  特別也講到我們在婚姻生活裡,家庭當中互相的信任和忠貞
[00:07:32.000 --> 00:07:38.000]  這是一種的盡忠,對人的忠,忠誠的忠
[00:07:38.000 --> 00:07:43.000]  這是對內的,比較近的關係當中,我們要盡忠
[00:07:43.000 --> 00:07:50.000]  然後公義就講到我們對世界,我們活在一個很不平凡的世界
[00:07:50.000 --> 00:07:53.000]  好像馬拉基的時代,也是一個很不平凡的時代
[00:07:53.000 --> 00:07:56.000]  那個時代充滿了很多不公義的事情
[00:07:56.000 --> 00:08:02.000]  在不公義的事情上,很多時候我們基督徒就會開始搖動
[00:08:02.000 --> 00:08:08.000]  何必要好像以前那樣,還要固執一些標準
[00:08:08.000 --> 00:08:15.000]  我們周圍的同事,我們的親戚,我們的社會已經不守規矩到成為一個常規
[00:08:15.000 --> 00:08:20.000]  何必我們還要這麼落後守這些規矩呢?
[00:08:20.000 --> 00:08:27.000]  守這些規矩帶來很多的條件,帶來很多的代價
[00:08:27.000 --> 00:08:34.000]  令到我們在人的面前一次又一次被人羞辱,何必呢?
[00:08:34.000 --> 00:08:38.000]  然後馬拉基靠著神的說話提醒我們
[00:08:38.000 --> 00:08:43.000]  為什麼我們仍然要堅守我們做基督徒的標準和規則
[00:08:43.000 --> 00:08:49.000]  在人面前風光,還是要在神的面前被奠念
[00:08:49.000 --> 00:08:53.000]  這個就是馬拉基的最後一個訊息所提出
[00:08:53.000 --> 00:08:56.000]  所以我們看到馬拉基其實很豐富
[00:08:56.000 --> 00:09:02.000]  有對自己的警醒,有對神的敬畏,有從神而來的信靠
[00:09:02.000 --> 00:09:10.000]  有對自己親近的人的忠貞,有對整個社會的公義
[00:09:10.000 --> 00:09:16.000]  這個我可以說是在我們21世紀的時代裏
[00:09:16.000 --> 00:09:21.000]  很值得你和我一起去思想的訊息
[00:09:21.000 --> 00:09:27.000]  不過我自己選馬拉基書作為北宣家一個弟兄
[00:09:27.000 --> 00:09:31.000]  我自己也有我自己心裏的負擔
[00:09:31.000 --> 00:09:35.000]  北宣家是一個相當好的教會,坦白說
[00:09:35.000 --> 00:09:39.000]  我講過很多次不是為了自己的教會而鐵桿
[00:09:39.000 --> 00:09:46.000]  我過去在過去25年的事夢當中去過無數的教會
[00:09:46.000 --> 00:09:50.000]  世界不同的地方的華人教會我都大部分去過
[00:09:50.000 --> 00:09:56.000]  北宣家是一個可以說是最好的教會之一
[00:09:56.000 --> 00:10:03.000]  不過我覺得還是不夠,我們還要用神的標準去量度的時候
[00:10:03.000 --> 00:10:08.000]  我們互相提醒,希望弟兄姐妹明白我的心事
[00:10:08.000 --> 00:10:13.000]  我們好像一個家人一樣,希望你見我站在這裏就不是一個外來的港元
[00:10:13.000 --> 00:10:20.000]  所以今天很有意思的,大家叫我One B,北宣家裏的那一輩
[00:10:20.000 --> 00:10:22.000]  一叫我One B就知道你是哪一輩了
[00:10:22.000 --> 00:10:29.000]  都是二十多年前的那些在北宣園之後我們一起去麥當勞吃麵包的那幫人
[00:10:29.000 --> 00:10:33.000]  我的弟弟在那裏祝恩的那幫時代,One B
[00:10:33.000 --> 00:10:36.000]  我是北宣家二十多年來的第一個弟兄
[00:10:36.000 --> 00:10:40.000]  所以希望你明白,如果我說得嚴厲一點
[00:10:40.000 --> 00:10:43.000]  不是我從一個外來的角度去罵
[00:10:43.000 --> 00:10:47.000]  是我用神的話去提醒,我罵我自己
[00:10:47.000 --> 00:10:49.000]  希望大家能夠受得起
[00:10:49.000 --> 00:10:52.000]  我不會隨便罵人,我不是喜歡罵人的人
[00:10:52.000 --> 00:10:55.000]  不過聖經是這樣說,我就要這樣說
[00:10:55.000 --> 00:10:59.000]  對不起,這是神的話語,很抱歉,希望你明白
[00:10:59.000 --> 00:11:06.000]  那為什麼要用馬拉基書來研讀呢?
[00:11:06.000 --> 00:11:12.000]  大家打開馬拉基書,很容易找到的,我相信不需要再看了
[00:11:12.000 --> 00:11:20.000]  是舊約聖經裏面最後的一卷
[00:11:20.000 --> 00:11:26.000]  馬拉基書也是舊約完結的時候的書信
[00:11:26.000 --> 00:11:32.000]  我不想花太多時間和大家慢慢研究馬拉基書的背景
[00:11:32.000 --> 00:11:36.000]  大概馬拉基書很少人會有不同的意見
[00:11:36.000 --> 00:11:42.000]  馬拉基書所寫的時代是公元前五世紀
[00:11:42.000 --> 00:11:46.000]  也是差不多尼西米的時代
[00:11:46.000 --> 00:11:54.000]  尼西米是帶領以色列人從秘魯的波斯帝國歸回耶路撒冷
[00:11:54.000 --> 00:11:58.000]  大家都很熟悉,讀過這個簡單的書學
[00:11:58.000 --> 00:12:02.000]  又有重建聖殿,又有重建城牆
[00:12:02.000 --> 00:12:07.000]  那個時代就是馬拉基的時代之前一點
[00:12:07.000 --> 00:12:11.000]  甚至我們可以相信馬拉基和尼西米差不多的時間
[00:12:11.000 --> 00:12:16.000]  不過比尼西米遲一點,他可能認識尼西米,大家有重覆的時間
[00:12:16.000 --> 00:12:21.000]  所以馬拉基的時代其實挺好的,如果從人的角度來說
[00:12:21.000 --> 00:12:27.000]  城牆又重建了,耶路撒冷又重建了,聖殿也重建了
[00:12:27.000 --> 00:12:37.000]  生活安居樂業,因為波斯帝國始終對猶太的殖民不及以後的那麼差
[00:12:37.000 --> 00:12:43.000]  接下來的希臘帝國,羅馬帝國對猶太僑民很差
[00:12:43.000 --> 00:12:48.000]  波斯帝國總而言之平平順順沒什麼
[00:12:48.000 --> 00:12:52.000]  如果我們從一個人的角度來看,風平浪靜都挺好的
[00:12:52.000 --> 00:13:00.000]  聖殿有了,崇拜有了,建制有了,摩西的律法大家隨時可以看
[00:13:00.000 --> 00:13:07.000]  有教師,有法尼塞人可以教以色列人生活,所以好像很平穩
[00:13:07.000 --> 00:13:14.000]  但是你看到馬拉基書裡面的信息是相當的嚴厲
