
[00:00:00.000 --> 00:00:04.480]  各位弟兄姊妹大家早安
[00:00:04.480 --> 00:00:09.280]  在此代表多倫多義馬雷環神信會歡迎所有弟兄姊妹
[00:00:09.280 --> 00:00:12.800]  無論網上還是實體崇拜都歡迎你
[00:00:12.800 --> 00:00:16.240]  也歡迎AnnaNess來到我們當中
[00:00:16.240 --> 00:00:18.720]  希望我們教會成為你屬靈的家
[00:00:18.720 --> 00:00:22.240]  聽你說已經聽了我們一年多的時間
[00:00:22.240 --> 00:00:28.240]  希望大家崇拜之後有更多的交通時間
[00:00:28.240 --> 00:00:31.680]  讓我們在聆聽上主的說話
[00:00:31.680 --> 00:00:34.400]  以先讓我們再次一起同心低頭
[00:00:34.400 --> 00:00:37.200]  將我們的身心靈交給我們主我們的神
[00:00:37.200 --> 00:00:42.640]  父神多謝你讓我們再次回到你寶貴的啟示當中
[00:00:42.640 --> 00:00:46.320]  能夠一同去明白你的僕人
[00:00:46.320 --> 00:00:52.880]  但以你怎樣在他的時代當中成為上主你的見證
[00:00:52.880 --> 00:01:02.320]  如何在期間以上主你的啟示去過他每一天的屬靈生活
[00:01:02.320 --> 00:01:09.360]  雖然他身處在一個非猶太人為主的外邦世界
[00:01:09.360 --> 00:01:17.360]  但他對上主你的認信和毁心從來沒有因為外在環境而改變
[00:01:17.360 --> 00:01:20.640]  求主你也讓我們有同樣的識見
[00:01:20.640 --> 00:01:24.640]  保佑我們能夠在上主你的身上
[00:01:24.640 --> 00:01:30.560]  幫助我們在今天的生命當中
[00:01:30.560 --> 00:01:36.960]  能夠活出一個上帝你用得著我們的永恆生命
[00:01:36.960 --> 00:01:42.160]  直到在永恆當中將最好的見證在上主你的裏面
[00:01:42.160 --> 00:01:44.800]  我們再次將這段時間的交賞
[00:01:44.800 --> 00:01:48.160]  求聖靈你的光照和啟示
[00:01:48.160 --> 00:01:53.280]  禱告奉靠主耶穌基督得勝的明智而求
[00:01:53.280 --> 00:01:55.280]  阿們
[00:01:55.280 --> 00:01:57.280]  對於一般人來說
[00:01:57.280 --> 00:02:02.880]  很多時候都認為人生是自己去掌握的
[00:02:02.880 --> 00:02:07.360]  每一樣東西都握在自己的手上
[00:02:07.360 --> 00:02:09.360]  只要你努力
[00:02:09.360 --> 00:02:12.560]  只要你用你自己的想法
[00:02:12.560 --> 00:02:18.320]  你就能夠滿足達至你所期盼的結果
[00:02:18.320 --> 00:02:20.080]  是不是呢?
[00:02:20.080 --> 00:02:22.080]  事實上好像不是
[00:02:22.080 --> 00:02:26.800]  因為在這個世界裏面有很多人為了用自己的方法
[00:02:26.800 --> 00:02:31.200]  去滿足達至自己的目的的時候
[00:02:31.200 --> 00:02:36.240]  我們發現到卻是失意重重
[00:02:36.240 --> 00:02:41.360]  有些人為了要有更大的滿足自己的願望
[00:02:41.360 --> 00:02:44.000]  於是他成為王
[00:02:44.000 --> 00:02:45.200]  成為領袖
[00:02:45.200 --> 00:02:47.200]  打生打死
[00:02:47.200 --> 00:02:51.280]  有些人甚至在一間公司裏面
[00:02:51.280 --> 00:02:54.480]  利用各種方法手段
[00:02:54.480 --> 00:02:59.280]  去爭取自己成為在公司裏面的主事人
[00:02:59.280 --> 00:03:03.760]  藉此可以認為可以掌握到自己的人生
[00:03:03.760 --> 00:03:07.600]  甚至自己所期望的成就
[00:03:07.600 --> 00:03:12.080]  因為有權之後我就可以排除很多人的難阻
[00:03:12.080 --> 00:03:16.320]  別人的反對意見我一律不用聽
[00:03:16.320 --> 00:03:21.360]  但是結果卻是往往令人失望
[00:03:21.360 --> 00:03:24.480]  很多人當他越努力
[00:03:24.480 --> 00:03:30.800]  越用自己的方法去達成自己的目的的過程
[00:03:30.800 --> 00:03:34.000]  就帶來更大的失望
[00:03:34.000 --> 00:03:36.000]  而在這個過程裏面
[00:03:36.000 --> 00:03:40.480]  他的期望當落空的時候
[00:03:40.480 --> 00:03:42.480]  那種失落感
[00:03:42.480 --> 00:03:45.280]  那種失控感
[00:03:45.280 --> 00:03:51.840]  以及他對人生的意義就開始有連串的挑戰
[00:03:51.840 --> 00:03:53.840]  作為神的子民
[00:03:53.840 --> 00:03:57.280]  又是否這樣過我們的生命生活呢?
[00:03:57.280 --> 00:03:58.880]  人生不是很長的
[00:03:58.880 --> 00:03:59.840]  幾十載
[00:03:59.840 --> 00:04:04.560]  雖然基督徒的人生卻不是單單幾十載是永恆
[00:04:04.560 --> 00:04:08.240]  但是在這幾十年的時間裏
[00:04:08.240 --> 00:04:11.120]  上帝如何在這幾十年裏面
[00:04:11.120 --> 00:04:16.000]  將屬神的人一個一個呼召和吸引回來呢?
[00:04:16.000 --> 00:04:18.000]  在今天這段聖經裏面
[00:04:18.000 --> 00:04:21.680]  正正就是我們想看到的事實
[00:04:21.680 --> 00:04:24.320]  也從而給我們一些亮光
[00:04:24.320 --> 00:04:26.800]  如何去活我們今天的生命生活
[00:04:26.800 --> 00:04:27.920]  所以我給了一個題目
[00:04:27.920 --> 00:04:34.800]  當你的人生已經不再在你掌控之下的時候
[00:04:34.800 --> 00:04:36.000]  你會怎樣呢?
[00:04:36.000 --> 00:04:40.400]  所以這個題目叫誰能掌控自己的人生呢?
[00:04:40.400 --> 00:04:42.400]  這個問題問我們自己
[00:04:42.400 --> 00:04:46.320]  究竟有些什麼我們以為自己好像很有把握
[00:04:46.320 --> 00:04:51.360]  但實質上其實往往是出人意料之外
[00:04:51.360 --> 00:04:53.360]  而當出人意料之外
[00:04:53.360 --> 00:04:56.400]  作為信徒應該怎樣去面對
[00:04:56.400 --> 00:04:59.440]  讓我們一起去看看這段聖經說什麼
[00:04:59.440 --> 00:05:03.760]  今天我們會看的是第六章第一至第九節的經文
[00:05:03.760 --> 00:05:05.760]  回憶一下上文說什麼
[00:05:05.760 --> 00:05:09.040]  上文我們說到巴比倫王朝
[00:05:09.040 --> 00:05:12.560]  或者新巴比倫王朝正式完結
[00:05:12.560 --> 00:05:16.160]  完結在一個攝政王的手上
[00:05:16.160 --> 00:05:19.440]  這個攝政王的名字叫做白沙薩
[00:05:19.440 --> 00:05:22.480]  他的爸爸才是正式的王
[00:05:22.480 --> 00:05:25.680]  但是因為掛著拜月亮神
[00:05:25.680 --> 00:05:28.720]  於是他根本覺事不理
[00:05:28.720 --> 00:05:34.960]  當白沙薩進入了一個瘋狂的統治手段
[00:05:34.960 --> 00:05:42.960]  利用上帝原本用來在聖殿裡敬拜憲制的器皿
[00:05:42.960 --> 00:05:46.800]  來私下喝酒作樂
[00:05:46.800 --> 00:05:50.640]  這個人物可以讓我們看到
[00:05:50.640 --> 00:05:57.200]  那種自我為中心的態度是非常之強
[00:05:57.200 --> 00:06:02.720]  縱使身邊當時的哲士 術士 法術師
[00:06:02.720 --> 00:06:08.880]  以及迦勒底所有當時能夠聲稱通曉神的
[00:06:08.880 --> 00:06:12.720]  我們叫做通靈家
[00:06:12.720 --> 00:06:18.640]  都沒辦法了解到寫在墳場上的信息的時候
[00:06:18.640 --> 00:06:22.960]  竟然這位白沙薩王的母親
[00:06:22.960 --> 00:06:28.880]  就來介紹但爾利進入宮廷當中為他解釋
[00:06:28.880 --> 00:06:34.880]  我們也說過但爾利當時已經是八十多歲的老人家
[00:06:34.880 --> 00:06:40.720]  因為這樣的老人家自從尼泊爾加勒薩王之後
[00:06:40.720 --> 00:06:45.360]  他經歷了很多政治上的改變
[00:06:45.360 --> 00:06:48.960]  進入了一種頭痕自散的狀態
[00:06:48.960 --> 00:06:52.160]  沒錯 一個能夠這麼有能力的人
[00:06:52.160 --> 00:06:57.040]  可以在那個時候完全沒有人去看重他
[00:06:57.040 --> 00:07:01.200]  被放在一邊好幾十年的時間
[00:07:01.200 --> 00:07:07.120]  但是來到這個時候竟然被介紹進入宮廷裡面
[00:07:07.120 --> 00:07:10.640]  再次用上帝給他的能力
[00:07:10.640 --> 00:07:17.920]  去為這位白沙薩王要知的信息去全港解釋
[00:07:17.920 --> 00:07:21.120]  這個就是上文的介紹
[00:07:21.120 --> 00:07:25.920]  而這位白沙薩王我們知道他那種自尊的態度
[00:07:25.920 --> 00:07:28.800]  可以說是很橫蠻無理的
[00:07:28.800 --> 00:07:31.360]  如果大家記得他不是說過
[00:07:31.360 --> 00:07:36.720]  他要去將能夠解釋這個墳場上寫的字的人
[00:07:36.720 --> 00:07:41.280]  為他穿上紙袍 為他頸鏡上戴上金鏈
[00:07:41.280 --> 00:07:46.320]  以及將他宣佈為國中第三位的權力人士
[00:07:46.320 --> 00:07:51.760]  這個做法其實是完全彰顯出他那種自我圍村的態度
[00:07:51.760 --> 00:07:56.000]  強行要但以你接受這些但以你否定
[00:07:56.000 --> 00:07:59.360]  而且不要的一些賞賜
[00:07:59.360 --> 00:08:03.760]  這種情況我們看到上帝不動手不行了
[00:08:03.760 --> 00:08:11.600]  於是就讓米底亞人或者我們稱之為馬代人
[00:08:11.600 --> 00:08:16.720]  叫做大劉氏在高齡62歲的時候
[00:08:16.720 --> 00:08:18.320]  其實62歲都不是高齡
[00:08:18.320 --> 00:08:21.200]  我們現在當時62歲就是高齡
[00:08:21.200 --> 00:08:25.200]  就奪取了加勒底這個王國
[00:08:25.200 --> 00:08:29.360]  將巴比倫國正式完結
[00:08:29.360 --> 00:08:34.240]  第六章就進入到這個大劉氏的年代
[00:08:34.240 --> 00:08:42.160]  波斯馬代或者馬代多斯的一個統治的環境
[00:08:42.160 --> 00:08:46.640]  是一個全新的政治氣候
[00:08:46.640 --> 00:08:49.840]  全新的政治環境
[00:08:49.840 --> 00:08:54.000]  但以你在這樣的狀態之下
[00:08:54.000 --> 00:08:56.880]  還有什麼作為呢
[00:08:56.880 --> 00:09:01.360]  年紀大了還有什麼做呢
[00:09:01.360 --> 00:09:05.200]  還有年紀大了就成為我們很多人的理由
[00:09:05.200 --> 00:09:08.560]  可以做事隨便一點
[00:09:08.560 --> 00:09:11.360]  我年紀大了
[00:09:11.360 --> 00:09:14.320]  我看不清楚現在的廣告寫什麼
[00:09:14.320 --> 00:09:16.880]  一眼看不清楚年紀大了
[00:09:16.880 --> 00:09:19.280]  年紀大了老花越來越勁
[00:09:19.280 --> 00:09:21.200]  醫生都叫我不要配眼鏡了
[00:09:21.200 --> 00:09:22.240]  配都無謂
[00:09:22.240 --> 00:09:23.520]  浪費錢
[00:09:24.240 --> 00:09:25.520]  到這個地步
[00:09:25.520 --> 00:09:27.360]  是不是可以不用做呢
[00:09:27.360 --> 00:09:28.640]  做少一點
[00:09:28.640 --> 00:09:31.440]  或者做事隨便一點
[00:09:31.440 --> 00:09:36.800]  不過其實我看到很多信徒的生命生活
[00:09:36.800 --> 00:09:39.120]  不到年紀大都是這樣的態度
[00:09:39.120 --> 00:09:40.560]  隨便一點
[00:09:40.560 --> 00:09:42.240]  是不是這樣過日子
[00:09:42.240 --> 00:09:45.040]  信徒屬於神的子民是不是這樣而活
[00:09:45.040 --> 00:09:47.680]  今天我們從這段聖經裡面
[00:09:47.680 --> 00:09:52.560]  去看一看這位前朝的高官
[00:09:52.560 --> 00:09:54.240]  但以你
[00:09:54.240 --> 00:09:57.280]  他怎樣隨著前朝的失落
[00:09:57.280 --> 00:09:59.440]  會不會他的命途
[00:09:59.440 --> 00:10:03.040]  仕途因此就被腰斬呢
[00:10:03.040 --> 00:10:05.760]  上帝不用他再做任何事了
[00:10:05.760 --> 00:10:08.000]  還是
[00:10:08.000 --> 00:10:10.160]  上帝還能用得著他呢
[00:10:10.160 --> 00:10:11.440]  一起去看吧
[00:10:11.440 --> 00:10:14.240]  今天我們會分三個部分去看
[00:10:14.240 --> 00:10:15.440]  第一部分
[00:10:15.440 --> 00:10:18.000]  第六章的第一至第三節
[00:10:18.000 --> 00:10:19.280]  或者我們一起打開
[00:10:19.280 --> 00:10:21.040]  一起去讀讀
[00:10:21.040 --> 00:10:23.760]  第六章的第一至第三節
[00:10:23.760 --> 00:10:25.360]  在這裡我給了一個副題
[00:10:25.360 --> 00:10:31.120]  當我們以為一切都已經運籌為握的時候
[00:10:31.120 --> 00:10:33.360]  會怎樣呢
[00:10:33.360 --> 00:10:34.640]  我們一起讀讀
[00:10:34.640 --> 00:10:37.200]  第六章第一至第三節
[00:10:37.200 --> 00:10:41.360]  大劉氏隨心所欲
[00:10:41.360 --> 00:10:44.800]  立一百二十個總督
[00:10:44.800 --> 00:10:46.800]  致你通過
