
[00:00:00.000 --> 00:00:02.000]  各位聽眾平安
[00:00:02.000 --> 00:00:04.000]  今日我們繼續思想聖經的說話
[00:00:04.000 --> 00:00:06.000]  我們看回聖經詩篇的禱告詩
[00:00:06.000 --> 00:00:08.000]  大家一起和我再次同心
[00:00:08.000 --> 00:00:10.000]  我們祈禱仰望主
[00:00:10.000 --> 00:00:12.000]  天上的主我們感謝你
[00:00:12.000 --> 00:00:14.000]  因為你的確是我們生命的主
[00:00:14.000 --> 00:00:16.000]  你不單止坐在寶座上
[00:00:16.000 --> 00:00:18.000]  你掌管著天地宇宙
[00:00:18.000 --> 00:00:20.000]  你更加是我們生命的主宰
[00:00:20.000 --> 00:00:22.000]  每一天人都在祈禱
[00:00:22.000 --> 00:00:24.000]  你不僅在天上
[00:00:24.000 --> 00:00:26.000]  你也在天上
[00:00:26.000 --> 00:00:28.000]  你在天上
[00:00:28.000 --> 00:00:30.000]  你也是我們生命的主宰
[00:00:30.000 --> 00:00:32.000]  每一天人都在保守
[00:00:32.000 --> 00:00:34.000]  主我們敬拜你
[00:00:34.000 --> 00:00:36.000]  滿有能力滿有慈愛的上帝
[00:00:36.000 --> 00:00:38.000]  主讓我們知道
[00:00:38.000 --> 00:00:40.000]  生命裏面沒有其他的事情
[00:00:40.000 --> 00:00:42.000]  能夠真正滿足我們的心
[00:00:42.000 --> 00:00:44.000]  唯有你自己
[00:00:44.000 --> 00:00:46.000]  成為了我們生命真正的盼望
[00:00:46.000 --> 00:00:48.000]  真正的把握
[00:00:48.000 --> 00:00:50.000]  如今我們到你面前
[00:00:50.000 --> 00:00:52.000]  來做一次打開聖經
[00:00:52.000 --> 00:00:54.000]  思想你的說話
[00:00:54.000 --> 00:00:56.000]  主我們渴望你自己
[00:00:56.000 --> 00:00:58.000]  賜下你的道
[00:00:58.000 --> 00:01:00.000]  賜下你自己
[00:01:00.000 --> 00:01:02.000]  讓我們在你的面前一直跟隨你的時候
[00:01:02.000 --> 00:01:04.000]  我們心得到堅固
[00:01:04.000 --> 00:01:06.000]  你也知道緊緊的追隨你
[00:01:06.000 --> 00:01:08.000]  我們有望主帶領一段時間
[00:01:08.000 --> 00:01:10.000]  奉耶穌成名祈禱
[00:01:10.000 --> 00:01:12.000]  阿們
[00:01:12.000 --> 00:01:14.000]  我們再看回聖經詩篇的63篇
[00:01:14.000 --> 00:01:16.000]  我想先提一件事情
[00:01:16.000 --> 00:01:18.000]  大家會留意到
[00:01:18.000 --> 00:01:20.000]  在我們宣導會
[00:01:20.000 --> 00:01:22.000]  上上會提及
[00:01:22.000 --> 00:01:24.000]  孫迅博士
[00:01:24.000 --> 00:01:26.000]  是我們宣導會的創辦人
[00:01:26.000 --> 00:01:28.000]  曾經他寫了一首詩歌
[00:01:28.000 --> 00:01:30.000]  很多弟兄姊妹都會很喜歡去唱
[00:01:30.000 --> 00:01:32.000]  就是
[00:01:32.000 --> 00:01:34.000]  英文是Himself
[00:01:34.000 --> 00:01:36.000]  中文的詩歌是
[00:01:36.000 --> 00:01:38.000]  今要主自己
[00:01:38.000 --> 00:01:40.000]  這首詩歌的歌詞很特別
[00:01:40.000 --> 00:01:42.000]  大家可能都會記得
[00:01:42.000 --> 00:01:44.000]  一開始就提到
[00:01:44.000 --> 00:01:46.000]  前所要的是
[00:01:46.000 --> 00:01:48.000]  祝福
