
[00:00:00.000 --> 00:00:29.240]  【廣播中】
[00:00:29.240 --> 00:00:32.240]  親愛的弟兄、親愛的姐妹,你好
[00:00:32.240 --> 00:00:37.720]  我們今天要講末世風雲講座的第九講
[00:00:37.720 --> 00:00:40.920]  我們的題目是《東門關閉》
[00:00:40.920 --> 00:00:45.400]  所用的經文是以西傑書的43章1至5節
[00:00:45.400 --> 00:00:48.080]  和44章1和2
[00:00:48.080 --> 00:00:51.520]  當然事實上我們還有其他輔助的經文
[00:00:51.520 --> 00:00:54.440]  但是以這兩道的經文為主
[00:00:54.440 --> 00:00:58.440]  在今天我們所講的第九課當中
[00:00:58.440 --> 00:01:02.160]  我想用幾分鐘和你溫習一下第八課
[00:01:02.160 --> 00:01:05.640]  第八課我們講及死海古卷
[00:01:05.640 --> 00:01:09.200]  所用的經文是以西傑書第53章
[00:01:09.200 --> 00:01:12.480]  我相信你已經聽得很清楚
[00:01:12.480 --> 00:01:15.240]  如果你有一些需要的時候
[00:01:15.240 --> 00:01:18.600]  我提議你再聽一次第八課
[00:01:18.600 --> 00:01:21.840]  因為它裡面有很多很特別的地方
[00:01:21.840 --> 00:01:26.920]  為什麼在1947年我們才發現這些古卷呢?
[00:01:26.920 --> 00:01:33.640]  為什麼在這些古卷發現的數量當中
[00:01:33.640 --> 00:01:38.120]  最多的是以蔡霞書呢?
[00:01:38.120 --> 00:01:40.920]  而最完整的也是以蔡霞書呢?
[00:01:40.920 --> 00:01:45.320]  為什麼在以蔡霞書的古卷當中
[00:01:45.320 --> 00:01:50.000]  最清楚的是以蔡霞書的第53章呢?
[00:01:50.000 --> 00:01:54.440]  這很多的問題我相信都是值得我和你重申思想
[00:01:54.440 --> 00:01:57.680]  到底以蔡霞書的第53章裡面所講的
[00:01:57.680 --> 00:02:01.880]  耶和華的受苦的僕人是誰呢?
[00:02:01.880 --> 00:02:03.720]  他沒有佳形美容
[00:02:03.720 --> 00:02:05.520]  他被列在罪犯之中
[00:02:05.520 --> 00:02:07.920]  他又被葬在財主的墳墓裡面
[00:02:07.920 --> 00:02:12.480]  這些都是有什麼神的心意在裡面呢?
[00:02:12.480 --> 00:02:14.800]  求主真的幫助你又幫助我
[00:02:14.800 --> 00:02:16.800]  最近我有機會看到
[00:02:16.800 --> 00:02:20.560]  一篇文章是一個神學博士所寫的
[00:02:20.560 --> 00:02:23.000]  他分析一些問題的時候
[00:02:23.000 --> 00:02:28.720]  他常常用這個是情感方面的事
[00:02:28.720 --> 00:02:30.720]  這個是意志方面的事
[00:02:30.720 --> 00:02:32.720]  這個是神學上面的思想
[00:02:32.720 --> 00:02:39.520]  這個是人的經驗上面的思想
[00:02:39.520 --> 00:02:42.120]  當我看完之後我就想
[00:02:42.120 --> 00:02:46.720]  為什麼他不說這個人所做的這些事
[00:02:46.720 --> 00:02:48.720]  有很多是聖靈的工作
[00:02:48.720 --> 00:02:50.720]  這個是神的心意
[00:02:50.720 --> 00:02:54.320]  聖靈感動他以至他能夠看到這些東西
[00:02:54.320 --> 00:02:56.080]  而他做出來的時候
[00:02:56.080 --> 00:02:58.360]  又在聖靈的特別帶領下面
[00:02:58.360 --> 00:03:01.400]  所以能夠產生這麼大的過效
[00:03:01.400 --> 00:03:03.400]  為什麼他不說這些呢?
[00:03:03.400 --> 00:03:05.400]  所以我所愛的弟兄
[00:03:05.400 --> 00:03:06.400]  我所愛的姐妹
[00:03:06.400 --> 00:03:10.240]  我沒有一些地方要攻擊一些神學家
[00:03:10.240 --> 00:03:11.560]  他們的體檢
[00:03:11.560 --> 00:03:14.000]  或者一些研究的專家
[00:03:14.000 --> 00:03:15.440]  他們的得著
[00:03:15.440 --> 00:03:18.200]  當然這些是非常有價值的事
[00:03:18.200 --> 00:03:22.520]  但是好不好讓我們重新回到聖經裡面
[00:03:22.520 --> 00:03:27.160]  用神所給我們的聖靈充滿我們的時候
[00:03:27.160 --> 00:03:31.000]  我們靠著靈的感動來看一些問題
[00:03:31.000 --> 00:03:33.800]  豈不是可以省下很多的時間呢?
[00:03:33.800 --> 00:03:36.800]  今天我們看他第九課了
[00:03:36.800 --> 00:03:40.480]  我很想在這個時間裡面
[00:03:40.480 --> 00:03:42.960]  講一些我自己個人的心事
[00:03:42.960 --> 00:03:47.640]  其實我們上一次的死海古卷
[00:03:47.640 --> 00:03:50.640]  以及這次的東門關閉
[00:03:50.640 --> 00:03:52.880]  還有一篇的信息
[00:03:52.880 --> 00:03:54.480]  是講到智聖所
[00:03:54.480 --> 00:03:56.720]  即是我們下一課所講的
[00:03:56.720 --> 00:04:00.040]  第十課的課程裡面所講的
[00:04:00.040 --> 00:04:01.680]  這三篇的信息
[00:04:01.680 --> 00:04:07.560]  都是我自己親自在耶路撒冷城裡面得到的
[00:04:07.560 --> 00:04:12.480]  不是一些學術上的一些研究
[00:04:12.480 --> 00:04:17.400]  也不是一些神學上的一些特別的得著
[00:04:17.400 --> 00:04:19.320]  這些都是非常好的
[00:04:19.320 --> 00:04:22.240]  而是我一些實際本身的經歷
[00:04:22.240 --> 00:04:25.000]  站在耶路撒冷這個地方
[00:04:25.000 --> 00:04:27.800]  親眼看到所見的事
[00:04:27.800 --> 00:04:30.680]  而心靈裡面是受聖靈的感動
[00:04:30.680 --> 00:04:32.680]  所以我回來之後
[00:04:32.680 --> 00:04:34.760]  就將這些對照聖經
[00:04:34.760 --> 00:04:36.640]  是把它插出來的
[00:04:36.640 --> 00:04:40.080]  所以當我準備跟大家來講
[00:04:40.080 --> 00:04:41.360]  東門關閉的時候
[00:04:41.360 --> 00:04:44.880]  我的心靈裡面有一種很特別的感動
[00:04:44.880 --> 00:04:47.960]  即使說今天這邊的信息
[00:04:47.960 --> 00:04:50.000]  不是哪一個人的信息
[00:04:50.000 --> 00:04:52.680]  是神給過你和我
[00:04:52.680 --> 00:04:56.320]  讓我們親身好像站在耶路撒冷城
[00:04:56.320 --> 00:05:00.360]  那個東門上面所見到的事實一樣
[00:05:00.360 --> 00:05:02.880]  所以請你很仔細的聽
[00:05:02.880 --> 00:05:07.360]  我相信這裡我要講的幾件事都是很重要的
[00:05:07.360 --> 00:05:09.000]  原來耶路撒冷城
[00:05:09.000 --> 00:05:12.680]  它的城牆是好像一個長方形一樣
[00:05:12.680 --> 00:05:15.080]  分成東南西北
[00:05:15.080 --> 00:05:18.000]  而它的東面的東牆
[00:05:18.000 --> 00:05:21.800]  當然上面有一個很漂亮的城牆
[00:05:21.800 --> 00:05:24.640]  這個很漂亮的城牆就叫做東門
[00:05:24.640 --> 00:05:28.680]  又因為每一天太陽東升的時候
[00:05:28.680 --> 00:05:31.200]  朝陽發出來的光輝
[00:05:31.200 --> 00:05:34.000]  射在這個東牆上面
[00:05:34.000 --> 00:05:36.440]  射在那個東門上面
[00:05:36.440 --> 00:05:39.240]  一片金光出現的時候
[00:05:39.240 --> 00:05:43.360]  所以這個東門又叫做金門就是這個意思
[00:05:43.360 --> 00:05:46.080]  而因為它在東面的船沿伴
[00:05:46.080 --> 00:05:48.240]  所以它出來的時候從耶路撒冷
[00:05:48.240 --> 00:05:49.960]  向東面出去的時候
[00:05:49.960 --> 00:05:54.040]  直接一碰碰到的就是橄欖山
[00:05:54.040 --> 00:05:57.560]  在東牆和橄欖山之間
[00:05:57.560 --> 00:05:59.160]  有一個很大的山谷
[00:05:59.160 --> 00:06:02.920]  叫做吸鱗溪的吸鱗谷
[00:06:02.920 --> 00:06:04.240]  這個山谷
[00:06:04.240 --> 00:06:08.440]  在這個地方裡面是非常重要的
[00:06:08.440 --> 00:06:11.920]  因為聖經裡面多次提及橄欖山
[00:06:11.920 --> 00:06:13.760]  而且將來耶穌基督回來
[00:06:13.760 --> 00:06:16.160]  也會腳踏在橄欖山上面
[00:06:16.160 --> 00:06:19.200]  所以今天我們所說的東門關閉
[00:06:19.200 --> 00:06:22.240]  實在是不得了的一個信聖
[00:06:22.240 --> 00:06:25.920]  我就將下面四段的經文
[00:06:25.920 --> 00:06:28.240]  來跟你分享一下
[00:06:28.240 --> 00:06:31.720]  在我們未曾進入這些經文當中
[00:06:31.720 --> 00:06:34.320]  有兩件事我趁著我記得的時候
[00:06:34.320 --> 00:06:36.040]  趕快說給你聽
