
[00:00:00.000 --> 00:00:15.000]  (歌詞)
[00:00:15.000 --> 00:00:19.000]  尋找更美家鄉的故事
[00:00:19.000 --> 00:00:22.000]  父親蘇森的故事
[00:00:22.000 --> 00:00:25.000]  作者蘇榮銳
[00:00:25.000 --> 00:00:28.000]  治罪
[00:00:28.000 --> 00:00:31.000]  1944年9月2日
[00:00:31.000 --> 00:00:35.000]  一架美國戰機在日本富島被日軍擊落
[00:00:35.000 --> 00:00:39.000]  飛機上九個飛行員墮入海中
[00:00:39.000 --> 00:00:43.000]  當中八個被日軍俘虜後處決
[00:00:43.000 --> 00:00:47.000]  其中四人更被煮熟後吃了
[00:00:47.000 --> 00:00:50.000]  至於九人中唯一倖存者
[00:00:50.000 --> 00:00:52.000]  是一個二十歲的年輕人
[00:00:52.000 --> 00:00:55.000]  他在海上漂流了幾天後
[00:00:55.000 --> 00:00:59.000]  被美軍的潛艇救起帶回家鄉
[00:00:59.000 --> 00:01:02.000]  這位死裡逃生的年輕人
[00:01:02.000 --> 00:01:07.000]  在65歲那一年當選為美國第41屆總統
[00:01:07.000 --> 00:01:12.000]  他的名字叫做喬治·布希
[00:01:12.000 --> 00:01:18.000]  二十四歲的台籍日本兵史利用和布希一樣
[00:01:18.000 --> 00:01:21.000]  在同一個時間和同一個戰場上
[00:01:21.000 --> 00:01:25.000]  但他們的命運就完全不一樣
[00:01:25.000 --> 00:01:28.000]  他是台灣亞美族人
[00:01:28.000 --> 00:01:31.000]  在台東的東河鄉長大
[00:01:31.000 --> 00:01:34.000]  1943年被日本徵召入伍
[00:01:34.000 --> 00:01:38.000]  然後送到印尼的摩洛泰島和美軍作戰
[00:01:38.000 --> 00:01:42.000]  在布希被救起的第十三日
[00:01:42.000 --> 00:01:47.000]  美軍登陸摩洛泰島和日軍短兵相接
[00:01:47.000 --> 00:01:49.000]  日軍節節敗退
[00:01:49.000 --> 00:01:53.000]  史利用在混亂之中走失了路
[00:01:53.000 --> 00:01:55.000]  找不到自己的部隊
[00:01:55.000 --> 00:01:57.000]  又怕被敵軍發現
[00:01:57.000 --> 00:02:01.000]  於是就在叢林中越走越遠
[00:02:01.000 --> 00:02:04.000]  1974年的一天
[00:02:04.000 --> 00:02:08.000]  印尼摩洛泰島的居民向警察報案
[00:02:08.000 --> 00:02:12.000]  發現叢林有一個幾乎全裸的野人
[00:02:12.000 --> 00:02:15.000]  印尼警方搜索了三十小時後
[00:02:15.000 --> 00:02:17.000]  終於找到這個野人
[00:02:17.000 --> 00:02:19.000]  他就是史利用
[00:02:19.000 --> 00:02:21.000]  當他被發現的時候
[00:02:21.000 --> 00:02:23.000]  他身邊有兩支步槍
[00:02:23.000 --> 00:02:25.000]  十八發子彈
[00:02:25.000 --> 00:02:26.000]  一頂鋼盔
[00:02:26.000 --> 00:02:28.000]  一把軍刀
[00:02:28.000 --> 00:02:31.000]  當時他還以為是被美軍抓住
[00:02:31.000 --> 00:02:35.000]  史利用是他亞美族的名字
[00:02:35.000 --> 00:02:38.000]  從軍之後他的名字改為中村輝夫
[00:02:38.000 --> 00:02:40.000]  一個日本的名字
[00:02:40.000 --> 00:02:44.000]  1975年回到台灣家鄉的時候
[00:02:44.000 --> 00:02:47.000]  他又改了個漢名叫做李剛輝
[00:02:47.000 --> 00:02:50.000]  到機場接機的有他的兒子
[00:02:50.000 --> 00:02:52.000]  和他已經改嫁的妻子
[00:02:52.000 --> 00:02:54.000]  因為三十年前
[00:02:54.000 --> 00:02:57.000]  日軍通知的丈夫已經陣亡
[00:02:57.000 --> 00:02:59.000]  所以他改嫁了
[00:02:59.000 --> 00:03:02.000]  從叢林回來鄉下的李剛輝
[00:03:02.000 --> 00:03:05.000]  當年已經是五十六歲
[00:03:05.000 --> 00:03:06.000]  為了謀生
[00:03:06.000 --> 00:03:08.000]  他就在亞美族的文化村
[00:03:08.000 --> 00:03:11.000]  扮演一個野人的樣子
[00:03:11.000 --> 00:03:14.000]  專攻日本遊客的拍照
[00:03:14.000 --> 00:03:15.000]  當有人問他
[00:03:15.000 --> 00:03:18.000]  怎麼可以在叢林中捱了三十一年
[00:03:18.000 --> 00:03:20.000]  他就這樣回答
[00:03:20.000 --> 00:03:22.000]  我一定要回鄉
[00:03:22.000 --> 00:03:24.000]  一定要回家鄉
[00:03:24.000 --> 00:03:26.000]  在同一個時期
[00:03:26.000 --> 00:03:30.000]  父親蘇森就在廣東一帶
[00:03:30.000 --> 00:03:32.000]  跟隨月中的儒將五官騎
[00:03:32.000 --> 00:03:35.000]  進行抗日的游擊戰
[00:03:35.000 --> 00:03:39.000]  就好像布殊和史利用一樣
[00:03:39.000 --> 00:03:42.000]  他都很渴望早日回到家鄉
[00:03:42.000 --> 00:03:44.000]  尤其當時政治家姐
[00:03:44.000 --> 00:03:47.000]  穎儀是出生之年
[00:03:47.000 --> 00:03:50.000]  是父母第一個的愛情結晶
[00:03:50.000 --> 00:03:52.000]  1945年抗戰勝利
[00:03:52.000 --> 00:03:54.000]  舉國歡騰
[00:03:54.000 --> 00:03:56.000]  父親帶著興奮的心情
[00:03:56.000 --> 00:03:58.000]  回到鄉下
[00:03:58.000 --> 00:04:02.000]  並預備為國家大幹一份事業
[00:04:02.000 --> 00:04:04.000]  但想都想不到
[00:04:04.000 --> 00:04:06.000]  隨即發生國共內戰
[00:04:06.000 --> 00:04:08.000]  死傷無數
[00:04:08.000 --> 00:04:10.000]  最後國民黨慘敗
[00:04:10.000 --> 00:04:12.000]  蔣介石敗走台灣
[00:04:12.000 --> 00:04:14.000]  身為國民黨的一個官員
[00:04:14.000 --> 00:04:17.000]  他決定帶著一家再次離開家鄉
[00:04:17.000 --> 00:04:19.000]  逃往香港
[00:04:19.000 --> 00:04:21.000]  來到香港之後
[00:04:21.000 --> 00:04:22.000]  生活困苦
[00:04:22.000 --> 00:04:24.000]  思鄉之念又起
[00:04:24.000 --> 00:04:27.000]  再加上他所敬重的上司五官騎
[00:04:27.000 --> 00:04:29.000]  不住的寫信邀請他回國
[00:04:29.000 --> 00:04:31.000]  效忠這個新中國
[00:04:31.000 --> 00:04:35.000]  他心裏因此有很大很大的掙扎
[00:04:35.000 --> 00:04:39.000]  最後決定由母親先帶著弟弟
[00:04:39.000 --> 00:04:40.000]  榮智
[00:04:40.000 --> 00:04:41.000]  妹妹穎薇
[00:04:41.000 --> 00:04:43.000]  回鄉下一行
[00:04:43.000 --> 00:04:44.000]  看個究竟
[00:04:44.000 --> 00:04:46.000]  如果一切順利
[00:04:46.000 --> 00:04:49.000]  我們一家再在鄉下重聚
[00:04:49.000 --> 00:04:51.000]  但怎知這次的分離
[00:04:51.000 --> 00:04:53.000]  卻是死別
[00:04:53.000 --> 00:04:55.000]  他們回到家鄉的時候
[00:04:55.000 --> 00:04:57.000]  就被公安拘禁
[00:04:57.000 --> 00:04:59.000]  控告母親為地主
[00:04:59.000 --> 00:05:03.000]  經過幾個星期慘無人道的公審
[00:05:03.000 --> 00:05:06.000]  母親終於在一個清晨的時候
[00:05:06.000 --> 00:05:08.000]  自殺身亡
[00:05:08.000 --> 00:05:11.000]  遺下兩個幼小的兒女
[00:05:11.000 --> 00:05:13.000]  過著非人的生活
[00:05:13.000 --> 00:05:15.000]  自此
[00:05:15.000 --> 00:05:18.000]  父親再沒有在我們面前提起過家鄉
[00:05:18.000 --> 00:05:20.000]  對他來說
[00:05:20.000 --> 00:05:22.000]  家鄉就好像一個咒詛
[00:05:22.000 --> 00:05:26.000]  一個令他無限內疚痛苦的地方
[00:05:26.000 --> 00:05:29.000]  從這個角度去看
