
[00:00:00.000 --> 00:00:02.000]  各位電影師妹主內平安
[00:00:02.000 --> 00:00:04.000]  平安
[00:00:04.000 --> 00:00:10.000]  回到希伯倫堂的感覺很特別
[00:00:10.000 --> 00:00:12.000]  又好像回家
[00:00:12.000 --> 00:00:18.000]  但又好像來到一個很不熟悉的教會
[00:00:18.000 --> 00:00:20.000]  家裏當然這個是我
[00:00:20.000 --> 00:00:22.000]  昨天才有同工說
[00:00:22.000 --> 00:00:24.000]  我見到一張海報
[00:00:24.000 --> 00:00:26.000]  你是在希伯倫堂信主的嗎?
[00:00:26.000 --> 00:00:28.000]  我說我去看了
[00:00:28.000 --> 00:00:30.000]  你說在哪裏出生的?
[00:00:30.000 --> 00:00:32.000]  我說我在這裏出生的
[00:00:32.000 --> 00:00:34.000]  說回歷史
[00:00:34.000 --> 00:00:38.000]  其實就是很長的60年
[00:00:38.000 --> 00:00:40.000]  一個甲子
[00:00:40.000 --> 00:00:46.000]  在中國人的歷法上
[00:00:46.000 --> 00:00:52.000]  這是一個完整的循環
[00:00:52.000 --> 00:00:56.000]  大家知不知道100年前
[00:00:56.000 --> 00:01:08.000]  是何教士的媽媽第一次來到中國探望自己的女兒
[00:01:08.000 --> 00:01:12.000]  1922年
[00:01:12.000 --> 00:01:20.000]  何教士在1913年踏足中國
[00:01:20.000 --> 00:01:22.000]  我不是誇口
[00:01:22.000 --> 00:01:30.000]  但我想像不到他會想到100年之後
[00:01:30.000 --> 00:01:36.000]  2013年他孤兒院養大的一個男子的兒子
[00:01:36.000 --> 00:01:38.000]  會做了神學院院長
[00:01:38.000 --> 00:01:40.000]  這個叫做孫革
[00:01:40.000 --> 00:01:42.000]  你出去的時候
[00:01:42.000 --> 00:01:48.000]  你是不知道上帝會成就些甚麼
[00:01:48.000 --> 00:01:50.000]  所以結果很重要
[00:01:50.000 --> 00:01:56.000]  但如果我們只是看結果才會動呢
[00:01:56.000 --> 00:02:02.000]  我想我們看不到上帝奇妙的作為
[00:02:02.000 --> 00:02:04.000]  感謝主
[00:02:04.000 --> 00:02:06.000]  今天坐在這裏的
[00:02:06.000 --> 00:02:11.000]  不是要只是看著過去歷史
[00:02:11.000 --> 00:02:13.000]  緬懷一番
[00:02:13.000 --> 00:02:15.000]  今天世界變了
[00:02:15.000 --> 00:02:17.000]  不是
[00:02:17.000 --> 00:02:22.000]  希伯倫堂一直有新的弟兄姊妹
[00:02:22.000 --> 00:02:28.000]  起來迎向新的挑戰
[00:02:28.000 --> 00:02:35.000]  這是上帝在歷史當中的工作
[00:02:35.000 --> 00:02:41.000]  何教士的傳記
[00:02:41.000 --> 00:02:43.000]  不考你了
[00:02:43.000 --> 00:02:45.000]  這是最新的版本
[00:02:45.000 --> 00:02:47.000]  我沒見過的
[00:02:47.000 --> 00:02:49.000]  漫畫版
[00:02:49.000 --> 00:02:51.000]  沒印象吧
[00:02:51.000 --> 00:02:53.000]  有 有沒有看過
[00:02:53.000 --> 00:02:56.000]  有 畫得很好
[00:02:56.000 --> 00:03:00.000]  封面的那些
[00:03:00.000 --> 00:03:04.000]  那些面具燈不是書髒了的
[00:03:04.000 --> 00:03:07.000]  是原作者特意畫上去
[00:03:07.000 --> 00:03:10.000]  一個孫教士很辛苦
[00:03:10.000 --> 00:03:13.000]  連洗臉的時間都沒有
[00:03:13.000 --> 00:03:14.000]  不講化妝
[00:03:14.000 --> 00:03:18.000]  所以很認真的繪本
[00:03:18.000 --> 00:03:20.000]  值得收藏
[00:03:20.000 --> 00:03:24.000]  不是為了百年之後可以拍賣在蘇富比
[00:03:24.000 --> 00:03:26.000]  而是真是上帝恩典
[00:03:26.000 --> 00:03:31.000]  當年我相信是同工很有心
[00:03:31.000 --> 00:03:33.000]  想將這個故事
[00:03:33.000 --> 00:03:40.000]  能夠向少年漫畫的一代傳遞
[00:03:40.000 --> 00:03:42.000]  我最喜歡這個版本
[00:03:42.000 --> 00:03:49.000]  其實是裡面熙唐十三位唐主任
[00:03:49.000 --> 00:03:52.000]  特別簡木師畫得真是像
[00:03:52.000 --> 00:03:54.000]  你有沒有留意
[00:03:54.000 --> 00:03:56.000]  特別像
[00:03:56.000 --> 00:03:59.000]  所以值得收藏的
[00:03:59.000 --> 00:04:03.000]  其實不是畫何教士的樣子
[00:04:03.000 --> 00:04:07.000]  是畫簡木師的樣子
[00:04:07.000 --> 00:04:11.000]  早一本大家應該都有的
[00:04:11.000 --> 00:04:16.000]  這個是希伯聯堂金禧的
[00:04:16.000 --> 00:04:19.000]  誰掌管明天
[00:04:19.000 --> 00:04:24.000]  木頭車出現在封面
[00:04:24.000 --> 00:04:34.000]  書名的墨寶是藤近輝牧師親自寫的
[00:04:34.000 --> 00:04:37.000]  這個是五十週年
[00:04:37.000 --> 00:04:47.000]  所以十年前誰掌管明天最新的增訂版
[00:04:47.000 --> 00:04:49.000]  這個有沒有見過
[00:04:49.000 --> 00:04:55.000]  有 這個是銀熙二十五週年
[00:04:55.000 --> 00:05:02.000]  希伯聯堂誰掌管明天的增訂版
[00:05:02.000 --> 00:05:04.000]  我不知道怎麼叫
[00:05:04.000 --> 00:05:06.000]  很漂亮的封面
[00:05:06.000 --> 00:05:08.000]  所以藤牧師的提詞
[00:05:08.000 --> 00:05:12.000]  我們一直保存在封面那裡
[00:05:12.000 --> 00:05:21.000]  不過最早的版本沒有提詞的
[00:05:21.000 --> 00:05:23.000]  不過是有張照片
[00:05:23.000 --> 00:05:27.000]  看不看到誰掌管明天
[00:05:27.000 --> 00:05:32.000]  明天的近鏡是有些勒扇的
[00:05:32.000 --> 00:05:34.000]  為什麼呢
[00:05:34.000 --> 00:05:37.000]  從來都沒有人問這個問題
[00:05:37.000 --> 00:05:44.000]  1975年文化大革命還沒有正式結束
[00:05:44.000 --> 00:05:47.000]  四人幫的時候
[00:05:47.000 --> 00:05:50.000]  1979年迎來改革開放
[00:05:50.000 --> 00:05:57.000]  所以1975年翻譯何教士這本自傳
[00:05:57.000 --> 00:06:01.000]  不是我們譯者改的書名
[00:06:01.000 --> 00:06:08.000]  是教會有一個高層的委員會
[00:06:08.000 --> 00:06:11.000]  來決定這個書名
[00:06:11.000 --> 00:06:15.000]  你可以從封面的這張照片
[00:06:15.000 --> 00:06:19.000]  可以明白當年的心情
[00:06:19.000 --> 00:06:24.000]  誰掌管明天
[00:06:24.000 --> 00:06:26.000]  當然這本書是翻譯
[00:06:26.000 --> 00:06:34.000]  所以還有原著有沒有見過?
[00:06:34.000 --> 00:06:36.000]  何教士的傳記
[00:06:36.000 --> 00:06:39.000]  同年75年英文版
[00:06:39.000 --> 00:06:45.000]  這個是paperback
[00:06:45.000 --> 00:06:50.000]  The Good Hand of Our God
[00:06:50.000 --> 00:06:55.000]  當然有精裝硬皮的原著
[00:06:55.000 --> 00:06:59.000]  就是這本
[00:06:59.000 --> 00:07:04.000]  何教士定他這本書的書名
[00:07:04.000 --> 00:07:09.000]  當年我們沒有人懂得解釋
[00:07:09.000 --> 00:07:13.000]  因為我們不是很熟悉英文聖經
[00:07:13.000 --> 00:07:16.000]  所以我們不知道原來
[00:07:16.000 --> 00:07:20.000]  The Good Hand of Our God
[00:07:20.000 --> 00:07:24.000]  是英文聖經尼西米記
[00:07:24.000 --> 00:07:29.000]  以色列記的金句
[00:07:29.000 --> 00:07:33.000]  不怪希伯倫堂任何一個人
[00:07:33.000 --> 00:07:36.000]  因為我們不是讀英文聖經長大的
[00:07:36.000 --> 00:07:40.000]  但可見何教士真是讀聖經的
[00:07:40.000 --> 00:07:48.000]  當他想到他怎樣來總結他一生的時候
[00:07:48.000 --> 00:07:52.000]  他原來是用了舊約聖經
[00:07:52.000 --> 00:07:55.000]  在歷史上的這一句金句
[00:07:55.000 --> 00:08:00.000]  「我們神施恩的手」
[00:08:00.000 --> 00:08:06.000]  來總結他的生命
[00:08:06.000 --> 00:08:09.000]  The Good Hand of Our God
[00:08:09.000 --> 00:08:13.000]  所以今天我選擇這個題目
[00:08:13.000 --> 00:08:17.000]  是因為希伯倫堂的淵源
[00:08:17.000 --> 00:08:22.000]  是因為何教士的傳記
[00:08:22.000 --> 00:08:26.000]  是他的選擇
[00:08:26.000 --> 00:08:28.000]  是他定的
[00:08:28.000 --> 00:08:30.000]  中文名不是他定的
[00:08:30.000 --> 00:08:34.000]  所以「我們神施恩的手」
[00:08:34.000 --> 00:08:40.000]  我就問為何何教士會想起聖經這句說話呢
[00:08:40.000 --> 00:08:44.000]  到底他想表達的是甚麼呢
[00:08:44.000 --> 00:08:48.000]  整本書他都沒有解釋過
[00:08:48.000 --> 00:08:50.000]  沒有交代過
[00:08:50.000 --> 00:08:54.000]  我們就需要回到
[00:08:54.000 --> 00:08:56.000]  剛才多謝梨希米記姐妹
[00:08:56.000 --> 00:09:01.000]  跟我們讀出第二章十八節的經文
[00:09:01.000 --> 00:09:05.000]  我想很快跟大家看看
[00:09:05.000 --> 00:09:09.000]  這一段經文三個的重點
[00:09:12.000 --> 00:09:16.000]  梨希米記記載的是
[00:09:16.000 --> 00:09:28.000]  亡國秘魯回歸耶路撒冷重建的一段歷史
[00:09:28.000 --> 00:09:32.000]  公元前第五世紀
[00:09:32.000 --> 00:09:37.000]  馬代波斯(即今日伊朗帝國)
[00:09:37.000 --> 00:09:42.000]  取代了巴比倫帝國(伊拉克)
[00:09:42.000 --> 00:09:46.000]  由未到希臘(亞歷山大)
[00:09:46.000 --> 00:09:52.000]  在這一段歷史二百年的盛世
[00:09:52.000 --> 00:09:56.000]  波斯帝國按照聖經
[00:09:56.000 --> 00:10:00.000]  以斯帖記的介紹
[00:10:00.000 --> 00:10:05.000]  一百二十七個省
[00:10:05.000 --> 00:10:10.000]  從印度到古實
[00:10:10.000 --> 00:10:20.000]  非洲、亞洲的一個文明帝國
[00:10:20.000 --> 00:10:26.000]  但是梨希米記所記載的歷史
[00:10:26.000 --> 00:10:30.000]  不是帝國的盛世
[00:10:30.000 --> 00:10:34.000]  而是耶路撒冷的放量
[00:10:34.000 --> 00:10:38.000]  這是第一個歷史的焦點
[00:10:38.000 --> 00:10:40.000]  我們需要掌握
[00:10:40.000 --> 00:10:44.000]  然後我們才明白何教士為何會用這句說話
[00:10:44.000 --> 00:10:46.000]  第二個重點
[00:10:46.000 --> 00:10:49.000]  梨希米記告訴我們
[00:10:49.000 --> 00:10:53.000]  他想到神施恩的手
[00:10:53.000 --> 00:10:58.000]  其實不是在帝國的宮廷
[00:10:58.000 --> 00:11:01.000]  安殊的環境
[00:11:01.000 --> 00:11:03.000]  而是在耶路撒冷
[00:11:03.000 --> 00:11:08.000]  特別是在他半夜巡視
[00:11:08.000 --> 00:11:15.000]  荒廢被拆毀的城牆前後
[00:11:15.000 --> 00:11:17.000]  他看見的異象
[00:11:17.000 --> 00:11:21.000]  從神而來的是甚麼
[00:11:21.000 --> 00:11:26.000]  這是第二點我們需要明白掌握
[00:11:26.000 --> 00:11:30.000]  最後梨希米記第二章告訴我們
[00:11:30.000 --> 00:11:37.000]  梨希米動員百姓起來建造
[00:11:37.000 --> 00:11:46.000]  面對不是一個沒有艱難、順利的環境
[00:11:46.000 --> 00:11:48.000]  但是經文告訴我們
[00:11:48.000 --> 00:11:58.000]  他奮勇帶領百姓完成重建的工程
[00:11:58.000 --> 00:12:00.000]  六個半星期
[00:12:00.000 --> 00:12:04.000]  還要一隻手拿著武器
[00:12:04.000 --> 00:12:11.000]  另一隻手來做重建的工程
[00:12:11.000 --> 00:12:14.000]  所以三個焦點
[00:12:14.000 --> 00:12:21.000]  我們來看看聖經是怎樣記載
[00:12:21.000 --> 00:12:25.000]  何教士回憶他的一生
[00:12:25.000 --> 00:12:28.000]  為何會引用
[00:12:28.000 --> 00:12:32.000]  The good hand of our God
[00:12:32.000 --> 00:12:42.000]  這一句在梨希米手中寫下來的一句金句
[00:12:42.000 --> 00:12:46.000]  公元前第五世紀
[00:12:46.000 --> 00:12:53.000]  其實是一個很輝煌的歷史時刻
[00:12:53.000 --> 00:12:57.000]  因為波斯帝國統一天下
[00:12:57.000 --> 00:13:00.000]  天下太平
[00:13:00.000 --> 00:13:03.000]  如果你讀撒加利亞書第一章
[00:13:03.000 --> 00:13:07.000]  才見到異象從耶和華面前
[00:13:07.000 --> 00:13:12.000]  有四匹不同顏色的馬出到去巡視天下
[00:13:12.000 --> 00:13:16.000]  回來回報天下太平
[00:13:16.000 --> 00:13:18.000]  這個不簡單
[00:13:18.000 --> 00:13:23.000]  因為我們這一代是第二次世界大戰之後出生
[00:13:23.000 --> 00:13:25.000]  所以我們不明白甚麼是戰爭
[00:13:25.000 --> 00:13:28.000]  師母坐在這裏問問我媽媽
[00:13:28.000 --> 00:13:31.000]  三年零八個月
