
[00:00:00.000 --> 00:00:03.560]  在第四堂跟大家一起分享
[00:00:03.560 --> 00:00:05.560]  我覺得經常都在第四堂
[00:00:05.560 --> 00:00:07.920]  其實挺好的 很親切
[00:00:07.920 --> 00:00:11.160]  今天見到很多新手浸的國會的頂姐妹
[00:00:11.160 --> 00:00:11.840]  恭喜你們
[00:00:11.840 --> 00:00:14.040]  一直看著你們加入
[00:00:14.040 --> 00:00:15.040]  看著你們成長
[00:00:15.040 --> 00:00:18.600]  我相信是我們大家頂姐妹最大的滿足
[00:00:18.600 --> 00:00:21.280]  好了 我們七月到九月這一季
[00:00:21.280 --> 00:00:23.880]  是我們的北宣家的講道
[00:00:23.880 --> 00:00:25.880]  集中一個主題
[00:00:25.880 --> 00:00:27.160]  就是我們想研究
[00:00:27.160 --> 00:00:29.400]  舊約裏面一個很偉大的人物
[00:00:29.400 --> 00:00:30.960]  叫做以利亞
[00:00:30.960 --> 00:00:32.440]  這個偉大的先知
[00:00:32.440 --> 00:00:36.280]  他的屬靈的能力和經歷究竟是怎樣
[00:00:36.280 --> 00:00:37.760]  剛才我們所讀的那段聖經
[00:00:37.760 --> 00:00:39.160]  就是講到以利亞
[00:00:39.160 --> 00:00:40.960]  剛剛開始出來的時候
[00:00:40.960 --> 00:00:42.840]  神給他的訓練
[00:00:42.840 --> 00:00:44.440]  我們打開聖經
[00:00:44.440 --> 00:00:46.720]  我們看回剛才我們所讀的那段經文
[00:00:46.720 --> 00:00:48.720]  就在我們唐用聖經
[00:00:48.720 --> 00:00:51.800]  是520頁舊約
[00:00:51.800 --> 00:00:54.120]  520頁
[00:00:54.120 --> 00:00:56.120]  我們看第17章
[00:00:56.120 --> 00:00:59.000]  就是以利亞的出現
[00:00:59.000 --> 00:01:01.360]  我們在七月開始的時候
[00:01:01.360 --> 00:01:04.560]  已經講過他最初的一些事蹟
[00:01:04.560 --> 00:01:07.840]  今天我們特別看他在撒勒法的地方
[00:01:07.840 --> 00:01:11.480]  和一個寡婦所經歷的
[00:01:11.480 --> 00:01:13.480]  神自己怎樣的訓練
[00:01:13.480 --> 00:01:16.800]  我想今天和大家從一個主線來看
[00:01:16.800 --> 00:01:18.080]  我們時間不是很多
[00:01:18.080 --> 00:01:20.480]  所以我們集中在一條線來看
[00:01:20.480 --> 00:01:23.280]  就是以利亞是一個怎樣的人
[00:01:23.280 --> 00:01:27.480]  由以利亞怎樣可以在神自己的訓練底下
[00:01:27.480 --> 00:01:32.480]  成為神一個使用的偉大的一個神的功人
[00:01:32.480 --> 00:01:35.960]  我這樣這條線是有我的原因的
[00:01:35.960 --> 00:01:37.960]  因為我覺得
[00:01:37.960 --> 00:01:39.960]  我們在聖經裡面有根據
[00:01:39.960 --> 00:01:43.160]  其實以利亞都是一個很普通的人
[00:01:43.160 --> 00:01:44.760]  他都有很多的弱點
[00:01:44.760 --> 00:01:46.480]  我這樣講不是不尊重他
[00:01:46.480 --> 00:01:47.480]  是有根據的
[00:01:47.480 --> 00:01:49.480]  我們留意一下
[00:01:49.480 --> 00:01:52.760]  新約裡面有對以利亞的一些評價
[00:01:52.760 --> 00:01:54.480]  其中有一節比較特別的
[00:01:54.480 --> 00:01:55.760]  大家不用跟著看了
[00:01:55.760 --> 00:01:56.960]  因為我讀給大家聽
[00:01:56.960 --> 00:01:58.960]  在新約的《雅各書》裡面
[00:01:58.960 --> 00:01:59.960]  五章十七節
[00:01:59.960 --> 00:02:03.560]  就總結以利亞有這樣的奇怪的說話
[00:02:03.560 --> 00:02:07.960]  他說以利亞和我們都是同樣性情的人
[00:02:07.960 --> 00:02:11.960]  不過他懇求祈禱的時候
[00:02:11.960 --> 00:02:13.960]  神就讓天不下雨
[00:02:13.960 --> 00:02:16.960]  三年零六個月
[00:02:16.960 --> 00:02:19.960]  他再祈禱的時候天就下雨
[00:02:19.960 --> 00:02:21.960]  地就生出土產來
[00:02:21.960 --> 00:02:24.960]  我想大家特別留意這個總結的評價裡面
[00:02:24.960 --> 00:02:26.960]  很特別的一句話
[00:02:26.960 --> 00:02:29.960]  他說以利亞同樣和我們一樣
[00:02:29.960 --> 00:02:32.960]  都是有所限制的
[00:02:32.960 --> 00:02:35.960]  剛才你不是這樣講
[00:02:35.960 --> 00:02:36.960]  我聖經不是這樣講
[00:02:36.960 --> 00:02:39.960]  原來的原文的意思是這樣的意思
[00:02:39.960 --> 00:02:41.960]  中文是翻譯不到那種味道
[00:02:41.960 --> 00:02:43.960]  就是說他不單單是
[00:02:43.960 --> 00:02:46.960]  聖經說和我們有性情相同
[00:02:46.960 --> 00:02:48.960]  其實他最重要的聖經說
[00:02:48.960 --> 00:02:50.960]  其實他和我們一樣都是很普通
[00:02:50.960 --> 00:02:51.960]  都很有限
[00:02:51.960 --> 00:02:53.960]  都很多弱點的人
[00:02:53.960 --> 00:02:54.960]  例如這個
[00:02:54.960 --> 00:02:56.960]  Homo Eupatheis
[00:02:56.960 --> 00:02:59.960]  這個字其實就是同樣的
[00:02:59.960 --> 00:03:00.960]  都是這麼有弱點的
[00:03:00.960 --> 00:03:03.960]  一個這麼有弱點的人
[00:03:03.960 --> 00:03:04.960]  怎麼成為這麼偉大
[00:03:04.960 --> 00:03:06.960]  舊約裡面其中一個最偉大的
[00:03:06.960 --> 00:03:07.960]  神所用的人
[00:03:07.960 --> 00:03:08.960]  大家都記得
[00:03:08.960 --> 00:03:10.960]  以利亞是一個很偉大的先知
[00:03:10.960 --> 00:03:11.960]  我想起的時候
[00:03:11.960 --> 00:03:13.960]  想起他在山上
[00:03:13.960 --> 00:03:15.960]  加密山上和幾百個先知
[00:03:15.960 --> 00:03:18.960]  那些假先知巴力的阿瑟拉的
[00:03:18.960 --> 00:03:20.960]  來對比對抗
[00:03:20.960 --> 00:03:22.960]  以一敵數百
[00:03:22.960 --> 00:03:24.960]  做出這麼偉大的成就
[00:03:24.960 --> 00:03:25.960]  其實以利亞
[00:03:25.960 --> 00:03:26.960]  我們看回他的生平
[00:03:26.960 --> 00:03:27.960]  如果留意研究的時候
[00:03:27.960 --> 00:03:32.960]  我覺得其實他也是一個很水皮下的人
[00:03:32.960 --> 00:03:35.960]  水皮不是因為他做了什麼
[00:03:35.960 --> 00:03:37.960]  而是他本身的性格
[00:03:37.960 --> 00:03:38.960]  其實他都有很多弱點
[00:03:38.960 --> 00:03:40.960]  如果比較直接的說
[00:03:40.960 --> 00:03:41.960]  他是很寸下
[00:03:41.960 --> 00:03:44.960]  但其實他很自卑又很自大
[00:03:44.960 --> 00:03:47.960]  自卑和自大其實差不多
[00:03:47.960 --> 00:03:48.960]  你有沒有留意
[00:03:48.960 --> 00:03:49.960]  很多人都是一樣的
[00:03:49.960 --> 00:03:51.960]  以利亞是來自一個
[00:03:51.960 --> 00:03:52.960]  窮鄉僻壤
[00:03:52.960 --> 00:03:53.960]  叫提比斯
[00:03:53.960 --> 00:03:55.960]  不知道是哪裡來的鄉下
[00:03:55.960 --> 00:03:57.960]  不過神就提拔他成為一個
[00:03:57.960 --> 00:04:00.960]  面對整個國家民族
[00:04:00.960 --> 00:04:01.960]  亞哈王當時
[00:04:01.960 --> 00:04:03.960]  整個信仰墮落的時候
[00:04:03.960 --> 00:04:05.960]  以一敵千萬
[00:04:05.960 --> 00:04:07.960]  一個這樣偉大的英雄
[00:04:07.960 --> 00:04:09.960]  所以以利亞其實怯的
[00:04:09.960 --> 00:04:10.960]  你明白嗎
[00:04:10.960 --> 00:04:11.960]  一個人
[00:04:11.960 --> 00:04:14.960]  怯的時候他自卑
[00:04:14.960 --> 00:04:15.960]  但他怯
[00:04:15.960 --> 00:04:16.960]  不過他要做大事的時候
[00:04:16.960 --> 00:04:18.960]  於是就鞠起自己的自信心
[00:04:18.960 --> 00:04:20.960]  不過自信心鞠一鞠一
[00:04:20.960 --> 00:04:22.960]  歪了就變成自大
[00:04:22.960 --> 00:04:24.960]  事實上都有這樣的情況
[00:04:24.960 --> 00:04:26.960]  我覺得以利亞都有這樣的情況
[00:04:26.960 --> 00:04:28.960]  我們舉幾個很簡單的例子
[00:04:28.960 --> 00:04:30.960]  稍為交代幾句
[00:04:30.960 --> 00:04:32.960]  給一個背景
[00:04:32.960 --> 00:04:33.960]  你記得以利亞出來的時候
[00:04:33.960 --> 00:04:36.960]  神叫他去和亞哈王說
[00:04:36.960 --> 00:04:38.960]  其實神猜排他
[00:04:38.960 --> 00:04:39.960]  但你有沒有留意
[00:04:39.960 --> 00:04:42.960]  就十七章第一節一開始的時候
[00:04:42.960 --> 00:04:44.960]  就說以利亞什麼
[00:04:44.960 --> 00:04:46.960]  若沒有我的命令
[00:04:46.960 --> 00:04:48.960]  真是多厲害
[00:04:48.960 --> 00:04:49.960]  多牙刷
[00:04:49.960 --> 00:04:52.960]  若沒有我的命令就不會下雨
[00:04:52.960 --> 00:04:54.960]  可能神未必叫他這樣說
[00:04:54.960 --> 00:04:56.960]  不過覺得這樣厲害一點
[00:04:56.960 --> 00:04:58.960]  我的命令
[00:04:58.960 --> 00:05:00.960]  於是真的不下雨
[00:05:00.960 --> 00:05:02.960]  接著到第十八章
[00:05:02.960 --> 00:05:04.960]  第十八章周圍都沒有雨
[00:05:04.960 --> 00:05:07.960]  聖經說亞哈王就不知道怎麼辦
[00:05:07.960 --> 00:05:09.960]  於是找他一個僕人叫做俄巴底
[00:05:09.960 --> 00:05:10.960]  這是敬畏城的人
[00:05:10.960 --> 00:05:12.960]  去周圍想想有沒有水喝
[00:05:12.960 --> 00:05:13.960]  找不找到水
[00:05:13.960 --> 00:05:15.960]  誰搞出來的這件事
[00:05:15.960 --> 00:05:18.960]  於是俄巴底就碰見以利亞
[00:05:18.960 --> 00:05:20.960]  十八章說到兩次
[00:05:20.960 --> 00:05:22.960]  當俄巴底見到以利亞的時候
[00:05:22.960 --> 00:05:27.960]  以利亞說你帶口信回去告訴主人
[00:05:27.960 --> 00:05:29.960]  以利亞就在這裡
[00:05:29.960 --> 00:05:31.960]  多牙刷
[00:05:31.960 --> 00:05:34.960]  亞哈王說誰搞出這種事
[00:05:34.960 --> 00:05:36.960]  現在天都乾了沒有東西吃
[00:05:36.960 --> 00:05:38.960]  以利亞說
[00:05:38.960 --> 00:05:40.960]  以利亞就在這裡
[00:05:40.960 --> 00:05:42.960]  你叫亞哈來找我
[00:05:42.960 --> 00:05:44.960]  然後亞哈死死氣了來找他
[00:05:44.960 --> 00:05:45.960]  你不要留意
[00:05:45.960 --> 00:05:47.960]  其實他可以找亞哈王
[00:05:47.960 --> 00:05:50.960]  不過以利亞覺得多威風
[00:05:50.960 --> 00:05:53.960]  整個國家的命運都在他手裡
[00:05:53.960 --> 00:05:55.960]  以利亞有這樣的氣勢
[00:05:55.960 --> 00:05:58.960]  但背後其實他有一種很大的自信
[00:05:58.960 --> 00:06:01.960]  自信的爆棚當然就去到加密山上
[00:06:01.960 --> 00:06:03.960]  真是很輝煌的成就
[00:06:03.960 --> 00:06:05.960]  不過大家都記得以利亞
[00:06:05.960 --> 00:06:09.960]  接著山峰跌到谷底
[00:06:09.960 --> 00:06:11.960]  打贏了先知之後
[00:06:11.960 --> 00:06:12.960]  以利亞就很興奮
[00:06:12.960 --> 00:06:14.960]  一下雨
[00:06:14.960 --> 00:06:17.960]  以利亞就跑在亞哈的車前
[00:06:17.960 --> 00:06:20.960]  跑去首都耶斯利
[00:06:20.960 --> 00:06:22.960]  看以色列復興
[00:06:22.960 --> 00:06:25.960]  誰知道看到亞哈的太太
[00:06:25.960 --> 00:06:31.960]  就是引進邪惡的巴黎先知的皇后
[00:06:31.960 --> 00:06:33.960]  耶西別說我今天不殺你五星爺
[00:06:33.960 --> 00:06:36.960]  馬上整個人崩潰
[00:06:36.960 --> 00:06:37.960]  散了
[00:06:37.960 --> 00:06:39.960]  立刻落荒而逃
[00:06:39.960 --> 00:06:41.960]  又生又死又不肯吃東西
[00:06:41.960 --> 00:06:43.960]  什麼醜態都出來了
[00:06:43.960 --> 00:06:45.960]  人很奇怪的可以很厲害
[00:06:45.960 --> 00:06:47.960]  但可以很脆弱
[00:06:47.960 --> 00:06:50.960]  其實以利亞根本就是一個很脆弱的人
[00:06:50.960 --> 00:06:52.960]  很脆弱很虛怯的人
[00:06:52.960 --> 00:06:54.960]  不過他被逼上來的時候
[00:06:54.960 --> 00:06:56.960]  他以為自己可以做到事
[00:06:56.960 --> 00:06:58.960]  所以神一度要對付他
[00:06:58.960 --> 00:07:00.960]  要用他的時候要對付他
[00:07:00.960 --> 00:07:02.960]  以利亞這種人
[00:07:02.960 --> 00:07:06.960]  究竟神怎樣可以訓練改造他
[00:07:06.960 --> 00:07:09.960]  成為一個合他用的器皿呢
[00:07:09.960 --> 00:07:12.960]  今天我們研究一下一些主題
[00:07:12.960 --> 00:07:16.960]  第十七章就說了三個回合的訓練
[00:07:16.960 --> 00:07:19.960]  我們在七月第一個禮拜已經說了第一個回合
[00:07:19.960 --> 00:07:22.960]  當以利亞宣佈了我不祈禱
[00:07:22.960 --> 00:07:24.960]  沒有我的命令
[00:07:24.960 --> 00:07:27.960]  天就不下雨果然就不下雨
[00:07:27.960 --> 00:07:29.960]  地就開始旱
[00:07:29.960 --> 00:07:33.960]  整個國家被他搞到不知道怎麼辦
[00:07:33.960 --> 00:07:36.960]  這個就是那個前奏
[00:07:36.960 --> 00:07:39.960]  聖經把鏡頭轉向以利亞
[00:07:39.960 --> 00:07:41.960]  跟著他三個遭遇
[00:07:41.960 --> 00:07:45.960]  也是我們今天從一個屬靈的訓練來看
[00:07:45.960 --> 00:07:48.960]  神是有意要在以利亞做大事之前
[00:07:48.960 --> 00:07:50.960]  打輝煌的仗之前
[00:07:50.960 --> 00:07:53.960]  給他一個很深刻的訓練
[00:07:53.960 --> 00:07:55.960]  三個訓練
[00:07:55.960 --> 00:07:57.960]  在基勒溪旁
[00:07:57.960 --> 00:08:00.960]  他等烏鴉來餵他吃東西
[00:08:00.960 --> 00:08:02.960]  拿東西給他吃
[00:08:02.960 --> 00:08:03.960]  水又乾
[00:08:03.960 --> 00:08:06.960]  第二個和第三個就是我們今天所讀到的
[00:08:06.960 --> 00:08:08.960]  剛才說的兩個例子
[00:08:08.960 --> 00:08:10.960]  一個就是一個寡婦去供養他
[00:08:10.960 --> 00:08:12.960]  不過沒有東西吃去供養他
[00:08:12.960 --> 00:08:16.960]  於是他的油和麵粉
[00:08:16.960 --> 00:08:18.960]  都因為神蹟的緣故繼續有
