
[00:00:00.000 --> 00:00:05.600]  請你一起低頭安靜在神面前
[00:00:05.600 --> 00:00:07.200]  我們一起祈禱
[00:00:07.200 --> 00:00:09.200]  我們主耶穌基督我們多謝你
[00:00:09.200 --> 00:00:11.600]  讓我們今晚在風雨當中
[00:00:11.600 --> 00:00:14.400]  在香港這個風風雨雨的城市裏面
[00:00:14.400 --> 00:00:17.000]  我們可以打開你自己的說話
[00:00:17.000 --> 00:00:20.000]  聆聽你自己對我們所說的
[00:00:20.000 --> 00:00:21.600]  主啊我們多謝你
[00:00:21.600 --> 00:00:25.000]  在2000年前你感動保羅在坐牢的時候
[00:00:25.000 --> 00:00:26.600]  寫了這些說話
[00:00:26.600 --> 00:00:28.600]  我們知道你感動保羅的靈
[00:00:28.600 --> 00:00:30.600]  今晚同樣感動我們
[00:00:30.600 --> 00:00:33.600]  主啊我們今天坐在這裏的弟兄姊妹
[00:00:33.600 --> 00:00:34.600]  我們自己面對的
[00:00:34.600 --> 00:00:37.600]  我們家庭所面對的你知道
[00:00:37.600 --> 00:00:40.600]  主啊或者在我們心中有很多困難
[00:00:40.600 --> 00:00:42.600]  有很多很重擔的地方
[00:00:42.600 --> 00:00:43.600]  主啊如果是這樣的
[00:00:43.600 --> 00:00:47.200]  主啊我們求你今晚用你自己的說話
[00:00:47.200 --> 00:00:48.600]  用你當日感動保羅的靈
[00:00:48.600 --> 00:00:50.600]  今天感動我們的心
[00:00:50.600 --> 00:00:53.600]  讓我們能夠在保羅的作品裏面
[00:00:53.600 --> 00:00:54.600]  在你自己的恩典當中
[00:00:54.600 --> 00:00:56.600]  我們仍然看見
[00:00:56.600 --> 00:00:59.600]  在困難當中困境當中仍然有彩虹
[00:00:59.600 --> 00:01:02.600]  就像在寶萊克黑無天日的監倉裏面
[00:01:02.600 --> 00:01:05.600]  仍然可以說出喜樂喜樂歡歡喜喜
[00:01:05.600 --> 00:01:08.600]  又要一同喜樂這些說話
[00:01:08.600 --> 00:01:09.600]  主啊我們不明白
[00:01:09.600 --> 00:01:11.600]  我們真的有時感受不到
[00:01:11.600 --> 00:01:14.600]  他那種生命力是怎樣爆發出來
[00:01:14.600 --> 00:01:16.600]  主啊我們知道唯有你教我們
[00:01:16.600 --> 00:01:18.600]  唯有你的力量你的恩典賜給我們
[00:01:18.600 --> 00:01:20.600]  我們才能夠有
[00:01:20.600 --> 00:01:21.600]  主啊我們仰望你
[00:01:21.600 --> 00:01:23.600]  我們謙卑在你面前等候你
[00:01:23.600 --> 00:01:25.600]  求你恩代我們每一個弟兄姊妹
[00:01:25.600 --> 00:01:27.600]  聽我們的祈禱
[00:01:27.600 --> 00:01:29.600]  奉耶穌基督的名求
[00:01:30.600 --> 00:01:35.600]  首先用我們那張海報
[00:01:35.600 --> 00:01:37.600]  所說的幾句說話
[00:01:37.600 --> 00:01:39.600]  我自己所寫的說話
[00:01:39.600 --> 00:01:40.600]  作為一個開始
[00:01:40.600 --> 00:01:43.600]  有人說在保羅的書信當中
[00:01:43.600 --> 00:01:46.600]  有兩卷書信是最具有
[00:01:46.600 --> 00:01:49.600]  深情剖白的作品
[00:01:49.600 --> 00:01:53.600]  如果哥林多後書是保羅的哭泣
[00:01:53.600 --> 00:01:57.600]  菲勒比書是保羅的歡笑
[00:01:57.600 --> 00:02:03.600]  但問題是一個本來處於事業高峰
[00:02:03.600 --> 00:02:07.600]  但突然間慘遭冤獄的人
[00:02:07.600 --> 00:02:10.600]  而且都五十多可能六十歲
[00:02:10.600 --> 00:02:12.600]  一個這樣年紀的人
[00:02:12.600 --> 00:02:13.600]  在監倉裏面
[00:02:13.600 --> 00:02:15.600]  又為何可以寫得出
[00:02:15.600 --> 00:02:19.600]  這麼喜樂充滿歡樂的作品呢
[00:02:19.600 --> 00:02:22.600]  我講這句說話並不是隨便說的
[00:02:22.600 --> 00:02:24.600]  在短短的四張菲勒比書裏面
[00:02:24.600 --> 00:02:26.600]  如果我們用這個原文希臘文
[00:02:26.600 --> 00:02:30.600]  這個喜樂 歡歡喜喜的字眼
[00:02:30.600 --> 00:02:32.600]  這個Kara這個字
[00:02:32.600 --> 00:02:34.600]  又或者是Kyro
[00:02:34.600 --> 00:02:36.600]  這些字眼的時候
[00:02:36.600 --> 00:02:38.600]  總共出現了十六次
[00:02:38.600 --> 00:02:41.600]  我們自然在看下去就會看到
[00:02:41.600 --> 00:02:45.600]  絕不簡單 也絕不對稱
[00:02:45.600 --> 00:02:47.600]  我們遲些會思想
[00:02:47.600 --> 00:02:51.600]  一個坐牢的阿伯
[00:02:51.600 --> 00:02:55.600]  為何可以這麼開心
[00:02:55.600 --> 00:02:59.600]  是什麼原因令他有這樣的生命力
[00:02:59.600 --> 00:03:02.600]  我相信這些發掘
[00:03:02.600 --> 00:03:04.600]  對於你和我今天坐在這裏的人
[00:03:04.600 --> 00:03:06.600]  一定有意思
[00:03:06.600 --> 00:03:08.600]  過去這幾年
[00:03:08.600 --> 00:03:10.600]  我們發覺香港人的面孔
[00:03:10.600 --> 00:03:12.600]  越來越不快樂
[00:03:12.600 --> 00:03:15.600]  越來越生氣 越來越暴躁
[00:03:15.600 --> 00:03:18.600]  我自己回到香港
[00:03:18.600 --> 00:03:20.600]  都不是很長的時間
[00:03:20.600 --> 00:03:22.600]  在加拿大一段很長的時間
[00:03:22.600 --> 00:03:24.600]  回到香港我都是香港人
[00:03:24.600 --> 00:03:27.600]  感覺到和十幾年前很不同
[00:03:27.600 --> 00:03:30.600]  十幾年前香港不是最好時期
[00:03:30.600 --> 00:03:33.600]  但都不是這麼暴躁
[00:03:33.600 --> 00:03:35.600]  香港人很兇
[00:03:35.600 --> 00:03:37.600]  動不動就罵人
[00:03:37.600 --> 00:03:39.600]  我記得剛回到香港的時候
[00:03:39.600 --> 00:03:41.600]  去買菜
[00:03:41.600 --> 00:03:43.600]  去沙田街市買菜
[00:03:43.600 --> 00:03:45.600]  那時可能剛打完風
[00:03:45.600 --> 00:03:47.600]  比較貴一點
[00:03:47.600 --> 00:03:48.600]  我又不太知道價錢
[00:03:48.600 --> 00:03:50.600]  我問菜心多少錢
[00:03:50.600 --> 00:03:53.600]  十二元加十二元其實都很貴
[00:03:53.600 --> 00:03:55.600]  我都不知道
[00:03:55.600 --> 00:03:57.600]  沒理由這麼貴
[00:03:57.600 --> 00:03:59.600]  十二元一斤
[00:03:59.600 --> 00:04:01.600]  很有趣的
[00:04:01.600 --> 00:04:03.600]  那些菜舖的大叔
[00:04:03.600 --> 00:04:05.600]  你說幾千斤
[00:04:05.600 --> 00:04:07.600]  他已經拿一個袋子給你
[00:04:07.600 --> 00:04:09.600]  要多少
[00:04:09.600 --> 00:04:11.600]  我心想這麼貴
[00:04:11.600 --> 00:04:13.600]  不買了
[00:04:13.600 --> 00:04:15.600]  轉身就被他罵
[00:04:15.600 --> 00:04:17.600]  轉身我還聽到他的聲音
[00:04:17.600 --> 00:04:19.600]  想想為何這麼兇
[00:04:19.600 --> 00:04:21.600]  其實香港人不是兇
[00:04:21.600 --> 00:04:23.600]  很沉淡
[00:04:23.600 --> 00:04:25.600]  心情很沉重
[00:04:25.600 --> 00:04:27.600]  面孔好不好看
[00:04:27.600 --> 00:04:29.600]  事實上是的
[00:04:29.600 --> 00:04:31.600]  我們所遭遇的事有時很不容易
[00:04:31.600 --> 00:04:34.600]  保羅在這個困境當中
[00:04:34.600 --> 00:04:35.600]  為何這麼開心
[00:04:35.600 --> 00:04:37.600]  我相信有些頂姐妹坐在這裏
[00:04:37.600 --> 00:04:39.600]  心裏可能會說
[00:04:39.600 --> 00:04:40.600]  你不明白了
[00:04:40.600 --> 00:04:41.600]  是很慘的
[00:04:41.600 --> 00:04:43.600]  你明不明白我多慘
[00:04:43.600 --> 00:04:45.600]  我困境你明不明白
[00:04:45.600 --> 00:04:46.600]  對不起我真的不認識你
[00:04:46.600 --> 00:04:48.600]  所以我不知道
[00:04:48.600 --> 00:04:50.600]  我都經過困境
[00:04:50.600 --> 00:04:52.600]  你想想我困境很慘
[00:04:52.600 --> 00:04:54.600]  我快沒工作了
[00:04:54.600 --> 00:04:55.600]  你明不明白
[00:04:55.600 --> 00:04:57.600]  每天上班不知道何時被人解僱的心情
[00:04:57.600 --> 00:04:59.600]  我隔壁的那間又被解僱了
[00:04:59.600 --> 00:05:03.600]  聽聞那間已經慢慢不行了
