
[00:00:00.000 --> 00:00:04.920]  今天繼續《羅馬書》
[00:00:04.920 --> 00:00:08.120]  清晨是好的時間
[00:00:08.120 --> 00:00:11.800]  是一個比較深的經文
[00:00:11.800 --> 00:00:13.800]  不過希望你八點半很清醒
[00:00:13.800 --> 00:00:15.320]  還是你還沒睡醒呢?
[00:00:15.320 --> 00:00:16.840]  我們今天討論一下
[00:00:16.840 --> 00:00:20.080]  順序討論一段比較複雜的經文
[00:00:20.080 --> 00:00:22.640]  《羅馬書》五章十二到一節
[00:00:22.640 --> 00:00:27.080]  我們照樣都是一起讀一次
[00:00:27.080 --> 00:00:31.840]  十二節到一節一起讀完它
[00:00:31.840 --> 00:00:33.040]  預備起
[00:00:33.040 --> 00:00:36.920]  就如罪是從一人入了世界
[00:00:36.920 --> 00:00:39.720]  死又是從罪來的
[00:00:39.720 --> 00:00:42.640]  於是死就臨到眾人
[00:00:42.640 --> 00:00:45.680]  因為眾人都犯了罪
[00:00:45.680 --> 00:00:47.640]  沒有律法之先
[00:00:47.640 --> 00:00:49.920]  罪已經在世上
[00:00:49.920 --> 00:00:53.920]  但沒有律法罪也不算罪
[00:00:53.920 --> 00:00:56.960]  然而從亞當到摩西
[00:00:56.960 --> 00:00:58.880]  死就作了王
[00:00:58.880 --> 00:01:03.120]  連那些不與亞當犯一樣罪過的
[00:01:03.120 --> 00:01:05.520]  也在他的權下
[00:01:05.520 --> 00:01:10.800]  亞當那是那以後要來之人的遇象
[00:01:10.800 --> 00:01:14.040]  只是過犯不如因次
[00:01:14.040 --> 00:01:16.200]  若因一人的過犯
[00:01:16.200 --> 00:01:18.200]  眾人都死了
[00:01:18.200 --> 00:01:20.480]  何況神的恩典
[00:01:20.480 --> 00:01:25.400]  與那因耶穌基督一人恩典中的賞賜
[00:01:25.400 --> 00:01:29.600]  豈不更加倍地臨到眾人嗎?
[00:01:29.600 --> 00:01:32.880]  因一人犯罪就定罪
[00:01:32.880 --> 00:01:35.040]  也不如因次
[00:01:35.040 --> 00:01:38.920]  原來審判是因一人而定罪
[00:01:38.920 --> 00:01:44.120]  因次乃是由許多過犯而稱爾
[00:01:44.120 --> 00:01:46.560]  若因一人的過犯
[00:01:46.560 --> 00:01:50.080]  死就因這一人作了王
[00:01:50.080 --> 00:01:55.400]  何況那些受洪恩幽夢所賜之而的
[00:01:55.400 --> 00:02:02.000]  豈不更要因耶穌基督一人在生命中作王嗎?
[00:02:02.000 --> 00:02:03.840]  如此說來
[00:02:03.840 --> 00:02:05.920]  因一次的過犯
[00:02:05.920 --> 00:02:08.360]  眾人都被定罪
[00:02:08.360 --> 00:02:11.320]  照樣因一次的異行
[00:02:11.320 --> 00:02:15.800]  眾人也就被稱爾得生命了
[00:02:15.800 --> 00:02:17.800]  因一人的叛逆
[00:02:17.800 --> 00:02:20.160]  眾人成為罪人
[00:02:20.160 --> 00:02:22.960]  照樣因一人的信服
[00:02:22.960 --> 00:02:25.800]  眾人也成為異了
[00:02:25.800 --> 00:02:28.440]  律法管事外天的
[00:02:28.440 --> 00:02:30.600]  叫過犯顯多
[00:02:30.600 --> 00:02:33.520]  只是罪在哪裡顯多
[00:02:33.520 --> 00:02:36.600]  恩典也更顯多了
[00:02:36.600 --> 00:02:40.000]  就如罪作王叫人死
[00:02:40.000 --> 00:02:43.920]  照樣恩典也藉著義作王
[00:02:43.920 --> 00:02:48.840]  叫人因我們的主耶穌基督得永生
[00:02:48.840 --> 00:02:50.720]  我們做一個禱告
[00:02:50.720 --> 00:02:53.840]  主耶穌我們真的求祢幫助我們
[00:02:53.840 --> 00:02:58.720]  在我們的生命中體會甚麼叫做恩典作王
[00:02:58.720 --> 00:03:03.280]  在我們的生命之中體會基督生命的那份豐富
[00:03:03.280 --> 00:03:05.600]  今日一段聽到的時間
[00:03:05.600 --> 00:03:07.160]  求祢對我們說話
[00:03:07.160 --> 00:03:09.920]  禱告奉耶穌基督名
[00:03:09.920 --> 00:03:13.520]  好 我們就說這節的經文
[00:03:13.520 --> 00:03:15.520]  五章十二到一節
[00:03:15.520 --> 00:03:21.520]  寶羅的任何一卷書都有難解的地方
[00:03:21.520 --> 00:03:23.920]  這十二節到一節
[00:03:23.920 --> 00:03:27.040]  可以說是難解中的難解
[00:03:27.040 --> 00:03:29.040]  這段經文不但難解
[00:03:29.040 --> 00:03:34.880]  而且在教義上是很重要的一段經文
[00:03:34.880 --> 00:03:36.480]  就如我們所謂
[00:03:36.480 --> 00:03:39.200]  可能你聽過所謂賢序這個問題
[00:03:39.200 --> 00:03:43.320]  很多時候歸到這段經文怎樣去了解
[00:03:43.320 --> 00:03:44.840]  剛才讀的時候
[00:03:44.840 --> 00:03:47.080]  我不知道你能否感受到
[00:03:47.080 --> 00:03:50.920]  好像一人、眾人、多人、一人、一一一
[00:03:50.920 --> 00:03:53.320]  很多個一、很多個眾
[00:03:53.320 --> 00:03:56.040]  到底寶羅在說甚麼呢?
[00:03:56.040 --> 00:04:01.120]  這段經文大概可以分開三部份
[00:04:01.120 --> 00:04:05.840]  細節我們稍後會看看
[00:04:05.840 --> 00:04:07.240]  無論細節是怎樣
[00:04:07.240 --> 00:04:09.360]  大概輪廓是知道的
[00:04:09.360 --> 00:04:11.560]  這段經文是說兩個人
[00:04:11.560 --> 00:04:14.160]  一個叫亞當一個叫耶穌
[00:04:14.160 --> 00:04:17.720]  寶羅說明顯人類歷史上
[00:04:17.720 --> 00:04:20.520]  這兩個就是最重要的人
[00:04:20.520 --> 00:04:22.200]  這兩個不單止是一個人
[00:04:22.200 --> 00:04:23.480]  亞當是一個人
[00:04:23.480 --> 00:04:25.120]  耶穌是一個人
[00:04:25.120 --> 00:04:29.160]  這兩個人亦代表兩種人類
[00:04:29.160 --> 00:04:30.960]  有些屬亞當的人類
[00:04:30.960 --> 00:04:32.320]  有些屬基督
[00:04:32.320 --> 00:04:34.320]  有些屬耶穌的人類
[00:04:34.320 --> 00:04:37.680]  寶羅用這兩個人類比對
[00:04:37.680 --> 00:04:39.440]  亞當的人類是怎樣的
[00:04:39.440 --> 00:04:41.040]  耶穌的人類是怎樣的
[00:04:41.040 --> 00:04:42.080]  亞當做了甚麼
[00:04:42.080 --> 00:04:43.880]  耶穌又為我們做了甚麼
[00:04:43.880 --> 00:04:45.000]  很相似
[00:04:45.000 --> 00:04:46.680]  大概的輪廓就是這樣
[00:04:46.680 --> 00:04:48.840]  比較耶穌和亞當
[00:04:48.840 --> 00:04:50.200]  如果分開三段
[00:04:50.200 --> 00:04:52.880]  基本上大概是十二到十四節
[00:04:52.880 --> 00:04:56.240]  跟你說亞當和耶穌是差不多的
[00:04:56.240 --> 00:04:59.960]  耶穌做的事像亞當做的事
[00:04:59.960 --> 00:05:03.400]  不過十五至十七節告訴你
[00:05:03.400 --> 00:05:04.600]  其實又不像
[00:05:04.600 --> 00:05:07.520]  耶穌做的事比亞當威風很多
[00:05:07.520 --> 00:05:08.440]  比他厲害
[00:05:08.440 --> 00:05:09.480]  怎能夠比較呢?
[00:05:09.480 --> 00:05:11.480]  亞當怎能夠和耶穌比較呢?
[00:05:11.480 --> 00:05:16.720]  所以十五至十七節就說不像
[00:05:16.720 --> 00:05:20.800]  不過十八到一節就回到十二到十四節
[00:05:20.800 --> 00:05:22.240]  未說完的話
[00:05:22.240 --> 00:05:24.680]  雖然耶穌比亞當厲害很多
[00:05:24.680 --> 00:05:26.280]  不過其實都像
[00:05:26.280 --> 00:05:27.800]  他們所做的事
[00:05:27.800 --> 00:05:29.920]  或者他們成就了的事都是像的
[00:05:29.920 --> 00:05:32.120]  所以又像又不像又像
[00:05:32.120 --> 00:05:35.040]  所以寶羅就在裡面爭論
[00:05:35.040 --> 00:05:36.560]  所以為甚麼會混在一起
[00:05:36.560 --> 00:05:38.880]  寶羅很想說耶穌是像亞當
[00:05:38.880 --> 00:05:40.440]  不過又要告訴你
[00:05:40.440 --> 00:05:41.240]  不要搞錯
[00:05:41.240 --> 00:05:42.920]  不是十足十的像
[00:05:42.920 --> 00:05:45.120]  只是有些東西像
[00:05:45.120 --> 00:05:47.360]  我們就要看看有些甚麼像
[00:05:47.360 --> 00:05:49.120]  有些甚麼不像
[00:05:49.120 --> 00:05:51.840]  不過未進入十二節之前
[00:05:51.840 --> 00:05:53.400]  也先說一點
[00:05:53.400 --> 00:05:56.960]  其實十二到一節的目的是甚麼呢?
[00:05:56.960 --> 00:05:59.400]  寶羅為甚麼說到這裡
[00:05:59.400 --> 00:06:03.080]  忽然間要提亞當這個問題呢?
[00:06:03.080 --> 00:06:07.080]  因為寶羅一直由第一章到第五章十一節
[00:06:07.080 --> 00:06:08.440]  希望大家還記得
[00:06:08.440 --> 00:06:12.520]  羅馬書是說這個「恩順」、「清義」的道理
[00:06:12.520 --> 00:06:15.160]  他一直都沒有提到亞當的
[00:06:15.160 --> 00:06:17.760]  總之都是說世人都是罪人
[00:06:17.760 --> 00:06:19.200]  頭那三章
[00:06:19.200 --> 00:06:21.720]  然後第四章就是阿伯拉罕的例子
[00:06:21.720 --> 00:06:23.760]  連阿伯拉罕都是「恩順」、「清義」
[00:06:23.760 --> 00:06:25.880]  都不是「恩行」、「惟清義」
[00:06:25.880 --> 00:06:28.120]  然後第五章上半節
[00:06:28.120 --> 00:06:29.520]  如果你還記得
[00:06:29.520 --> 00:06:30.760]  上次跟你說到
[00:06:30.760 --> 00:06:33.240]  就說了三個的「跨口」
[00:06:33.240 --> 00:06:36.360]  我們在眾橫瀾之中都能夠「跨口」
[00:06:36.360 --> 00:06:38.600]  就是因為主耶穌基督的恩惠
[00:06:38.600 --> 00:06:39.880]  所以上次
[00:06:39.880 --> 00:06:43.640]  或者上一段經文的結束就是五章十一節
[00:06:43.640 --> 00:06:46.760]  「不但如此,我們直著我主耶穌基督
[00:06:46.760 --> 00:06:51.320]  德與臣和好,有則直著他以臣為樂」
[00:06:51.320 --> 00:06:53.400]  上次就跟你說過
[00:06:53.400 --> 00:06:56.200]  「以臣為樂」這個四個字
[00:06:56.200 --> 00:06:59.520]  其實直接的翻譯就是「跨口臣」
[00:06:59.520 --> 00:07:00.480]  我們跨口
[00:07:00.480 --> 00:07:02.640]  在基督裡我們跨口臣
[00:07:02.640 --> 00:07:05.920]  因為我們已經接受了和好
[00:07:05.920 --> 00:07:07.680]  或者這個「復和」
[00:07:07.680 --> 00:07:08.640]  也可以翻譯
[00:07:08.640 --> 00:07:10.880]  已經得到了「復和」
[00:07:10.880 --> 00:07:13.240]  所以十一節的結尾
[00:07:13.240 --> 00:07:15.000]  或者五章一到十一節的結尾
[00:07:15.000 --> 00:07:16.920]  就是說「跨口」這件事
[00:07:16.920 --> 00:07:18.720]  我們要跨口
[00:07:18.720 --> 00:07:20.880]  就是「臣」的恩典的偉大
[00:07:20.880 --> 00:07:22.160]  在這個恩典裡
[00:07:22.160 --> 00:07:25.600]  我們得到了「復和」或者「和好」
[00:07:25.600 --> 00:07:27.880]  所以其實五章十二節到耶一節
[00:07:27.880 --> 00:07:30.720]  其實是一個讀取
[00:07:30.720 --> 00:07:32.080]  一個讚美
[00:07:32.080 --> 00:07:34.840]  本來其實是繼續十一節在讚美
[00:07:34.840 --> 00:07:37.280]  到底我們跨些什麼呢?
[00:07:37.280 --> 00:07:39.480]  保羅叫我們跨口臣
[00:07:39.480 --> 00:07:42.000]  到底臣所做的事
[00:07:42.000 --> 00:07:46.040]  有什麼值得我們去跨口呢?
[00:07:46.040 --> 00:07:47.440]  所以十二到耶一節
[00:07:47.440 --> 00:07:49.120]  其實就是在解釋
[00:07:49.120 --> 00:07:50.760]  到底臣做的事
[00:07:50.760 --> 00:07:53.160]  或者那個「復和」或者那個「和好」
[00:07:53.160 --> 00:07:56.480]  到底是怎樣偉大呢?
[00:07:56.480 --> 00:07:59.960]  偉大到我們要整天跨口這件事
[00:07:59.960 --> 00:08:04.080]  不過保羅是一個很有邏輯思維的人
[00:08:04.080 --> 00:08:06.320]  所以連他讚的東西
[00:08:06.320 --> 00:08:08.160]  都讚得很複雜的
[00:08:08.160 --> 00:08:09.480]  有時讚老婆
[00:08:09.480 --> 00:08:12.000]  你老婆聽不聽得懂你的讚美呢?
[00:08:12.000 --> 00:08:14.720]  保羅讚臣都讚到我們都搔了頭
[00:08:14.720 --> 00:08:16.720]  他到底在讚些什麼呢?
[00:08:16.720 --> 00:08:18.960]  我們就嘗試了解一下
[00:08:18.960 --> 00:08:21.360]  到底保羅在讚些什麼呢?
[00:08:21.360 --> 00:08:24.800]  說臣的行為有什麼值得我們跨呢?
[00:08:24.800 --> 00:08:26.680]  五章十二節開始
[00:08:26.680 --> 00:08:29.160]  這個就是聖經裡面
[00:08:29.160 --> 00:08:32.200]  其中一節最難搞的經文
[00:08:32.200 --> 00:08:34.200]  無數的爭議
[00:08:34.200 --> 00:08:36.200]  都在這一節的經文上
[00:08:36.200 --> 00:08:38.680]  教會傳統上都爭論過的
[00:08:38.680 --> 00:08:39.480]  十二節
[00:08:39.480 --> 00:08:42.840]  「就如罪是從一人入了世界
[00:08:42.840 --> 00:08:44.920]  死又是從罪來的
[00:08:44.920 --> 00:08:47.880]  於是死就臨到眾人
[00:08:47.880 --> 00:08:50.360]  因為眾人都犯了罪」
[00:08:50.360 --> 00:08:54.000]  這裡有幾個那些叫做「坐辭」
[00:08:54.000 --> 00:08:55.560]  看上去沒什麼特別
[00:08:55.560 --> 00:08:59.360]  你想深一點就不知道這些坐辭在做什麼
[00:08:59.360 --> 00:09:01.360]  「就如」
[00:09:01.360 --> 00:09:04.680]  其實保羅這裡第一句「就如」
[00:09:04.680 --> 00:09:07.200]  你知道保羅要做一個比較
[00:09:07.200 --> 00:09:09.200]  中文是「就如」
[00:09:09.200 --> 00:09:10.400]  希利文「就如」
