
[00:00:00.000 --> 00:00:01.600]  但是講人間的苦難
[00:00:01.600 --> 00:00:04.400]  就一定不會是一個很輕鬆的題目
[00:00:04.400 --> 00:00:05.000]  是吧
[00:00:05.000 --> 00:00:07.160]  但是如果說我們講人間的苦難
[00:00:07.160 --> 00:00:08.760]  一定不會是很輕鬆的題目
[00:00:08.760 --> 00:00:09.320]  對嗎
[00:00:09.320 --> 00:00:10.920]  你跟我這樣的年紀
[00:00:10.920 --> 00:00:13.920]  大家都經歷人生有不同的苦難的時候
[00:00:13.920 --> 00:00:15.680]  你和我這樣的年齡的話
[00:00:15.680 --> 00:00:17.920]  我們經歷人生都會有不同的苦難
[00:00:17.920 --> 00:00:19.520]  有的弟姐妹比較熟悉
[00:00:19.520 --> 00:00:21.160]  我就知道在過去的人生
[00:00:21.160 --> 00:00:22.600]  都有很多高高低低
[00:00:22.600 --> 00:00:24.200]  很多的經歷
[00:00:24.200 --> 00:00:26.200]  那麼大家熟悉我的弟兄姐妹
[00:00:26.200 --> 00:00:27.920]  都會知道在我過去人生當中
[00:00:27.920 --> 00:00:29.880]  都有很多高高低低的經歷
[00:00:29.880 --> 00:00:31.440]  所以我肯定講這個題目
[00:00:31.440 --> 00:00:32.960]  就不會只是一個理論
[00:00:32.960 --> 00:00:33.800]  這樣跟大家說
[00:00:33.800 --> 00:00:35.040]  所以我今天講的題目
[00:00:35.040 --> 00:00:37.200]  不僅僅是會從理論方面去講
[00:00:37.200 --> 00:00:38.440]  其實我自己都在問
[00:00:38.440 --> 00:00:39.920]  問這個題目
[00:00:39.920 --> 00:00:42.880]  其實我自己都在問這個題目的問題
[00:00:42.880 --> 00:00:45.560]  如果有些不認識我的朋友
[00:00:45.560 --> 00:00:47.880]  如果是有認識我的朋友
[00:00:47.880 --> 00:00:49.480]  你不知道我發生什麼事
[00:00:49.480 --> 00:00:51.200]  你不知道我發生什麼事情
[00:00:51.200 --> 00:00:53.680]  我也都不想說很詳細告訴你聽
[00:00:53.680 --> 00:00:56.760]  我也不想很詳細的說去告訴你聽
[00:00:56.960 --> 00:00:59.920]  就是想告訴你聽我太太第一位太太
[00:00:59.920 --> 00:01:01.640]  是癌症離開世界
[00:01:01.640 --> 00:01:03.840]  我要告訴你說我第一位太太
[00:01:03.840 --> 00:01:05.720]  是癌症離開了世界
[00:01:05.720 --> 00:01:07.800]  我太太癌症離開世界
[00:01:07.800 --> 00:01:11.560]  那一年我爸爸也都在醫院
[00:01:11.560 --> 00:01:13.160]  在他的老人院裏面
[00:01:13.160 --> 00:01:15.400]  在樓上那個樓梯掉下來
[00:01:15.400 --> 00:01:16.360]  又離開世界
[00:01:16.360 --> 00:01:18.560]  在我太太離世的那一年
[00:01:18.560 --> 00:01:21.560]  我的父親在老人院的樓梯上摔下來
[00:01:21.560 --> 00:01:23.040]  也就離開了世界
[00:01:23.040 --> 00:01:26.480]  兩個人之間只是差四個月的時間
[00:01:26.480 --> 00:01:28.120]  他們兩個人之間的事情
[00:01:28.120 --> 00:01:30.120]  發生只是差了四個月的時間
[00:01:30.120 --> 00:01:33.400]  連到香港威爾斯醫院的死亡證那個人
[00:01:33.400 --> 00:01:34.600]  都認得我的樣子
[00:01:34.600 --> 00:01:38.720]  連在開死亡證的這個機構的人
[00:01:38.720 --> 00:01:40.560]  都認得我的樣子
[00:01:40.560 --> 00:01:43.040]  辦完我爸爸的死亡證
[00:01:43.040 --> 00:01:44.960]  辦完我爸爸的死亡證之後
[00:01:44.960 --> 00:01:46.760]  又去同一個醫院過了幾個月
[00:01:46.760 --> 00:01:48.160]  又去辦死亡證
[00:01:48.160 --> 00:01:51.000]  在同一家醫院又再過了幾個月
[00:01:51.000 --> 00:01:52.160]  又去辦死亡證
[00:01:52.160 --> 00:01:52.680]  別人見到我
[00:01:52.680 --> 00:01:53.480]  你又來做什麼
[00:01:53.480 --> 00:01:54.560]  我辦死亡證
[00:01:54.560 --> 00:01:55.640]  你開玩笑的
[00:01:55.640 --> 00:01:56.800]  那麼那個人見到我說
[00:01:56.800 --> 00:01:57.800]  你來幹什麼
[00:01:57.800 --> 00:01:58.920]  我說我來辦死亡證
[00:01:58.920 --> 00:02:00.120]  他說你開玩笑吧
[00:02:00.120 --> 00:02:02.240]  死亡都可以開玩笑的嗎
[00:02:02.240 --> 00:02:03.960]  死亡都可以開玩笑嗎
[00:02:03.960 --> 00:02:05.560]  他就說這次你是誰
[00:02:05.560 --> 00:02:06.760]  這次是誰
[00:02:06.760 --> 00:02:08.440]  這次是我太太
[00:02:08.440 --> 00:02:11.560]  這次是我妻子
[00:02:11.560 --> 00:02:14.040]  他都惡言
[00:02:14.040 --> 00:02:16.040]  他都惡言
[00:02:16.040 --> 00:02:17.480]  惡言
[00:02:17.480 --> 00:02:19.960]  人生有時你猜不到
[00:02:19.960 --> 00:02:22.040]  人生有時候你是猜不到的
[00:02:22.040 --> 00:02:23.520]  沒有預告給你聽的
[00:02:23.520 --> 00:02:25.280]  有些惡號的來臨
[00:02:25.280 --> 00:02:27.480]  沒有任何的預告的
[00:02:27.480 --> 00:02:30.200]  好像我太太患癌症
[00:02:30.200 --> 00:02:32.240]  就像我的太太患了癌症
[00:02:32.240 --> 00:02:36.840]  我們本來以為回到香港讀完書
[00:02:36.840 --> 00:02:39.040]  可以開始一個新的生活
[00:02:39.040 --> 00:02:40.560]  我們本來以為說回到香港
[00:02:40.560 --> 00:02:41.280]  我們讀完書了
[00:02:41.280 --> 00:02:43.120]  我們開始我們新的生活
[00:02:43.120 --> 00:02:45.120]  那就驗一下身體
[00:02:45.120 --> 00:02:48.400]  那麼就可以檢驗身體
[00:02:48.400 --> 00:02:49.680]  檢驗身體去醫院
[00:02:49.680 --> 00:02:51.800]  我們就想著有很多計劃
[00:02:51.800 --> 00:02:53.480]  我太太去學唱歌
[00:02:53.480 --> 00:02:55.320]  在陳學遠開始教書
[00:02:55.320 --> 00:02:58.040]  然後我們就想
[00:02:58.040 --> 00:02:59.320]  檢查完身體之後
[00:02:59.320 --> 00:03:00.360]  我們有很多計劃
[00:03:00.360 --> 00:03:01.120]  學唱歌
[00:03:01.120 --> 00:03:02.680]  我們開始教書
[00:03:02.680 --> 00:03:05.400]  最後執行行李要走了
[00:03:05.400 --> 00:03:07.320]  最後收拾行李準備走了
[00:03:07.320 --> 00:03:08.720]  在醫院要走了
[00:03:08.720 --> 00:03:10.320]  之後從醫院要離開了
[00:03:10.320 --> 00:03:11.960]  聽完報告就走了
[00:03:11.960 --> 00:03:13.960]  聽完報告我們就回去了
[00:03:13.960 --> 00:03:15.280]  醫院的醫生進來
[00:03:15.280 --> 00:03:16.320]  主診醫生進來
[00:03:16.320 --> 00:03:19.120]  這個主治醫生就走進來
[00:03:19.120 --> 00:03:20.400]  那個年代不知道是不是
[00:03:20.400 --> 00:03:21.480]  都沒有什麼特別受過
[00:03:21.480 --> 00:03:23.800]  這些輔導學的訓練醫生
[00:03:23.800 --> 00:03:25.160]  那些年代不知道是念醫生
[00:03:25.160 --> 00:03:26.360]  因為沒有特別受過
[00:03:26.360 --> 00:03:27.560]  這個輔導學訓練的
[00:03:27.560 --> 00:03:29.480]  沒有想過你的感受如何
[00:03:29.480 --> 00:03:31.160]  他們沒有想到你的感受怎麼樣
[00:03:31.160 --> 00:03:32.440]  我最記得他進來
[00:03:32.440 --> 00:03:33.880]  最記得他一走進來
[00:03:33.880 --> 00:03:34.920]  看著我太太
[00:03:34.920 --> 00:03:35.880]  他就看著我的太太
[00:03:35.880 --> 00:03:36.600]  我們在執行行李
[00:03:36.600 --> 00:03:38.000]  我們正在收拾行李
[00:03:38.000 --> 00:03:39.280]  Tans啊
[00:03:39.280 --> 00:03:42.760]  說你得癌症了
[00:03:42.760 --> 00:03:43.920]  後期的了
[00:03:43.920 --> 00:03:44.920]  是後期了
[00:03:44.920 --> 00:03:46.080]  馬上做手術
[00:03:46.080 --> 00:03:47.680]  馬上做手術
[00:03:47.680 --> 00:03:49.320]  真是話口未完
[00:03:49.320 --> 00:03:50.920]  真的是
[00:03:50.920 --> 00:03:53.520]  話還沒說完
[00:03:53.520 --> 00:03:55.160]  兩個護士推了車進來
[00:03:55.160 --> 00:03:56.200]  就把他抬上去
[00:03:56.200 --> 00:03:57.360]  把他搬出去了
[00:03:57.360 --> 00:03:58.960]  兩個護士就馬上進來
[00:03:58.960 --> 00:04:00.200]  把他搬到車上
[00:04:00.200 --> 00:04:01.880]  然後把他推出去了
[00:04:01.880 --> 00:04:03.280]  行李還在地上
[00:04:03.280 --> 00:04:04.440]  行李還在地下
[00:04:04.440 --> 00:04:06.000]  我看著他推了我太太出去
[00:04:06.000 --> 00:04:06.680]  他看著我
[00:04:06.680 --> 00:04:07.680]  我看著他
[00:04:07.680 --> 00:04:09.320]  我看著我太太被推出去
[00:04:09.320 --> 00:04:09.920]  他看著我
[00:04:09.920 --> 00:04:11.320]  我也看著他
[00:04:11.320 --> 00:04:12.120]  都不知道跟著他去
[00:04:12.120 --> 00:04:12.880]  好又不跟他去
[00:04:12.880 --> 00:04:14.200]  給不給跟著他去
[00:04:14.200 --> 00:04:16.080]  我不知道我跟不跟著他去好
[00:04:16.080 --> 00:04:17.520]  也不知道讓不讓我跟著去
[00:04:17.520 --> 00:04:19.040]  還沒想完他已經出去了
[00:04:19.040 --> 00:04:20.440]  我還沒想好
[00:04:20.440 --> 00:04:22.080]  他已經出去了
[00:04:22.080 --> 00:04:24.240]  我看著空的房間
[00:04:24.240 --> 00:04:25.760]  我看著這個空的房間
[00:04:25.760 --> 00:04:28.880]  我最記得心裏面一腦一空白
[00:04:28.880 --> 00:04:30.280]  我當時真的是記得
[00:04:30.280 --> 00:04:32.440]  我腦子一片空白
[00:04:32.440 --> 00:04:33.440]  真是
[00:04:33.440 --> 00:04:34.960]  怎麼辦
[00:04:34.960 --> 00:04:35.760]  怎麼辦
[00:04:35.760 --> 00:04:36.960]  我怎麼辦
[00:04:36.960 --> 00:04:38.120]  人生就是這樣
[00:04:38.120 --> 00:04:40.320]  人生就是這樣子
[00:04:40.320 --> 00:04:41.120]  在同一年
[00:04:41.120 --> 00:04:44.880]  我又發現原來我在英國出生的小女兒
[00:04:44.880 --> 00:04:47.200]  是嚴重滯脹
[00:04:47.200 --> 00:04:49.080]  然後同一年我也發現
[00:04:49.080 --> 00:04:51.280]  原來我在英國出生的小女兒
[00:04:51.280 --> 00:04:52.560]  嚴重的滯脹
[00:04:52.560 --> 00:04:53.840]  她的樣子不像
[00:04:53.840 --> 00:04:55.080]  她的樣子不像
[00:04:55.080 --> 00:04:56.800]  但是到她三歲的時候
[00:04:56.800 --> 00:04:58.160]  有檢驗
[00:04:58.160 --> 00:04:59.840]  但是到她三歲的時候
[00:04:59.840 --> 00:05:00.880]  經過檢驗
[00:05:00.880 --> 00:05:02.840]  發現她是嚴重的滯脹
[00:05:02.840 --> 00:05:05.400]  然後發現她是嚴重的滯脹
[00:05:05.400 --> 00:05:09.240]  多重的情緒的障礙
[00:05:09.240 --> 00:05:11.280]  多重的情緒上的障礙
[00:05:11.280 --> 00:05:12.360]  學習的障礙
[00:05:12.360 --> 00:05:13.880]  學習上的障礙
[00:05:13.880 --> 00:05:18.560]  一直就要跟她去承擔
[00:05:18.560 --> 00:05:20.880]  我們一直要去為她去承擔
[00:05:20.880 --> 00:05:21.960]  太太離開世界之後
[00:05:21.960 --> 00:05:23.800]  一個人帶著兩個女兒
[00:05:23.800 --> 00:05:26.000]  妻子離開了之後
[00:05:26.000 --> 00:05:26.960]  剩下兩個女兒
[00:05:26.960 --> 00:05:28.080]  要重新生活
[00:05:28.080 --> 00:05:29.200]  要重新生活
[00:05:29.200 --> 00:05:30.240]  去了加拿大
[00:05:30.240 --> 00:05:31.800]  然後去了加拿大
[00:05:31.800 --> 00:05:32.800]  神很恩待我的
[00:05:32.800 --> 00:05:33.400]  其實
[00:05:33.400 --> 00:05:35.240]  神其實很恩待我
[00:05:35.240 --> 00:05:36.320]  我待會才解釋給你聽
[00:05:36.320 --> 00:05:37.080]  為甚麼神恩待你
[00:05:37.080 --> 00:05:38.360]  有人說神很恩待你
[00:05:38.360 --> 00:05:39.480]  你搞成這樣
[00:05:39.480 --> 00:05:40.960]  有些人可能會說
[00:05:40.960 --> 00:05:42.120]  神怎麼恩待你呢
[00:05:42.120 --> 00:05:43.360]  你這個樣子
[00:05:43.360 --> 00:05:44.440]  我再結婚
[00:05:44.440 --> 00:05:45.840]  然後我再結婚
[00:05:45.840 --> 00:05:47.040]  太太很好
[00:05:47.040 --> 00:05:48.360]  我的太太很好
[00:05:48.360 --> 00:05:49.520]  非常之偉大
[00:05:49.520 --> 00:05:50.800]  非常的偉大
[00:05:50.800 --> 00:05:53.200]  我有自己的兩個女兒
[00:05:53.200 --> 00:05:54.280]  有一個弱智的
[00:05:54.280 --> 00:05:55.440]  我沒有選擇
[00:05:55.440 --> 00:05:56.720]  我自己的兩個孩子
[00:05:56.720 --> 00:05:57.720]  其中一個弱智的
[00:05:57.720 --> 00:05:59.080]  我沒有選擇
[00:05:59.080 --> 00:06:00.160]  我太太離開世界
[00:06:00.160 --> 00:06:01.160]  我沒有選擇
[00:06:01.160 --> 00:06:02.800]  我的太太離開世界
[00:06:02.800 --> 00:06:04.080]  我沒有選擇
[00:06:04.080 --> 00:06:05.880]  她嫁給我有選擇
[00:06:05.880 --> 00:06:07.880]  但是她嫁給我是有選擇的
[00:06:07.880 --> 00:06:09.000]  她為甚麼要嫁給我
[00:06:09.000 --> 00:06:10.360]  她為甚麼要嫁給我呢
[00:06:10.360 --> 00:06:10.760]  是嗎
[00:06:10.760 --> 00:06:12.160]  以她的學問
[00:06:12.160 --> 00:06:13.600]  以她的才華
[00:06:13.600 --> 00:06:14.760]  她可以嫁醫生
[00:06:14.760 --> 00:06:15.720]  嫁律師
[00:06:15.720 --> 00:06:17.000]  那麼憑她的才華
[00:06:17.000 --> 00:06:17.760]  她的學問
[00:06:17.760 --> 00:06:18.760]  她可以嫁給醫生
[00:06:18.760 --> 00:06:19.840]  可以嫁給律師
[00:06:19.840 --> 00:06:21.040]  今天她不是董事長才說
[00:06:21.040 --> 00:06:22.680]  她…
[00:06:22.680 --> 00:06:23.880]  明天你會見到她的
[00:06:23.880 --> 00:06:26.080]  大家明天能夠見到她了
[00:06:26.080 --> 00:06:27.080]  她決定嫁給我
[00:06:27.080 --> 00:06:28.680]  是一個很大的犧牲
