
[00:00:00.000 --> 00:00:12.000]  有弟妹或姐妹洗禮時,聽他們的見證總是有很深奧的地方
[00:00:12.000 --> 00:00:20.000]  好像看回年紀輕輕的我自己
[00:00:20.000 --> 00:00:28.000]  所以聽你們的見證,看見上帝在我們生命裡所做的工作,真的非常奇妙,非常多
[00:00:28.000 --> 00:00:36.000]  上帝改變我們一個人的生命,改變我們的性格,改變了我們自己的思維等等
[00:00:36.000 --> 00:00:44.000]  都是上帝自己給我們的恩典,所以我們都非常感謝上帝
[00:00:44.000 --> 00:00:49.000]  今天的題目叫做操練復活的生活
[00:00:49.000 --> 00:01:00.000]  從我中學開始,一直讀到神學,一直到現在,我經常在想
[00:01:00.000 --> 00:01:05.000]  我想那個想法和我們很多人的現代想法都相似
[00:01:05.000 --> 00:01:12.000]  如果有些人想,就會這樣想,有些人不想的話,可能他對信仰不是那麼關注
[00:01:12.000 --> 00:01:18.000]  信了就信了,完了就完了,洗禮就完了就完了,當一件事這樣做完了
[00:01:18.000 --> 00:01:23.000]  就好像你學校裡面交功課,交了上去就完了,那件事就完了
[00:01:23.000 --> 00:01:28.000]  考完大考升到一班就完了,好像一樣就完了
[00:01:28.000 --> 00:01:32.000]  但我們信耶穌之後的生命不是完了的
[00:01:32.000 --> 00:01:37.000]  我們不應該用完了來理解的,為什麼呢?
[00:01:37.000 --> 00:01:44.000]  那個復活的生命我經常在想,耶穌基督復活,他答應我們將來復活,那就是完了
[00:01:44.000 --> 00:01:50.000]  我們是盼望有一天我們會從死裡復活
[00:01:50.000 --> 00:01:56.000]  你傻的嗎?你覺得你死了之後可以復活,你傻的嗎?
[00:01:56.000 --> 00:02:01.000]  但是我們很多時候就用信仰的另一個解釋的角度
[00:02:01.000 --> 00:02:06.000]  我們說我們的信仰很多時候被人認為很傻的,真的很傻的
[00:02:06.000 --> 00:02:14.000]  星期日,很多人在睡覺,我們回來聚會
[00:02:14.000 --> 00:02:20.000]  你賺回來的錢教會又教你怎樣奉獻,你傻的嗎?
[00:02:20.000 --> 00:02:26.000]  我們很多時候就說,在我們的信仰裡面的實行的部分裡面
[00:02:26.000 --> 00:02:31.000]  有很多跟世界的想法是不一致,或者差距很大
[00:02:31.000 --> 00:02:38.000]  人家說我們的信仰是傻的,我們接納的信仰好像很傻的,我們在這樣的層面下想
[00:02:38.000 --> 00:02:43.000]  那個復活,耶穌說將來你必定復活,我就是這樣信
[00:02:43.000 --> 00:02:50.000]  你這樣也信嗎?你傻的嗎?但是我們怎樣在現實的生活裡面
[00:02:50.000 --> 00:02:55.000]  將復活的生命將它彰顯出來呢?我這樣說的時候
[00:02:55.000 --> 00:03:02.000]  我是挑戰你,想一想你現在的信仰的狀況,如果你說我現在出去跟人傳福音
[00:03:02.000 --> 00:03:08.000]  你傳什麼福音給人聽呢?你說我只是讀四律給他聽
[00:03:08.000 --> 00:03:15.000]  上帝愛你,上帝有個計劃給你,你有罪,所以要認罪,對,這樣就完了
[00:03:15.000 --> 00:03:21.000]  我們可以在字面上面,講一套我們在理性裡面
[00:03:21.000 --> 00:03:26.000]  我們都認為可行的道理,告訴他
[00:03:26.000 --> 00:03:31.000]  但是實際上我們很多時候在生命的經驗裡面
[00:03:31.000 --> 00:03:38.000]  生活的進程中間,我們很少可將那些抽象的觀念
[00:03:38.000 --> 00:03:44.000]  成為我們日常生活裡面可行的道理
[00:03:49.000 --> 00:03:55.000]  實際上學做門徒,我們不是經常說做門徒嗎?我們以為我們想耶穌學做門徒
[00:03:55.000 --> 00:04:01.000]  那個門徒的生命的操練,就是復活的生命的操練
[00:04:01.000 --> 00:04:09.000]  耶穌基督說若有人要跟隨我就當什麼?寫幾
[00:04:09.000 --> 00:04:14.000]  背起十字架來跟隨我
[00:04:14.000 --> 00:04:20.000]  跟著後面所說的東西,如果你不從一個信仰的角度
[00:04:20.000 --> 00:04:25.000]  從一個經歷了主耶穌基督,將我們從罪惡裡面拯救出來
[00:04:25.000 --> 00:04:30.000]  好像從死亡之中拯救出來的,那個人這樣的生命的話
[00:04:30.000 --> 00:04:34.000]  貌福音第九章裡面第八章結尾那一段的經文我們完全不懂
[00:04:34.000 --> 00:04:39.000]  若有人為福音和我的緣故喪掉生命的,必得著生命
[00:04:39.000 --> 00:04:43.000]  我們怎麼去明白呢?
[00:04:43.000 --> 00:04:48.000]  若有人為自己的思想,為自己的生命
[00:04:48.000 --> 00:04:53.000]  而喪掉生命的,但是失去了天象的生命
[00:04:53.000 --> 00:04:57.000]  我們說這樣好,生命就是這樣
[00:04:57.000 --> 00:05:03.000]  若有人賺得全世界賠償自己的生命,有什麼益處呢?
[00:05:03.000 --> 00:05:09.000]  人在這個世界裡面最重要的目的就是賺錢
[00:05:09.000 --> 00:05:15.000]  為了錢而喪失自己的生命
[00:05:15.000 --> 00:05:19.000]  你的生命就是這樣的,世界告訴我們
[00:05:19.000 --> 00:05:25.000]  一直做,一直做,做到65歲,做到75歲,做到80歲
[00:05:25.000 --> 00:05:29.000]  你怎樣都退休的,在一個80年的生命裡面,你在找什麼?
[00:05:29.000 --> 00:05:34.000]  賺錢而已,有什麼不對呢?
[00:05:34.000 --> 00:05:39.000]  但是聖經就說,若有人一輩子都是賺錢
[00:05:39.000 --> 00:05:44.000]  而不著重自己的生命,有什麼益處呢?
[00:05:44.000 --> 00:05:49.000]  我們讀過很多的故事,我們學過很多的道理
[00:05:49.000 --> 00:05:54.000]  硬有錢的人,到你的身體有疾病的時候
[00:05:54.000 --> 00:05:59.000]  錢只能延長你一點點,很痛苦的延長你一點點
[00:05:59.000 --> 00:06:04.000]  但是能不能夠留住你的生命呢?你的生命終結就終結了
[00:06:04.000 --> 00:06:10.000]  蘋果的教主患了Pancreatic Scissor,即是胰臟癌
[00:06:10.000 --> 00:06:15.000]  胰臟癌是不能醫治的,他就捱了多少年?5年
[00:06:15.000 --> 00:06:20.000]  可以用他所有的金錢,只是幫他拖長5年的命
[00:06:20.000 --> 00:06:24.000]  如果是我患了胰臟癌的話,可能5個月就捱不了
[00:06:24.000 --> 00:06:29.000]  5個星期都捱不了,因為你沒有那麼多銀子可以延長你的生命
[00:06:29.000 --> 00:06:35.000]  但是縱然你有全世界那麼多的錢,你能夠延長你的生命嗎?沒有
[00:06:35.000 --> 00:06:40.000]  你要為你這個生命結束,而那個生命要開始的時候
[00:06:40.000 --> 00:06:44.000]  那個生命要來著緊一點,但是我們全夫人給人的時候
[00:06:44.000 --> 00:06:50.000]  你有沒有跟人說,上帝愛世人,甚至將自己的獨生子
[00:06:50.000 --> 00:06:55.000]  刺激他們,結一切順他的不致滅亡,反得什麼?
[00:06:55.000 --> 00:06:59.000]  我們很多時候跟人說反得永生,永生是何時開始的?
[00:06:59.000 --> 00:07:06.000]  永生是何時開始的?永生是何時開始的?答不到嗎?
[00:07:06.000 --> 00:07:10.000]  喂,我都需要說,為何跟人傳福音?你只是讀四律給人聽
[00:07:10.000 --> 00:07:16.000]  或者你只是說三個給人聽,永生的生命是何時開始的?
[00:07:16.000 --> 00:07:23.000]  何時開始的?你說吧,我不會說你錯的,除非你真的錯了
[00:07:23.000 --> 00:07:33.000]  沒有人敢說?何時開始的?順主的時候開始,即是由現在開始
[00:07:33.000 --> 00:07:42.000]  復活的生命由何時開始?何時開始?何時開始?
[00:07:42.000 --> 00:07:48.000]  何時開始?你的答案是對的,何時開始?
[00:07:48.000 --> 00:07:56.000]  再給你答案,你又不敢回答,除非答案跟你現實的生命有很大的差距
[00:07:56.000 --> 00:08:02.000]  我們認為復活的生命是將來才開始的,但是為什麼永生的生命
[00:08:02.000 --> 00:08:09.000]  是你信耶穌的開始呢?請你解釋給我聽,解釋不了的
[00:08:09.000 --> 00:08:19.000]  永恆的生命是由現在信耶穌的那一刻開始,復活的生命是從你信耶穌的那一刻開始
[00:08:19.000 --> 00:08:27.000]  保羅說過給你聽,若有人在基督裡,他就是新做的東西
[00:08:27.000 --> 00:08:34.000]  新是甚麼意思呢?在經文裡面告訴你,新創造,一個新的創造
[00:08:34.000 --> 00:08:42.000]  是由甚麼時候開始?是由順主的那一刻開始,復活的生命是由你順主的那一刻開始
[00:08:42.000 --> 00:08:49.000]  我希望今天,如果你聽了這半小時,我說完道之後,你甚麼都不記得
[00:08:49.000 --> 00:08:54.000]  你甚麼都不記得,假設你甚麼都不記得,請你一定要記得一件事
[00:08:54.000 --> 00:09:00.000]  原來永生的生命,永恆的生命是由現在這一刻開始
[00:09:00.000 --> 00:09:05.000]  復活的生命,是由你順主的那一刻開始操練
[00:09:05.000 --> 00:09:18.000]  如果你不是這樣想的話,整個生日裡面,所有鼓勵信耶穌基督的人
[00:09:18.000 --> 00:09:23.000]  生命要成長,要成熟,我們是完全不理解的
[00:09:23.000 --> 00:09:30.000]  或者有很多神學家,或者有很多人解釋,我們的生命順了主之後
[00:09:30.000 --> 00:09:36.000]  要慢慢慢慢地學習成性,成為性結被主所使用
[00:09:36.000 --> 00:09:40.000]  我們說他用不同的名堂來形容那種生活
[00:09:40.000 --> 00:09:46.000]  無論成性也好,性結也好,教會的生活也好
[00:09:46.000 --> 00:09:51.000]  但離不了,原來我們的復活的生命是由順主的一刻開始
[00:09:51.000 --> 00:09:54.000]  永恆的生命也是由我們順主的一刻開始
[00:09:54.000 --> 00:09:58.000]  這兩件事是等同的,沒辦法分開
[00:09:58.000 --> 00:10:02.000]  如果你說我只是操練自己怎樣做門徒
[00:10:02.000 --> 00:10:08.000]  實際上你是在操練自己過一個復活的生命
[00:10:08.000 --> 00:10:14.000]  我們今天所讀的這段聖經,如果你想了解一個復活了的基督
[00:10:14.000 --> 00:10:19.000]  將一個復活的生命灌注入一個信他的人的生命之中
[00:10:19.000 --> 00:10:22.000]  那個生命應該是怎樣的呢?你讀讀《義不所書》就知道了
[00:10:22.000 --> 00:10:30.000]  《義不所書》被人稱呼為一個復活的生命的信息
[00:10:30.000 --> 00:10:35.000]  一個復活的人,從死裡復活的人的生命,到底應該是怎樣的
[00:10:35.000 --> 00:10:44.000]  很多時候人們就說,我20歲信耶穌,我怎樣復活啊?
[00:10:44.000 --> 00:10:48.000]  我們一個20歲的人,30歲的人信了耶穌之後
[00:10:48.000 --> 00:10:50.000]  我怎樣復活呢?
[00:10:50.000 --> 00:10:54.000]  實際上聖經裡面所說的那個復活的生命
[00:10:54.000 --> 00:10:59.000]  將一個人,由舊的全部變成一個新的
[00:10:59.000 --> 00:11:06.000]  剛才在卓基和子聰的見證裡面,我們看到了
[00:11:06.000 --> 00:11:11.000]  他以前是這樣這樣這樣,現在就是這樣這樣這樣
[00:11:11.000 --> 00:11:16.000]  那個以前是死在罪惡過犯之中的那個人是這樣這樣這樣
[00:11:16.000 --> 00:11:19.000]  但是經歷了生命裡面的改變,信耶穌之後
[00:11:19.000 --> 00:11:22.000]  他現在的生命是這樣這樣這樣
[00:11:22.000 --> 00:11:27.000]  如果你看《義不所書》,它說了很多這樣的道理給我們聽
[00:11:27.000 --> 00:11:32.000]  它說我們的舊人
[00:11:32.000 --> 00:11:36.000]  充滿邪情、恥辱世界裡面的惡習
[00:11:36.000 --> 00:11:39.000]  思想裡面的惡習
[00:11:39.000 --> 00:11:44.000]  生活裡面的、口裡面的、思維裡面的那種惡
[00:11:44.000 --> 00:11:48.000]  但是信了主之後,讓我們的生命有了改變
[00:11:48.000 --> 00:11:50.000]  所以我們要操練那個復活的生命
[00:11:50.000 --> 00:11:54.000]  就好像將舊人的衣服、舊衣服,逐件逐件脫去這樣
[00:11:54.000 --> 00:11:56.000]  所以我們要操練
[00:11:56.000 --> 00:12:00.000]  所以我們要學習將舊的逐件逐件撕掉
[00:12:00.000 --> 00:12:03.000]  然後將新的慢慢慢慢將它穿上來
[00:12:03.000 --> 00:12:10.000]  那個新人有上帝的人意和聖潔
[00:12:10.000 --> 00:12:17.000]  當我們從信耶穌那一刻開始,永恆的生命已經進入了我們的生命之中
[00:12:17.000 --> 00:12:19.000]  我們已經活在永恆裡面
[00:12:19.000 --> 00:12:25.000]  但是很可惜,很多時候我們頭腦說我們活在永恆之中
[00:12:25.000 --> 00:12:30.000]  但是在我們的生活裡面,我們仍然活在舊的世界裡面
[00:12:30.000 --> 00:12:36.000]  又或者說復活的生命已經灌注入我們的生命之中
[00:12:36.000 --> 00:12:40.000]  但是我們仍然很嚮往舊式的生命
[00:12:40.000 --> 00:12:45.000]  因為那個復活的生命對我們舊的生命有極大的挑戰
[00:12:45.000 --> 00:12:52.000]  所以在五章第十四節說,你這睡著的人,你睡著了
[00:12:52.000 --> 00:12:55.000]  你對那個復活的生命莫不關心
[00:12:55.000 --> 00:12:58.000]  你對門徒的生命莫不關心
[00:12:58.000 --> 00:13:02.000]  因為你睡著了,因為你沉睡
[00:13:02.000 --> 00:13:10.000]  你對很多生命裡面,對你是有挑戰的東西
[00:13:10.000 --> 00:13:14.000]  要麼就不屑追求它
[00:13:14.000 --> 00:13:21.000]  又或者說,看到但是好像很難
[00:13:21.000 --> 00:13:24.000]  又不想付代價
[00:13:24.000 --> 00:13:26.000]  又怕周租的人的嬌笑
[00:13:26.000 --> 00:13:29.000]  又或者自己的工作或自己的家庭
[00:13:29.000 --> 00:13:34.000]  對你這樣嚮往,有很多的掣肘,而果足不前
[00:13:34.000 --> 00:13:37.000]  但是如果你真是知道
[00:13:37.000 --> 00:13:42.000]  那個復活的生命對我們現在生命的挑戰
[00:13:42.000 --> 00:13:48.000]  保羅就說,請你睡醒,請你睡醒
[00:13:48.000 --> 00:13:51.000]  你要從死人之中復活
[00:13:51.000 --> 00:13:55.000]  因為基督的光照你
[00:13:55.000 --> 00:14:00.000]  我可以用另外一段經文來做一些簡單的一節的聖經
[00:14:00.000 --> 00:14:03.000]  或者你可能想到其他的聖經,你熟悉的
[00:14:03.000 --> 00:14:05.000]  對這個所謂復活的生命的操練
[00:14:05.000 --> 00:14:08.000]  提供很多的養分給它
[00:14:08.000 --> 00:14:10.000]  我讀一段給你聽
[00:14:10.000 --> 00:14:14.000]  這段聖經是在整個解經的歷史裡面
[00:14:14.000 --> 00:14:16.000]  很出名的一段聖經
[00:14:16.000 --> 00:14:18.000]  因為教會歷史裡面有一個很出名的人
[00:14:18.000 --> 00:14:22.000]  叫奧古斯丁
[00:14:22.000 --> 00:14:25.000]  他的生活糟糕到不得了
[00:14:25.000 --> 00:14:29.000]  但他自己以為他是在追求真理
[00:14:29.000 --> 00:14:36.000]  尋求哲學裡面,頭腦裡面,怎樣認知真理的過程
[00:14:36.000 --> 00:14:41.000]  直到有一天,他讀到這段聖經
[00:14:41.000 --> 00:14:44.000]  現在讀這段聖經,在他所寫的一本書
[00:14:44.000 --> 00:14:48.000]  《懺悔錄》裡面,《Confession》,是一本很出名的書
[00:14:48.000 --> 00:14:51.000]  世界有三本很出名的懺悔錄
[00:14:51.000 --> 00:14:56.000]  這個書叫《Confession》
[00:14:56.000 --> 00:14:58.000]  另外兩本書叫《Meditation》
[00:14:58.000 --> 00:15:00.000]  都不是奧古斯丁寫的懺悔錄
[00:15:00.000 --> 00:15:04.000]  只有奧古斯丁寫的懺悔錄
[00:15:04.000 --> 00:15:06.000]  《Confession》
[00:15:06.000 --> 00:15:08.000]  《Confession》裡面,他說有一天
[00:15:08.000 --> 00:15:11.000]  他在家裡百無聊賴
[00:15:11.000 --> 00:15:14.000]  突然間聽到場外有小孩玩遊戲
[00:15:14.000 --> 00:15:16.000]  大聲地叫一句話
[00:15:16.000 --> 00:15:19.000]  他說我都不明白為什麼會叫那句話
[00:15:19.000 --> 00:15:21.000]  那句話是拿起來唸,拿起來唸
[00:15:21.000 --> 00:15:24.000]  Pick it up and read, pick it up and read
[00:15:24.000 --> 00:15:27.000]  他又百無聊賴
[00:15:27.000 --> 00:15:29.000]  在家裡不知道在做什麼
[00:15:29.000 --> 00:15:31.000]  不知道在睡覺,懵懵鬆鬆
[00:15:31.000 --> 00:15:34.000]  他正在家裡坐著的時候
[00:15:34.000 --> 00:15:37.000]  聽到場外有小孩玩遊戲
[00:15:37.000 --> 00:15:39.000]  大聲地叫一句話
[00:15:39.000 --> 00:15:44.000]  Pick it up and read,拿起來唸,拿起來唸
[00:15:44.000 --> 00:15:45.000]  他就百無聊賴
[00:15:45.000 --> 00:15:49.000]  在家裡隨便拿一本東西出來唸
[00:15:49.000 --> 00:15:53.000]  一揭開的時候就是《羅馬書》第十三章
[00:15:53.000 --> 00:15:56.000]  還有,你們要知道
[00:15:56.000 --> 00:16:01.000]  現在正是該從睡夢中睡醒來的事有了
[00:16:01.000 --> 00:16:07.000]  黑夜已深,白晝將近
[00:16:07.000 --> 00:16:10.000]  所以我們應該脫去暗媒的行為
[00:16:10.000 --> 00:16:12.000]  帶上光明的兵器
[00:16:12.000 --> 00:16:17.000]  行事為人要端正,好仗在白晝行走
[00:16:17.000 --> 00:16:21.000]  不可謊言罪酒,不可好色邪蕩
[00:16:21.000 --> 00:16:26.000]  不可憎敬疾道,總要披戴主耶穌基督
[00:16:26.000 --> 00:16:30.000]  不要只顧滿足肉體,去放縱私慾
[00:16:30.000 --> 00:16:32.000]  說到他都認了
[00:16:32.000 --> 00:16:37.000]  從那一刻開始,他就真的悔改了
[00:16:39.000 --> 00:16:42.000]  他從生命中,從黑暗之中迴轉了
[00:16:42.000 --> 00:16:49.000]  當他信了耶穌沒多久之後
[00:16:49.000 --> 00:16:51.000]  他媽媽就離開世界了
[00:16:51.000 --> 00:16:56.000]  實際上,他媽媽為他的信主付出了很多的代價
[00:16:56.000 --> 00:16:59.000]  甚至有人讀奧古斯丁的《參背錄》的時候
[00:16:59.000 --> 00:17:01.000]  總是覺得他媽媽一輩子
[00:17:01.000 --> 00:17:04.000]  一輩子的工作就好像是為兒子祈禱
[00:17:04.000 --> 00:17:07.000]  最終在他臨離世之前沒多久
[00:17:07.000 --> 00:17:09.000]  他兒子信了耶穌
[00:17:09.000 --> 00:17:11.000]  奧古斯丁活到七十多歲
[00:17:11.000 --> 00:17:14.000]  在那年度活七十多歲是很不難的
[00:17:14.000 --> 00:17:16.000]  是很加難的東西
[00:17:16.000 --> 00:17:18.000]  寫了很多書
[00:17:18.000 --> 00:17:22.000]  留給基督教一個非常豐富的遺產
[00:17:22.000 --> 00:17:27.000]  他是第一個用希臘的哲學來解釋聖經的第一個人
[00:17:27.000 --> 00:17:29.000]  因為他哲學很厲害
[00:17:29.000 --> 00:17:34.000]  我說這些東西就是說
[00:17:34.000 --> 00:17:38.000]  在他睡夢之中,在他沉睡之中
[00:17:38.000 --> 00:17:41.000]  在那個黑暗的世界裡面
[00:17:41.000 --> 00:17:45.000]  黑暗的為自己的肉體安排各樣的私慾
[00:17:45.000 --> 00:17:47.000]  就好像剛才卓基說的那種
[00:17:47.000 --> 00:17:49.000]  如果有人誘他打麻雀的話
[00:17:49.000 --> 00:17:55.000]  他會用盡所有的辦法推那些來就這些
[00:17:55.000 --> 00:17:59.000]  奧古斯丁就說
[00:17:59.000 --> 00:18:01.000]  他以為是這樣的
[00:18:01.000 --> 00:18:04.000]  這頭神聖的生命,復活的生命
[00:18:04.000 --> 00:18:07.000]  要來響應他,呼召他的時候
[00:18:07.000 --> 00:18:11.000]  他還用很多世界上的東西來滿足自己
