
[00:00:00.000 --> 00:00:09.000]  領主,我不知道大家最近這個星期看新聞有什麼感覺
[00:00:09.000 --> 00:00:15.000]  有兩個新聞令到我自己心裡非常不安
[00:00:15.000 --> 00:00:21.000]  一個新聞是美國馬里蘭州一間報館
[00:00:21.000 --> 00:00:36.000]  一位記者在CAPITAL這份報章上指其中一個人登記的廣告含有刑事恐嚇的成份
[00:00:36.000 --> 00:00:41.000]  誰知道這個人不服氣,就去告他誹謗
[00:00:41.000 --> 00:00:49.000]  告這個報館誹謗法庭的判案就是他沒有說錯
[00:00:49.000 --> 00:00:54.000]  這種廣告含有刑事恐嚇成份
[00:00:54.000 --> 00:00:58.000]  結果這個人心有不忿
[00:00:58.000 --> 00:01:02.000]  就拿了一支自動步槍去到這個報館
[00:01:02.000 --> 00:01:04.000]  鎖上報館的門
[00:01:04.000 --> 00:01:08.000]  然後對準目標人物
[00:01:08.000 --> 00:01:13.000]  是他曾經和他們爭論過的目標人物
[00:01:13.000 --> 00:01:16.000]  然後用槍掃射
[00:01:16.000 --> 00:01:19.000]  帶來的結果是什麼呢
[00:01:19.000 --> 00:01:25.000]  連明報全版的新聞都是這樣說
[00:01:25.000 --> 00:01:31.000]  我們看到不單止說了馬里蘭州全版的新聞
[00:01:31.000 --> 00:01:37.000]  說到五死二傷這個慘劇
[00:01:37.000 --> 00:01:42.000]  另一段新聞就是香港發生的新聞
[00:01:42.000 --> 00:01:52.000]  太古城,一般人都感覺到是一個高尚住宅的地方
[00:01:52.000 --> 00:01:57.000]  有一個家庭,是因為分遺產的時候
[00:01:57.000 --> 00:02:03.000]  有一個兒生女感覺到分得很不公平
[00:02:03.000 --> 00:02:08.000]  是因為這個緣故,這個兒生女曾經做過保鏢
[00:02:08.000 --> 00:02:10.000]  在美國受過訓練
[00:02:10.000 --> 00:02:20.000]  竟然約了那些姨丈姨媽一起去喝茶
[00:02:20.000 --> 00:02:26.000]  結果就在公園的時候對準他們四個開槍
[00:02:26.000 --> 00:02:30.000]  帶來的結果是兩個姨丈死了
[00:02:30.000 --> 00:02:34.000]  兩個姨媽阿姨就傷
[00:02:34.000 --> 00:02:36.000]  現在還在醫院
[00:02:36.000 --> 00:02:40.000]  這件事震驚整個香港
[00:02:40.000 --> 00:02:43.000]  因為這麼多年來我相信住在香港的人都知道
[00:02:43.000 --> 00:02:48.000]  家庭的糾紛,過去這麼久在香港
[00:02:48.000 --> 00:02:52.000]  從來沒有聽過是用槍解決問題
[00:02:52.000 --> 00:03:00.000]  帶來的一樣是全版女保鏢槍轟兒球
[00:03:00.000 --> 00:03:04.000]  一死三傷,現在是二死二傷
[00:03:04.000 --> 00:03:06.000]  另外一個傷的都死了
[00:03:06.000 --> 00:03:08.000]  各位親愛的弟兄姊妹
[00:03:08.000 --> 00:03:11.000]  我不知道大家有沒有感覺到
[00:03:11.000 --> 00:03:14.000]  現在這個世界是一個很不安全的世界
[00:03:14.000 --> 00:03:16.000]  危機四伏的世界
[00:03:16.000 --> 00:03:22.000]  坐巴士隨時都可以有一支針刺你的屁股
[00:03:22.000 --> 00:03:24.000]  我不知道大家有沒有想過
[00:03:24.000 --> 00:03:26.000]  是很恐怖的一些事
[00:03:26.000 --> 00:03:30.000]  為什麼這樣的事都會發生呢?
[00:03:30.000 --> 00:03:33.000]  我們看到耶穌基督在這個世界上建立教會
[00:03:33.000 --> 00:03:35.000]  目的是什麼呢?
[00:03:35.000 --> 00:03:37.000]  是因為看到這個教會充滿罪
[00:03:37.000 --> 00:03:39.000]  神是愛這個世界
[00:03:39.000 --> 00:03:41.000]  是因為這樣的緣故
[00:03:41.000 --> 00:03:43.000]  祂希望能夠透過教會
[00:03:43.000 --> 00:03:46.000]  能夠成為光成為炎
[00:03:46.000 --> 00:03:48.000]  在這個地上發光
[00:03:48.000 --> 00:03:51.000]  以至將那條出路帶給人
[00:03:51.000 --> 00:03:53.000]  我想起在我自己本身
[00:03:53.000 --> 00:03:55.000]  我的家庭裏面
[00:03:55.000 --> 00:04:00.000]  我們分配上一代遺留下來的遺產
[00:04:00.000 --> 00:04:02.000]  都是不公平的
[00:04:02.000 --> 00:04:06.000]  我相信大家都有聽過我的見證
[00:04:06.000 --> 00:04:08.000]  我自己的家
[00:04:08.000 --> 00:04:10.000]  爸爸留下來的
[00:04:10.000 --> 00:04:12.000]  更加不公平
[00:04:12.000 --> 00:04:16.000]  因為祂只是分給一個人
[00:04:16.000 --> 00:04:19.000]  其他兄弟姊妹是沒有份的
[00:04:19.000 --> 00:04:21.000]  但我感恩的是
[00:04:21.000 --> 00:04:23.000]  分給這個人
[00:04:23.000 --> 00:04:24.000]  這個人是信了主
[00:04:24.000 --> 00:04:26.000]  而且是在做牧師
[00:04:26.000 --> 00:04:27.000]  帶來的結果
[00:04:27.000 --> 00:04:29.000]  就非常公平公開公正
[00:04:29.000 --> 00:04:31.000]  按照聖經的原則
[00:04:31.000 --> 00:04:33.000]  其中一部分
[00:04:33.000 --> 00:04:37.000]  完全完成了爸爸的心願
[00:04:37.000 --> 00:04:41.000]  開一間蘇森紀念幼兒園
[00:04:41.000 --> 00:04:44.000]  另外順便在那裏做教育
[00:04:44.000 --> 00:04:47.000]  當我哥哥問我們贊不贊成
[00:04:47.000 --> 00:04:49.000]  我們說贊成
[00:04:49.000 --> 00:04:51.000]  接著留下來的部分
[00:04:51.000 --> 00:04:55.000]  他就說平均分四份
[00:04:55.000 --> 00:04:58.000]  姐姐一份
[00:04:58.000 --> 00:04:59.000]  哥哥一份
[00:04:59.000 --> 00:05:00.000]  我一份
[00:05:00.000 --> 00:05:02.000]  你們贊不贊成
[00:05:02.000 --> 00:05:04.000]  我想問你們贊不贊成
[00:05:04.000 --> 00:05:06.000]  我想大家都贊成
[00:05:06.000 --> 00:05:07.000]  我們就贊成
[00:05:07.000 --> 00:05:09.000]  有人曾經問我
[00:05:09.000 --> 00:05:10.000]  你當然了
[00:05:10.000 --> 00:05:12.000]  你最終也能分
[00:05:12.000 --> 00:05:14.000]  我心裏感恩
[00:05:14.000 --> 00:05:17.000]  因為在基督裏我們是有得分的
[00:05:17.000 --> 00:05:18.000]  在基督裏
[00:05:18.000 --> 00:05:19.000]  縱使地上沒得分
[00:05:19.000 --> 00:05:21.000]  天上也有得分
[00:05:21.000 --> 00:05:22.000]  為什麼我這樣說
[00:05:22.000 --> 00:05:24.000]  因為我太太那邊
[00:05:24.000 --> 00:05:26.000]  就是這樣
[00:05:26.000 --> 00:05:28.000]  爸爸死了
[00:05:28.000 --> 00:05:29.000]  有一層樓
[00:05:29.000 --> 00:05:32.000]  結果是因為有唯一的
[00:05:32.000 --> 00:05:34.000]  來到去說
[00:05:34.000 --> 00:05:36.000]  可不可以叫律師
[00:05:36.000 --> 00:05:38.000]  來到去寫一封信
[00:05:38.000 --> 00:05:41.000]  說你放棄繼承這層樓
[00:05:41.000 --> 00:05:43.000]  因為我們有需要
[00:05:43.000 --> 00:05:44.000]  我們覺得
[00:05:44.000 --> 00:05:45.000]  我們在美國
[00:05:45.000 --> 00:05:46.000]  我們在時修神學
[00:05:46.000 --> 00:05:47.000]  他在香港
[00:05:47.000 --> 00:05:48.000]  給他吧
[00:05:48.000 --> 00:05:50.000]  結果回來之後
[00:05:50.000 --> 00:05:51.000]  過了幾個月
[00:05:51.000 --> 00:05:52.000]  姑媽死了
[00:05:52.000 --> 00:05:54.000]  姑媽是和我太太一起住
[00:05:54.000 --> 00:05:56.000]  又是留下一層樓
[00:05:56.000 --> 00:05:58.000]  然後又是問
[00:05:58.000 --> 00:06:00.000]  可不可以找律師
[00:06:00.000 --> 00:06:03.000]  來到寫一封信
[00:06:03.000 --> 00:06:05.000]  說你放棄繼承
[00:06:05.000 --> 00:06:06.000]  因為我們有人
[00:06:06.000 --> 00:06:07.000]  我們有需要
[00:06:07.000 --> 00:06:09.000]  他們沒有屋住
[00:06:09.000 --> 00:06:10.000]  在這樣的情況裏
[00:06:10.000 --> 00:06:12.000]  我和我太太很高興
[00:06:12.000 --> 00:06:13.000]  然後就說
[00:06:13.000 --> 00:06:15.000]  如果上一代留下來的東西
[00:06:15.000 --> 00:06:18.000]  要爭才能拿到
[00:06:18.000 --> 00:06:20.000]  不要了
[00:06:20.000 --> 00:06:21.000]  既然他有需要
[00:06:21.000 --> 00:06:23.000]  給他吧
[00:06:23.000 --> 00:06:25.000]  我們就寫了
[00:06:25.000 --> 00:06:26.000]  給了
[00:06:26.000 --> 00:06:28.000]  給了之後
[00:06:28.000 --> 00:06:30.000]  我們得到的是什麼呢
[00:06:30.000 --> 00:06:33.000]  就是他們家人的信主
[00:06:33.000 --> 00:06:35.000]  甚至來到我們當中
[00:06:35.000 --> 00:06:37.000]  我們的心裏充滿著喜悅
[00:06:37.000 --> 00:06:38.000]  你想一想
[00:06:38.000 --> 00:06:39.000]  有多少錢
[00:06:39.000 --> 00:06:42.000]  你能夠買到一個人的靈魂
[00:06:42.000 --> 00:06:45.000]  甚至買到一家人的靈魂呢
[00:06:45.000 --> 00:06:47.000]  你是買不到的
[00:06:47.000 --> 00:06:48.000]  甚至用這樣的方法
[00:06:48.000 --> 00:06:50.000]  讓我們看到
[00:06:50.000 --> 00:06:52.000]  有更加有價值的東西
[00:06:52.000 --> 00:06:53.000]  是值得我們去做的
[00:06:53.000 --> 00:06:54.000]  我心裏想
[00:06:54.000 --> 00:06:56.000]  如果一個人
[00:06:56.000 --> 00:06:59.000]  你是徹頭徹尾改變了的話
[00:06:59.000 --> 00:07:01.000]  我相信
[00:07:01.000 --> 00:07:03.000]  你不會覺得是吃虧的
[00:07:03.000 --> 00:07:05.000]  因為這些東西
[00:07:05.000 --> 00:07:08.000]  是不能夠保存永久的
[00:07:08.000 --> 00:07:10.000]  但是有些東西
[00:07:10.000 --> 00:07:11.000]  是我們永遠可以保存的
[00:07:11.000 --> 00:07:13.000]  就是天上的東西
[00:07:13.000 --> 00:07:15.000]  而世上我們經歷的就是什麼呢
[00:07:15.000 --> 00:07:16.000]  神的恩典
[00:07:16.000 --> 00:07:17.000]  豐富無比
[00:07:17.000 --> 00:07:19.000]  我們從來沒有缺乏過
[00:07:19.000 --> 00:07:21.000]  雖然剛回來的時候
[00:07:21.000 --> 00:07:22.000]  我們是一家四口
[00:07:22.000 --> 00:07:24.000]  住一房一廳
[00:07:24.000 --> 00:07:25.000]  但是
[00:07:25.000 --> 00:07:27.000]  其實那個恩典
[00:07:27.000 --> 00:07:28.000]  在那段時間裏
[00:07:28.000 --> 00:07:30.000]  是從來沒有離開過我們
[00:07:30.000 --> 00:07:31.000]  我們反而感覺到
[00:07:31.000 --> 00:07:33.000]  整個家庭的關係
[00:07:33.000 --> 00:07:34.000]  我們之間的關係
[00:07:34.000 --> 00:07:36.000]  是更加密切的
[00:07:36.000 --> 00:07:37.000]  但是今天
[00:07:37.000 --> 00:07:39.000]  問題就在這裏
[00:07:39.000 --> 00:07:41.000]  到底我們怎樣才能夠徹頭徹尾
[00:07:41.000 --> 00:07:43.000]  這樣改變得到
[00:07:43.000 --> 00:07:45.000]  以至於你被人扼
[00:07:45.000 --> 00:07:47.000]  被人在背後戳背脊
[00:07:47.000 --> 00:07:48.000]  被人罵
[00:07:48.000 --> 00:07:49.000]  被人踩
[00:07:49.000 --> 00:07:50.000]  被人害
[00:07:50.000 --> 00:07:53.000]  你仍然是太言處置
[00:07:53.000 --> 00:07:55.000]  你怎樣才能做到呢
[00:07:55.000 --> 00:07:57.000]  今天
[00:07:57.000 --> 00:07:59.000]  我就要和大家分享
[00:07:59.000 --> 00:08:01.000]  聖經裏面的備權
[00:08:01.000 --> 00:08:04.000]  如果你真正掌握這個備權
[00:08:04.000 --> 00:08:06.000]  你對你自己有益
[00:08:06.000 --> 00:08:08.000]  你不用有怒氣
[00:08:08.000 --> 00:08:10.000]  不需要激氣
[00:08:10.000 --> 00:08:11.000]  第二
[00:08:11.000 --> 00:08:13.000]  你對你的家人有益
[00:08:13.000 --> 00:08:16.000]  你會令到他們都不會和你之間
[00:08:16.000 --> 00:08:18.000]  建了一道牆
[00:08:18.000 --> 00:08:21.000]  不會像敵人一樣
[00:08:21.000 --> 00:08:22.000]  第三
[00:08:22.000 --> 00:08:24.000]  你對這個社會
[00:08:24.000 --> 00:08:25.000]  都會有益處
[00:08:25.000 --> 00:08:27.000]  你能夠將你的經驗
[00:08:27.000 --> 00:08:29.000]  和其他人來分享
[00:08:29.000 --> 00:08:31.000]  我們首先一起去看一看
[00:08:31.000 --> 00:08:33.000]  已忽所書四章
[00:08:33.000 --> 00:08:36.000]  二十一到二十四節
[00:08:36.000 --> 00:08:37.000]  大家找到的時候
[00:08:37.000 --> 00:08:39.000]  我們一起讀這段聖經
[00:08:39.000 --> 00:08:40.000]  一起讀
[00:08:40.000 --> 00:08:43.000]  如果你們聽過他的道
[00:08:43.000 --> 00:08:44.000]  領了他的教
[00:08:44.000 --> 00:08:46.000]  學了他的真理
[00:08:46.000 --> 00:08:50.000]  就要脫去你們從前行為上的舊人
[00:08:50.000 --> 00:08:54.000]  這舊人是因私欲的迷惑漸漸變壞了
[00:08:54.000 --> 00:08:57.000]  將你們的心智改換一新
[00:08:57.000 --> 00:08:59.000]  並且穿上新人
[00:08:59.000 --> 00:09:02.000]  這新人是照著上帝的形象做的
[00:09:02.000 --> 00:09:05.000]  在真理的人而和成見
[00:09:05.000 --> 00:09:07.000]  頂字門
[00:09:07.000 --> 00:09:08.000]  在這段聖經裏面
[00:09:08.000 --> 00:09:09.000]  他讓我們看見
[00:09:09.000 --> 00:09:12.000]  今天世界為何充滿著危機
[00:09:12.000 --> 00:09:15.000]  為何人與人之間難相處
[00:09:15.000 --> 00:09:16.000]  是因為
[00:09:16.000 --> 00:09:17.000]  你看得見
[00:09:17.000 --> 00:09:19.000]  我們那個舊人
[00:09:19.000 --> 00:09:21.000]  是因為私欲的迷惑
[00:09:21.000 --> 00:09:23.000]  變壞了
[00:09:23.000 --> 00:09:27.000]  我們是因為私欲
[00:09:27.000 --> 00:09:28.000]  每個人都想
[00:09:28.000 --> 00:09:29.000]  我要多些
[00:09:29.000 --> 00:09:31.000]  每個人都想
[00:09:31.000 --> 00:09:32.000]  這些是我的
[00:09:32.000 --> 00:09:34.000]  什麼都是我的看法
[00:09:34.000 --> 00:09:36.000]  什麼都是我的感受
[00:09:36.000 --> 00:09:38.000]  沒有理會其他人
[00:09:38.000 --> 00:09:39.000]  帶來的結果
[00:09:39.000 --> 00:09:40.000]  就是這個世界上
[00:09:40.000 --> 00:09:42.000]  人與人之間
[00:09:42.000 --> 00:09:44.000]  很難一起來共處
