
[00:00:00.000 --> 00:00:06.400]  很高興能夠在這個主日跟大家分享訊息
[00:00:06.400 --> 00:00:10.400]  我們要讀的經文來自詩篇55篇
[00:00:10.400 --> 00:00:14.900]  我給的題目是「出賣與被出賣」
[00:00:14.900 --> 00:00:18.400]  一個敏感的題目
[00:00:18.400 --> 00:00:23.400]  我選擇這個題目當然與經文內容有關
[00:00:23.400 --> 00:00:32.800]  但不是因為我要藉著這段經文去收集我自己曾經被出賣過的經歷
[00:00:32.800 --> 00:00:36.300]  我僥倖地幾乎沒有被人出賣過
[00:00:36.300 --> 00:00:41.300]  或者我自己不是太察覺什麼時候被人出賣過
[00:00:41.300 --> 00:00:48.300]  又或者是可能是那個後果本身根本就不嚴重
[00:00:48.300 --> 00:00:52.800]  但是我覺得更加重要的問題就是我有沒有出賣過人
[00:00:52.800 --> 00:00:57.800]  這個反而是我自己比較會掙扎的問題
[00:00:57.800 --> 00:01:00.800]  因為我可以以為沒有出賣過人
[00:01:00.800 --> 00:01:02.800]  但是別人不是這樣想的
[00:01:02.800 --> 00:01:03.800]  別人說有
[00:01:03.800 --> 00:01:07.800]  所以我必須要知道對我自己來說
[00:01:07.800 --> 00:01:14.800]  我必須要明白什麼是出賣身邊的人的行為
[00:01:14.800 --> 00:01:18.800]  心水清的弟兄姊妹可能都發覺我剛才說過的話
[00:01:18.800 --> 00:01:22.800]  我必須要知道什麼是出賣人的行為
[00:01:22.800 --> 00:01:28.800]  我說的是我必須要知道什麼是出賣我身邊人的行為
[00:01:28.800 --> 00:01:35.800]  因為我覺得我大致上是沒有辦法出賣一個陌生人
[00:01:35.800 --> 00:01:43.800]  因為我與那個陌生人之間的關係並沒有一種信任的聯繫
[00:01:43.800 --> 00:01:51.800]  但是我卻可以出賣我的朋友、我的親人、我的教會裡的弟兄姊妹
[00:01:51.800 --> 00:01:59.800]  因為我們彼此之間關係的基礎裡有一種信任的成分
[00:01:59.800 --> 00:02:03.800]  Betrayal 基本上就是Betray 一種的Trust
[00:02:03.800 --> 00:02:06.800]  是背棄一種的信任
[00:02:06.800 --> 00:02:10.800]  這個又和事變晚篇有什麼關聯呢?
[00:02:10.800 --> 00:02:13.800]  我們就去看一看這篇詩篇
[00:02:13.800 --> 00:02:22.800]  詩篇52到55篇的標題都被寫為大衛的「憤悔詩」
[00:02:22.800 --> 00:02:28.800]  但是由內容看其實都是個人的申訴詩
[00:02:28.800 --> 00:02:32.800]  所以很奇怪為什麼標示做「憤悔詩」
[00:02:32.800 --> 00:02:35.800]  就是教會讀者的
[00:02:35.800 --> 00:02:40.800]  而裡面的內容卻是詩人申訴自己被人欺負得多慘
[00:02:40.800 --> 00:02:43.800]  來到上帝面前求神為他定奪
[00:02:43.800 --> 00:02:46.800]  求神審判他們、報應他們
[00:02:46.800 --> 00:02:49.800]  亦都口吐奏詞
[00:02:49.800 --> 00:02:51.800]  所以我們需要來看一下
[00:02:51.800 --> 00:02:53.800]  起碼在猶太人的傳統裡
[00:02:53.800 --> 00:02:57.800]  這首詩的「憤悔」又是從哪裡來的
[00:02:57.800 --> 00:03:00.800]  標題沒有提及這篇詩的場景
[00:03:00.800 --> 00:03:05.800]  但由於內容涉及作者被盟友出賣
[00:03:05.800 --> 00:03:08.800]  所以一般學者都認為是詩篇55篇
[00:03:08.800 --> 00:03:12.800]  和大衛被他的謀士阿希多弗出賣
[00:03:12.800 --> 00:03:15.800]  阿希多弗投誠大衛的兒子阿沙隆
[00:03:15.800 --> 00:03:18.800]  阿沙隆背叛他的父親
[00:03:18.800 --> 00:03:22.800]  場景就是這件事情
[00:03:22.800 --> 00:03:27.800]  記載在《撒姆爾記》15章和16至17章
[00:03:27.800 --> 00:03:31.800]  大衛作為一個領袖、一個皇帝
[00:03:31.800 --> 00:03:33.800]  我們看他自己的生平
[00:03:33.800 --> 00:03:38.800]  真的被他身邊的人出賣過很多次
[00:03:38.800 --> 00:03:41.800]  尤其是他做了皇帝年老的時候
[00:03:41.800 --> 00:03:46.800]  更加被他自己的親人、他身邊的戰友出賣
[00:03:46.800 --> 00:03:51.800]  如果我們看這篇詩篇的格局、結構
[00:03:51.800 --> 00:03:54.800]  我們會重複看這篇詩篇
[00:03:54.800 --> 00:03:58.800]  是一至二十三節,看一次、讀一次
[00:03:58.800 --> 00:04:02.800]  然後在過程裏面我們再審視裏面的分灰
[00:04:02.800 --> 00:04:08.800]  裏面的新訴,會再看裏面的內容
[00:04:08.800 --> 00:04:10.800]  第一部分一至三節
[00:04:10.800 --> 00:04:14.800]  就是大衛對上帝、向上帝的求告
[00:04:14.800 --> 00:04:18.800]  這是新訴詩裏面典型的開場白
[00:04:18.800 --> 00:04:20.800]  求告上帝
[00:04:20.800 --> 00:04:23.800]  第一節:神啊求你留心聽我的禱告
[00:04:23.800 --> 00:04:25.800]  不要隱藏不聽我的懇求
[00:04:25.800 --> 00:04:27.800]  求你質疑聽我、英問我
[00:04:27.800 --> 00:04:30.800]  我哀嘆不安、發聲哀嚇
[00:04:30.800 --> 00:04:33.800]  都因仇敵的聲音、惡人的欺壓
[00:04:33.800 --> 00:04:36.800]  因為他們將罪孽加在我身上
[00:04:36.800 --> 00:04:38.800]  發怒氣逼迫我
[00:04:38.800 --> 00:04:42.800]  接著大衛就陳述他被逼迫的苦況
[00:04:42.800 --> 00:04:46.800]  第四節:我心在我裏面甚是疼痛
[00:04:46.800 --> 00:04:48.800]  死的驚慌淋到我身
[00:04:48.800 --> 00:04:50.800]  恐懼戰驚歸到我身
[00:04:50.800 --> 00:04:52.800]  驚恐萬過了我
[00:04:52.800 --> 00:04:55.800]  我說但願我有翅膀像甲子
[00:04:55.800 --> 00:04:57.800]  我就飛去大向安息
[00:04:57.800 --> 00:04:59.800]  我必遠遊宿在曠野
[00:04:59.800 --> 00:05:01.800]  我必速速逃到避難所
[00:05:01.800 --> 00:05:04.800]  脫離狂風暴雨
[00:05:04.800 --> 00:05:08.800]  接著他就會開始說
[00:05:08.800 --> 00:05:10.800]  惡人的所作所為
[00:05:10.800 --> 00:05:13.800]  和他內心的感受和其怨
[00:05:13.800 --> 00:05:16.800]  第九節:主啊求你吞滅他們
[00:05:16.800 --> 00:05:18.800]  辯論他們的舌頭
[00:05:18.800 --> 00:05:21.800]  因為我在城中見了強暴真正的事
[00:05:21.800 --> 00:05:23.800]  他們在城牆上晝夜繞行
[00:05:23.800 --> 00:05:26.800]  在城內也有罪孽和奸惡
[00:05:26.800 --> 00:05:30.800]  邪惡在其中欺壓和詭詐不離皆是
[00:05:30.800 --> 00:05:32.800]  原來不是仇敵辱罵我
[00:05:32.800 --> 00:05:34.800]  若是仇敵還可忍耐
[00:05:34.800 --> 00:05:36.800]  也不是恨我的人向我狂大
[00:05:36.800 --> 00:05:39.800]  若是恨我的人就必夥避他
[00:05:39.800 --> 00:05:40.800]  不妙是你
[00:05:40.800 --> 00:05:42.800]  你原與我平等
[00:05:42.800 --> 00:05:43.800]  是我的同伴
[00:05:43.800 --> 00:05:45.800]  是我自己的朋友
[00:05:45.800 --> 00:05:47.800]  我們素嘗彼此談論
[00:05:47.800 --> 00:05:48.800]  以為甘甜
[00:05:48.800 --> 00:05:51.800]  我們與群眾在神的殿中逃行
[00:05:51.800 --> 00:05:53.800]  願死亡忽然臨到他們
[00:05:53.800 --> 00:05:56.800]  願他們活活地下入陰間
[00:05:56.800 --> 00:05:57.800]  因為他們的住處
[00:05:57.800 --> 00:06:00.800]  他們的心中都是邪惡
[00:06:00.800 --> 00:06:03.800]  我們可以注意第十三節說
[00:06:03.800 --> 00:06:04.800]  原來是你
[00:06:04.800 --> 00:06:07.800]  然後到就坐的位置
[00:06:07.800 --> 00:06:09.800]  距離又遠一些
[00:06:09.800 --> 00:06:11.800]  願死亡忽然臨到你們
[00:06:11.800 --> 00:06:15.800]  不是說願死亡忽然臨到你們
[00:06:15.800 --> 00:06:19.800]  是關係疏遠了說法表達出來
[00:06:19.800 --> 00:06:22.800]  是願死亡忽然臨到他們
[00:06:22.800 --> 00:06:24.800]  之後大衛就表述
[00:06:24.800 --> 00:06:27.800]  他對上帝的堅信
[00:06:27.800 --> 00:06:31.800]  對上帝審判的堅信和堅持
[00:06:31.800 --> 00:06:33.800]  對上帝的誠信
[00:06:33.800 --> 00:06:34.800]  第十六節
[00:06:34.800 --> 00:06:36.800]  至於我我要求高神
[00:06:36.800 --> 00:06:37.800]  而祂說必拯救我
[00:06:37.800 --> 00:06:39.800]  我要在晚上早晨
[00:06:39.800 --> 00:06:41.800]  享悟哀聲悲嘆
[00:06:41.800 --> 00:06:43.800]  祂也必聽我的聲音
[00:06:43.800 --> 00:06:45.800]  祂救贖我命脫離攻擊我的人
[00:06:45.800 --> 00:06:47.800]  使我得向平安
[00:06:47.800 --> 00:06:50.800]  因為與我相爭的人甚多
[00:06:50.800 --> 00:06:52.800]  那沒有更變不見畏神的人
[00:06:52.800 --> 00:06:54.800]  從太古上傳的神
[00:06:54.800 --> 00:06:57.800]  必聽見而輔待他
[00:06:57.800 --> 00:06:59.800]  到後面他再一次
[00:06:59.800 --> 00:07:01.800]  複述惡人的面圖
[00:07:01.800 --> 00:07:03.800]  他們的所作所為
[00:07:03.800 --> 00:07:04.800]  第十節
[00:07:04.800 --> 00:07:05.800]  他背了約
[00:07:05.800 --> 00:07:08.800]  身受攻擊與他和好的人
[00:07:08.800 --> 00:07:10.800]  他的口如奶油光滑
[00:07:10.800 --> 00:07:12.800]  他的心卻懷著真切
[00:07:12.800 --> 00:07:14.800]  他的話比柔柔和
[00:07:14.800 --> 00:07:16.800]  其實是拔出來的刀
[00:07:16.800 --> 00:07:20.800]  最後大衛提出他的訓詼
[00:07:20.800 --> 00:07:24.800]  再重申一次他向上帝的信
[00:07:24.800 --> 00:07:25.800]  第二節
[00:07:25.800 --> 00:07:28.800]  你要將你的重擔射給耶和華
[00:07:28.800 --> 00:07:29.800]  祂必撫養你
[00:07:29.800 --> 00:07:31.800]  祂永不要二人動搖
[00:07:31.800 --> 00:07:32.800]  神啊
[00:07:32.800 --> 00:07:35.800]  你必使惡人下入滅亡的坑
[00:07:35.800 --> 00:07:37.800]  流人血行鬼詐的人
[00:07:37.800 --> 00:07:38.800]  必活不到半世
[00:07:38.800 --> 00:07:40.800]  但我要依靠你
[00:07:40.800 --> 00:07:43.800]  申訴詩的內容
[00:07:43.800 --> 00:07:47.800]  幾乎都是針對敵人
[00:07:47.800 --> 00:07:50.800]  對那個詩人的陷害
[00:07:50.800 --> 00:07:52.800]  逼迫和表達
[00:07:52.800 --> 00:07:55.800]  向上帝求救求援
[00:07:55.800 --> 00:07:58.800]  和向上帝提出那種申訴
[00:07:58.800 --> 00:08:00.800]  詩篇五十五篇
[00:08:00.800 --> 00:08:03.800]  當然亦都不例外
[00:08:03.800 --> 00:08:06.800]  在這些申訴詩裏面
[00:08:06.800 --> 00:08:09.800]  詩人和敵人彼此之間的立場
[00:08:09.800 --> 00:08:13.800]  是壁壘分明
[00:08:13.800 --> 00:08:16.800]  所以表達那種痛苦
[00:08:16.800 --> 00:08:20.800]  基本上是一種被人陷害
[00:08:20.800 --> 00:08:22.800]  被人傷害的痛苦
[00:08:22.800 --> 00:08:24.800]  不過在詩篇五十五篇裏面
[00:08:24.800 --> 00:08:26.800]  就多一層的痛苦
[00:08:26.800 --> 00:08:29.800]  因為傷害他的人是他所認識
[00:08:29.800 --> 00:08:30.800]  而且是他的信任
[00:08:30.800 --> 00:08:33.800]  身邊的人是他的密友
[00:08:33.800 --> 00:08:37.800]  所以如果我們看第二到第五節
[00:08:37.800 --> 00:08:41.800]  和第十七節所表達的那種痛苦
[00:08:41.800 --> 00:08:43.800]  其實好像沒有辦法舒緩
[00:08:43.800 --> 00:08:46.800]  求你質疑聽我 應允我
[00:08:46.800 --> 00:08:49.800]  我哀嘆 我發聲哀哼
[00:08:49.800 --> 00:08:52.800]  我被人欺壓 我的心是疼痛
[00:08:52.800 --> 00:08:54.800]  心是疼痛
[00:08:54.800 --> 00:08:58.800]  如果就這樣被一般的敵人欺壓
[00:08:58.800 --> 00:08:59.800]  內心就不會疼痛
[00:08:59.800 --> 00:09:01.800]  但是被朋友出賣
[00:09:01.800 --> 00:09:02.800]  是另一回事
[00:09:02.800 --> 00:09:06.800]  我驚惶 我震驚 我驚恐
[00:09:06.800 --> 00:09:09.800]  因為你沒有辦法防不勝防
[00:09:09.800 --> 00:09:12.800]  如果是你身邊所信任的人出賣你
[00:09:12.800 --> 00:09:15.800]  難道你所有人都不信嗎?
[00:09:15.800 --> 00:09:17.800]  那又是一個怎樣的生命
[00:09:17.800 --> 00:09:18.800]  怎樣的生活 是不是?
[00:09:18.800 --> 00:09:20.800]  所以他特別強調他驚惶
[00:09:20.800 --> 00:09:23.800]  他的震驚 他的恐懼
[00:09:23.800 --> 00:09:25.800]  他的驚恐 他的悲嘆
[00:09:25.800 --> 00:09:27.800]  因為這些事情發生在他身上
[00:09:27.800 --> 00:09:29.800]  是防不勝防
[00:09:29.800 --> 00:09:33.800]  他也沒有辦法能夠避免
[00:09:33.800 --> 00:09:36.800]  所以他只能夠求上帝審判
[00:09:36.800 --> 00:09:38.800]  在這樣的情況下
[00:09:38.800 --> 00:09:40.800]  他也會說出就座的說話
[00:09:40.800 --> 00:09:43.800]  他的情緒崩潰
[00:09:43.800 --> 00:09:44.800]  我們可以說
[00:09:44.800 --> 00:09:46.800]  就算是他的道德世界裏面
[00:09:46.800 --> 00:09:49.800]  都開始出現一些裂痕
[00:09:49.800 --> 00:09:50.800]  第九節他說
[00:09:50.800 --> 00:09:53.800]  求主吞滅他們
[00:09:53.800 --> 00:09:54.800]  變亂他們的舌頭
[00:09:54.800 --> 00:09:58.800]  說回巴別塔的事件
[00:09:58.800 --> 00:10:01.800]  讓他們所做的事情不能得逞
[00:10:01.800 --> 00:10:06.800]  第23節他說就座的說話
[00:10:06.800 --> 00:10:10.800]  求你使惡人下入滅亡的坑
[00:10:10.800 --> 00:10:12.800]  使流人血行詭詐的人
[00:10:12.800 --> 00:10:14.800]  必活不到半世
[00:10:14.800 --> 00:10:18.800]  下半節似乎是就座的說話
[00:10:18.800 --> 00:10:20.800]  由起無辦法
[00:10:20.800 --> 00:10:22.800]  是防範的可能底下
[00:10:22.800 --> 00:10:27.800]  他所表述的那種困厄的情況
[00:10:27.800 --> 00:10:29.800]  12到第14節
[00:10:29.800 --> 00:10:31.800]  原來不是仇敵辱罵我
[00:10:31.800 --> 00:10:34.800]  似乎是第3節那裏聽回來的
[00:10:34.800 --> 00:10:38.800]  不是直接他原先以為是他的朋友
[00:10:38.800 --> 00:10:40.800]  結果成為他的仇敵
[00:10:40.800 --> 00:10:42.800]  是直接當他的面子辱罵他
[00:10:42.800 --> 00:10:43.800]  他是兜兜轉轉
[00:10:43.800 --> 00:10:46.800]  原來不是仇敵辱罵我
[00:10:46.800 --> 00:10:47.800]  如果是仇敵
[00:10:47.800 --> 00:10:48.800]  我都能夠忍耐
[00:10:48.800 --> 00:10:51.800]  因為本來就知道他對我的態度
[00:10:51.800 --> 00:10:53.800]  也不是恨我的人
[00:10:53.800 --> 00:10:55.800]  向我狂大
[00:10:55.800 --> 00:10:56.800]  背後看不起他
[00:10:56.800 --> 00:10:58.800]  壓抑他
[00:10:58.800 --> 00:11:00.800]  受不了
[00:11:00.800 --> 00:11:02.800]  原來我的朋友身邊
[00:11:02.800 --> 00:11:04.800]  這麼受不了我
[00:11:04.800 --> 00:11:05.800]  向我狂大
[00:11:05.800 --> 00:11:06.800]  如果是恨我的人
[00:11:06.800 --> 00:11:07.800]  我就必躲避他
[00:11:07.800 --> 00:11:08.800]  避開他
[00:11:08.800 --> 00:11:09.800]  就是了
[00:11:09.800 --> 00:11:11.800]  不妙是你
[00:11:11.800 --> 00:11:14.800]  這個在詩篇裏絕無僅有
[00:11:14.800 --> 00:11:16.800]  很少見的
[00:11:16.800 --> 00:11:22.800]  最多都是喜悅福音13章裏
[00:11:22.800 --> 00:11:24.800]  耶穌引用詩篇
[00:11:24.800 --> 00:11:27.800]  說有關猶大將會出賣他
[00:11:27.800 --> 00:11:29.800]  他引用詩篇說
[00:11:29.800 --> 00:11:32.800]  跟我一起吃飯的人
[00:11:32.800 --> 00:11:34.800]  是用腳踢我
[00:11:34.800 --> 00:11:37.800]  這個在場景裏
[00:11:37.800 --> 00:11:40.800]  我們可以想像一種什麼情況
[00:11:40.800 --> 00:11:43.800]  但在這裏更加直接是露骨
[00:11:43.800 --> 00:11:45.800]  不妙是你
[00:11:45.800 --> 00:11:47.800]  我完全想不到
[00:11:47.800 --> 00:11:48.800]  本來你和我
[00:11:48.800 --> 00:11:50.800]  你願與我平等
[00:11:50.800 --> 00:11:51.800]  你願與我平等
[00:11:51.800 --> 00:11:52.800]  其實當然不是說的
[00:11:52.800 --> 00:11:54.800]  平等是身份上
[00:11:54.800 --> 00:11:56.800]  大家都這麼高這麼大
[00:11:56.800 --> 00:11:57.800]  為什麼你這樣對我
[00:11:57.800 --> 00:11:58.800]  所謂平等
[00:11:58.800 --> 00:12:01.800]  就是我視你為我的同儕
[00:12:01.800 --> 00:12:02.800]  你是我的夥伴
[00:12:02.800 --> 00:12:04.800]  我沒有看低你
[00:12:04.800 --> 00:12:06.800]  我和你是交心的
[00:12:06.800 --> 00:12:08.800]  和你是兄弟相稱
[00:12:08.800 --> 00:12:10.800]  所謂平等
[00:12:10.800 --> 00:12:13.800]  其實是說那種關係的密切
[00:12:13.800 --> 00:12:16.800]  後面就進一步表述
[00:12:16.800 --> 00:12:17.800]  是我的同伴
[00:12:17.800 --> 00:12:19.800]  是我的知己朋友
[00:12:19.800 --> 00:12:21.800]  我從來都沒有見外
[00:12:21.800 --> 00:12:25.800]  都沒有認為將你當成神僕般看待
[00:12:25.800 --> 00:12:28.800]  如果我們用阿希多佛的例子的話
[00:12:28.800 --> 00:12:30.800]  第十四章我們在書上談論
[00:12:30.800 --> 00:12:34.800]  君臣之間經常要談密計
[00:12:34.800 --> 00:12:37.800]  以為今天一起敬拜上帝與群眾
[00:12:37.800 --> 00:12:40.800]  在上帝的殿中徒行
[00:12:40.800 --> 00:12:45.800]  所以被親密的人所出賣
[00:12:45.800 --> 00:12:47.800]  所背棄
[00:12:47.800 --> 00:12:51.800]  所帶來的震盪和沮喪
[00:12:51.800 --> 00:12:53.800]  真的很難形容
[00:12:53.800 --> 00:12:57.800]  而戴維在這裡的表達方式
[00:12:57.800 --> 00:13:01.800]  是我想走我想離開我想躲起來
[00:13:01.800 --> 00:13:02.800]  你可以想像一下
[00:13:02.800 --> 00:13:04.800]  你被親密的人背叛
[00:13:04.800 --> 00:13:05.800]  你和他吵架
[00:13:05.800 --> 00:13:07.800]  你和他打過
[00:13:07.800 --> 00:13:09.800]  其實根本就不想面對他們
[00:13:09.800 --> 00:13:12.800]  你只想躲起來逃走
[00:13:12.800 --> 00:13:13.800]  我走了就算了
[00:13:13.800 --> 00:13:15.800]  你不要再騷擾我
[00:13:15.800 --> 00:13:17.800]  我們的關係以後一刀兩斷
[00:13:17.800 --> 00:13:19.800]  原來你是這樣的人
[00:13:19.800 --> 00:13:22.800]  我從來都不知道你對我的態度是這樣
[00:13:22.800 --> 00:13:24.800]  你心裡想著這些
[00:13:24.800 --> 00:13:27.800]  你在我身上背後向我做出這些
[00:13:27.800 --> 00:13:28.800]  只是想走而已
[00:13:28.800 --> 00:13:29.800]  想躲起來
[00:13:29.800 --> 00:13:30.800]  所以第六節
[00:13:30.800 --> 00:13:33.800]  六至八節就是一個最經典的表述
[00:13:33.800 --> 00:13:34.800]  戴維說
[00:13:34.800 --> 00:13:36.800]  但願我有翅膀穿甲子
[00:13:36.800 --> 00:13:38.800]  我就飛去德克安息
[00:13:38.800 --> 00:13:39.800]  離開這班人
[00:13:39.800 --> 00:13:41.800]  我意義是安頓
[00:13:41.800 --> 00:13:43.800]  稍事安息
[00:13:43.800 --> 00:13:45.800]  我必遠遊
[00:13:45.800 --> 00:13:46.800]  宿在曠野
[00:13:46.800 --> 00:13:47.800]  我自己有家
[00:13:47.800 --> 00:13:48.800]  我也不想回去
[00:13:48.800 --> 00:13:50.800]  寧可住在曠野
[00:13:50.800 --> 00:13:52.800]  我必速速逃到避難所
[00:13:52.800 --> 00:13:54.800]  脫離狂風暴雨
[00:13:54.800 --> 00:13:56.800]  對他來說
[00:13:56.800 --> 00:13:58.800]  出賣他的人
[00:13:58.800 --> 00:14:02.800]  為他提供一個完全無法供應
[00:14:02.800 --> 00:14:06.800]  無法讓他棲身的一個環境
[00:14:06.800 --> 00:14:10.800]  所以他要離開他自己屬於他的地方
[00:14:10.800 --> 00:14:13.800]  他本來和朋友在一起
[00:14:13.800 --> 00:14:16.800]  朋友就是他避難的處所
[00:14:16.800 --> 00:14:19.800]  朋友就是加力給他
[00:14:19.800 --> 00:14:20.800]  支持他的
[00:14:20.800 --> 00:14:21.800]  倒過來
[00:14:21.800 --> 00:14:24.800]  他說朋友為他帶來狂風暴雨
