
[00:00:00.000 --> 00:00:05.000]  各位大英姐妹 各位朋友 你們好
[00:00:05.000 --> 00:00:07.300]  歡迎大家參加我們三藩市報道會
[00:00:07.300 --> 00:00:09.300]  網上的五堂崇拜
[00:00:09.300 --> 00:00:12.100]  我們今天繼續思想希伯來書的信息
[00:00:12.100 --> 00:00:14.400]  我們去到希伯來書第十一章
[00:00:14.400 --> 00:00:16.600]  三十六節至四十節
[00:00:16.600 --> 00:00:20.800]  題目是《信》、《非越》、《苦難》
[00:00:20.800 --> 00:00:23.200]  我們開始思想這段聖經之前
[00:00:23.200 --> 00:00:25.600]  請我們同心低頭 為了同禱告
[00:00:25.600 --> 00:00:27.600]  慈悲人的天父
[00:00:27.600 --> 00:00:30.600]  我們在此時懇求你
[00:00:30.600 --> 00:00:35.300]  早日結束烏克蘭的戰爭
[00:00:35.300 --> 00:00:41.200]  當你在電視上看到成千上萬的難民逃生
[00:00:41.200 --> 00:00:45.700]  很多家園被毀、死亡
[00:00:45.700 --> 00:00:50.200]  真的發覺在這個世界裏面有很多的苦難
[00:00:50.200 --> 00:00:54.500]  求你憐憫赦免人的罪
[00:00:54.500 --> 00:00:56.900]  叫戰爭早日結束
[00:00:56.900 --> 00:00:59.200]  叫家庭可以團聚
[00:00:59.200 --> 00:01:05.400]  也求你藉著你的話語去提醒、勸勉、安慰、督察我們
[00:01:05.400 --> 00:01:08.400]  我們這樣禱告 乃奉耶穌基督的名求
[00:01:08.400 --> 00:01:10.400]  阿們
[00:01:10.400 --> 00:01:14.600]  是1993年 著名的導演Steven Spielberg
[00:01:14.600 --> 00:01:18.700]  拍了一套驚心動魄、非常震撼的電影
[00:01:18.700 --> 00:01:21.800]  叫做《Stringer's List》
[00:01:21.800 --> 00:01:25.200]  《生離答名單》
[00:01:25.200 --> 00:01:29.600]  這套電影是根據Thomas Kellery所寫的一小小說
[00:01:29.600 --> 00:01:32.300]  叫做《Stringer's Arc》而製成的
[00:01:32.300 --> 00:01:34.900]  它不單是最賣座的電影
[00:01:34.900 --> 00:01:38.900]  而且更加獲得了荷里活金像獎七個大獎
[00:01:38.900 --> 00:01:43.500]  包括最佳電影、最佳導演、最佳劇本等等
[00:01:43.500 --> 00:01:47.500]  故事發生在波蘭的Krakow Ghetto
[00:01:47.500 --> 00:01:49.000]  一個貧民區
